SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
G[Ins(T):R8]G	0.00115666	0.00618837	0.00094918	0.00051336	0.01971489	0.02268406	0.00034115	4.823e-05	0.00131398	0.00982904	0.0002656	0.00020096	0.00013426	0.00036375	0.00098032	0.00389172	0.00600053	0.0153822	0.00289956	0.00392916	0.00140233	0.00255885	0.01122707	0.0034439	0.00036185	0.0002286	0.01521958	0.00245636	0.0026115	0.00392179	0.0003827	0.00122063	0.00219569	0.00038987	0.00289918	0.00076506	0.00235226	0.00619853	0.02139789	0.00046768	0.00059449	0.00395251	0.0017474	0.00124069	0.00055989	0.01383182	0.00830978	0.02789819	0.02292495	0.00321463	0.00031054	0.00368217	0.00021442	0.00199868	0.00115737	0.00356888	0.02123114	0.01203423	0.00426732	0.00221089	0.00101188	0.0006937	0.00304359	0.00271642	0.00253052	0.01651878	0.00632881	0.01374048	0.00060861	0.00608281	0.00029384	0.00415095	0.00339064	0.00180888	0.00638777	0.00984779	0.008184	0.00034375	0.00162366	0.00222042	0.0001008	0.00468583	0.00224214	0.01414191	0.00097573	0.00057766	0.01504294	0.00232059	0.00655651	0.00086677	0.00792385	0.00013116	0.00319408	0.01701163	0.00204853	0.00169844	0.00116503	0.00949123	0.00812341	0.00333611	0.001275	0.01065901	0.00118511	0.00440567	0.00261495	0.0056237	0.01418311	0.00057453	0.00076571	0.00794882	0.00056998	0.00051754	0.00528783	0.0008579	0.0001691	0.0235908	0.00357322	0.00049082	0.00189779	0.00219028	0.00422918	0.00169398	0.00609384	0.02111785	0.00044363	0.01018271	0.00108665	0.00095915	0.00352163	0.00496315	0.02000438	0.00257255	0.00528247	0.00114774	0.00055588	0.00524443	0.00039445	0.00593391	0.0138408	0.0009968	0.0008182	0.00153445	0.00040135	0.00630802	0.00146326	0.00276116	0.00544011	0.00097063	0.00712285	0.00618665	0.01107462	0.00119013	0.00204537	0.00097662	0.00602856	0.00165228	0.01042517	0.00567553	0.00084694	0.00465159	0.02612148	0.00064543
G[Ins(T):R(9,)]A	0.00219371	0.00202217	6.642e-05	0	0.03396761	0.00993674	0.00012469	2.66e-05	0.00154299	0.00898675	1.23e-06	2.115e-05	0.00477226	8.763e-05	0.00118233	0.0033419	0.00188542	0.0175675	0.00626177	0.00098474	0.00267368	0.00198439	0.01475269	0.00267527	0.00138894	0.00057197	0.01920152	2.381e-05	0.01190441	0.00499698	0.00437902	0.00050486	0.00055972	1.222e-05	0.00351203	0	0.00259424	0.00061341	0.01822462	5.105e-05	0.0008266	0.01209588	0.00030873	0.00602974	0.00050219	0.01647446	0.00745804	0.02772427	0.0099576	0.00194683	0	0.0025341	0.00709604	0.00079693	0.0025237	0.00041882	0.01240385	0.02575105	0.0053384	0.00281443	0.00068178	0.00064928	0.00274318	0.00689144	0.00199546	0.01986079	0.00070223	0.00797695	0.0014237	0.00801377	0.00013896	0.00454338	0.00392702	0.00181217	0.00565527	0.00317097	0.01538174	0.00162321	0.0005091	0.00476653	1.27e-06	0.00384796	0.0097227	0.00817327	0.00027001	0.00029147	0.00921429	0.00031674	0.00272212	7.42e-06	0.01379794	8.18e-06	0.00254729	0.0169442	0.00840128	4.66e-05	0.00160389	0.00349335	0.01218945	0.00387966	0.00058563	0.00716895	0.00159955	0.00102859	0.00198518	0.00515656	0.01805178	0.00060827	0.00138273	0.01262392	0.00389009	0.00332405	0.01189848	0.00035463	0.00013232	0.01340174	0.00100572	0.00028529	0.00607162	0.00657056	0.01462355	0.00125032	0.00194476	0.00818409	0.00092858	0.01838952	9.226e-05	0.00120893	0.00242657	0.00487569	0.0214906	0.00074708	0.01212136	0.00045366	2.76e-06	0.00764012	0.0001223	0.00235045	0.01381067	0.00369954	0.00562399	0.00136954	1e-08	0.00581646	0.00105473	0.00096178	0.00166275	0.00011782	0.00583112	0.01521737	0.00760125	0.00017436	0.00092487	0.00038498	0.0076257	0.00041297	0.01604493	0.00211378	0.00194006	0.00205546	0.01629623	0.00458482
G[Ins(T):R(9,)]C	0.00180588	0.00170454	0.00023241	2.01e-06	0.03783904	0.0095736	9.5e-07	5.402e-05	0.00283805	0.01027038	0	0.00010932	0.00769307	6.561e-05	0.00093256	0.00277548	0.00184229	0.01798026	0.00633908	0.00045376	0.0042879	0.00168006	0.01591388	0.00432463	0.00043259	0.00103986	0.01966668	6.725e-05	0.0156	0.00473595	0.0069946	0.0022619	0.00195573	0.00118338	0.00327742	9.5e-07	0.00192676	0.00107654	0.02083417	0	0.000829	0.01585279	0.0001586	0.00743535	0.00095557	0.0220354	0.00903897	0.02810168	0.00749036	0.00241688	0.00051076	0.00288071	0.00945986	0.00063587	0.0018382	0.00041276	0.01316028	0.02834714	0.00448785	0.00425413	0.00156078	0.00065075	0.00125664	0.00571015	0.00194654	0.02412857	0.00128229	0.00739795	0.00033257	0.01070402	0.00055205	0.0042662	0.00281329	0.00109631	0.005597	0.00421522	0.01978838	0.00126301	0.00061185	0.00345621	2e-08	0.00361937	0.01118163	0.00868077	0.00020017	5.268e-05	0.00806126	0.00137094	0.00256774	4.958e-05	0.02079053	4.25e-05	0.00224238	0.02018032	0.00984464	6.512e-05	0.00090434	0.00239823	0.01377608	0.00402205	0.00169501	0.00916997	1.35e-06	0.00030175	0.00174714	0.00510931	0.01965351	0.00046582	0.00147599	0.01413238	0.00625731	0.00238489	0.01018643	0.00014013	0.00023074	0.01302826	0.00067252	0.00052542	0.01162982	0.00578848	0.01784083	0.00108322	0.00130306	0.00736774	0.00181163	0.02058411	0.00047335	0.00053049	0.00299749	0.00481848	0.02235848	0.0012443	0.01532691	0.00088661	0	0.00646004	0.00013402	0.00227164	0.01226995	0.00532882	0.01205262	0.00135803	0.00029119	0.00571554	0.00118238	0.00088377	0.00156752	0.00015741	0.00570872	0.01717687	0.00610656	0.00053434	0.00167141	0	0.00749952	0.00038082	0.01495906	0.00151125	0.00178231	0.0038288	0.01419151	0.00568476
G[Ins(T):R(9,)]G	0.0021598	0.00239037	8.11e-06	0	0.02718248	0.00684232	5.47e-06	2.1e-07	0.0001597	0.00860778	0.00014377	2.63e-06	0.00355737	0.00014046	0.00052136	0.00299875	0.00158249	0.01276814	0.0045189	0.00061671	0.00324614	0.00185986	0.01115838	0.0030665	0.00051675	0.00025966	0.01355864	3.2e-07	0.00880206	0.00361182	0.00538129	0.00146708	0.00012919	0.00035496	0.00385517	1.912e-05	0.00141582	0.00054222	0.01582709	0.00010052	0.00044405	0.00961045	2.031e-05	0.00600804	0.0003459	0.01280897	0.00673477	0.02330112	0.00509194	0.00157771	0.00012147	0.00249384	0.0019774	0.00096815	0.00170644	0.00063776	0.00986057	0.01992914	0.00401639	0.00032688	0.00106278	8.422e-05	0.00171977	0.00393171	0.00172288	0.01752296	0.00244206	0.00416669	0.00070524	0.00599687	0.00027329	0.00192792	0.0006698	0.00025953	0.00504	0.00321883	0.01022688	0.00131462	0.00022753	0.00310917	6.92e-06	0.00401057	0.00655122	0.00520297	0.00051164	0.00028146	0.00561773	0.00017321	0.00261116	2.766e-05	0.01208261	9.8e-07	0.00244615	0.01337782	0.00570364	0.00013958	0.00058103	0.00240022	0.00963325	0.00224804	0.00055477	0.00788672	0.00156617	0.00219373	0.00155565	0.00445237	0.0128022	0.0003407	0.00089421	0.00811929	0.00270396	0.00194005	0.0089437	0.00022315	5.715e-05	0.01476506	0.00027164	0.0002527	0.0068308	0.00304641	0.01110848	0.00110138	0.00169745	0.00600764	0.00048659	0.01535612	0.00016723	0.00043157	0.00255464	0.00481431	0.01833537	7.488e-05	0.00897649	0.00156075	7.917e-05	0.00601368	0.00029093	0.00305018	0.00846781	0.00382591	0.00564977	0.0006335	0	0.00539871	0.00110114	0.00066014	0.0015721	9.095e-05	0.00448908	0.01055829	0.00402118	0.00109728	0.00010456	0.00031279	0.00384148	9.973e-05	0.01031666	0.00216111	0.00198058	0.00150906	0.01360595	0.00287269
Del2:U1:R1	1.945e-05	6.137e-05	1.081e-05	2.78e-06	0.0003959	1.682e-05	0.00583881	0.00316688	0.00016188	0.00041236	0.00136268	0.0199235	0.00295197	0.00556951	0.00956954	0.00010868	0.00019506	0.00201549	0.00241211	0.00546055	0.00285685	3.268e-05	0.00133587	0.00499207	0.00366537	0.00695501	0.00122223	0.0023746	0.00279693	0.00267852	0.0043425	0.00309499	0.01503898	0.0050848	7.819e-05	0.00013241	0.00010934	0.00071108	0.0001582	0.00111465	0.00735811	0.00415694	0.01504002	0.00546513	0.00216647	5.33e-06	0.00026456	0.00032994	0.00068106	0.00875429	0.01290473	0.00587444	0.0068435	7.56e-06	0.00019065	5.204e-05	0.00029283	0.00033031	0.0018872	3.226e-05	0.00333039	0.04073103	0.00381865	0.00180228	0.00024949	0.00031234	0.00167151	0.00074323	0.01300566	0.00207972	0.00087787	0.00102544	0.00208687	0.00525574	0.00022405	0.00218882	0.00284575	0.00609577	0.00276651	0.00921246	0.00611984	0.00022563	0.00373624	0.00124633	0.01015938	0.00426163	0.00248531	0.00326579	0.00013688	0.00316318	0.00265306	0.00309701	0.00010712	0.0005964	0.00356723	0.0043114	0.01600077	0.00199111	0.00109893	0.00011721	0.00962643	0.00300201	0.00278282	0.00343369	3.059e-05	0.00040358	0.00096629	0.00275465	0.00418333	0.00289794	0.00249488	0.03527352	0.00886568	0.00127353	0.00248442	0.00022339	0.01236542	0.00662948	0.00427466	0.00400149	0.00520973	5.91e-06	0.0003607	0.00019807	0.00849441	0.00251142	0.00122629	0.0001174	6.395e-05	5.476e-05	0.00017958	0.0066457	0.00297772	0.00153172	0.00622552	0.0003281	0.00753644	0.00073367	0.00240831	0.00218758	0.00089062	0.00693084	0.01188166	1.761e-05	1.995e-05	0.00013425	9.394e-05	0.00013234	0.00024829	0.00270403	0.00100225	0.010467	0.00218963	0.00136825	0.00021482	0.00704481	0.00262891	0.00019563	0.00013127	9.02e-06	0.00013676	0.00673716
Del3:U1:R1	6.28e-06	8.221e-05	0.00194794	1.903e-05	8.629e-05	7.64e-06	0.00429573	0.00013346	1.655e-05	6e-05	0.00180602	0.00193373	0.00167916	0.001477	0.00066783	0.00036582	8.865e-05	0.00061165	9.077e-05	0.00140347	0.00180185	0.00035539	0.00014923	0.00101193	0.00309804	0.00697488	0.00013552	4.271e-05	0.00159759	0.00200104	0.00034869	0.00219178	0.00062252	0.00074179	1.877e-05	0.000187	0.0008696	0.00049798	2.28e-05	0.0015743	0.00715717	0.00171955	0.00096907	0.00138223	0.00077026	7.25e-06	0.00011023	0.00020002	0.0004823	0.00037117	0.00291534	0.00457618	0.00145631	0.00085914	1.179e-05	3.933e-05	0.00030099	0.00013734	0.0016841	7.86e-06	0.0008048	0.00207222	0.00146703	0.00024018	0.00021749	0.00031392	0.00029961	4.46e-06	0.00127068	0.00134746	0.00099628	0.00033267	0.00339693	9.862e-05	0.00036025	0.00133095	0.00214973	0.00345066	0.00032467	0.00075243	0.00376208	0.00017977	0.0008667	0.00088831	0.00279767	0.00168357	0.00030642	0.00134599	4.02e-06	0.00416945	0.00096551	0.00026827	0.00011011	0.00044716	0.00131954	0.00218484	0.00183755	0.00034959	0.00032016	0	0.00242073	0.0002481	0.00168525	0.00131761	0.00022854	0.0001443	0.00034366	8.622e-05	0.00467897	0.00173167	0.00158182	0.00131548	0.00051019	0.0007563	0.00209618	0	0.00289211	0.00113721	0.0005841	0.00087346	0.00250298	0.000682	5.833e-05	0.00023674	0.00226259	0.00095513	0.00155254	2.501e-05	5.953e-05	0.00065688	4.918e-05	0.0025831	0.0012434	0.00136271	0.0008822	0.00011816	0.00360189	0.00044124	0.00063303	0.00177605	0.00189282	0.00051374	0.00121208	6.257e-05	0.00053355	5.58e-06	0.0001018	0.00013198	0.00012561	0.0002146	0.00053394	0.00170636	0.00072644	0.00073493	0.00041272	0.0015067	0.00079204	0.00010891	0.00023692	8.6e-07	2.3e-06	0.00214315
Del4:U1:R1	3.6e-07	1.122e-05	0.00077218	2.688e-05	1.049e-05	4.5e-06	0.00339662	8.099e-05	2.106e-05	6.519e-05	0.00156124	0.00219587	0.00167445	0.00131804	0.00012988	0.00011644	4.785e-05	0.000698	0.00018314	0.00115888	0.00130532	0.00010537	0.00018564	0.00091306	0.00289695	0.0061283	0.00024986	0.00184216	0.00092063	0.00125241	0.00076357	0.00124583	0.00241219	0.00089936	1.175e-05	9.598e-05	0.00022404	0.00034623	0.00016409	0.00118207	0.00499902	0.00131109	0.00169243	0.00105221	0.00051326	7.67e-06	4.381e-05	2.89e-06	0.00027768	0.00045367	0.00396961	0.00265451	0.00185509	0.00038007	9e-07	9.32e-06	0.00011183	6.507e-05	0.00190634	7.3e-07	0.00025228	0.00063924	0.00220586	0.00023853	0.00015828	0.00015773	0.00037813	5.159e-05	0.00203205	0.00160894	0.00053283	0.00025995	0.00127565	8.237e-05	9.626e-05	0.00017617	0.00112121	0.00390468	0.00014179	0.00143569	0.00266803	0.00011615	0.00154157	0.00123528	0.00299246	0.00132873	0.00051688	0.00089237	0	0.00281912	0.0009161	3.285e-05	4.223e-05	8.218e-05	0.00165656	0.00248011	0.00291362	0.00014496	0.00051827	5.899e-05	0.00210065	0.00105417	1.44e-06	3.03e-05	9.539e-05	7.349e-05	0.00045804	0.00019405	0.0045309	0.00080946	0.00146968	0.00072138	0.00088209	0.00077068	0.00156605	4.902e-05	0.00333009	0.00088515	0.00259275	0.00051483	0.00106703	0.00025404	1.393e-05	0.00010088	0.00170352	0.00040001	0.00135345	5.3e-06	9.85e-06	0.00016768	0.00018372	0.00200791	0.0007205	0.00165079	0.00089787	5.368e-05	0.00310895	0.00019262	0.00037064	0.00157793	0.00145513	0.0001707	0.00125779	4.186e-05	0.00025586	9.94e-06	3.746e-05	6.03e-05	4.942e-05	0.00082127	0.00032134	0.0007643	0.00089691	0.00113795	0.00083426	0.00030809	0.00209898	5.321e-05	8.376e-05	2.411e-05	1.568e-05	0.00186247
Del5:U1:R1	0	4.99e-06	0.00026235	4.19e-06	6.36e-06	2.19e-06	0.0026442	4.657e-05	6.68e-06	5.12e-06	0.00159132	0.00027577	0.00528561	0.00101571	4.99e-06	1.046e-05	1.358e-05	0.00060177	0.00017892	0.00104679	0.00352067	3.66e-05	7.94e-05	0.00057547	0.00379373	0.00530949	0.00019148	0.00023131	0.00020771	9.022e-05	0.00748146	0.00130806	0.00044729	0.00071964	0	3.793e-05	5.009e-05	0.0001385	0.00010333	0.00129039	0.0039923	0.00032124	0.00065533	0.00630848	1.399e-05	5.81e-06	5.238e-05	8.2e-07	0.00012512	0.00046409	0.00026925	0.00335002	0.00364252	0.00013796	5.95e-06	4.96e-06	4.76e-06	1.061e-05	0.00295906	5.91e-06	6.108e-05	0.00030168	0.00124776	3.964e-05	4.381e-05	1.613e-05	2.327e-05	0.00023355	0.00138112	0.00313864	0.0006551	0.00019553	0.00141252	0.0002902	5.97e-05	0.00014779	0.00152892	0.00354214	0.00019207	0.00033399	0.00228482	2.84e-06	0.00264123	0.00057737	0.00104119	0.00105847	3.609e-05	0.00057617	4.681e-05	0.00368293	0.00188211	0.00010647	2.273e-05	3.788e-05	0.00248472	0.00177535	0.00020012	0.00013366	0.00036094	0	0.00114037	0.0003442	1.97e-06	8.477e-05	4.286e-05	6.988e-05	1.785e-05	0.00011716	0.00324024	0.00044853	0.00461544	0.00084462	0.0002199	0.00043706	0.00158781	0	0.00106065	0.00171091	0.00521731	7.546e-05	0.00010541	9.926e-05	0	0.00032506	0.00066954	0.00111181	0.00154518	5.61e-06	2.97e-06	1.41e-05	2.411e-05	0.00136914	0.00214622	0.00158483	0.00138354	1.4e-07	0.00195951	3.748e-05	0.00035853	0.00012188	0.00511342	0.00012644	7.118e-05	8.44e-06	0.00011408	1.763e-05	3.87e-06	1.77e-05	6.45e-06	0.00073876	0.00010586	0.00091438	0.00023631	0.00116998	0.00019656	0.00133753	0.00185494	1.732e-05	4.855e-05	0	8.53e-06	0.00166669
Del6:U1:R1	6.7e-07	4.32e-06	7.308e-05	9.93e-06	2.221e-05	6.2e-07	0.00216492	2.377e-05	4.17e-06	6.5e-07	0.00165129	0.00015463	0.0045277	0.00115137	1.433e-05	8.37e-06	1.148e-05	0.00032144	0.00011748	0.00092011	0.0032137	9.29e-06	0.00017153	0.0001852	0.00407284	0.00475684	0.00029753	0.00090867	8.38e-05	0.00058884	0.00371434	0.00087561	0	0.00147743	2.226e-05	1.182e-05	4.3e-07	0.0001414	0.00029672	0.00113084	0.00385136	0.00024327	3.216e-05	0.00506521	0.0001975	0	4.403e-05	8.997e-05	1.751e-05	4.042e-05	0.00024375	0.0032679	0.00315436	3.766e-05	3.6e-07	6.81e-06	8.09e-06	6.091e-05	0.00211983	8.78e-06	0.00029014	0.00018189	0.00051394	9.013e-05	0	0.00040166	6.77e-06	2.054e-05	0.00119297	0.00198964	0.00025117	0.00012555	0.00127059	0.00048356	6.265e-05	6.076e-05	0.00141929	0.00277755	0.00034697	0.00029016	0.00201548	2.678e-05	0.00265553	0.00021299	0.00149322	0.00077924	6.54e-06	0.00062783	2.164e-05	0.00354713	0.00107596	4.005e-05	0	2.75e-06	0.00261398	0.00140574	0.00017901	2.992e-05	0.00036031	5.776e-05	0.00088912	0.00074087	0.00103879	0.00232483	7.74e-06	0	0.00012599	3.752e-05	0.00307484	0.00039846	0.00352835	0.00055518	4.591e-05	0.00066967	0.00151899	0	0.00132382	0.00043149	0.00475145	2.7e-06	0.00078406	3.914e-05	0	4.124e-05	0.00077022	0.00113393	0.00173327	2.43e-06	7.86e-06	4.8e-07	7.503e-05	0.00106547	0.0017156	0.00158887	0.00083389	1.06e-06	0.00284262	7.851e-05	0.00014335	0.00104732	0.00437906	0.00021332	0.00011086	6.84e-06	6.441e-05	1.616e-05	1.04e-05	1.82e-05	5.09e-06	0.00074559	5.743e-05	0.00063006	0.00021887	0.00142779	0	0.0011082	0.00249234	1.36e-06	3.593e-05	2.04e-06	2.273e-05	0.0014799
Del7:U1:R1	3.4e-07	6.43e-06	3.83e-06	3.07e-06	1.145e-05	1.701e-05	0.00186075	3.174e-05	1.38e-06	2.63e-06	0.00152244	0.00012329	0.00433329	0.00097684	3.2e-06	4e-08	2.105e-05	0.00036915	5.65e-06	0.00038158	0.00329172	4.82e-06	0.00010204	0.00061762	0.00260075	0.00361305	0.00022055	2.68e-06	7.926e-05	2.511e-05	0.00586212	0.00135905	1.937e-05	0.00129896	5.84e-06	9.29e-06	4.197e-05	0.00015424	2.901e-05	0.00104096	0.00369284	0.00011525	6.058e-05	0.00504412	0.00015115	6.9e-06	3.031e-05	5.354e-05	0.00027268	3.072e-05	7.168e-05	0.00215313	0.00248594	2.17e-06	3e-08	1.118e-05	1.297e-05	1.482e-05	0.00243484	4.3e-07	0.0001229	0.00010106	0.00056331	0.0001208	1.381e-05	4.635e-05	2.67e-06	0.00010759	0.00033006	0.00265441	0.0004156	0.00026425	0.00098309	1.098e-05	2.471e-05	0.00052367	0.00158334	0.00249872	0.00012621	0.0001001	0.00152034	4.521e-05	0.00280374	0.00030481	0.00057063	0.00095559	5.552e-05	0.00093451	1.728e-05	0.00227552	0.00116473	3.271e-05	2.71e-06	2e-07	0.00210373	0.00168937	0.00022536	0.00020343	0.0005246	0	0.0001977	0.00115307	0.00114382	0.0009233	6.9e-06	0	0.00013106	0.00011438	0.0017846	0.00030941	0.00322132	0.00052188	0.00017669	0.00047535	0.00182364	3.681e-05	0.00089274	0.0009922	0.00458877	5.618e-05	0.000104	3.43e-06	1.909e-05	0.00018193	0.00063168	0.00088472	0.0015865	9.5e-07	4.3e-07	1.49e-06	7.83e-06	0.00105009	0.00187123	0.00163417	0.00081827	1.107e-05	0.00212377	0.00012596	0.00017545	0.00090047	0.00398408	0	0.00060133	0	1.105e-05	1.06e-06	1.38e-06	3.64e-06	8.09e-06	0.00039318	1.312e-05	0.00065653	1.337e-05	0.00097005	0.00020409	0.00092415	0.001354	3.51e-06	2.394e-05	7.68e-06	1.414e-05	0.0014863
Del8:U1:R1	3e-08	4.44e-06	5.6e-07	4.2e-07	8.38e-06	4.8e-06	0.00160275	4.671e-05	7.69e-06	6.4e-07	0.00131502	8.784e-05	0.00338424	0.0010769	1.046e-05	1.94e-06	4.66e-06	0.0004023	7.6e-06	0.00094875	0.00185458	6.5e-07	3.112e-05	0.00022035	0.0028334	0.00332244	0.00019585	2.116e-05	0.00041663	1.533e-05	0.00330598	0.00061614	6.017e-05	0.00133352	9.57e-06	0	1.16e-06	6.895e-05	2.159e-05	0.00109145	0.00271152	8.227e-05	0.0001107	0.0040161	7.718e-05	2.36e-06	3.616e-05	2.7e-07	3.029e-05	0.00013964	1.1e-06	0.00246076	0.00175418	1.8e-07	0	1.39e-06	5.15e-06	4.266e-05	0.00180057	1.624e-05	0.0001249	6.603e-05	0.00071895	6.779e-05	7.068e-05	8.548e-05	7.28e-06	0.00018348	0.00035179	0.00188485	1.451e-05	0	0.00132494	4.09e-06	5.173e-05	6.046e-05	0.00067776	0.00225829	8.48e-05	0.00061095	0.00150617	0	0.00204302	0.00020092	0.0005187	0.00076502	0.00030089	0.00082818	3.176e-05	0.00158509	0.00182459	4.77e-05	7.26e-06	9.6e-07	0.00159163	0.00138331	0.00030202	0.00010498	0.00035082	0	0.00048298	0.00050486	0.00160305	0.00096438	1.814e-05	3.83e-06	1.294e-05	9.423e-05	0.00129865	0.00064267	0.00341455	0.0005516	0.00053093	0.00099977	0.00137326	0	1.603e-05	0.00092296	0.00300192	0.00013184	0.00027398	0	0	3.99e-06	0.00070271	0.00086654	0.00094413	1.59e-06	4.8e-07	3.2e-07	6.94e-06	0.00081212	0.0014379	0.00121293	0.00091499	1.107e-05	0.00224062	6.171e-05	0.00042289	0.00029094	0.00342222	0.00035493	0.00029365	0	7.66e-06	0	8.21e-06	7.21e-06	3.37e-06	0.0006109	0.00019598	0.00027951	1.724e-05	0.00122475	0.00020843	0.00182302	0.00135948	8.74e-06	1.18e-06	3.82e-06	1.115e-05	0.00110726
