SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
G[Ins(T):R5]A	2.129e-05	0.00014305	0.00014695	0.00022895	0.00014633	0.00326923	0.00030757	0.00020006	0.00632482	0.0030431	3.441e-05	5.544e-05	6.477e-05	0.00062186	0.0004121	0.00027988	0.00061369	0.00164934	0.00050398	0.00046282	0.0005258	0.00017245	0.00092057	0.00142314	0.00011011	0.00031898	0.00079293	0.00039171	0.00060206	0.00121625	1.35e-06	2.785e-05	0.00069085	0.00149871	5.956e-05	0.00019021	0.00028557	0.00085361	0.00186182	0.00015977	0.00023447	0.00036617	0.00027389	0.00025919	0.00051853	0.0050188	0.00035682	0.00042211	0.00138935	0.00084717	0.00028297	0.00059989	0.00016809	7.229e-05	0.00021918	0.00049831	0.00169889	0.00042386	0.00059745	0.00810445	0.0002294	0.00018607	0.00026285	0.00019545	0.00020175	0.00141525	0.00119687	0.00259647	0.00105549	0.00103002	0.00119643	0.0001627	0.00019147	9.03e-06	0.00054105	0.00204567	0.00086094	0.00016919	0.00025794	0.0001192	0.00042641	0.00037856	0.00019472	0.00139169	0.00053908	0.00053967	0.00225663	0.00148059	0.00093675	0.00011306	0.00042603	0.0003372	0.00023908	0.00164711	0.00027558	0.00082474	0.00013017	0.00144945	0.00021715	0.00057584	0.000658	7.81e-06	0.000709	0.00056596	0.00037684	0.00012293	0.00158763	0.00032006	0.00012164	0.00045006	0.00021645	0.00040286	0.00128992	0.00011381	5.891e-05	0.0020264	0.00105559	0.00110912	0.00017313	0.00040126	0.00060164	0.00019684	0.00059255	0.00253535	0.00065593	0.0006465	0.00024842	0.0022176	0.00023257	0.00019974	0.00147462	0.00114214	0.00025987	0.00042387	0.00097643	7.485e-05	0.00026592	0.0007848	0.00134716	0.00037992	7.9e-05	0.00106177	0.0004726	0.0015187	0.00017177	0.00037002	0.00051479	0.00084169	0.00035984	0.00059347	0.0024931	0.00138808	0.00121482	0.00039079	0.00060526	7.18e-06	0.00067969	0.00014128	2.288e-05	0.00302883	0.00246459	0.00010921
G[Ins(T):R5]C	6.555e-05	0.00011606	2.063e-05	0.00022989	9.216e-05	0.00373521	2.543e-05	6.392e-05	0.00582981	0.00382514	2e-07	1.207e-05	0.00011934	0.00284403	0.00011989	0.00022912	0.00084709	0.00158605	0.00040246	0.0007648	0.00063736	0.00010784	0.00149272	0.00093032	5.88e-05	0.00018774	0.00130075	0.0002533	3.529e-05	0.00106877	1.19e-06	2.647e-05	0.00080837	0.00203438	4.617e-05	0.00020881	0.00026037	0.00086578	0.00206962	2.007e-05	7.389e-05	0.00016522	0.00111132	0.00038789	0.00070771	0.00588089	0.00058638	0.0010691	0.00220196	0.0004436	0.00017341	0.00085446	0.00019035	6.042e-05	0.00014773	0.00045487	0.00192549	0.00026756	0.0003076	0.00766187	8.24e-05	0.00012484	0.00022593	0.00025576	0.00020786	0.00114772	0.00071278	0.00288734	0.00114128	0.0011826	0.00014672	0.00144624	8.631e-05	3.736e-05	0.00047015	0.00237241	0.00042492	0.00048763	0.00060929	4.491e-05	0.00032424	0.00032052	0.00032662	0.00172541	0.00010865	0.00052964	0.00247377	0.00027995	0.00101964	0.00040674	0.00022295	0.00020663	0.00029568	0.00234221	6.721e-05	0.00068073	0.00026859	0.00236932	0.00084669	0.00027083	3.928e-05	0.0019848	0.0003122	0.00044141	0.00022906	0.00037667	0.00148208	0.00018373	5.45e-05	0.0011555	5.122e-05	0.00033575	0.00068032	5.887e-05	0.00019329	0.0017907	0.00034818	0.00035395	0.00041526	0.00069999	0.00050907	9.68e-05	0.00051463	0.00310948	0.0001026	0.00106565	0.00031347	0.00145056	0.00036153	2.562e-05	0.00198495	0.00089709	0.00029235	0.00020715	0.00412164	0.00038445	0.00148002	0.00054504	0.00157328	0.00024792	3.73e-06	0.00042249	0.00039387	0.00225298	0.00016032	0.00019496	0.00039552	0.00103034	0.00053044	0.00039959	0.00273908	0.00044042	0.00036598	0.00093789	0.00029784	5.3e-07	0.00058249	0.00015216	7.55e-06	0.00351777	0.00162647	6.527e-05
G[Ins(T):R5]G	6.577e-05	0.00064126	7.078e-05	0.0004292	0.00036281	0.00411344	0.00016615	0.00176941	0.00384175	0.00349738	2.518e-05	3.151e-05	0.00014846	0.00088876	0.00036708	0.00045474	0.00121266	0.00222616	0.00056654	0.00204874	8.402e-05	0.00026629	0.00112906	0.00178656	0.00012988	0.00053046	0.00081817	0.0009805	0.0003221	0.00048259	0.00084673	0.00021727	0.00042117	0.00034352	0.00018496	0.00028978	0.00049323	0.00120888	0.00254086	0.0001575	0.00012507	0.00020452	0.00016676	0.00026835	0.00115578	0.00529597	0.00095859	0.00099999	0.00201098	0.00035283	0.00016407	0.00138764	0.0001825	0.00020769	9.55e-06	0.00084686	0.00189505	0.0008125	0.00047412	0.00421285	0.00062503	0.00080883	0.00015435	0.00012367	0.00040559	0.00077726	0.00073756	0.00329211	0.00040189	0.00057904	0.00142094	0.0002979	0.00137742	0.00064571	0.00101655	0.00212951	0.00119226	8.195e-05	0.00176899	0.00064432	0.00037848	0.00068576	0.00017323	0.00343837	0.00117925	0.00158046	0.00246729	0.00214435	0.00179984	0.00016518	0.00047172	0.00168965	0.00056932	0.00225447	0.00071811	0.00058644	0.0004548	0.00241638	0.00065127	0.00077362	0.00043213	4e-08	0.00086938	0.00031261	0.00044143	0.00050534	0.00135193	0.0013162	0.00014588	0.00214869	0.00056285	0.00024461	0.00085267	0.00019302	0.00012294	0.00231983	0.00111843	0.0007065	0.00061671	0.00022324	0.00074123	0.00017881	0.00093042	0.00361274	0.00111854	0.00040535	0.00024458	0.00159124	0.00060852	0.00013916	0.00177854	0.0011352	0.00034381	0.00012767	0.00119692	0.00063705	0.0004593	0.00076022	0.00178509	0.00018664	0.00034168	0.00278108	0.00011822	0.00148881	0.00060627	9.402e-05	0.00047187	0.00193472	0.00026119	0.00050477	0.00225914	0.00125854	0.00070038	0.00059066	0.00099078	3.5e-07	0.00079641	0.00048943	1.26e-05	0.00305327	0.00214691	0.00064013
G[Ins(T):R6]A	2.717e-05	0.0012308	0.00042856	0.00094221	0.00201374	0.0114664	0.00016135	2.925e-05	0.01389274	0.00749316	2.367e-05	0.00011646	5.6e-07	0.00027026	0.00170912	0.00093485	0.00258467	0.00446003	0.00136592	0.00398967	0.00049976	0.00068067	0.00387782	0.00164778	0.00013336	0.00072972	0.00406514	0.00210958	0.00036025	0.00265682	6.528e-05	0.00109499	0.00154034	0.00018481	0.00017738	0.00069483	0.00125264	0.00247896	0.00695869	0.00019242	2.112e-05	0.00078269	0.00186486	0.00041614	0.00176846	0.01341427	0.0019761	0.0034997	0.00796463	0.00185212	0.00068616	0.00153609	0.00017763	0.00042702	0.00044172	0.00196439	0.00684226	0.00211657	0.00142186	0.01729058	0.0014669	0.00055502	0.00056789	0.00051851	0.00087719	0.0038458	0.00368566	0.00915084	0.00293734	0.00065064	0.00151252	0.00317613	0.00242369	0.00047038	0.00232944	0.00629542	0.00140165	0.00074216	0.00163544	0.00193211	0.00018453	0.00121481	0.00042095	0.00475146	0.00062147	0.00147094	0.00673786	0.00173859	0.00289956	0.00058628	0.00143016	0.0002495	0.0009372	0.00646754	0.0001596	0.00176207	0.00074367	0.00586119	0.0018129	0.00177318	0.00059383	0.00375595	0.00067833	0.00093521	0.00129813	0.00094793	0.0056204	0.00040714	0.00018698	0.00145033	1.946e-05	0.00049742	0.00246469	8.196e-05	0.00062454	0.00787091	0.00212086	0.0007709	0.00024161	0.00095906	0.00083717	0.00040505	0.00304028	0.00892388	0.00163129	0.00232407	0.00042954	0.00099603	0.00137498	0.00014211	0.00667218	0.00208653	0.0008712	0.00085921	0.00054531	0.00063377	0.00118727	0.00231416	0.00614301	0.0006743	0.00043873	0.00069147	0.00021457	0.00274702	0.00067819	0.00105309	0.00225172	0.00290189	0.00135186	0.00113471	0.00723514	0.00366798	0.00319625	0.00135106	0.00264679	0.00095684	0.00255831	0.00112119	7.025e-05	0.00915982	0.00805239	2.048e-05
G[Ins(T):R6]C	8.209e-05	0.00115315	0.00054298	0.00153575	0.00413103	0.02066337	8.433e-05	8.288e-05	0.01534727	0.00463733	3.66e-06	0.00074209	0.00032739	0.00096666	0.00176596	0.00139547	0.00358999	0.00924947	0.00098899	0.00517055	0.00056837	0.00060828	0.00655027	0.00271635	0.00032975	0.00031682	0.0094475	0.00201484	0.00189473	0.00399748	0.0002488	0.00160194	0.00153119	0.00126068	0.00023115	0.00127755	0.00033569	0.00463278	0.01220237	0.00034756	0.00019739	0.0012789	0.00192081	0.00092657	0.002604	0.01446118	0.00274244	0.00986645	0.01847802	0.00335206	0.00144126	0.00253559	4.714e-05	0.00040197	0.00030248	0.00232877	0.01204736	0.00321105	0.00282145	0.01898451	0.00176742	0.00073822	0.00174551	0.00023281	0.00123365	0.00561105	0.00276875	0.01822645	0.00625812	0.00132418	0.00429977	0.00329441	0.00165494	0.00041771	0.0030596	0.00907569	0.00217599	0.00199393	0.00139504	0.00167518	0.00042209	0.00176057	0.0015661	0.00834752	0.00161334	0.00110604	0.01282795	0.00338396	0.00413418	0.00050401	0.00220646	0.00026985	0.00113678	0.01188323	0.00027586	0.00284848	0.00071517	0.01128901	0.00395754	0.00260498	0.00121531	0.00460642	0.00331848	0.00481714	0.00139271	0.00159051	0.00991263	0.00073058	0.00056318	0.00409565	0.00062341	0.00140859	0.00351119	0.00012213	0.00022828	0.01104956	0.00533154	0.00073398	0.00110457	0.00286394	0.00184839	0.00025312	0.00386163	0.01827343	0.00095858	0.00343186	0.00070019	0.00131244	0.00203962	0.00040925	0.00877334	0.00509764	0.0023489	0.00049437	0.00195898	0.00141399	0.00055791	0.00345522	0.01123415	0.00039059	0.00010057	0.00192268	0.00066177	0.00184343	0.00099181	0.00037098	0.00224657	0.00473453	0.00202675	0.00189673	0.01249038	0.00646888	0.00366859	0.00099209	0.00191952	0.0017534	0.00443202	0.00144888	0	0.00850901	0.01006944	0.00132878
G[Ins(T):R6]G	0.0001633	0.00490467	0.00103228	0.00258606	0.00594628	0.02375924	0.00022557	0.00098986	0.00651733	0.00893955	4.39e-05	0.00029872	3.852e-05	0.00122962	0.00087949	0.00307755	0.00667225	0.00970591	0.00324309	0.0053332	0.00060564	0.00168495	0.00668906	0.00273292	0.00092501	0.00011304	0.01191362	0.00316999	0.00046251	0.00284877	0.00014061	0.0016044	0.0014253	0.00111892	0.00055645	0.00154909	0.00285211	0.00726539	0.01427761	0.00030109	0.0005885	0.00096903	0.00154487	0.00071266	0.00172693	0.0150301	0.00635963	0.01845492	0.01899336	0.00487396	0.0006835	0.00352289	9.05e-06	0.00155618	5.583e-05	0.00506168	0.01562189	0.00468655	0.00177084	0.0074037	0.00091193	0.00078648	0.00192633	0.00056082	0.00215206	0.00767253	0.00337057	0.01742581	0.00464626	0.00328317	0.00566861	0.0016899	0.00124181	0.00079921	0.0046355	0.01004717	0.00344008	0.00085071	0.00174651	0.00190186	0.0002639	0.00341907	0.00079802	0.01307445	0.00331733	0.00253796	0.01557789	0.0020869	0.00899011	0.00093943	0.00010307	0.00111337	0.00270596	0.01266165	0.00060283	0.00243527	0.00076894	0.01245884	0.00387662	0.00300157	0.00061428	0.00723275	0.00185131	0.00207726	0.00239621	0.0036738	0.00967507	0.00124255	0.0002255	0.00641994	0.00047563	0.0012059	0.00400073	0.00058265	0.00045024	0.0162652	0.00294221	0.00114625	0.00043537	0.0007526	0.00118937	0.00091652	0.00729023	0.02176981	0.00046696	0.00380499	0.00083185	0.00149451	0.00363518	0.00088411	0.01239501	0.00407735	0.00185591	0.00062126	0.00170324	0.00271395	0.00063032	0.006175	0.01326594	0.00048768	4.337e-05	0.00150841	0.00035874	0.00384609	0.00130648	0.00282547	0.00463469	0.00581356	0.00561222	0.00122574	0.01410387	0.00195574	0.00395457	0.00179782	0.0035329	0.0007339	0.00341855	0.00385383	3.707e-05	0.00710537	0.01693887	0.00079776
G[Ins(T):R7]A	0.00010811	0.00267799	0.00069295	0.00136642	0.00628062	0.01717685	0.00053905	4.07e-06	0.0100868	0.00825972	0.00015172	0.00032082	4.1e-07	0.00044615	0.0031982	0.00185594	0.00393533	0.0081907	0.00358204	0.00412565	0.00021649	0.00129401	0.00658044	0.00221378	1.918e-05	0.00032252	0.00697191	0.00475884	0.00021903	0.00244598	0.00046709	8.893e-05	0.00243689	0.00152402	0.00068165	0.00058381	0.00206703	0.00353439	0.01030159	0.00063175	0.00048657	0.00111006	0.00324579	0.00019811	0.00037747	0.0109265	0.00362295	0.00988136	0.01659671	0.00369202	0.00119385	0.0016952	7.81e-05	0.0007693	0.0011277	0.00340385	0.01223108	0.00516678	0.00292597	0.01246819	0.00199701	0.00120684	0.00220813	0.00111266	0.00155054	0.00733204	0.00524861	0.01302048	0.00431648	0.00221625	0.00316014	0.00511235	0.00156357	0.00046413	0.00344645	0.00883969	0.00265392	0.00113467	0.00111304	0.00067656	0.00010627	0.00179206	0.00096616	0.00812725	0.00121687	0.00090849	0.0115908	0.00217218	0.00396847	0.00023132	7.212e-05	0.00021215	0.00160429	0.00978832	0.0007044	0.00149635	0.00106828	0.00818552	0.00240687	0.00240623	6.634e-05	0.001804	0.00232836	0.00258691	0.00202549	0.00213921	0.01012889	0.00051537	0.00033646	0.00299589	0.00033754	0.00091723	0.00522468	0.00049531	0.00056681	0.01367218	0.00155553	0.00313079	6.285e-05	0.00175009	0.00174798	0.00107837	0.00441427	0.0161717	0.00171911	0.00387306	0.00042816	0.00120923	0.00174658	0.00134769	0.01153953	0.00311291	0.00153455	0.00090673	0.00033723	0.00175658	0.00105129	0.00383122	0.01000191	0.00054081	7.222e-05	0.00094764	0.00016568	0.00616821	0.00080551	0.00313668	0.00439794	0.00240007	0.003005	0.00329099	0.01413083	0.00314986	0.00334687	0.00149272	0.00370642	0.0012767	0.00884118	0.00316264	0.00019735	0.00687992	0.01401936	0.00085236
G[Ins(T):R7]C	8.424e-05	0.00229407	0.00087211	0.00127695	0.00657362	0.01959856	0.00018618	8.144e-05	0.01000777	0.00591523	4.484e-05	0.00037078	4.022e-05	0.00071946	0.00280121	0.00178428	0.00377965	0.00987144	0.00275872	0.00354031	0.00132614	0.00077665	0.00716994	0.00242805	0.00054116	0.00018686	0.00874824	0.00291343	0.00221511	0.00385891	0.0005252	0.0003384	0.00211892	0.00101283	0.00041422	0.00088431	0.0015071	0.00445349	0.01269246	0.00038305	0.00031768	0.00050308	0.00250237	6.258e-05	0.00216606	0.01087853	0.003903	0.01163453	0.01811158	0.00477761	0.00059068	0.00259262	0.0002402	0.00077111	0.00035732	0.00287025	0.01301509	0.00538181	0.00309236	0.01285976	0.00193581	0.00039846	0.00145923	0.0007699	0.00135492	0.00622214	0.00366975	0.0147404	0.00378561	0.0042255	0.00432644	0.00347998	0.00171615	0.00115122	0.00328898	0.01119944	0.00207068	0.00015343	0.00104898	0.0031354	0.00014833	0.00188382	0.00110716	0.01072136	0.00155463	0.00064671	0.01465537	0.00186879	0.00397094	0.00047619	0.00100127	0.00035884	0.00153761	0.01154757	0.00039717	0.00152659	0.00051871	0.00982795	0.00431929	0.00197715	0.00134113	0.00600313	0.00094531	0.00227326	0.0019812	0.00187237	0.00932044	0.0003716	0.00088545	0.00470222	0.00054258	3.39e-06	0.00458435	0.00026129	0.00049367	0.01350769	0.00314989	0.00102182	0.00040154	0.00188586	0.00246053	0.0005544	0.00431849	0.01478914	0.00250279	0.00508484	0.00092243	0.00100474	0.00231005	0.00054468	0.01171387	0.00447732	0.00154433	0.00074315	0.00139869	0.00237939	0.00092314	0.00317762	0.00829148	0.00032312	4.9e-05	0.00189043	0.00024154	0.00446269	0.00110732	0.00136644	0.00340057	0.00347907	0.00269641	0.00388635	0.0117929	0.00493875	0.00332095	0.00114938	0.0033474	0.00200821	0.00568727	0.00222997	0.00031183	0.00664478	0.0128297	0.00051181
G[Ins(T):R7]G	0.00015236	0.00633629	0.00105071	0.00198049	0.00984756	0.0246178	0.00047929	0.00063259	0.00383497	0.01113008	0.00015024	0.00032305	3.473e-05	0.00100205	0.00264832	0.00322566	0.00764102	0.01283965	0.00231957	0.00457715	0.00062651	0.00223531	0.00903397	0.00223746	0.00039867	0.00110292	0.01076018	0.00178008	0.00106101	0.00383754	0.00023546	0.0009818	0.00449217	0.00066449	0.00085312	0.00106665	0.00302313	0.00778195	0.01656415	0.00040147	6.455e-05	0.00087441	0.00256889	0.00178823	0.00158841	0.01238788	0.00741235	0.02100867	0.02167064	0.00528434	0.00096648	0.00338027	0.0008868	0.00183134	0.00017401	0.00582291	0.01921482	0.00694063	0.00282651	0.00431519	0.00206035	0.00147393	0.00207558	0.00118748	0.00231516	0.00987203	0.0059455	0.01740084	0.00637628	0.0016362	0.00323215	0.00443789	0.00128249	7.968e-05	0.00526625	0.00994889	0.00518636	0.00058634	0.00234415	0.00351217	0.00036266	0.00421829	0.00156936	0.01281707	0.00084046	0.00117817	0.01877938	0.00341974	0.00789845	0.00125751	0.00153906	0.00088703	0.00302455	0.01453407	0.00020595	0.00156114	0.00074705	0.01150487	0.00516277	0.0033504	0.00121527	0.00762995	0.00622564	0.00704854	0.00285676	0.00369355	0.01147713	0.00121407	0.00014585	0.00715177	0.00051469	0.00062192	0.00632361	0.00034323	0.00107009	0.02088325	0.00314136	0.00162309	0.00130871	0.00091531	0.0007467	0.00140261	0.00787222	0.02197908	0.00199406	0.00634148	0.00053311	0.00195347	0.0035512	0.00306355	0.01405637	0.00422097	0.00314523	0.00133985	0.00175277	0.00425517	0.00030877	0.00552462	0.01108016	0.0004854	0.00010443	0.00130821	0.00012339	0.00898159	0.001617	0.00325551	0.00612478	0.00515418	0.00492084	0.00325721	0.01500005	0.00363185	0.00318393	0.00232666	0.00410652	0.00176488	0.00682175	0.00515441	0.00035609	0.00624053	0.02190052	0.00081545
G[Ins(T):R8]A	0.0004163	0.0031209	0.00128338	0.00048385	0.01245948	0.01790529	0.00041503	2.876e-05	0.00350498	0.00642633	0.00010699	0.00019704	0.00038766	0.00034725	0.00238511	0.00250601	0.00367288	0.01301176	0.00177477	0.00346586	0.00146733	0.00128756	0.00815542	0.00261068	8.216e-05	0.00034544	0.01074211	0.00187936	0.00259226	0.0027139	0.00178308	0.00042418	0.00320183	0.00098351	0.00133003	0.00039725	0.00201825	0.00432637	0.01261417	0.00033672	0.00105839	0.00289423	0.00190642	0.00148097	0.00194696	0.01049887	0.00588163	0.0168305	0.01568998	0.00400052	0.00018696	0.00277351	0.0004014	0.00127712	0.00058965	0.00237509	0.01515749	0.00939054	0.00277281	0.00511665	0.00166584	0.00060098	0.00143454	0.0021402	0.00171936	0.01074301	0.00600601	0.01060558	0.00209051	0.00370131	0.00185972	0.00203261	0.00212615	0.00045902	0.00424051	0.00696121	0.0059947	0.00122596	0.0017225	0.00073846	9.178e-05	0.00291614	0.00137375	0.01093757	0.00061404	0.00029296	0.01256973	0.00308848	0.00359097	2.912e-05	0.00310307	6.503e-05	0.00186138	0.011808	0.00261055	0.00104848	0.00126315	0.00818653	0.00558783	0.00399175	0.00054254	0.00488328	0.00331895	0.00218969	0.00217473	0.00277073	0.01154177	0.00032251	0.00042563	0.00406519	0.00089697	0.00126624	0.00544154	0.00080379	5.257e-05	0.01581437	0.001426	0.00091487	0.00123125	0.00366057	0.00151424	0.00099595	0.00407947	0.01493622	0.00100604	0.00777511	0.00041502	0.00050799	0.00227649	0.00196972	0.01319894	0.00277376	0.00338933	0.00089314	0.00069844	0.00266523	2.959e-05	0.0031925	0.0093451	0.00094712	0.00074908	0.00180717	6.04e-06	0.00457908	0.00091191	0.00203367	0.00366406	0.00080644	0.00541888	0.00416931	0.01095418	0.00154503	0.00244983	0.00120645	0.00295065	0.00063168	0.00668242	0.00358242	0.00049284	0.00405205	0.01666171	0.00021863
G[Ins(T):R8]C	0.00064516	0.00310044	0.00081647	0.00062626	0.01146905	0.01787483	0.00030524	7.1e-05	0.00522947	0.00730371	9.607e-05	0.00017073	0.00011934	0.00030711	0.00160731	0.00230021	0.00434516	0.01123416	0.00352877	0.00263242	0.00050908	0.00144213	0.00849898	0.00263441	0.00011114	0.000859	0.01330311	0.00195004	0.00025388	0.00252789	0.00047367	0.00056363	0.00110383	0.00077742	0.00133578	0.00071562	0.00102006	0.00421201	0.01384257	0.00049283	0.0003727	0.00249322	0.00137731	0.00133882	0.00115544	0.01192164	0.00495823	0.01507266	0.01742915	0.00162073	0	0.0026643	0.00132747	0.00116812	0.00105567	0.00216939	0.0160748	0.00629486	0.00293245	0.00667476	0.00152605	0.00089184	0.00156086	0.00216915	0.00172981	0.01116569	0.00329678	0.01180758	0.00260971	0.00126701	0.00103464	0.00221878	0.0007552	0.00048855	0.00420628	0.00859997	0.00327982	0.00138014	0.00218076	0.00157011	7.177e-05	0.00301978	0.00223003	0.00898719	0.00032623	0.00050868	0.01325258	0.00185054	0.00419347	0.00028692	0.00307742	8.51e-05	0.00189564	0.01230673	0.00150576	0.00183328	0.00061184	0.00766158	0.00546287	0.00342968	0.00066021	0.00828281	0.00074903	0.0018962	0.00190163	0.00268903	0.01155614	0.00068647	0.00054187	0.00378198	0.00040873	0.00120045	0.00561105	0.00027506	0.0001222	0.01447469	0.0043813	0.00108109	0.0009361	0.00135916	0.00279371	0.00104709	0.00407948	0.01569619	0.00026712	0.0066532	0.00056646	0.00063149	0.00234011	0.00240306	0.01402902	0.00253346	0.0029248	0.0008256	0.00037515	0.00320473	0.00103841	0.00247834	0.00855376	0.00071159	0.00095249	0.00094531	0.00056572	0.00510529	0.00109849	0.00236637	0.0038502	0.00073103	0.00495011	0.00369041	0.01176632	0.00270575	0.00363061	0.0003924	0.00280196	0.00136681	0.00664825	0.0032833	0.00061638	0.0056642	0.01559625	0.00104754
