	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
C[Ins(T):R3]G	0.00066621	0.002221885	0.001048866	0.000131439	0.001172478	4.95E-05	0.001980921	0.009528668	0.00172606	0.00223375	0.001925989	0.001296797	0.000440055	0.000366335	0.000913809	0.000314705	0.002345243	0.007814546	0.000891446	0.000762502	0.00015522	0.000438506	0.000126169	0.000729109	0.000607629	0.001119255	0.001302775	0.001108985	0.000803559	0.001597063	0.00121352	0.000875708	0.000134273	0.001037635	0.000685648	1.35E-05	0.000745893	0.005382909	0.000234667	0.000606737	0.001530458	0.000513617	0	0.002764977	0.000144708	0.00069224	0.000466029
C[Ins(T):R4]A	0.000824664	0.01662909	0.000905223	0.000352922	0.000761421	8.08E-05	0.000564751	0.00038818	0.000228901	0.001027982	0.000831395	0.000439225	0.000109567	0.000179542	0.000127069	0.000213326	0.002072344	0.004292207	0.000692877	0.00098149	0.000575004	0.001150241	0.000394275	0.000752632	8.19E-05	0.001263675	0.000176551	0.000321564	0.000460917	0.001849836	0.00125828	0.000377474	0.000409182	0.000863294	0.000551039	1.01E-05	0.000193495	0.013719096	0.002091976	0.001682818	0.001597992	0.000683197	0	0.000921659	5.60E-05	0.000496175	0.002337282
C[Ins(T):R4]C	0.000752438	0.014183496	0.001494846	0.000257412	0.001023741	0.000186295	0.000288175	0.00048883	0.000551217	0.000879934	0.000631066	0.000532748	0.000297334	0.000199376	0.000142027	0.000393291	0.001292999	0.006070967	0.000593103	0.002437695	0.001059273	5.98E-06	0.000213827	0.000354945	0.000186039	0.001480305	0.000280896	0.002825286	4.61E-05	3.92E-05	0.001328145	0.000494976	0.000122161	0.00075615	0.000953645	6.75E-06	0.000725832	0.008971224	0.008924392	0.001734538	0.001703105	0.000987647	0	0	0.000138753	0.001073558	0.002538365
C[Ins(T):R4]G	0.000552947	0.008382874	0.001164577	0.000236497	0.000563003	8.83E-05	0.00142141	0.001629112	0.000478506	0.000987786	0.000979054	0.000234302	0.000213174	0.000285209	9.18E-05	0.000381034	0.001256621	0.004670312	0.000754625	0.000600391	0.000151774	0.000223723	0.000230502	0.001136749	0.000266346	0.000469365	0.000239859	0.000833598	9.03E-05	5.34E-05	0.001030266	0.000280763	0.000120175	0.000960124	0.000882926	6.75E-05	0.000596237	0.010512905	0.001277109	0.001502196	0.001295144	0.00045642	0	0	5.54E-05	0.000562861	0.001603823
C[Ins(T):R5]A	0.002858626	0.035622944	0.003496021	0.000383646	0.000929616	0.00028458	0.000898303	0.000583572	0.000495096	0.000588505	0.001245013	0.000616326	8.17E-05	0.000375924	0.000351213	6.07E-05	0.000814131	0.001747778	0.00034283	0.000860099	0.001174279	0.000224561	0.000400156	0.000863631	0.000193216	0.000324945	0.000653586	0.000335249	0.000141916	9.19E-05	0.001714458	0.00050541	0.000284966	0.002269773	0.000540924	1.35E-05	0.000771618	0.009634967	0.002336002	0.003177173	0.002186971	0.001878951	0	0.000921659	0.002056872	0.002329082	0.007384865
C[Ins(T):R5]C	0.004862619	0.024529566	0.004976041	0.000559428	0.001107608	0.000348059	0.001070355	0.000640287	0.000537332	0.000398618	0.001546032	0.001088785	0.000119661	0.000321583	0.000505192	0.000325483	0.000586108	0.00154765	0.000576468	0.001831639	0.001138081	6.03E-06	0.000611223	0.000348798	0.000110825	0.00021663	0.000344496	0.002522218	0.000155615	5.27E-05	0.003437112	0.001294286	0.000907375	0.000453384	0.002932369	0.003390586	0.000706368	0.007986187	0.001815305	0.003425162	0.004325815	0.001884044	0	0.001843318	0.000114932	0.002479181	0.005682655
C[Ins(T):R5]G	0.00314361	0.012448432	0.003593633	0.000526899	0.001428459	0.000371838	0.002257708	0.001510708	0.00020719	0.000506829	0.002246294	0.000703027	4.62E-05	0.000382571	0.000175602	0.000233123	0.002015871	0.001757092	0.00128037	0.000953123	0.001319761	2.08E-05	0.000432561	0.001092904	0.000366775	0.00014442	0.000653833	0.000235331	0.000209595	3.18E-05	0.002472331	0.000197189	0.000101193	0.00050633	0.001313558	1.01E-05	0.001339737	0.007926294	0.000910475	0.002850612	0.003135243	0.001257333	0	0	0.00216704	0.001638383	0.003402361
C[Ins(T):R6]A	0.008945433	0.022633392	0.009488445	0.001852693	0.003020856	0.000563746	0.000358877	0.00041765	0.000176341	0.000229251	0.002168454	0.001480232	0.000264732	0.000805629	0.000880404	0.000461735	0.002364948	0.00153906	0.001734081	0.000298769	0.001183509	0.000223053	0.000978864	0.000745423	0.000246433	0.000974835	0.001062044	0.00103087	0.000795601	6.56E-05	0.005098496	0.000339447	0.000667325	0.003104012	0.003153585	0.002911041	0.001014875	0.006146183	0.006699966	0.004444325	0.006388905	0.004728656	0	0	0.000141135	0.005118095	0.006716912
C[Ins(T):R6]C	0.018396465	0.017235922	0.019580275	0.002083816	0.005771509	0.001198584	0.000716922	0.000505605	0.00084989	0.000349882	0.004315474	0.002422349	0.000312766	0.001106465	0.000583615	0.000779984	0.002680949	0.002292665	0.001222817	0.001292256	0.004624572	0.000199585	0.000699198	0.001289145	0.000367381	0.00043326	0.00060882	0.001748066	0.000529903	0.001066511	0.007636812	0.002151528	0.001375652	0.000768186	0.001851406	0.005440472	0.002596198	0.00481437	0.00243351	0.005193682	0.009654281	0.006526217	0	0	0.002913207	0.008385029	0.004877561
C[Ins(T):R6]G	0.016222799	0.003980953	0.016164578	0.001944775	0.004507372	0.001213275	0.001182947	0.000926415	0.0008802	0.000331805	0.004436057	0.001254042	0.000267214	0.00153562	0.000506041	0.000329337	0.00147424	0.001521832	0.002185076	0.000249879	0.003260402	0.000202938	0.000534565	0.001821004	0.000645938	0.00267177	0.001235573	0.000911419	0.000879803	4.87E-05	0.008707404	0.000810539	0.001259772	0.00233922	0.001689276	1.01E-05	0.001454891	0.005499537	0.002405999	0.005269788	0.010966669	0.004901854	0	0	0.00017746	0.007489021	0.004285649
C[Ins(T):R7]A	0.011554043	0.012414086	0.012676333	0.003524721	0.004557796	0.000655795	0.000394716	0.000320679	0.000304801	4.39E-05	0.002813982	0.001448343	0.000196048	0.001599179	0.000332833	0.000757475	0.003373993	0.000944901	0.002588111	9.97E-05	0.005406995	0.000439177	0.001706292	0.001464566	0.000571548	0.0007221	0.001935644	0.001622427	0.000211648	0.001060428	0.011148483	0.000367911	0.000939566	0.003095394	0.002766572	3.04E-05	0.000909834	0.00083934	0.014114936	0.004144152	0.014014528	0.006782823	0	0	0.000456752	0.004701578	0.005022723
C[Ins(T):R7]C	0.015974796	0.011535457	0.015666297	0.002005229	0.004137055	0.000656068	0.000159306	0.000514742	0.000339528	0.000245661	0.00375927	0.001242186	0.000202843	0.001301178	0.000177119	0.000717156	0.001575881	0.001335506	0.003254181	0.000598451	0.004163975	0.000201653	0.00071519	0.001699743	0.000356359	0.000397155	0.000802213	0.002570339	0.000436529	5.14E-05	0.008540096	0.000478793	0.001492478	0.001624282	0.001625301	3.38E-05	0.001061576	0.001958556	0.014846872	0.003843279	0.010820748	0.005175948	0	0	0.000217359	0.006207327	0.00573332
C[Ins(T):R7]G	0.016388029	0.003807737	0.019547534	0.003419672	0.005241645	0.000980394	0.00189107	0.000863028	0.000590113	7.81E-05	0.004610858	0.002424372	0.000127848	0.002624639	0.000401292	0.000799529	0.001044319	0.000929507	0.003638653	0.000488491	0.001363181	0.000654574	0.000437522	0.002246182	0.000808864	0.000324945	0.001122878	0.000732712	0.001200647	0.001036097	0.01451806	0.000632776	0.000653758	0.000814681	0.00580367	0.002539562	0.000632581	0.001704552	0.015041378	0.003921278	0.018357462	0.005760894	0	0	0.000164359	0.007030236	0.005480225
C[Ins(T):R8]A	0.016905739	0.008571979	0.019090346	0.00422623	0.00032361	0.000540482	0.000476925	0.000221873	0.000324884	3.79E-05	0.003086278	0.001471732	0.000388842	0.002660063	0.000681671	0.000651159	0.001490566	2.36E-06	0.000602858	0.000219956	0.003201371	0.001106435	0.001324858	0.001257929	0.001210187	0.00209409	0.001878519	0.002062655	0.001538995	0.002194525	0.01665507	0.000429327	0.001752134	0.00089744	0.001599003	0.002499038	0.002115224	0.001150391	0.004771695	0.000830345	0.020927387	0.007893824	0	0	0.000250707	0.007705131	0.007473279
C[Ins(T):R8]C	0.018136559	0.012338059	0.022445245	0.003268156	0.000700818	0.000490162	0.000660711	0.000212039	0.000241309	0.000140895	0.002857528	0.001420932	0.000323107	0.002945011	0.000261942	0.001060678	0.00076685	0.000167795	0.001053017	0.000186766	0.004569795	0.000430237	0.000520048	0.001921431	0.001250467	0.00202188	0.000947562	0.00260215	0.001042139	4.12E-05	0.015591849	0.000579076	0.000359428	0.000485941	0.001247602	2.36E-05	0.001015797	0.001173649	0.006216962	0.002426548	0.01974114	0.007113404	0	0	0.000273336	0.007452999	0.012573379
C[Ins(T):R8]G	0.02349534	0.002677357	0.028567803	0.004660499	0.00055958	0.000893031	0.000734713	0.000323777	0.000827489	0.000103568	0.00310369	0.002450249	0.000616253	0.003480068	0.000327583	0.000439111	0.002329956	0.000727545	0.001739819	0.000178076	0.006323214	0.000191819	0.001904444	0.002241125	0.00073759	0.00151641	0.001582974	0.001134283	0.001082956	0.003654388	0.023389313	0.000809893	0.00069282	0.001010422	0.002062844	0.004933911	0.002005137	0.001393436	0.005354136	0.001622285	0.029539651	0.008713091	0	0	0.000322168	0.011148792	0.010149713
"C[Ins(T):R(9,)]A"	0.012139752	0.00528456	0	0.003262525	0.000119483	9.59E-05	0.000324464	0.000142433	0.000426636	5.52E-05	0.001063887	0.000993429	0.000308844	0.002405011	0.000278107	0.000201857	0.001640929	0	0.000398809	0.000107679	0.001381549	0.000209196	0.000810259	0.001132257	0.000388781	0.00021663	0.000546572	0.001249913	0.001253834	0.004063961	0.013480671	0.000375057	0.000506703	0.001662328	0.000871927	0.006126019	0.002604116	0.000359361	0.006336366	0.000259445	0	0	0	0	0.00014709	0.004709268	0.004856627
"C[Ins(T):R(9,)]C"	0.018145657	0.014632944	0	0.00307639	0.000234124	2.91E-05	0.001329281	0.000138616	0.000379362	5.96E-05	0.001657849	0.001462665	0.000740899	0.002708097	0.000380197	0.000828843	0.004046185	0	0.000636899	0.000223241	0.004329024	0.000888634	0.002185281	0.002682483	0.000992509	0.00021663	0.001260106	0.001031286	0.000277367	5.07E-05	0.016282112	0.000422031	0.000738255	0.001358178	0.001652863	1.35E-05	0.00294683	0.000335219	0.006414163	0.000608142	0	0	0	0	0.001217211	0.007404534	0.011237461
"C[Ins(T):R(9,)]G"	0.016409419	0.002425257	0	0.00297615	0.000220916	0.000332427	0.000436869	6.52E-05	0.000492888	4.19E-05	0.000973009	0.001405854	0.000738919	0.003312942	0.000542811	0.00025542	0.000995241	0	0.000659239	0.00070617	0.001727768	0.00019573	0.000749088	0.001455582	0.001067377	0.000252735	0.002672132	0.001369742	0.000806079	0.002263463	0.01851108	0.000335919	0.001060677	0.000548529	0.001449263	3.38E-06	0.00575482	0.00058479	0.010483418	0.000515003	0	0	0	0	0.000323954	0.005633132	0.006142728
G[Ins(T):R0]A	0.000171272	0.000132368	0.000131692	0.000156388	2.62E-05	8.97E-06	0.000371846	0.001493587	0.000204084	0.000607661	0.000646613	0.000746927	0.000899977	7.61E-06	0.000138889	0.001802357	0.000665273	0.000195399	0.000297604	0.000937949	0.00104414	0.001835043	0.000320281	0.002071164	6.25E-05	0.00086652	0.000635886	0.001268682	0.001095255	2.91E-05	5.67E-05	0.083865638	0.000497962	0.009000194	0.000635918	0.029789203	8.60E-05	7.73E-05	0.000160699	3.47E-05	7.12E-05	7.04E-05	0	0.04516129	0.000356112	0.000206374	4.09E-07
G[Ins(T):R0]C	9.37E-05	5.40E-05	9.10E-05	5.41E-05	1.24E-05	2.72E-05	0.000759562	0.001200848	0.000157556	0.000330019	0.000730966	7.25E-05	0.000357528	1.43E-05	0.00038064	0.000542666	0.000385109	4.39E-06	0.000375794	0.000343731	0.000104489	0.000238698	0.000351625	0.000536486	0.00040066	0.000180525	0.001389435	0.000372302	0.000174635	8.11E-05	0.000117085	0.005220949	0.000234866	0.027379368	0.001259192	0.026104811	8.69E-05	1.22E-05	5.88E-05	1.58E-05	0.000149705	0.000101314	0	0.070046083	0.000172696	0.000218975	2.93E-05
G[Ins(T):R0]G	0.000151078	0.000115687	0.000171049	0.000137638	0.000116657	3.77E-05	0.000894405	0.006364822	0.000233677	0.00064257	0.000925754	0.000297769	0.000646059	0.000271599	0.000482665	0.000511616	0.000402226	3.81E-06	0.000678653	0.000208953	0.000816374	0.001349267	0.000431525	0.001437896	0.001121991	0.001408095	0.003512167	0.000393128	0.000445724	5.81E-05	0.000196013	0.003803606	0.000266664	0.012442851	0.000555127	0.011178127	0.000696208	0.000166056	0.000232284	0.000130677	0.000250354	0.000971846	0	0.026728111	0.004160789	0.00015787	5.11E-05
G[Ins(T):R1]A	0.000521237	6.76E-05	0.001865495	0.000323962	4.34E-05	6.22E-06	9.80E-05	0.001286557	0.000259336	0.003708065	0.004110403	0.006680588	0.000262374	1.96E-05	0.000331485	0.003568655	0.002294866	0.014028647	0.011883795	0.00071193	0.000436324	0.003112902	0.001276315	0.00918226	0.003211435	0.00166083	0.004742234	0.002183528	0.001323683	0.000822525	0.000261456	0.003516102	0.001387902	0.053184114	0.000868681	2.03E-05	0.000103487	5.63E-05	0.000161578	2.93E-05	0.000328617	0.000310778	0	0.010138249	0.000222719	0.000269481	6.35E-06
G[Ins(T):R1]C	3.93E-05	8.38E-05	7.47E-05	5.21E-05	3.01E-05	9.41E-06	0.000252774	0.000669098	0.000212186	0.000740005	0.000709269	0.000274224	0.000339786	1.71E-05	8.52E-05	0.000782298	0.00046671	0.026214737	0.000382126	0.000988683	0.000273253	0.000441468	0.00015507	0.000906131	0.000210557	0.00137199	0.003499164	0.002616281	0.000549926	3.99E-05	5.76E-05	0.001438616	5.65E-05	0.023685713	0.000409012	0.003687769	5.63E-05	0.000238157	2.11E-05	2.44E-05	7.12E-05	4.24E-05	0	0.011981567	0.000257853	0.000194788	2.03E-05
G[Ins(T):R1]G	0.000522911	0.000186562	0.000407659	0.000193692	7.03E-05	1.59E-05	0.001306333	0.009548137	0.001216264	0.002025662	0.001605412	0.002993664	0.000456775	5.68E-05	0.000534186	0.001312125	0.002545506	0.02297056	0.00402004	0.000533858	0.000727767	0.001338316	0.000528867	0.002294385	0.001271406	0.000541575	0.007855299	0.000840134	0.001207509	3.85E-05	0.000206452	0.000939841	0.00081408	0.102521451	0.000598283	0.007341767	0.000361054	7.83E-05	0.000239828	8.28E-05	0.00025942	0.000449838	0	0.011981567	0.017588219	0.000225524	4.75E-05
G[Ins(T):R2]A	0.000157606	4.53E-05	0.000274994	5.71E-05	8.37E-05	6.10E-06	9.95E-05	0.000843068	0.00019652	0.002317623	0.000805649	0.000754705	0.000203182	2.53E-05	0.000224936	0.000384784	0.001139876	0.011866957	0.000584279	0.000320743	0.000277419	0.005748913	9.70E-05	0.001420438	0.000156884	0.001552515	0.001419993	0.000733536	0.000614595	4.73E-05	0.000200631	0.001917514	0.000173312	0.028697201	0.00056541	0.003677638	0.00010426	0.000103939	0.000142263	6.84E-05	0.000250687	0.000135868	0	0.000921659	0.000258449	0.000109858	1.02E-05
G[Ins(T):R2]C	0.00019981	2.32E-05	0.000171555	8.54E-05	7.60E-05	9.09E-06	0.000391208	0.000583968	0.000220785	0.001313677	0.000427454	0.000343624	0.000119833	4.98E-05	0.000148635	0.000492285	0.000789565	0.014563882	0.000664349	0.000675786	0.000201726	0.000230372	0.000140748	0.000194748	7.78E-05	0.000180525	0.002633807	0.001762961	0.000203994	0.000102731	0.000144825	0.000979129	0.000288395	0.045822537	0.000904757	3.38E-06	8.77E-05	1.36E-05	0.000153239	5.97E-05	0.000179397	8.87E-05	0	0.001843318	0.000262617	0.000131469	4.49E-05
G[Ins(T):R2]G	0.000525234	2.19E-05	0.000835725	0.000150275	0.000930303	3.03E-05	0.001020807	0.017234278	0.000669671	0.002185684	0.001130847	0.000772472	0.000217064	0.000401409	0.000255551	0.000183784	0.001142106	0.014340301	0.000736432	0.000229362	0.000384215	0.000442641	0.000126163	0.000839112	0.00029996	0.003502184	0.00420496	0.000197226	0.00016754	4.06E-05	0.001586977	0.001333663	0.000406607	0.06785005	0.000952422	3.38E-06	0.000926945	1.81E-05	0.000279961	0.000298491	0.001984744	0.000494997	0	0	0.005958021	0.00017261	0.000112267
G[Ins(T):R3]A	0.000121982	8.48E-05	0.00026582	0.000161007	6.33E-05	1.95E-06	0.000194931	0.000523725	0.000581528	0.001606707	0.000799866	0.000963906	7.16E-05	1.61E-05	0.000309372	0.000234655	0.001715385	0.007796739	0.001045222	0.00054664	0.000153512	0.00069676	0.00019725	0.001213317	0.000262235	0.00021663	0.001087609	0.000507601	0.000329946	0.003700347	0.000300329	0.000278647	0.000161234	0.016930918	0.000383683	6.75E-06	6.06E-05	0.000101456	0.000157721	8.01E-05	0.000378241	0.000166453	0	0.000921659	0.000613965	0.000119835	4.21E-05
G[Ins(T):R3]C	0.000254562	0.000108074	0.000255697	0.00010146	0.0001518	1.28E-05	0.000160803	0.000411194	0.000397347	0.001080053	0.00046507	0.00050997	0.000158631	8.19E-05	0.000121159	0.00032077	0.001279217	0.005117717	0.00070784	0.000872889	0.000479624	0.000452251	9.32E-05	0.000256159	0.000252785	3.61E-05	0.001158143	0.002630791	0.000352024	6.15E-05	0.000368698	0.000371814	0.000105523	0.01850247	0.000730995	2.70E-05	0.000264164	9.31E-05	0.00019374	0.000123146	0.000468674	0.000115593	0	0.000921659	7.62E-05	7.30E-05	1.44E-05
G[Ins(T):R3]G	0.00022422	9.36E-05	0.000600624	0.000298917	0.000320108	2.66E-05	0.002668299	0.008275241	0.000339266	0.001473921	0.001470185	0.00112843	0.000247717	0.000189753	0.00013099	0.000501293	0.001714573	0.010106921	0.00093124	0.000151859	0.000321797	1.18E-05	0.000296214	0.000646449	0.000372762	0.00057768	0.001330771	0.00034264	0.000505725	2.91E-05	0.000601546	0.000355781	0.000152263	0.026034502	0.000325018	0	0.000381123	0.000357489	0.000109676	0.000293239	0.000758382	0.000465049	0	0.000921659	0.000594909	0.000444773	0.000127419
G[Ins(T):R4]A	8.29E-05	0.000444803	0.000292618	0.000240417	0.000360904	2.87E-05	0.000275713	0.000211418	0.000139074	0.000853135	0.000198761	0.000346413	5.31E-05	8.15E-05	5.36E-05	0.000239571	0.002017722	0.00453321	0.000832253	0.000426249	0.000197112	0.000481139	0.000166052	0.000465392	0.000313721	0.00036105	0.00057805	0.000347761	0.000284625	3.92E-05	0.000668755	0.000259746	2.96E-05	0.007065973	0.000340738	6.75E-06	0.000237542	0.001011428	0.002758708	0.000479611	0.000851559	0.000316258	0	0	5.00E-05	0.000253943	0.00017349
G[Ins(T):R4]C	0.000180999	0.00032868	0.000424667	7.45E-05	0.000209982	5.98E-05	7.50E-05	0.000182334	0.00028654	0.000726563	0.000310058	0.000240513	0.000140114	9.52E-05	4.82E-05	0.000181182	0.001025502	0.005564542	0.000380873	0.00162008	0.00092359	5.92E-06	0.000229234	0.000427639	0.000107443	0.001191465	0.000698149	0.001891618	0.00042157	3.51E-05	0.00020913	0.000140982	7.96E-05	0.008582124	0.000963043	1.35E-05	0.000118064	0.000350325	0.004345387	0.000262635	0.000254374	0.000160905	0	0.000921659	0.000234629	4.42E-05	0.000155798
G[Ins(T):R4]G	0.000649985	0.000218598	0.001270994	0.000156903	0.001206563	3.77E-05	0.001797269	0.001914521	0.000562453	0.000832424	0.00072158	0.000599171	0.00017877	0.000355983	7.05E-05	0.000257131	0.001088157	0.002387685	0.000783475	0.000192719	0.001004856	0.000233892	0.00021632	0.000691612	7.70E-05	0.000108315	0.00090715	0.000224785	0.000500801	3.65E-05	0.001393631	0.000320501	3.92E-05	0.00996908	0.001422502	3.38E-06	0.000469968	0.001605995	0.002936792	0.001030776	0.001785359	0.00050198	0	0.000921659	0.000187584	0.000790676	0.000198292
G[Ins(T):R5]A	0.001878973	0.010994797	0.002581728	0.000449238	0.001516784	0.000251325	0.00070483	0.000192204	0.000253525	0.000414836	0.000852768	0.000481759	0.00013825	0.000356012	0.000125617	0.000400176	0.000470954	0.002361578	0.00085522	0.000765247	0.000514324	4.08E-06	0.000322731	0.000571508	0.000141954	0.0007221	0.000423306	0.000492887	0.000594174	3.45E-05	0.002105259	0.000394123	0.000372337	0.0062456	0.000798427	1.01E-05	0.000401111	0.003183258	0.001513421	0.002144291	0.002660261	0.00111678	0	0	0.001567367	0.00095433	0.002978777
G[Ins(T):R5]C	0.002630065	0.009948854	0.00318711	0.000362861	0.001188085	0.000273453	0.000443811	0.000135642	0.000376091	0.000263776	0.000557929	0.000518992	8.32E-05	0.000414871	7.71E-05	0.000104871	0.001413805	0.001571007	0.001344112	0.003341725	0.000654442	7.60E-06	0.000200633	0.000594507	0.000228197	0.00122757	0.000415814	0.001480319	0.000435876	0.001699794	0.001709743	0.000381392	0.00029493	0.002996338	0.002240652	3.38E-06	0.000328178	0.001938691	0.002122465	0.002229574	0.002162949	0.001154231	0	0	6.31E-05	0.000992813	0.003770839
G[Ins(T):R5]G	0.002304315	0.004931772	0.003288273	0.000388164	0.001294776	0.000386918	0.002511385	0.001533092	0.000778269	0.00044627	0.001744001	0.000743927	0.000112319	0.000787154	0.000302152	0.000330062	0.000766547	0.001572406	0.001002631	0.001061638	0.000530415	4.69E-06	0.000148683	0.001249254	0.000390029	0.000180525	0.000841725	0.000733037	0.000570953	3.24E-05	0.002500852	0.000404451	0.000301869	0.007996115	0.001108441	1.35E-05	0.001199023	0.003442502	0.00095072	0.002571891	0.003166126	0.000836019	0	0	0.002283163	0.001459196	0.003109176
G[Ins(T):R6]A	0.009711317	0.022706026	0.010025314	0.001777746	0.004418529	0.000887774	0.000507423	0.000221244	0.000615675	8.24E-05	0.002147283	0.000387903	0.000193646	0.001362611	0.000176469	0.00070786	0.000825921	0.000761471	0.002851691	0.00055447	0.004710662	0.000218024	0.000429995	0.000230685	0.00013535	0.000469365	0.00122597	0.00174967	0.000746055	0.005186568	0.008389276	0.000395248	0.000245708	0.002138388	0.003384326	1.69E-05	0.001415016	0.00265307	0.000969269	0.006605959	0.01063679	0.003826064	0	0	0.000148876	0.003111418	0.01066776
G[Ins(T):R6]C	0.014396992	0.022747333	0.01873127	0.001373096	0.006929282	0.001400981	0.000705578	0.000181139	0.000614488	0.000298129	0.003259056	0.001758967	0.00019552	0.001593065	0.000571625	0.001106658	0.00353332	0.000735749	0.003694246	0.001020855	0.001324465	0.000432528	0.001459444	0.00238646	0.000586919	0.00057768	0.002184651	0.003206439	0.001825511	0.002583822	0.011537571	0.000615301	0.000794867	0.002033927	0.0017715	0.0023572	0.002344576	0.005777592	0.000156444	0.007382681	0.014526603	0.005044003	0	0	0.000164359	0.006008171	0.009692968
