	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
"Del8:U(2,):R1"	8.80E-05	4.38E-05	0.000200628	0.000147723	3.13E-06	1.14E-05	0.000804554	0.000198558	9.92E-05	0.003382376	0.001830098	0.002658162	0.00301281	9.13E-06	0.008407052	0.000956443	0.002111915	1.45E-06	0.000699306	0.001432122	0.000424039	0.004060429	0.000338784	0.001695251	0.013523998	0.00137199	0.000215762	0.000313121	0.006572487	0.002689257	5.60E-05	0.000428036	0.00041686	0.001892564	0.001939235	3.38E-06	8.46E-05	6.93E-06	2.84E-05	3.15E-05	7.07E-05	0.000136287	0.000685589	0	0.000135179	0.000204722	1.51E-05
"Del9:U(2,):R1"	6.60E-05	2.50E-05	0.000123625	0.000125099	5.11E-06	2.57E-05	0.000664201	0.000231016	0.000569589	0.003084843	0.001768433	0.002255182	0.002984221	1.48E-05	0.008885758	0.000622528	0.001042706	2.75E-06	0.000620521	0.001761374	0.000663431	0.002904098	0.000798862	0.000826967	0.011334844	0.001552515	0.000215476	0.001733488	0.004134295	0.000695462	0.000103394	0.000263949	0.000533271	0.00019579	0.002718907	3.38E-06	0.000140153	7.71E-06	2.31E-05	2.59E-05	0.000129121	5.68E-05	0.000411353	0	0.000101831	0.000156903	2.60E-07
"Del(10,):U(2,):R1"	0.000776469	0.000111287	0.00162406	0.001613577	0.000175796	7.91E-05	0.008983557	0.002184776	0.000954099	0.015851268	0.020786009	0.021112672	0.032473275	4.82E-05	0.075398243	0.004754633	0.014600489	0.000363435	0.003741626	0.01645455	0.006710125	0.01045682	0.003357965	0.012250527	0.052416782	0.00108315	0.002155294	0.003617103	0.040234956	0.001002304	0.000298247	0.001097862	0.005333058	0.001797805	0.014613335	4.39E-05	0.000964759	6.62E-05	4.89E-05	5.06E-05	0.000378546	0.000524571	0.000274236	0	0.001355368	0.002164533	1.25E-05
Del2:U1:R3	0.000469473	0.0001769	0.001453292	0.001727511	0.001431026	0.000552029	0.00067117	0.001967802	0.036048175	0.007066977	0.003826248	0.007798796	0.00080256	0.000550248	0.004714963	0.002608549	0.001427825	0.000187243	0.002864629	0.00259588	0.002217131	0.002899851	0.004335202	0.004615009	0.002566502	0.00173304	0.009911565	0.003087261	0.007298145	0.006433535	0.00020268	0.001382334	0.031342676	0.001613426	0.001274027	7.09E-05	0.000602152	0.000420099	0.000115632	0.000293259	0.000253626	0.002058443	0.000274236	0	0.000176269	0.002063424	0.000148367
Del2:U1:R4	0.000161079	4.40E-05	0.000538823	0.000910618	0.001582612	0.000302799	0.00047209	0.001436124	0.017539053	0.004289184	0.002457596	0.004178494	0.001191859	0.000268318	0.003287554	0.001380372	0.003636889	0.000193275	0.0013809	0.001503543	0.000299263	0.000799067	0.008140732	0.002658152	0.001010493	0.000541575	0.00264926	0.001614938	0.004021808	0.001222635	0.000158896	0.001000882	0.013066397	0.001214733	0.002134364	1.35E-05	0.000435191	5.35E-05	2.44E-05	0.000186801	0.000200702	0.001265327	0.000137118	0	0.001526278	0.00117995	5.46E-05
"Del2:U1:R(5,9)"	0.000984027	0.000330309	0.001044967	0.002636432	0.008937071	0.013364884	0.002684	0.001187297	0.012974215	0.003713282	0.002676686	0.003382733	0.001952122	0.005381995	0.001990259	0.005597221	0.006586007	1.64E-06	0.001677765	0.003428429	0.003396385	0.00037615	0.004330473	0.002198194	0.001601903	0.00064989	0.002496521	0.000746934	0.003492489	0.002721022	0.000445967	0.000893332	0.014707385	0.000517596	0.0016355	0.003427734	0.002160865	0.000197192	0.002597215	0.000605953	0.00056547	0.001598734	0	0	0.000605628	0.002131544	0.001473478
Del2:U2:R2	0.00407132	0.000135395	0.004678033	0.006229689	0.005274728	0.001216878	0.006855405	0.010669198	0.085409183	0.013852493	0.00905593	0.021674387	0.002926148	0.001120743	0.01286651	0.007693138	0.005924069	0.001333141	0.001966401	0.003050222	0.003519452	0.00779941	0.005081547	0.011796473	0.007491035	0.062353323	0.011363834	0.01285541	0.016385627	0.002775767	0.000861625	0.001918024	0.197611961	0.002969365	0.002909189	0.002309921	0.004483796	0.00098115	0.000116341	0.000900849	0.00108521	0.009816868	0	0	0.006161087	0.009662925	0.000315923
Del2:U2:R3	0.000609384	0.000155563	0.001534269	0.002070977	0.002634369	0.00062909	0.015398079	0.009967127	0.030424242	0.003365502	0.004272888	0.00896867	0.001045486	0.000639905	0.001927945	0.003240546	0.001414985	0.000186712	0.000667242	0.001026055	0.001601884	0.002595668	0.000925732	0.004544453	0.002817385	0.033324909	0.001077444	0.006161888	0.002472124	0.003279285	0.000255645	0.000964507	0.053909464	0.003841963	0.003233954	0.002971828	0.00640414	0.000195736	0.000154629	0.000337632	0.000321367	0.002949231	0	0	0.000269763	0.002472444	0.000123705
Del2:U2:R4	0.000617669	8.02E-05	0.000822226	0.001163465	0.004569394	0.001335116	0.012865053	0.006190124	0.009232753	0.000742346	0.001594202	0.002305649	0.000398886	0.001825748	0.000263752	0.000767668	0.001933782	1.88E-06	0.001793531	0.000472691	0.000589477	0.000776382	0.000826757	0.00569137	0.002262775	0.008015309	0.000424294	0.002230824	0.001484012	4.93E-05	0.00054496	0.001327944	0.020154095	0.001221112	0.002234541	3.38E-06	0.023887042	0.000155291	0.000439383	0.000931202	0.000685151	0.001437501	0	0	0.000313235	0.000976581	0.000802533
"Del2:U2:R(5,9)"	0.000276854	0.000127799	0.001577781	0.00734239	0.015531359	0.008167172	0.013757955	0.005649069	0.012591085	0.000234073	0.001396254	0.004057982	0.001084423	0.014422588	0.000568505	0.003624294	0.001070162	1.40E-06	0.156382213	0.000568331	0.000177784	0.000924562	0.001318075	0.016692953	0.004372626	0.00043326	0.001468023	0.00215497	0.001659417	0.000734662	0.003030213	0.00076999	0.015071121	0.001016476	0.001787936	2.36E-05	0.223650983	0.000504291	0.003225375	0.002601134	0.003811758	0.00533445	0	0	0.036123886	0.001623972	0.004062963
Del3:U1:R4	2.56E-05	1.72E-05	6.58E-05	4.13E-05	1.57E-05	1.41E-06	8.90E-05	8.00E-05	0.000132187	0.001181393	0.000302125	0.00056777	0.000313993	7.22E-06	0.001474179	0.000356278	0.001470591	1.16E-06	0.000697425	0.000335176	0.00088065	0.000445993	0.00130602	0.000179954	0.000446407	0.00021663	0.000299938	0.000492123	0.001129048	0.00010949	5.42E-06	0.000220864	0.000669253	0.000194044	0.000630186	0	1.32E-05	5.18E-05	1.71E-05	2.02E-05	6.89E-06	3.04E-05	0	0	9.41E-05	0.000105794	5.65E-07
"Del3:U1:R(5,9)"	0.000101793	3.44E-05	0.000179699	0.00017449	0.000124077	0.000197823	5.27E-05	9.32E-05	0.001990365	0.001035397	0.000799176	0.001439165	0.00096891	3.16E-05	0.001727242	0.000282818	0.002014193	0.000193565	0.001036366	0.000418404	0.002476451	0.000203608	0.002874008	0.001249133	0.000406339	0.00021663	0.000186352	0.000291629	0.001704645	0.001634235	6.82E-06	0.000212051	0.003963711	0.000444538	0.001463803	0	0.000662526	2.35E-05	3.07E-05	5.26E-05	7.33E-06	0.00028966	0	0	6.91E-05	0.000277051	3.03E-05
Del3:U3:R2	0.002595222	0.000137007	0.00494993	0.006126554	0.006474917	0.001746787	0.00114041	0.000930565	0.088517938	0.006190872	0.008014877	0.026570142	0.004145689	0.002865151	0.00743584	0.008402987	0.003227312	0.000550967	0.003057846	0.00134464	0.003471658	0.009146218	0.001688746	0.016763737	0.006438162	0.00093873	0.004018448	0.007106653	0.005430137	0.001533532	0.000790155	0.00084172	0.010960227	0.004331419	0.003215031	0.005325652	0.004257272	0.000550546	0.000108456	0.000722876	0.000992781	0.009379659	0	0	0.004288226	0.00747824	0.000311499
Del3:U3:R3	0.000138591	5.87E-05	0.000957314	0.002064136	0.002437494	0.000609184	0.000192157	0.000327437	0.027639046	0.000963986	0.001924688	0.005959673	0.000244576	0.000813926	0.000846452	0.00190366	0.003434115	0.000190814	0.002140781	9.92E-05	0.000714552	0.00019545	0.001264705	0.005682238	0.001728877	0.00086652	0.000621445	0.003263396	0.002148152	0.002042456	0.000305543	0.000712627	0.001347028	0.00085056	0.000790672	0.00679468	0.002032554	0.000189938	0.000105535	0.00020585	0.000380057	0.003418648	0	0	0.001539379	0.002746351	9.82E-05
Del3:U3:R4	0.00035312	2.03E-05	0.000390441	0.000457931	0.000382366	0.000218192	0.000109839	4.23E-05	0.005276261	0.000226954	0.00066032	0.001579055	0.000109986	0.000319841	0.000151943	0.000506613	0.001038386	0.000194482	0.004264109	4.12E-05	0.000272684	0.000219309	0.000237468	0.001226201	0.000690995	0.00057768	0.000348355	0.000391434	0.000214192	0.001394304	5.33E-05	0.000343065	7.17E-05	0.000318761	0.00034706	6.75E-06	0.001954781	5.71E-05	2.62E-05	4.79E-05	6.62E-05	0.000918102	0	0	0.001805569	0.000654763	4.10E-05
"Del3:U3:R(5,9)"	0.000124262	7.97E-05	0.000203337	0.000487568	0.001368711	0.000485519	7.25E-05	1.53E-05	0.003979432	0.000153307	0.000248532	0.003771325	5.29E-05	0.000582643	0.000118265	0.001108794	0.000725979	2.17E-06	0.125680275	0.000337597	0.000116925	0.00067888	0.000193502	0.001807877	0.000465688	0	0.000642206	0.000442505	0.000370227	3.51E-05	8.28E-06	0.000471632	0.000288048	0.001191431	0.000850854	0.00350203	0.009629998	6.08E-05	0.00023322	0.000205298	9.05E-06	0.000858118	0	0	0.003253835	0.000334231	0.000116702
"Del4:U1:R(5,9)"	6.01E-05	3.00E-05	0.00010049	0.000103596	2.47E-05	4.89E-06	6.90E-05	2.31E-05	0.000467574	0.000671769	0.000198326	0.000440981	0.000545131	2.39E-05	0.000744861	0.00023628	0.002075657	1.50E-06	0.000540194	0.000234925	9.08E-05	0.000208413	0.001447389	0.000577574	0.000516352	0.00021663	0.000181606	0.000879427	0.000390017	2.23E-05	4.11E-06	0.000307185	0.003767873	0.000757955	0.000614297	6.75E-06	0.000146852	1.05E-05	2.41E-05	1.82E-05	4.42E-06	0.000123858	0	0	8.46E-05	0.000109449	3.76E-07
Del4:U2:R3	3.27E-05	5.94E-07	6.73E-05	3.81E-05	1.16E-05	8.84E-06	8.76E-05	1.33E-05	0.00195768	0.000117609	0.000219706	0.000505581	0.000271666	2.41E-05	0.000309061	0.000443865	0.000806281	3.23E-06	0.000361651	3.61E-05	6.68E-05	0.000277195	0.000166369	0.000803363	0.000363981	3.61E-05	0.000113029	0.000105735	0.000332747	3.24E-05	5.21E-06	0.000224812	0.000788943	0.000627942	0.00040505	1.01E-05	4.94E-05	1.66E-05	3.34E-05	8.25E-06	5.35E-06	9.95E-05	0	0	0.000990324	0.000246364	8.92E-06
Del4:U2:R4	4.61E-05	1.87E-05	0.000177329	0.000193873	4.42E-05	7.22E-05	0.000202499	3.75E-05	0.003615708	0.00019146	0.000229057	0.000597493	0.000330936	9.84E-05	0.000226256	0.000398125	0.001158531	1.83E-06	0.000703099	2.16E-05	0.000156029	0.000211263	0.000240954	0.001220889	0.000772812	0	0.000421398	0.001081381	0.000705611	4.06E-05	5.62E-05	0.000643615	0.00192197	0.000577957	0.000562291	3.38E-06	0.000746455	9.76E-06	2.38E-05	4.04E-05	7.01E-05	0.000479848	0	0	4.05E-05	0.000583349	9.83E-06
"Del4:U2:R(5,9)"	7.87E-05	6.84E-05	0.000160886	0.000584049	0.000266126	0.000288427	0.000261861	3.29E-05	0.007344182	8.04E-05	0.00027719	0.000795461	0.00026436	0.000475007	0.000152763	0.000306305	0.000575487	1.21E-06	0.000492299	8.82E-05	0.00012106	0.000396656	0.000435456	0.003832546	0.000930896	0	0.000506063	0.001345784	0.00049464	0.001244939	0.000105909	0.000616517	0.004285163	0.000263348	0.002829958	1.35E-05	0.013397245	8.68E-06	0.000108683	7.68E-05	0.000133071	0.001493239	0	0	0.000337055	0.000906457	8.05E-05
Del4:U4:R2	0.001093912	9.52E-05	0.002452959	0.003482412	0.002703214	0.000702564	0.000520317	0.000401086	0.046513617	0.004270945	0.006874144	0.020566591	0.003412007	0.000775367	0.002616798	0.006662687	0.001369079	0.000372025	0.010011303	0.000142613	0.001161544	0.002896611	0.002269532	0.019294752	0.004748498	0.00122757	0.001191315	0.004006842	0.001947426	0.000500814	0.000411538	0.000463871	0.017081906	0.001181129	0.001360886	0	0.001022136	0.000532736	0.000103124	0.000396936	0.000519754	0.00590076	0	0	0.001372637	0.004538555	0.000130207
Del4:U4:R3	0.000156328	2.78E-05	0.000306543	0.00078487	0.000522928	0.000238861	9.43E-05	0.000110677	0.011468871	0.000646843	0.001197005	0.00403166	0.000459286	0.000193222	0.000444066	0.00194866	0.000555934	1.69E-06	0.00102878	5.43E-05	0.000294349	0.000173827	0.000810923	0.005146828	0.001495623	7.22E-05	0.000336001	0.002358967	0.000651725	3.65E-05	0.000151644	0.000501101	0.003790307	0.00047086	0.001597443	0.003285897	0.00151358	4.49E-05	0.000133017	7.26E-05	0.000192829	0.001547796	0	0	0.000252494	0.001257281	4.09E-05
Del4:U4:R4	0.00011005	2.83E-05	8.60E-05	0.000424553	0.000230386	0.00018571	0.000368537	3.40E-05	0.00652071	0.000410044	0.000482881	0.002891775	5.50E-05	0.000124147	0.000202597	0.000993386	0.000535937	2.80E-06	0.026036208	7.17E-05	0.000247363	0.000209698	0.000264607	0.002498023	0.000483612	0	0.000129407	0.000457181	0.000429458	3.72E-05	7.60E-06	0.000327032	0.002801033	0.00063331	0.001133601	3.38E-06	0.00185858	3.99E-05	0.000107577	9.82E-05	8.90E-06	0.000947527	0	0	0.002109872	0.000159503	3.76E-05
"Del4:U4:R(5,9)"	7.10E-05	5.19E-06	8.48E-05	0.00052766	0.000524966	0.000353291	4.88E-05	2.12E-05	0.007149663	0.000157679	0.000375868	0.001449532	0.000121155	0.000457561	6.99E-05	0.000902344	0.000489306	2.75E-06	0.036820475	2.86E-05	0.000153183	0.000225232	0.000447438	0.002047614	0.000550801	0	0.000197461	0.000537112	0.000165323	5.81E-05	0.000145367	0.000236236	0.001328069	0.000234208	0.000845123	4.39E-05	0.006457705	1.93E-05	0.000141044	4.68E-05	0.000186924	0.000690285	0.000274236	0	0.000118505	0.000272587	4.56E-05
"Del5:U1:R(5,9)"	9.58E-06	1.46E-06	1.90E-05	1.11E-05	1.82E-06	1.30E-08	3.51E-05	7.50E-06	7.25E-05	0.000225461	7.69E-05	6.13E-05	0.000215545	2.54E-07	5.58E-05	4.26E-05	0.000735929	3.86E-07	0.000106493	8.48E-05	0.000225519	9.67E-06	0.000219331	0.00013705	0.000115677	0.000252735	0.00010683	8.42E-05	0.000476926	2.10E-05	9.54E-07	0.000888859	0.000434769	0.000108396	0.000398012	6.75E-06	1.52E-05	1.00E-05	4.45E-06	1.48E-05	6.10E-07	4.54E-05	0	0	5.00E-05	1.79E-06	3.25E-07
Del5:U5:R2	0.000299921	4.82E-05	0.000322533	0.000689157	0.00011079	7.02E-05	9.62E-05	0.000165495	0.006534747	0.000892892	0.001072523	0.005087867	0.002596448	7.31E-05	0.000944103	0.002269544	0.002576969	0.000192841	0.001049304	1.99E-05	0.000104789	0.000826222	0.000490928	0.004571137	0.001490195	0.000685995	0.000175451	0.000997092	0.001007622	5.61E-05	5.42E-06	0.000254371	0.007250722	0.000472557	0.00086649	1.35E-05	0.000136338	4.64E-05	2.79E-05	8.08E-05	6.06E-06	0.000945455	0	0	0.000173292	0.000865177	2.68E-05
Del5:U5:R3	0.000106698	7.05E-06	0.000123074	9.21E-05	6.36E-05	9.37E-05	6.78E-05	1.57E-05	0.001595958	3.95E-05	0.000299337	0.001261031	0.000206837	2.47E-05	0.000193822	0.000474769	0.000410801	2.17E-06	0.002295843	2.30E-05	0.000113778	4.53E-06	0.000326065	0.001048776	0.000191409	0	0.000109004	0.000384519	5.65E-05	3.45E-05	5.92E-05	0.000157091	0.001340897	0.000237663	0.001128628	3.38E-06	0.000623898	5.27E-05	2.67E-05	1.41E-05	7.53E-05	0.000102662	0	0	5.06E-05	8.27E-05	1.15E-05
Del5:U5:R4	3.19E-05	1.23E-06	4.97E-05	4.82E-05	0.000150314	3.43E-05	7.43E-05	1.20E-05	0.00155934	3.63E-05	2.55E-05	0.000157379	7.27E-05	3.68E-05	2.89E-05	8.04E-05	0.000138128	1.30E-06	0.000565636	2.99E-05	3.79E-05	3.58E-06	6.67E-05	0.00037715	0.000139092	3.61E-05	5.03E-05	0.000136434	0.00011006	9.60E-05	0.000159091	2.60E-05	0.000651599	7.12E-05	0.000664829	0	0.000508551	1.16E-05	2.28E-05	3.46E-05	0.000192094	0.000166217	0	0	5.30E-05	8.51E-05	7.74E-06
"Del5:U5:R(5,9)"	2.98E-05	2.81E-05	2.30E-05	7.99E-05	6.55E-05	2.46E-05	7.29E-05	7.97E-06	0.000732141	3.70E-06	6.92E-05	7.78E-05	4.41E-05	6.22E-05	3.27E-05	0.000109386	9.16E-05	8.20E-07	0.000436948	2.84E-05	0.00023337	1.51E-06	9.37E-05	0.000389833	3.38E-05	0	0.000183984	0.000112688	1.42E-05	2.70E-05	1.44E-05	0.000152467	0.000235893	5.29E-05	0.001514166	2.70E-05	0.00142084	1.01E-05	3.86E-05	1.80E-05	1.58E-05	0.000233128	0	0	3.51E-05	5.62E-05	1.21E-05
"Del(6,):U1:R(7,9)"	4.23E-06	2.68E-07	3.26E-06	2.09E-06	7.87E-06	1.85E-09	2.12E-05	1.84E-06	2.26E-06	5.56E-05	5.30E-06	4.06E-05	3.75E-05	1.80E-07	4.56E-05	1.51E-05	0.000319509	1.25E-06	5.58E-05	6.18E-05	1.49E-05	1.40E-06	4.30E-05	2.09E-05	8.59E-05	0.00086652	4.96E-05	0.000104994	0.000302968	1.28E-05	6.61E-06	8.35E-05	3.79E-05	4.09E-05	0.0001073	0	4.68E-06	4.32E-05	4.28E-06	7.97E-06	5.60E-06	5.70E-06	0	0	2.86E-05	1.13E-05	2.56E-08
"Del(6,):U2:R(4,9)"	5.86E-05	1.08E-06	1.19E-05	3.73E-05	7.09E-07	7.84E-05	7.51E-05	2.32E-05	0.000649616	7.38E-05	2.73E-05	3.67E-05	0.000278933	2.63E-05	0.000225653	3.00E-05	0.000614193	9.56E-06	0.000122066	2.40E-05	2.52E-06	0.000444485	0.000267155	0.001113723	0.000576181	0	0.000122864	0.000166293	0.00031263	4.33E-05	1.43E-06	0.000201603	0.000341035	8.15E-05	0.001058121	3.38E-06	0.002068716	1.69E-07	3.71E-05	1.10E-05	7.21E-07	8.04E-05	0	0	0.000301921	3.90E-06	4.86E-07
"Del(6,):U3:R(3,9)"	2.47E-05	7.55E-06	2.16E-05	4.90E-05	3.19E-05	2.43E-05	6.98E-05	5.45E-05	0.000893699	0.000106274	1.37E-05	0.000255124	0.00028121	8.12E-06	7.86E-05	0.000116904	0.000449582	2.90E-07	0.000301911	7.80E-05	6.70E-05	1.15E-05	0.000168514	0.000534428	6.79E-05	0.00021663	0.000133082	0.000301721	0.000690652	3.04E-05	2.19E-06	7.51E-05	0.000429042	0.000114823	0.00242457	0	0.000578389	2.21E-06	2.30E-05	2.09E-05	3.34E-06	0.000445676	0	0	0.000269763	7.66E-05	5.64E-06
"Del(6,):U(4,):R(2,9)"	0.00074422	2.77E-05	0.000928161	0.001580883	0.000109754	0.000112241	0.001901143	0.000197059	0.004955546	0.000275505	0.000951926	0.003904804	0.004542095	0.000160956	0.001938935	0.001827469	0.008535597	0.000382642	0.000959285	0.003011081	0.001407319	0.002029991	0.000558468	0.007624085	0.002556299	0.00028884	0.001262948	0.002556427	0.001283262	0.000790083	0.000246724	0.000439851	0.001001859	0.002527331	0.095647418	2.70E-05	0.002406507	5.08E-05	0.000258604	7.48E-05	0.000312246	0.004570774	0	0	0.000141135	0.002574237	2.79E-05
"Ins(2,4):M"	0.000665375	0.00938294	0.002412974	0.002381947	6.86E-05	0.001452574	0.011207388	0.006433824	0.002532748	0.002931343	0.002344348	0.003291888	0.004555886	0.002360838	0.002631663	0.001390709	0.015461652	0.000383028	0.002295474	0.036097711	0.021556783	0.020807254	0.00362195	0.029818878	0.011839535	0.00079431	0.006957708	0.029927364	0.004752484	0.012516297	0.002570587	0.004184608	0.003375941	0.002960771	0.005720224	0.003377078	0.022038735	0.000277041	0.003909124	9.94E-05	0.003255548	0.009064027	0	0	0.004505586	0.002779513	0.000345139
"Ins(5,):M"	0.000313516	0.001977741	0.001253462	0.001166846	3.93E-05	0.00134762	0.010314487	0.006111739	0.004033082	0.00208416	0.001555708	0.004295439	0.013563908	0.003634205	0.005145004	0.000228944	0.028524272	0.000580839	0.001625596	0.052347709	0.004311435	0.0036783	0.007381016	0.059976629	0.077432807	0.00180525	0.0090823	0.039030085	0.006834824	0.00237836	0.000608755	0.005764521	0.005703537	0.007887984	0.004206269	0.00719993	0.007723491	0.000131487	0.006656515	4.90E-05	0.000755887	0.008145311	0.000137118	0	0.000170314	0.001344085	6.80E-05
Ins2:U1:R0	7.06E-05	8.63E-05	0.000157007	6.77E-05	1.73E-06	0.000104869	0.00062138	0.000702735	0.00055678	0.000518087	0.00033251	0.000775016	0.001458327	3.01E-05	0.00041889	0.000203636	0.000866489	1.79E-06	0.000670746	0.00201318	0.00033642	0.001344406	0.000299785	0.003391458	0.001980611	0.0007221	0.000454038	0.001432463	0.000563042	0.001239532	5.42E-05	0.053812102	0.000533906	0.00107851	0.000902102	3.38E-06	0.000696299	0.000130707	0.000253754	1.78E-05	6.97E-05	0.000187133	0	0	8.87E-05	0.000180795	6.96E-06
Ins3:U1:R0	3.14E-05	9.89E-06	9.60E-06	2.60E-05	2.82E-06	9.14E-06	9.70E-05	4.43E-05	3.58E-05	6.49E-05	1.11E-05	8.35E-05	0.000341491	9.47E-07	4.42E-05	3.91E-05	0.000356818	4.83E-07	0.000181195	0.000415752	1.83E-05	2.29E-06	8.80E-05	0.000293198	0.000194356	0	8.49E-05	0.000132009	3.32E-05	6.56E-05	4.36E-06	0.005454288	0.00012865	0.000141989	0.000630902	0	9.00E-05	1.99E-06	0.000135286	8.59E-06	4.66E-06	6.89E-05	0	0	0.000133988	0	3.01E-07
Ins4:U1:R0	1.09E-05	1.08E-06	3.11E-06	7.03E-06	0	9.08E-08	2.96E-05	1.57E-05	3.13E-05	2.16E-05	6.25E-06	1.39E-05	0.000110777	4.43E-07	2.19E-05	2.54E-05	0.000119506	5.31E-07	8.33E-05	0.000474434	0	5.03E-07	6.80E-05	4.84E-05	0.000283261	0	6.79E-05	4.66E-05	3.73E-07	2.97E-05	4.34E-08	0.000545148	0.000342247	0.000238024	0.000347439	0	9.99E-06	0	1.36E-05	1.04E-05	5.54E-08	2.56E-05	0	0	3.93E-05	0	1.86E-07
Ins2:U2:R0	0.000431623	0.000389521	0.00060466	0.000424109	5.87E-05	0.000121563	0.001623927	0.001113279	0.001988336	0.001020751	0.000414067	0.001558444	0.003173543	0.000117757	0.00052131	0.000514541	0.001102968	1.64E-06	0.001447904	0.002805981	0.001110004	0.007559818	0.000726946	0.009701732	0.005995135	3.61E-05	0.000838878	0.003731856	0.001865441	0.006139535	0.000306258	0.043542862	0.000506045	0.001495184	0.000879639	0.018530026	0.001585689	0.000355396	0.001792077	9.05E-05	0.000383328	0.000605041	0	0	0.005325595	0.000347507	2.29E-05
Ins3:U3:R0	6.56E-05	1.65E-05	0.00015339	7.12E-05	2.47E-06	7.86E-05	0.000603016	0.000178595	0.001080544	0.000559538	0.000167545	0.000465725	0.003055426	6.51E-05	0.000288947	0.000195322	0.002208804	4.92E-06	0.0038072	0.000962745	0.000767111	0.006899209	0.000392252	0.0044224	0.002407468	0.000252735	0.000535322	0.002647615	0.000200913	0.001067863	3.34E-06	0.014355575	0.000844701	0.001010121	0.000895022	0	0.001138638	6.74E-05	0.000687493	1.93E-05	3.96E-06	0.00026578	0	0	0.127290831	0.000130193	2.51E-07
Ins4:U2:R0	1.93E-05	3.06E-05	1.40E-05	8.52E-06	4.50E-08	6.64E-06	2.39E-05	2.07E-05	5.79E-05	1.31E-05	1.17E-05	1.13E-05	6.23E-05	3.14E-06	2.19E-05	2.22E-05	0.000260915	1.35E-06	0.000107891	0.000409602	5.99E-08	0.000697654	3.42E-05	0.000364212	0.000148844	0	5.47E-05	0.000367203	6.34E-05	0.001995822	1.01E-06	0.000413534	1.34E-05	9.60E-05	0.00076547	6.75E-06	4.51E-05	7.80E-08	3.57E-05	7.80E-06	3.19E-07	1.53E-05	0	0	0.000530594	0	2.84E-09
Ins4:U4:R0	6.46E-05	0.000180992	0.00017269	5.97E-05	1.54E-05	4.07E-05	0.000671184	0.00027384	0.000295429	0.000252132	6.60E-05	0.000333824	0.001740776	5.51E-05	0.000384807	8.41E-05	0.00114857	2.46E-06	0.000462839	0.001878828	0.000428983	0.003402893	0.00018383	0.003739153	0.003401266	3.61E-05	0.00017902	0.002565051	0.001348421	0.004194402	6.55E-05	0.008033446	0.000214775	0.000879964	0.000813767	3.38E-06	0.000332517	0.000116134	0.000452515	5.40E-05	8.02E-05	0.000221069	0	0	0.000369808	5.20E-05	8.85E-06
"Ins(5,):R0"	6.14E-05	7.63E-05	0.000164607	0.000228133	5.29E-06	0.000140805	0.000808893	0.00050262	0.001225098	0.00023973	0.000169047	0.000451392	0.01196572	0.000319566	0.0044665	3.16E-05	0.002940143	0.000192937	8.17E-05	0.006055352	0.000206491	0.003152741	0.003225817	0.015153567	0.268232651	0.00122757	0.001972836	0.005765597	0.00738216	0.003137353	5.41E-05	0.003635827	0.000839517	0.002033686	0.002531996	3.04E-05	0.001545548	4.36E-05	0.0006711	1.58E-05	6.70E-05	0.002289061	0	0	0.00036564	0.000154779	7.23E-06
Ins2:U1:R1	8.16E-05	0.000170003	0.000274338	0.000187435	2.05E-05	0.00016644	0.001047492	0.003249233	0.00030164	0.003348572	0.000954701	0.000782016	0.000696023	7.90E-05	0.00089212	0.000654344	0.001204046	1.83E-06	0.000523415	0.006136314	0.001581957	0.005250117	0.000681798	0.004641599	0.001542611	0.00093873	0.001398045	0.005410331	0.001434793	4.06E-05	0.00011405	0.026746288	0.001365098	0.002758061	0.000679621	0.003691146	0.00098442	0.000187091	0.000246125	2.74E-05	0.000141014	0.000375464	0	0	0.001848445	6.48E-05	6.47E-06
Ins2:U1:R2	6.99E-05	0.000136518	0.000234897	8.75E-05	6.82E-05	3.51E-05	0.000306446	0.001367653	0.00010345	0.005480221	0.00079569	0.000892028	7.29E-05	5.28E-06	0.00054889	0.000102927	0.003311837	1.01E-06	0.000317389	0.001386703	0.000151175	0.005823561	0.000124847	0.001829302	0.000644814	0.00137199	0.001453034	0.002580802	0.001507676	4.73E-05	5.49E-05	0.002535262	0.000131733	0.001069314	0.0017318	1.01E-05	0.000169411	0.000131162	0.000309145	4.93E-05	6.59E-05	0.000204991	0	0	5.66E-05	0.000180637	1.16E-05
