MutationType	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
3:Del:R:0	11	0	2	2	3	5	13	4	4	3	2	3	2	4	9	2	82	7	5	6	4	2	0	12	3	3	5	5	3	3	5	5	6	16	2	3	6	1	7	1	2	0	2	17	3	7	1	3	2	5	7	2	10	3	2	6	8	0	1	5	1	2	16	70	2	2	0	3	1	4	0	15	2	4	77	2	3	6	0	6	1	0	3	32	5	11	9	2	0	4	1	3	1	2	1	3	1	4	5	4	3	14	27	4	6	2	9	5	94	18	3	5	3	8	10	7	6	3	12	0	3	3	3	2	7	1	15	9	6	4	9	10	2	12	5	5	5	1	4	3	23	4	0	6	7	16	2	2	1	5	10	2	2	5	2	4	4	2	4	0	8	5	17	1	1	0	5	4	1	0	9	4	7	2	6
3:Del:R:1	27	5	10	10	3	6	23	7	5	9	4	4	5	6	17	10	176	17	9	8	12	9	6	8	4	10	8	14	13	4	8	7	7	18	2	3	20	4	7	9	15	12	6	21	9	18	16	12	13	4	10	4	12	8	5	10	4	6	4	1	5	12	9	125	8	7	8	8	6	14	4	8	1	19	34	4	6	12	4	11	13	1	6	13	8	10	15	9	8	20	5	6	5	3	4	8	4	11	9	9	8	78	31	2	14	6	9	17	275	19	13	6	2	4	22	20	6	11	11	13	4	15	9	6	6	4	8	24	15	6	10	11	2	12	19	27	30	7	4	2	20	20	1	15	9	17	3	3	10	20	13	6	5	13	5	5	12	3	28	2	11	5	13	6	11	5	5	9	7	4	12	12	11	2	21
3:Del:R:2	4	1	5	2	4	2	5	3	3	3	2	3	3	1	2	4	69	6	3	8	0	3	2	1	0	2	1	6	1	3	2	1	4	3	1	1	4	0	4	0	2	3	3	3	1	6	4	2	1	0	1	2	3	0	2	5	4	1	2	2	2	1	2	87	4	0	1	1	4	4	1	3	3	4	3	0	0	1	3	4	1	1	0	4	1	1	5	5	3	4	1	1	2	4	3	0	3	3	0	5	2	43	9	0	1	1	3	12	134	6	3	5	0	1	4	3	3	0	1	6	2	5	1	1	2	1	1	2	2	2	2	6	2	0	3	6	7	1	0	1	0	3	1	4	2	2	1	0	1	6	0	0	3	0	5	1	0	0	7	4	4	2	6	3	2	1	1	0	1	1	3	2	4	3	4
3:Del:R:3	2	0	1	0	0	1	0	1	0	3	0	0	1	0	0	0	34	1	0	0	0	0	1	0	1	0	0	1	2	1	0	0	3	0	0	0	1	0	1	0	2	0	0	1	0	1	0	1	2	1	0	0	3	0	0	2	1	1	0	1	1	0	2	32	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	2	1	7	3	0	2	0	0	1	44	0	1	0	0	0	2	0	1	0	1	0	1	3	0	1	1	0	2	0	0	0	0	1	0	2	2	1	3	0	0	0	1	5	0	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1
3:Del:R:4	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	13	1	1	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	38	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	2	30	0	1	1	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0
3:Del:R:5	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	32	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	2	1	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	2	0	59	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	4	0	0	0	0	1	0	62	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	3	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	3
4:Del:R:0	20	3	3	0	4	9	9	6	3	4	2	4	2	0	4	2	31	7	0	3	3	2	2	13	5	1	7	1	4	4	4	11	3	17	4	1	5	3	3	2	7	2	2	15	10	6	1	3	10	3	6	4	0	2	1	5	6	1	1	2	1	3	7	21	0	0	2	4	2	2	2	32	1	2	68	6	3	4	1	6	1	0	3	19	2	6	9	4	3	3	3	3	3	4	3	4	2	2	1	0	1	16	25	1	4	8	5	7	38	12	5	0	6	3	10	7	6	0	8	4	0	7	5	7	8	0	6	7	5	2	3	5	2	8	5	6	6	0	3	1	17	2	1	3	3	13	1	1	3	6	7	3	0	2	4	1	2	1	6	2	8	5	14	1	4	2	5	3	2	3	5	7	8	1	8
4:Del:R:1	16	3	10	2	11	8	11	6	6	6	6	5	3	2	14	5	121	12	11	10	11	6	5	6	2	3	11	11	7	10	8	3	3	10	1	5	7	2	19	4	9	16	8	9	3	12	5	8	10	1	11	0	10	2	13	8	7	2	10	10	4	4	6	69	15	4	10	3	5	5	5	12	1	13	11	0	3	11	2	6	4	3	4	10	5	8	24	10	12	9	6	4	3	11	4	3	0	11	2	6	2	48	19	1	11	2	10	19	164	11	11	7	9	3	11	16	9	7	4	9	4	24	5	5	4	10	6	32	12	6	8	10	6	8	23	13	21	3	2	13	6	9	0	10	24	5	4	5	5	13	5	1	2	6	7	11	10	1	12	3	4	5	14	4	5	1	9	5	5	1	14	10	6	5	13
4:Del:R:2	10	3	0	2	4	3	5	3	2	3	5	2	0	3	4	2	59	4	1	2	1	0	1	0	2	0	0	4	2	1	2	4	0	2	2	0	0	4	2	1	2	2	3	5	1	5	1	2	1	1	0	0	2	2	1	4	1	0	2	0	1	2	2	60	2	0	3	0	3	2	1	2	0	4	3	0	0	2	0	1	0	0	0	0	4	1	3	3	2	3	3	2	0	5	2	5	2	2	3	1	0	13	3	0	2	0	2	8	84	2	4	1	1	2	4	1	0	1	3	2	1	9	1	3	1	0	2	8	6	1	4	5	3	2	6	4	16	2	0	2	4	2	0	1	9	2	1	1	1	5	1	0	2	1	4	3	2	0	4	2	1	1	0	1	0	1	3	2	1	3	0	4	4	2	5
4:Del:R:3	4	1	2	0	1	1	1	1	0	0	1	1	0	0	2	1	49	4	2	0	0	0	2	1	1	0	1	2	3	2	0	2	2	1	0	0	0	0	5	0	0	5	0	1	0	2	1	1	1	1	2	1	2	0	0	1	2	0	1	0	2	3	1	68	4	1	0	1	2	0	0	2	1	1	1	0	1	3	1	1	1	0	1	0	1	0	2	0	1	3	3	0	0	1	1	0	1	0	0	2	0	14	3	0	2	0	2	4	65	3	4	3	0	1	0	0	0	2	1	1	2	2	0	0	1	1	2	2	4	0	1	1	1	1	3	0	2	2	0	0	4	2	0	0	8	2	1	0	0	2	0	0	2	1	0	1	2	0	5	0	1	0	0	1	0	1	0	0	1	0	1	2	0	0	1
4:Del:R:4	1	0	1	0	1	0	1	0	0	1	0	0	2	0	1	1	21	0	0	2	0	1	0	0	0	0	0	0	2	1	2	1	1	2	0	0	2	0	2	1	0	2	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	27	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	3	0	1	1	1	0	0	31	0	0	2	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	2	3	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
4:Del:R:5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	53	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	2	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	64	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	2	1	1	1	0
5:Del:R:0	195	23	44	17	14	49	231	32	30	27	13	10	14	8	36	10	40	124	10	24	18	10	28	82	11	19	18	31	24	41	19	37	9	386	15	38	33	16	23	11	38	26	15	209	219	42	16	29	61	17	16	2	36	29	20	115	145	40	13	53	7	18	399	43	24	6	8	12	40	22	4	118	16	35	761	142	21	30	19	32	11	7	20	197	22	21	45	27	24	42	51	13	35	19	41	22	16	39	25	37	24	324	178	36	47	63	30	37	59	112	19	25	29	15	171	69	59	14	70	27	25	55	10	11	63	19	144	59	25	17	46	38	10	52	30	36	32	22	21	48	195	50	20	32	12	78	12	21	12	36	46	24	26	13	31	16	27	14	20	14	93	39	158	13	101	16	20	14	18	14	85	18	81	9	37
5:Del:R:1	9	1	3	7	3	5	20	5	6	7	4	10	1	1	5	3	42	13	9	4	11	2	4	3	3	2	3	5	5	7	10	2	6	16	1	1	7	0	5	4	4	6	4	21	4	9	6	9	5	6	5	2	11	6	5	5	7	4	2	0	4	6	7	35	13	0	3	4	6	10	7	4	0	12	17	7	2	14	1	6	1	2	3	4	7	7	15	2	5	3	3	2	3	2	4	7	3	4	5	5	6	21	8	1	9	4	2	15	53	15	3	5	4	2	9	5	9	7	7	12	2	12	3	4	6	3	4	10	10	2	2	6	4	3	8	14	10	3	2	11	9	6	5	11	11	6	1	0	3	16	4	5	2	3	7	1	4	0	21	5	8	9	14	4	2	1	6	2	3	1	3	9	4	2	13
5:Del:R:2	2	0	1	0	3	1	4	1	0	2	1	1	0	0	1	2	19	1	2	1	3	0	0	1	0	3	1	2	2	1	6	2	3	3	2	0	2	1	0	0	1	0	0	1	2	3	2	0	4	1	1	0	2	0	0	2	2	0	1	2	1	1	0	23	1	0	0	2	0	1	0	1	0	2	4	1	0	2	1	0	0	1	0	0	0	0	1	1	0	2	1	1	0	2	2	0	0	1	0	2	1	6	1	0	0	2	1	1	37	2	0	2	2	0	4	2	3	0	0	0	0	2	0	2	0	1	0	2	2	1	0	1	0	0	2	3	4	1	0	2	3	2	0	1	8	2	1	0	4	1	4	0	1	0	0	1	2	0	6	0	2	1	1	1	0	0	0	1	1	3	0	2	0	0	2
5:Del:R:3	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	15	0	2	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	20	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2:Ins:R:0	9	4	10	10	7	25	23	13	22	13	12	12	12	2	11	9	254	24	16	16	7	13	5	10	13	4	5	22	7	16	8	20	13	43	11	4	12	14	18	6	11	14	4	22	7	11	12	18	17	8	9	5	10	4	5	13	25	8	5	6	6	12	11	186	8	6	4	7	8	8	6	7	12	7	13	4	10	15	6	18	7	6	6	14	6	8	30	16	6	18	9	7	4	11	5	9	5	9	14	8	5	26	31	2	10	9	11	12	334	26	20	43	8	3	11	11	14	8	11	15	7	9	6	7	9	3	7	18	6	5	5	18	6	8	14	7	31	10	8	3	8	16	2	21	133	11	8	4	6	11	13	5	12	2	8	7	9	3	16	11	10	10	25	7	12	10	6	6	4	5	17	21	5	7	21
2:Ins:R:1	5	1	7	6	4	4	8	3	4	4	3	1	6	2	9	4	40	9	2	5	2	3	2	5	6	6	6	13	3	3	9	7	5	17	4	3	6	4	11	2	13	8	2	2	20	5	5	2	1	5	7	4	4	4	3	5	12	4	4	10	1	5	5	32	5	2	2	1	2	5	2	6	1	10	10	2	6	9	0	2	4	3	5	9	3	6	12	2	2	9	2	0	4	5	4	7	4	8	3	13	5	11	5	2	4	2	5	7	41	10	6	13	4	5	3	10	11	2	5	5	2	5	3	3	8	2	3	7	1	2	4	3	6	2	3	7	9	1	4	5	13	3	1	4	15	4	2	2	4	27	1	8	3	1	6	3	0	1	4	4	2	0	4	2	4	5	10	4	3	4	10	3	5	2	6
2:Ins:R:2	2	2	7	0	0	3	6	5	1	4	0	6	2	1	4	3	54	3	2	4	4	1	2	1	0	2	2	6	2	3	5	4	3	5	6	3	3	6	2	1	6	6	1	6	5	8	3	4	3	0	1	1	2	1	1	5	4	0	4	3	3	1	6	32	2	3	3	2	1	2	1	5	2	3	6	0	4	6	1	4	1	0	1	5	1	3	5	0	4	5	2	0	2	0	3	2	0	1	4	3	0	12	9	2	8	3	4	4	66	7	2	4	2	2	5	4	3	2	6	4	2	3	4	2	4	1	3	1	3	2	0	3	0	4	2	5	4	1	1	0	10	2	0	8	22	1	3	0	0	13	2	4	3	1	4	1	1	0	2	4	3	2	2	1	2	0	3	1	5	3	1	10	4	0	2
2:Ins:R:3	1	1	3	0	1	2	3	0	1	1	1	0	3	1	2	0	89	1	4	1	1	1	1	1	2	1	2	5	1	2	3	2	1	4	1	0	6	2	6	0	4	1	1	0	3	1	0	3	0	0	2	2	1	1	1	0	1	2	3	1	0	2	1	50	0	0	3	0	0	3	2	2	2	2	3	0	3	2	0	1	0	0	0	6	1	1	0	2	1	0	0	1	0	2	1	2	2	4	1	1	0	4	9	0	0	0	3	5	155	1	5	2	1	0	4	0	4	0	0	3	1	3	0	0	1	1	0	2	0	0	1	2	2	0	0	1	3	1	0	0	5	3	0	4	33	0	2	0	0	4	4	0	0	0	1	2	1	1	3	2	1	1	1	1	0	1	3	1	2	0	3	2	2	1	4
2:Ins:R:4	1	1	8	2	2	2	8	5	4	10	0	1	1	3	13	6	315	2	2	9	2	2	0	0	2	3	2	8	2	1	7	2	3	2	1	1	4	1	6	0	4	3	1	1	5	2	2	14	2	3	1	1	1	1	1	1	1	0	0	1	5	2	11	132	0	0	3	2	2	2	2	3	1	9	3	1	5	5	1	3	3	0	2	1	0	3	9	2	3	4	0	2	3	3	3	0	3	3	3	2	0	3	22	1	1	2	1	2	484	6	1	3	2	2	7	2	2	0	1	3	1	5	2	1	1	3	7	0	3	2	1	3	1	0	3	3	2	4	2	1	2	4	2	13	61	5	1	0	2	6	8	2	2	0	6	2	2	0	7	1	1	2	3	0	0	0	1	0	3	4	0	8	1	2	3
2:Ins:R:5	8	7	36	4	9	13	50	10	27	53	33	26	15	4	38	26	1671	11	20	60	7	8	12	13	4	11	2	50	13	21	64	9	23	45	7	0	24	7	40	7	25	34	6	12	29	35	29	62	17	24	4	13	15	7	16	21	6	10	8	1	20	6	29	644	21	13	21	12	5	9	16	13	10	99	8	4	8	17	8	30	11	12	9	8	15	17	25	19	11	16	6	14	11	8	22	11	3	14	19	8	9	31	129	7	13	16	18	26	2293	36	17	9	17	16	39	7	15	10	10	26	10	21	22	8	6	9	19	11	16	8	4	22	9	4	2	22	56	17	5	6	23	42	2	77	273	25	8	4	7	34	30	12	23	10	17	10	36	1	47	11	9	13	11	13	11	9	8	7	37	11	25	35	7	11	16
3:Ins:R:0	5	3	7	2	3	6	9	4	6	6	4	2	2	2	9	4	56	6	6	9	5	2	0	5	7	5	1	9	5	4	8	7	5	17	2	2	7	3	8	1	4	2	3	14	6	3	2	5	1	3	2	4	1	0	3	6	9	2	3	2	1	5	5	35	2	2	4	6	7	7	0	2	1	5	3	3	7	7	7	8	3	2	5	0	4	4	8	2	1	3	3	0	3	4	4	1	4	3	6	6	0	8	7	3	7	4	9	4	78	14	5	11	4	3	3	2	6	3	3	10	7	4	3	1	2	1	3	6	5	3	2	3	3	2	7	4	6	5	3	2	2	6	0	5	15	6	4	2	3	7	5	1	4	3	9	2	3	2	12	5	0	7	12	3	2	1	2	2	6	11	7	4	3	1	10
3:Ins:R:1	6	1	3	0	3	6	14	4	2	7	0	2	3	6	5	4	13	11	2	6	2	1	1	4	2	3	2	7	2	0	3	3	2	12	4	2	4	4	8	0	10	3	1	4	14	6	5	6	4	0	3	0	4	1	1	4	3	1	7	6	3	3	3	8	5	4	1	1	3	4	0	4	3	7	6	4	6	3	0	3	2	0	2	0	2	3	10	5	3	5	2	1	3	3	2	2	3	1	2	4	2	8	1	0	5	3	4	1	12	3	7	4	2	1	4	0	3	2	3	4	1	3	1	3	3	2	2	1	0	2	1	3	0	3	1	3	7	1	3	0	7	4	1	7	4	1	1	1	1	25	5	2	1	6	6	3	3	0	4	3	1	2	4	1	0	1	2	5	1	1	4	3	4	3	3
3:Ins:R:2	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	1	10	3	0	0	0	0	0	0	1	1	1	1	2	0	0	0	1	1	1	0	1	1	1	0	2	2	0	0	4	1	3	0	2	0	1	1	0	0	0	1	1	0	1	1	0	0	0	7	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	2	0	1	1	0	0	0	1	3	1	0	1	1	0	2	4	2	0	3	0	2	0	19	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	2	0	0	0	0	7	0	0	1	0	2	0	0	0	0	0	2	1	1	2	1	1	0	1	0	0	0	0	0	0	1
3:Ins:R:3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	11	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	19	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
3:Ins:R:5	0	0	3	0	0	0	2	0	0	0	2	0	0	2	1	2	108	1	2	7	1	1	0	2	0	0	0	1	1	0	0	1	2	5	0	0	3	0	2	2	2	0	0	0	1	4	1	2	3	0	0	1	2	0	1	1	2	0	0	2	0	0	0	41	0	0	3	0	1	1	0	0	0	4	1	0	2	2	0	2	0	0	1	1	2	1	2	0	1	0	1	1	0	0	1	0	0	1	1	0	0	2	3	1	0	0	0	1	159	2	1	1	1	0	3	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	4	1	0	3	1	1	0	5	8	0	0	0	2	2	2	0	1	0	2	1	2	1	1	0	1	2	0	0	1	0	0	1	1	1	3	2	0	2	5
4:Ins:R:0	7	3	5	1	5	8	17	8	15	8	5	12	9	1	15	9	176	12	9	10	1	8	5	4	8	6	6	15	9	12	11	18	9	24	11	1	6	7	12	2	5	8	0	19	8	13	3	10	7	5	5	0	9	4	3	14	17	3	1	0	4	3	10	139	2	4	7	3	6	11	3	6	6	6	8	3	6	16	2	7	7	6	3	9	5	8	22	11	8	13	5	7	1	1	5	5	9	7	6	10	3	23	16	4	10	2	6	6	260	14	10	12	5	6	10	6	3	4	4	12	5	16	3	6	11	2	8	5	5	5	2	8	4	13	5	5	18	5	6	9	11	13	1	12	83	5	3	4	4	14	9	10	10	3	11	3	4	3	18	5	7	3	10	5	9	1	6	4	5	6	14	19	9	5	15
4:Ins:R:1	3	4	3	3	0	2	9	5	4	3	3	3	3	3	8	6	15	12	1	4	3	4	1	0	2	3	3	11	2	2	5	6	2	11	5	2	6	5	8	2	19	7	1	1	14	7	3	5	2	4	2	6	1	1	2	9	7	2	2	2	2	3	3	15	7	1	1	2	1	2	1	1	3	10	6	3	5	3	1	4	0	0	5	2	1	3	14	3	0	6	4	1	3	1	7	3	5	1	2	5	4	12	2	2	12	4	4	2	29	3	6	4	1	3	5	3	6	4	1	2	1	5	0	0	5	1	2	4	5	1	0	0	3	4	5	3	8	1	3	5	11	10	1	5	13	3	0	2	3	25	5	4	6	1	6	0	3	1	5	2	3	3	2	2	2	2	6	1	2	0	5	3	3	2	6
4:Ins:R:2	0	0	0	0	0	1	0	0	0	2	1	0	1	0	3	0	26	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	1	0	0	0	1	0	27	0	1	3	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	2	11	3	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	2	0	1	1	0	0	1
4:Ins:R:3	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	1	34	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	50	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
