MutationType	SP109953	SP107650	SP13206	SP13078	SP107607	SP109941	SP109801	SP13072	SP107595	SP107640	SP13084	SP107603	SP109957	SP114020	SP96540	SP114032	SP107624	SP107575	SP13242	SP114016	CPCT02070011T	CPCT02020317T	CPCT02010352T	CPCT02010362T	CPCT02010366T	CPCT02010383T	CPCT02050049T	CPCT02020350T	CPCT02060023T	CPCT02080030T	CPCT02060010T	CPCT02040037T	CPCT02070018T	CPCT02080041T	CPCT02070029T	CPCT02060033T	CPCT02020399T	CPCT02140024T	CPCT02080050T	CPCT02030293T	CPCT02010441T	CPCT02090030T	CPCT02010718T	CPCT02020653T	CPCT02340008TII	CPCT02020876T	CPCT02370016T	CPCT02070275T	CPCT02011028T	CPCT02230072T	CPCT02130028T	CPCT02060182T	CPCT02020657T	DRUP01090026T	CPCT02130029T	CPCT02340010TII	DRUP01020022T	CPCT02120103T	CPCT02300030T	CPCT02150044T	CPCT02020920T	CPCT02080192T	CPCT02130170T	CPCT02260014T	CPCT02020922T	CPCT02011072T	CPCT02010758T	WIDE01010006T	CPCT02040220T	CPCT02100157T	CPCT02230088T	CPCT02130178T	WIDE01010017T	WIDE01010025T	WIDE01010028T	WIDE01010012T	WIDE01010031T	CPCT02020956T	CPCT02010774T	CPCT02010756T	WIDE01010045T	CPCT02080204T	WIDE01010037T	WIDE01010056T	CPCT02070298T	WIDE01010594T	WIDE01010078T	CPCT02130054T	CPCT02040228T	WIDE01010051T	CPCT02050319T	CPCT02020689T	WIDE01010043T	WIDE01010112T	WIDE01010092T	WIDE01010119T	CPCT02170022T	WIDE01010120T	WIDE01010127T	CPCT02300036T	WIDE01010146T	CPCT02070309T	WIDE01010157T	WIDE01010170T	CPCT02020696T	CPCT02030471T	CPCT02130032T	CPCT02070310T	WIDE01010164T	WIDE01010190T	WIDE01010182T	DRUP01050040TII	WIDE01010225T	CPCT02050348T	WIDE01010275T	CPCT02010810T	CPCT02060206T	WIDE01010284T	WIDE01010330T	WIDE01010312T	WIDE01010317T	WIDE01010337T	CPCT02220043T	CPCT02130094T	WIDE01010329T	WIDE01010331T	CPCT02010828T	WIDE01010101T	WIDE01010349T	WIDE01010342T	WIDE01010359T	WIDE01010370T	WIDE01010369T	CPCT02340084T	DRUP01030015T	CPCT02060236T	CPCT02120125T	CPCT02230098T	DRUP01090015T	WIDE01010401T	CPCT02230105T	CPCT02080223T	CPCT02020730T	CPCT02010831T	WIDE01010428T	CPCT02290039T	CPCT02010843T	CPCT02130103T	CPCT02070337T	WIDE01010440T	WIDE01010404T	CPCT02080229T	CPCT02050363T	CPCT02040250T	CPCT02040251T	CPCT02260022T	CPCT02340090T	CPCT02450013T	CPCT02070347T	CPCT02060140T	CPCT02020720T	CPCT02230109T	DRUP01090019T	CPCT02120144T	CPCT02080240T	CPCT02130125T	CPCT02070355T	CPCT02010872T	CPCT02010878T	CPCT02090054T	CPCT02330117T	CPCT02170031T	CPCT02020765T	CPCT02010851T	CPCT02020756T	DRUP01170001T	WIDE01010617T	WIDE01010627T	CPCT02030502T	CPCT02030507T	WIDE01010595T	CPCT02040273T	CPCT02030520T	CPCT02110075T	CPCT02290050T	CPCT02290053T	CPCT02080257T	CPCT02290054T	CPCT02080256T	CPCT02030497T	DRUP01290001T	CPCT02070372T	CPCT02290051T	CPCT02020815T	CPCT02040271T	CPCT02130154T	CPCT02120164T	CPCT02020797T	DRUP01010099T	CPCT02340104T	CPCT02380018T	CPCT02340010TIII	CPCT02060033TII	CPCT02020582T	DRUP01050040T	CPCT02180041T	CPCT02060137T	CPCT02070403T	CPCT02050264T	CPCT02060143T	CPCT02010988T	CPCT02010993T	CPCT02450003T	CPCT02230049T	CPCT02010995T	CPCT02010878TII	CPCT02010656T	CPCT02010645T	DRUP01330016T	DRUP01080005T	CPCT02020879T	DRUP01090004T	CPCT02020613T	DRUP01110006T	CPCT02010993TII	CPCT02060125T	CPCT02010647T	CPCT02170013T	CPCT02170009T	CPCT02170012T	CPCT02020608T	CPCT02010653T	CPCT02230061T	CPCT02050282T	CPCT02010560T	CPCT02380007T	CPCT02380006T	CPCT02080105T	CPCT02340010T	CPCT02010574T	CPCT02180026T	CPCT02100074T	CPCT02120018T	CPCT02380008T	CPCT02170003T	CPCT02020523T	CPCT02060081T	CPCT02110035T	CPCT02080118T	CPCT02010589T	CPCT02030349T	CPCT02110039T	CPCT02030353T	CPCT02020540T	CPCT02010611T	CPCT02010608T	CPCT02330041T	CPCT02380013T	CPCT02010613T	CPCT02010577T	CPCT02050202T	CPCT02020559T	CPCT02050213T	CPCT02020568T	CPCT02030364T	CPCT02050192T	CPCT02010596T	CPCT02030365T	DRUP01010036T	CPCT02230043T	CPCT02080135T	CPCT02050229T	CPCT02010632T	CPCT02020579T	CPCT02020587T	CPCT02070040T	CPCT02070050T	CPCT02300004T	CPCT02020424T	CPCT02020433T	CPCT02010466T	CPCT02010454T	CPCT02140036T	CPCT02010350T	CPCT02100039T	CPCT02050106T	CPCT02020415T	CPCT02180014T	CPCT02090006T	CPCT02020444T	CPCT02030314T	CPCT02190010T	DRUP01010013T	CPCT02080086T	CPCT02010438T	CPCT02190012T	CPCT02010486T	CPCT02060077T	CPCT02020491T	CPCT02010538T	CPCT02170001T	CPCT02170002T	CPCT02050142T	CPCT02080071T	CPCT02020499T	CPCT02340008T	CPCT02020505T	CPCT02080158T	CPCT02010571T	CPCT02380010T	CPCT02110047T	CPCT02030425T	CPCT02080168T	CPCT02020641T	CPCT02230065T	CPCT02330074T	CPCT02010697T	CPCT02090028T	CPCT02450008T	CPCT02010688T	CPCT02020646T	CPCT02010704T	CPCT02010705T	CPCT02250003T	CPCT02010698T	WIDE01010622T	WIDE01010631T	WIDE01010635T	WIDE01010636T	WIDE01010658T	WIDE01010504T	WIDE01010493T	WIDE01010304T	WIDE01010568T	WIDE01010464T	WIDE01010467T	WIDE01010486T	WIDE01010516T	WIDE01010510T	WIDE01010583T	WIDE01010566T	WIDE01010578T	WIDE01010599T	WIDE01010604T	WIDE01010614T	WIDE01010662T	WIDE01010672T	WIDE01010686T	WIDE01010532T	WIDE01010703T	WIDE01010712T	WIDE01010721T	WIDE01010663T
4:Del:R:4	1	1	0	1	0	4	0	1	1	0	4	1	0	0	2	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0	12	0	1	0	0	0	0	0	0	8	0	0	0	0	0	8	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	1	1	2	1	0	2	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	7	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1	2	0	0	0	0	0	1	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	4	0	0	46	0	1	0	0	1	0	0	1	26	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	12	1	0	0	2	0	0	0	0	0	0	0
5:Del:R:0	7	5	6	10	5	5	3	10	24	7	14	7	17	15	1	9	8	4	4	8	47	14	11	6	4	11	8	21	54	95	24	36	59	92	15	28	25	38	36	17	29	21	29	44	32	7	26	27	38	223	29	6	32	10	12	69	18	23	29	9	21	29	28	21	10	6	46	7	36	32	87	23	17	5	55	81	17	10	19	22	47	19	16	28	13	20	69	24	26	9	24	52	9	53	7	11	27	10	49	33	25	27	39	7	42	60	44	43	28	6	53	10	9	17	65	12	76	3	5	53	80	32	40	82	48	12	27	43	19	14	9	22	16	30	15	27	28	5	19	20	19	69	73	43	8	37	34	47	39	25	15	26	20	23	30	8	10	21	60	11	20	26	34	16	24	20	18	12	23	37	38	17	46	25	32	18	16	11	12	18	12	22	38	26	23	17	14	24	35	52	40	26	21	41	45	7	36	15	18	22	63	93	76	17	13	34	10	13	25	46	23	54	20	107	21	15	18	14	109	125	36	44	28	13	58	57	44	35	41	47	42	25	32	34	5	10	33	33	43	6	77	16	9	9	41	24	10	10	10	9	33	13	99	35	11	10	24	10	13	22	20	53	30	16	21	43	28	22	52	12	94	20	15	25	134	34	18	16	7	2	8	7	5	6	25	57	13	17	10	77	6	7	9	30	8	38	6	10	35	27	21	14	20	17	28	16	72	24	41	20	27	29	18	30	20	125	18	119	30	11	22	31	18	235	28	28	9	17	20	24	7	9	6	38	14	2	5	15	9	19	11	15	10	16	9	8	3	7	22	7	13	22	11
5:Del:R:1	1	1	1	2	2	1	2	1	5	3	2	2	1	2	1	3	0	2	3	6	35	4	1	1	0	0	1	1	5	8	6	6	1	1	6	5	11	4	2	2	24	6	3	3	4	0	6	5	3	29	1	1	1	3	1	42	0	9	2	1	0	1	8	5	1	0	2	3	3	7	13	3	6	3	9	6	5	1	1	3	2	0	12	8	0	3	4	2	4	4	2	2	1	9	1	4	4	1	16	1	3	3	1	2	3	10	1	7	2	2	8	4	1	4	5	1	5	0	1	5	16	6	5	8	8	1	5	4	0	3	1	1	2	0	3	4	7	7	1	4	1	5	3	6	0	21	3	2	9	0	4	3	4	1	4	0	6	4	3	1	1	3	7	1	1	4	5	6	3	25	1	2	6	1	3	1	3	3	1	7	9	2	3	9	3	2	2	3	2	1	18	2	1	6	1	1	15	0	7	4	4	45	4	2	1	0	1	1	6	9	2	2	2	8	5	4	2	3	5	4	1	2	1	5	1	2	2	15	2	0	0	0	2	6	0	1	9	4	44	3	3	4	3	3	0	5	1	3	2	1	16	6	13	5	4	2	7	2	3	0	7	6	4	3	4	4	1	2	0	4	2	3	1	2	2	3	3	2	1	3	6	4	7	2	12	4	2	3	3	7	5	2	2	2	1	3	3	9	14	1	0	0	4	7	1	4	1	6	1	4	3	6	2	2	1	4	2	8	1	0	3	4	2	13	0	2	2	3	6	3	0	4	2	1	3	3	2	7	5	4	4	34	2	5	2	9	5	0	3	1	1	6	10
5:Del:R:2	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	8	1	0	0	0	0	0	1	0	0	2	1	1	1	0	2	0	3	0	0	14	0	0	1	0	0	1	0	1	16	1	0	0	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	0	1	4	0	0	0	2	1	2	0	0	1	0	0	4	0	1	0	0	0	0	2	1	1	1	3	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	1	1	0	0	1	0	1	0	1	2	0	1	1	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	3	1	4	1	1	2	0	0	0	1	0	0	1	1	0	0	4	0	1	3	0	0	0	0	1	0	6	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2	1	0	1	2	4	0	0	2	0	0	4	1	2	0	2	6	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	3	1	0	2	2	0	0	1	0	2	0	0	1	1	1	2	0	0	4	0	9	0	2	0	0	1	0	1	1	2	1	0	9	1	1	1	0	2	3	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	2	1	0	1	1	0	0	0	3	1	0	0	0	1	0	1	1	1	0	1	0	1	6	0	2	0	0	2	0	0	0	1	3	0	1	2	0	0	0	3	0	1	1	0	0	1	1	0	1	0	1	1	2	0	0	1	1	0	0	2	0	3	0	1	3	12	1	4	1	1	2	0	4	0	1	0	3
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	1	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	7	1	2	1	0	0	0	0	2	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
2:Ins:R:0	1	1	1	2	1	1	1	2	4	0	1	1	8	3	2	3	0	1	0	2	28	5	2	6	3	3	0	2	11	22	11	37	7	3	4	15	17	13	7	4	76	6	6	5	10	2	4	5	11	206	10	3	2	7	8	14	12	6	3	6	4	7	3	22	2	3	7	4	7	13	68	4	13	3	13	5	26	3	5	4	3	2	17	20	12	6	2	8	9	15	5	6	3	10	6	8	4	4	52	8	2	3	33	8	1	10	5	26	5	4	15	49	4	7	8	3	37	5	4	36	17	6	27	11	35	3	11	18	3	6	3	3	5	14	8	3	19	27	4	7	4	14	5	26	4	25	7	8	13	2	21	5	12	3	6	6	10	8	9	5	4	13	6	6	7	5	5	5	9	24	9	15	7	2	3	17	11	4	4	6	18	5	9	19	6	5	4	4	3	21	24	4	3	66	0	5	33	1	8	5	14	17	16	7	16	10	1	7	6	16	2	6	7	17	3	16	3	3	54	44	10	11	3	8	6	11	5	4	7	8	4	5	10	16	3	5	16	35	13	7	11	7	12	7	5	2	5	4	10	3	64	8	18	11	1	4	21	2	4	8	5	3	5	3	6	4	8	10	11	9	9	5	4	5	7	18	14	8	6	2	6	5	4	5	17	8	0	6	6	13	0	4	6	34	4	8	5	6	51	5	5	4	7	23	3	5	6	8	2	12	23	15	6	2	3	5	8	29	13	5	8	5	6	79	5	12	9	31	6	8	4	3	4	2	23	5	5	11	8	4	8	65	7	10	14	17	4	3	9	7	2	10	7
2:Ins:R:1	1	2	1	4	2	1	1	5	2	1	1	0	8	4	2	2	0	1	3	1	14	0	1	2	2	1	1	1	9	9	5	5	1	4	1	9	6	3	4	2	22	5	5	3	4	0	4	2	6	54	1	2	3	1	2	10	3	2	0	0	4	3	2	4	3	0	3	3	3	3	29	2	4	0	9	3	12	4	0	1	3	0	9	9	2	1	4	4	2	4	3	5	2	5	1	1	4	0	24	2	0	1	11	1	2	5	4	10	3	1	3	5	1	2	6	1	21	1	1	14	5	4	12	3	9	3	9	15	4	0	1	0	4	2	4	2	10	2	4	1	1	2	8	10	2	5	1	4	3	2	1	4	5	4	3	1	3	3	8	2	2	3	7	1	1	4	1	1	4	14	6	4	2	1	1	1	4	1	3	1	4	1	1	1	2	3	2	4	0	9	4	3	2	24	2	1	14	0	3	1	1	12	4	6	1	0	3	1	7	1	2	6	3	4	2	4	3	0	19	8	3	9	3	3	5	8	6	7	5	3	1	4	9	3	3	1	6	16	13	1	6	4	4	2	0	7	3	2	3	0	14	4	11	5	0	1	17	2	3	3	3	6	2	3	1	2	4	2	2	1	14	2	1	1	10	4	2	2	2	5	3	1	3	2	10	6	2	5	1	9	2	2	3	9	2	1	2	1	33	1	7	1	1	6	3	3	6	4	2	7	4	6	1	1	4	15	2	11	10	2	3	2	4	242	0	5	1	6	4	6	4	3	1	4	8	1	2	5	3	3	1	9	4	3	6	4	5	1	6	0	2	7	4
2:Ins:R:2	1	1	1	2	3	2	1	2	1	0	0	0	2	4	0	1	1	0	1	0	4	1	1	0	0	0	1	1	5	6	4	3	3	2	1	4	2	3	1	0	24	0	0	1	1	0	2	1	2	36	1	0	1	0	0	2	0	0	0	1	0	1	2	4	0	1	1	1	1	2	10	1	1	1	4	3	4	0	0	0	3	1	2	3	1	0	1	2	0	0	1	1	2	5	4	2	1	1	5	5	0	0	5	0	1	0	0	2	2	1	1	2	2	2	3	0	12	0	0	2	1	1	1	3	5	0	6	3	1	0	0	1	1	2	1	2	6	7	0	4	0	1	1	4	2	7	0	3	2	0	1	0	4	0	1	7	2	0	4	0	0	1	2	1	2	0	0	1	1	3	2	4	2	1	0	4	2	0	1	2	6	0	1	3	0	2	1	1	3	3	5	1	1	7	1	0	3	0	1	0	5	2	3	0	1	2	2	1	2	3	2	3	4	3	1	1	0	1	3	4	2	2	2	3	3	3	1	1	0	0	1	2	4	4	3	1	1	7	1	1	6	1	2	1	3	0	0	2	1	1	24	3	3	3	1	2	4	2	0	0	3	1	1	3	2	2	0	1	2	3	3	1	0	1	1	4	5	2	1	0	0	0	3	0	2	6	2	1	3	2	1	0	0	3	0	3	1	2	10	0	1	1	0	2	0	0	1	2	0	6	5	2	1	0	3	5	0	10	1	0	0	1	2	155	1	0	1	0	0	3	2	0	2	2	4	1	0	5	1	0	4	9	3	3	4	2	2	0	5	0	0	1	1
2:Ins:R:3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	1	1	1	0	1	1	1	5	1	2	2	2	1	3	3	3	0	0	74	3	1	2	1	0	1	2	1	44	3	0	0	2	0	4	1	2	2	0	0	0	1	2	0	0	2	0	0	1	14	1	0	0	0	0	1	0	1	0	0	0	3	2	3	1	1	1	0	1	4	1	2	2	0	1	0	0	6	2	0	0	2	0	1	1	0	4	1	0	4	2	1	0	1	0	5	1	0	9	1	0	1	0	6	1	2	1	0	1	0	0	1	0	0	0	6	9	2	0	0	2	0	0	0	5	3	4	5	0	1	1	1	0	0	0	1	2	1	5	0	4	3	0	1	0	0	1	0	7	1	4	1	2	2	3	1	0	3	1	1	0	0	1	2	0	0	3	0	3	7	1	0	8	0	0	1	0	1	0	1	4	2	1	2	1	0	0	2	6	0	1	1	2	1	0	1	0	2	4	0	1	2	1	1	1	0	5	1	1	0	1	2	5	0	1	2	6	2	0	3	1	0	1	0	1	1	0	0	2	51	0	1	1	0	0	3	0	0	1	1	1	0	1	0	0	0	1	2	3	1	0	0	0	1	0	2	0	0	1	0	0	2	2	1	2	1	1	1	1	0	0	0	5	0	1	0	1	9	0	1	0	0	2	1	1	0	0	2	3	3	1	1	1	2	0	1	4	1	0	1	2	0	41	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	2	17	1	3	1	2	0	0	1	0	0	2	1
2:Ins:R:4	1	1	2	2	0	0	2	0	4	3	3	0	1	4	3	1	0	0	0	0	5	0	0	0	0	1	0	1	4	1	1	2	2	0	2	2	15	15	1	2	259	4	2	2	2	1	1	3	1	146	2	0	0	0	0	3	0	1	4	0	1	4	1	8	0	0	0	0	1	3	4	0	2	0	4	0	6	0	1	0	0	0	7	2	3	0	0	1	2	0	0	1	0	2	0	0	0	1	3	3	0	0	4	1	1	0	0	9	2	0	6	3	1	1	1	1	1	1	2	4	6	0	5	2	4	0	2	1	0	0	2	0	2	3	0	0	1	16	1	0	0	1	0	5	0	14	1	4	1	1	2	4	4	0	1	4	5	1	2	0	2	7	3	0	2	1	1	0	3	18	4	4	0	1	0	4	2	0	0	2	3	1	1	11	1	0	1	1	2	2	10	1	2	5	0	0	8	2	4	0	6	3	2	1	2	7	1	0	3	7	0	3	1	1	0	3	1	0	5	3	0	3	1	3	4	2	4	7	0	2	0	1	3	8	1	1	0	7	3	1	3	1	3	2	0	2	3	0	0	0	191	3	4	2	0	0	6	1	0	0	2	2	1	1	1	0	0	0	1	0	0	0	1	0	1	5	4	3	0	0	0	0	2	1	4	2	0	2	0	0	0	1	1	2	0	0	1	2	9	0	1	1	2	4	1	1	2	2	0	2	6	2	0	0	2	5	0	3	3	0	2	0	0	7	2	2	3	3	1	0	0	2	0	0	2	0	0	3	4	0	3	80	3	6	5	3	2	1	4	1	0	2	0
2:Ins:R:5	5	8	3	6	8	7	6	2	9	3	4	5	5	3	4	3	0	1	5	5	53	1	0	0	1	0	5	0	9	8	11	22	16	2	15	16	60	147	7	16	1216	16	9	3	8	2	3	20	16	723	9	1	4	4	2	14	1	9	13	2	1	11	8	36	0	2	4	1	2	24	26	2	11	1	14	3	43	2	1	2	4	1	63	15	15	1	4	4	5	5	5	2	8	22	3	11	2	2	30	14	2	4	11	3	3	4	1	46	10	0	19	29	14	4	15	1	10	4	7	11	23	9	43	18	31	7	10	12	1	4	2	0	11	12	18	4	2	31	3	3	1	10	4	13	3	65	2	15	5	3	29	4	17	8	0	34	12	8	15	2	0	48	33	0	10	6	2	1	8	50	18	62	2	1	2	29	5	0	3	13	38	3	6	49	9	7	9	7	12	5	66	3	1	11	2	3	46	3	14	2	11	14	19	1	24	17	0	1	18	23	1	3	17	5	13	9	0	3	43	10	10	6	11	9	4	13	7	24	0	16	3	2	44	20	0	4	12	14	14	1	27	8	6	17	7	11	14	3	1	0	811	15	35	16	2	0	45	2	1	3	7	9	4	5	3	1	1	2	2	24	8	1	2	1	3	35	23	1	0	0	1	0	12	2	42	19	2	12	2	5	2	5	13	7	0	8	0	14	57	1	7	10	3	34	3	13	5	9	4	30	77	18	0	6	8	37	2	39	25	1	1	1	5	15	9	12	19	28	7	9	1	8	2	1	23	1	3	32	10	4	19	547	28	31	24	25	14	0	22	3	4	4	6
3:Ins:R:0	0	0	3	2	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	6	2	1	3	2	0	0	3	7	4	6	15	1	1	5	5	8	0	2	4	28	2	3	1	0	0	0	6	5	50	2	2	1	1	1	5	4	3	2	2	1	2	3	10	1	2	5	2	1	2	8	0	6	2	6	1	6	4	2	2	0	3	6	3	1	2	2	1	1	8	2	2	4	2	0	4	1	2	5	6	2	2	5	3	2	1	1	19	10	2	10	18	1	0	1	3	7	2	2	14	9	6	9	3	9	1	5	5	2	6	1	0	1	1	2	1	4	8	5	2	2	12	1	4	1	6	3	10	5	1	6	2	4	1	2	6	2	3	4	0	2	11	0	1	2	5	0	2	3	12	4	7	4	3	3	4	2	1	0	1	6	2	1	6	4	3	1	1	4	7	5	3	1	10	3	4	11	0	5	1	5	9	4	1	6	9	3	3	3	5	2	1	2	11	1	3	2	0	17	9	5	5	2	2	1	7	2	1	2	3	0	0	3	4	1	0	4	6	7	0	1	2	2	5	3	2	1	2	0	1	16	4	3	3	1	1	12	1	2	4	4	5	0	1	1	2	3	2	4	3	3	2	0	3	7	6	8	0	3	2	2	0	6	0	17	3	3	3	5	7	0	0	4	6	0	3	1	6	9	1	2	0	2	10	1	2	5	5	3	9	9	1	1	2	5	3	1	11	5	2	0	2	3	58	4	9	2	3	2	3	2	2	1	0	10	3	3	3	5	3	2	14	6	4	5	4	2	1	8	2	0	2	0
