MutationType	CPCT02070032T	CPCT02060045T	CPCT02020310T	CPCT02020323T	CPCT02140007T	CPCT02140011T	CPCT02020348T	CPCT02020357T	CPCT02020351T	CPCT02140020T	CPCT02010399T	CPCT02020370T	CPCT02140023T	CPCT02140022T	CPCT02020378T	CPCT02010415T	CPCT02070021T	CPCT02070024T	CPCT02020380T	CPCT02070023T	CPCT02020386T	CPCT02020387T	CPCT02020388T	CPCT02040046T	CPCT02070036T	CPCT02070035T	CPCT02020394T	CPCT02140026T	CPCT02140029T	CPCT02140030T	CPCT02020656TII	CPCT02011011T	CPCT02070269T	CPCT02330130T	CPCT02070256T	CPCT02070425T	CPCT02080281T	CPCT02070270T	CPCT02390037T	CPCT02140098T	CPCT02020888T	CPCT02340055T	CPCT02070430T	CPCT02050418T	CPCT02340108T	CPCT02100137T	CPCT02070433T	CPCT02070264T	CPCT02070420T	DRUP01070028TII	CPCT02080180T	CPCT02070446T	CPCT02020704TII	CPCT02220031T	DRUP01070071T	CPCT02140102T	CPCT02070280T	CPCT02100194T	CPCT02070268T	CPCT02011043T	CPCT02070449T	CPCT02340056T	CPCT02070450T	CPCT02220069T	CPCT02070452T	DRUP01070038T	CPCT02150043T	CPCT02090033T	CPCT02070426T	CPCT02150047T	CPCT02070125T	CPCT02190054T	CPCT02130169T	CPCT02020918T	CPCT02070459T	CPCT02140055T	DRUP01070028T	CPCT02160061T	CPCT02020656T	CPCT02020931T	CPCT02070106T	CPCT02070289T	CPCT02210043T	CPCT02010753T	CPCT02020924T	CPCT02070293T	CPCT02020938T	CPCT02200006T	CPCT02020658T	CPCT02070292T	CPCT02070055TII	CPCT02070466T	CPCT02070454T	CPCT02010762T	CPCT02260016T	CPCT02350020T	CPCT02070295T	CPCT02020942T	CPCT02140060T	CPCT02310008T	CPCT02070300T	CPCT02160062T	CPCT02070473T	CPCT02070468T	CPCT02300052T	CPCT02070301T	CPCT02430002T	CPCT02070474T	CPCT02070472T	DRUP01070036T	CPCT02150052T	CPCT02070307T	CPCT02330099T	CPCT02070263T	DRUP01050020T	CPCT02020678T	CPCT02020673T	WIDE01010113T	CPCT02050442T	CPCT02020968T	CPCT02020970T	CPCT02060294T	CPCT02070478T	CPCT02140065T	CPCT02210085T	CPCT02390044T	CPCT02050443T	CPCT02070306T	CPCT02070481T	CPCT02070482T	DRUP01140005T	CPCT02220082T	CPCT02020687T	CPCT02070484T	CPCT02020686T	CPCT02070486T	CPCT02070483T	CPCT02070487T	CPCT02040342T	CPCT02020977T	CPCT02070312T	CPCT02040343T	CPCT02290031T	CPCT02150008T	CPCT02370013TII	CPCT02100202T	CPCT02100203T	CPCT02070466TII	WIDE01010214T	WIDE01010215T	WIDE01010234T	CPCT02110083T	CPCT02070315T	DRUP01070026TII	CPCT02020981T	CPCT02140067T	CPCT02350003T	CPCT02070490T	WIDE01010283T	CPCT02020982T	CPCT02020975T	WIDE01010323T	CPCT02070208T	CPCT02070064TII	CPCT02140041TIV	CPCT02020704T	CPCT02040249T	CPCT02020924TII	WIDE01010383T	CPCT02070335T	CPCT02230091T	CPCT02230102T	DRUP01050049T	CPCT02020715T	CPCT02340086T	CPCT02020731T	CPCT02370027T	WIDE01010246T	CPCT02070139T	CPCT02070318T	CPCT02290038T	CPCT02070147TII	WIDE01010453T	DRUP01070042T	CPCT02030488T	CPCT02010840T	CPCT02070339T	CPCT02070338T	CPCT02230108T	CPCT02030380TII	CPCT02070345T	CPCT02070350T	CPCT02010875T	CPCT02010877T	CPCT02070359T	CPCT02070307TII	CPCT02010885T	CPCT02010857T	CPCT02090058T	WIDE01010611T	CPCT02070364T	CPCT02140075T	CPCT02010889T	CPCT02060249T	CPCT02020760T	CPCT02020780T	CPCT02070367T	CPCT02050389T	CPCT02070368T	CPCT02150019T	CPCT02300046T	CPCT02070130T	CPCT02070362T	CPCT02070361T	CPCT02140041TIII	CPCT02140081T	CPCT02020804T	CPCT02040280T	CPCT02070370T	CPCT02040283T	CPCT02050108T	CPCT02050391T	CPCT02130146T	CPCT02070378T	CPCT02070383T	CPCT02070379T	CPCT02340099T	CPCT02070274T	CPCT02070388T	CPCT02010361T	CPCT02070389T	CPCT02330125T	CPCT02070391T	CPCT02020827T	CPCT02150031T	DRUP01070052T	CPCT02010947T	DRUP01070020TII	DRUP01010097T	CPCT02030545T	CPCT02140086T	CPCT02070395T	CPCT02440017T	CPCT02040294T	CPCT02070392T	CPCT02070107TII	CPCT02010958T	CPCT02100189T	CPCT02080078TII	CPCT02020847T	DRUP01070055T	CPCT02010654T	CPCT02010973T	CPCT02070130TII	CPCT02070064TIII	CPCT02070196T	CPCT02070398T	CPCT02010971T	DRUP01070057T	CPCT02050268T	CPCT02020678TII	CPCT02010978T	CPCT02210074T	CPCT02070402T	CPCT02070236T	CPCT02070217T	DRUP01010040T	CPCT02010692TII	CPCT02030380T	CPCT02220064T	CPCT02020596T	CPCT02011000T	CPCT02010998T	CPCT02070409T	CPCT02011002T	CPCT02040295T	CPCT02330129T	CPCT02040280TII	CPCT02020610T	CPCT02011003T	CPCT02070211T	CPCT02120057T	CPCT02070218T	CPCT02070416T	CPCT02210075T	CPCT02070415T	CPCT02011010T	CPCT02011012T	CPCT02070092T	CPCT02011005T	CPCT02140050T	CPCT02070235T	CPCT02340038T	CPCT02020620T	CPCT02140041TII	CPCT02070223T	CPCT02070229T	CPCT02070206T	CPCT02230052T	CPCT02140054T	CPCT02020628T	CPCT02140052T	CPCT02020560T	CPCT02070233T	CPCT02070234T	CPCT02070148T	CPCT02070142T	CPCT02070133T	CPCT02070145T	CPCT02070143T	CPCT02070141T	CPCT02010537T	CPCT02070140T	CPCT02330029T	CPCT02070158T	CPCT02010585T	CPCT02080110T	CPCT02070144T	CPCT02070107T	CPCT02380009T	CPCT02260001T	CPCT02070164T	CPCT02140045T	DRUP01070015T	CPCT02020525T	CPCT02070151T	CPCT02070174T	CPCT02020351TII	CPCT02070161T	CPCT02070105T	CPCT02070176T	CPCT02380014T	CPCT02070192T	CPCT02070193T	CPCT02020543T	CPCT02070181T	CPCT02070195T	CPCT02070027T	CPCT02330044T	CPCT02070153T	CPCT02210026T	CPCT02070200T	CPCT02070202T	CPCT02010629T	DRUP01070020T	CPCT02070049T	CPCT02070046T	DRUP01140001T	CPCT02020422T	CPCT02030300T	CPCT02070037T	CPCT02020380TII	CPCT02020409T	CPCT02100041T	CPCT02070055T	CPCT02070064T	CPCT02070074T	CPCT02020419T	CPCT02070068T	CPCT02020449T	CPCT02140038T	CPCT02010389T	CPCT02070080T	CPCT02290006T	CPCT02070069TII	CPCT02070069T	CPCT02070087T	CPCT02010490T	CPCT02080078T	CPCT02140040T	CPCT02070082T	DRUP01070008T	CPCT02070091T	CPCT02070075T	CPCT02070100T	DRUP01140002T	CPCT02020476T	CPCT02070117T	CPCT02140041T	CPCT02070101T	CPCT02070127T	CPCT02020494T	CPCT02020502T	CPCT02020500T	CPCT02040107T	CPCT02020313T	CPCT02070131T	CPCT02070135T	CPCT02140025T	CPCT02070134T	CPCT02020501T	CPCT02070085TII	DRUP01070026T	CPCT02070245T	CPCT02070241T	CPCT02070253T	CPCT02070250T	CPCT02070252T	CPCT02070220T	CPCT02120074T	CPCT02220030T	CPCT02010692T	CPCT02010695T	CPCT02010711T	CPCT02070266T	CPCT02070023TII	WIDE01010628T	CPCT02020938TII	WIDE01010484T	CPCT02070444T	CPCT02070444TII	WIDE01010585T	WIDE01010642T	WIDE01010668T	WIDE01010537T
3:Del:R:4	2	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	7	1	36	0	48	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	15	0	1	3	0	0	0	0	0	0	1	2	1	2	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	26	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	25	1	1	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	23	1	1	0	0	0	0	0	0	0	0	13	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	0	1	0	1	0	0	1	0	33	1	0	0	0	1	1	1	1	1	0	1	2	1	0	0	0	0	1	1	17	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	12	0	1	0	0	0	0	1	1	0	0	11	2	0	0	1	0	1	0	0	6	0	1	0	0	0	0	1	0	2	1	0	2	0	1	2	1	0	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	0	1	0	0	1	12	0	0	0	0	0	0	0	24	0	0	3	7	40	0	1	0	1	1	1	0	0	0
3:Del:R:5	0	0	1	1	0	1	0	0	0	0	0	1	0	3	0	0	0	16	0	66	0	82	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	2	1	0	1	0	1	0	0	1	1	0	1	0	40	0	1	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	2	1	2	1	0	0	0	0	0	0	0	1	0	1	1	1	0	49	0	0	0	1	1	0	0	0	0	0	1	0	0	2	4	1	0	0	0	0	0	0	2	0	0	0	78	0	1	0	0	0	1	0	0	1	1	0	42	0	0	1	2	1	0	49	1	1	0	0	1	0	1	0	0	1	27	0	0	0	0	2	1	0	0	1	0	1	0	0	0	1	0	2	0	0	1	0	1	0	3	1	2	0	0	1	0	0	0	1	1	0	1	0	0	6	0	1	0	0	0	0	0	0	58	0	0	0	1	0	3	0	0	0	1	1	0	1	0	0	0	1	1	0	37	0	0	1	2	1	2	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	24	0	0	4	0	0	0	1	0	5	1	31	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	1	2	0	4	0	0	3	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	60	1	1	0	1	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1	2	28	0	1	0	0	1	0	1	70	0	0	1	9	78	2	0	0	0	0	1	1	0	0
4:Del:R:0	3	6	4	2	0	2	0	3	1	2	5	12	3	18	2	3	2	8	9	51	6	26	9	2	4	4	4	2	0	1	6	4	0	3	5	6	3	1	2	13	1	0	2	3	0	0	3	4	5	3	2	2	21	6	7	3	1	4	4	2	1	2	1	4	3	6	1	1	3	3	8	5	15	2	2	4	3	10	7	3	12	2	1	13	2	3	5	4	2	2	16	6	2	10	3	4	4	2	3	2	6	1	2	2	5	6	3	2	0	7	16	12	2	2	2	6	5	1	3	7	4	3	6	2	1	3	28	4	9	1	5	2	4	1	8	1	3	1	4	1	5	2	5	6	3	2	2	5	2	2	3	3	2	23	1	2	2	1	3	0	3	4	2	2	5	14	2	4	11	4	3	1	27	3	5	2	5	5	6	1	3	5	0	7	1	3	0	19	4	9	0	5	11	5	11	7	3	5	3	3	1	2	3	5	1	7	3	2	4	14	2	2	4	7	4	2	2	2	9	8	2	5	20	11	3	2	1	9	11	9	3	26	2	6	4	2	2	3	3	2	4	1	6	21	20	0	1	1	6	3	2	11	3	5	1	2	2	4	3	0	4	4	2	9	3	1	5	3	8	3	2	9	0	3	4	2	7	11	6	20	12	2	16	4	1	2	9	3	1	7	3	3	2	9	4	2	3	2	1	1	4	2	1	0	0	1	3	5	9	7	1	7	17	2	2	2	4	3	0	3	3	7	4	13	4	1	0	2	3	2	1	1	8	10	2	2	2	1	2	4	3	3	6	5	9	2	1	19	2	0	1	4	15	0	10	1	8	4	3	5	4	1	2	9	2	0	1	0	5	3	13	35	1	1	4	2	2	1	3	3	0	3	0	3	0	4	5	3	9	2	4	6	10	2	2	0	1	3	1	4	43	3	6	0	11	53	10	4	1	2	5	8	4	2	3
4:Del:R:1	2	5	6	31	5	2	5	6	1	8	8	9	4	11	6	7	7	39	3	181	7	163	6	5	6	3	3	3	12	6	11	6	16	7	12	6	4	9	5	14	3	1	4	5	7	7	4	11	9	4	9	3	134	17	14	7	10	6	5	11	2	7	10	11	11	24	3	8	6	8	8	8	8	7	8	6	4	1	10	7	3	9	6	16	6	5	10	11	5	15	12	8	4	14	6	13	7	7	5	4	6	1	2	7	8	11	2	3	4	12	50	7	8	5	6	8	7	4	7	9	13	13	4	7	3	18	61	7	11	3	8	18	7	7	6	5	8	2	5	9	6	8	9	6	7	8	4	12	1	6	5	2	4	106	3	3	4	2	4	6	7	12	7	5	11	135	9	5	8	1	5	9	56	10	5	5	6	8	5	8	10	10	6	83	10	15	5	9	1	13	6	7	6	20	8	6	5	9	5	22	6	6	5	3	7	6	6	3	12	9	18	2	5	4	10	7	8	10	12	10	1	11	21	15	7	8	8	9	13	15	5	157	8	7	11	6	5	12	17	14	4	3	7	20	14	7	6	0	8	8	1	74	2	1	1	8	9	2	11	3	7	3	5	9	5	5	4	3	12	5	9	15	8	4	7	5	9	9	4	9	15	9	21	5	4	4	11	10	11	7	5	7	16	7	11	11	10	12	3	7	13	6	7	5	3	6	7	7	11	5	11	8	89	13	3	7	11	7	5	4	12	29	10	138	7	10	3	2	5	4	12	12	53	11	10	2	6	4	6	2	2	12	18	5	24	6	5	7	8	8	1	5	15	5	13	2	12	9	5	25	6	8	11	7	3	3	8	8	7	4	4	165	3	5	8	5	9	9	8	13	4	5	7	5	6	3	40	4	6	4	9	8	54	8	4	4	9	8	1	5	127	3	9	8	84	194	9	10	4	2	7	15	17	6	13
4:Del:R:2	1	2	0	6	0	1	4	2	2	2	3	3	2	1	3	4	2	12	1	91	0	62	3	1	3	2	3	2	2	3	3	2	4	1	1	2	2	2	4	7	1	4	3	3	2	1	3	0	0	3	1	2	63	1	3	0	2	2	2	4	1	0	3	4	0	15	1	3	1	1	3	2	3	2	2	3	1	4	3	1	2	4	6	1	3	2	2	2	3	4	3	0	0	2	3	5	1	0	1	1	3	0	3	0	2	4	2	1	3	4	11	7	2	2	1	3	2	2	2	0	4	8	4	3	0	10	62	1	3	1	1	2	1	2	4	1	3	2	0	1	3	4	1	5	3	2	0	2	1	1	0	1	2	51	7	2	2	3	1	2	4	3	0	1	7	58	1	3	2	1	3	2	49	3	2	0	3	2	0	1	3	2	2	37	1	1	4	1	4	2	0	0	5	7	6	6	1	3	0	5	1	3	3	2	3	1	1	1	6	0	8	1	2	0	6	3	2	2	1	4	0	0	9	4	6	2	1	2	2	2	3	75	5	1	0	0	1	8	1	4	1	2	1	6	1	2	5	1	2	3	1	26	1	1	2	0	1	5	2	3	4	1	0	2	1	2	3	1	2	6	5	3	0	5	5	1	5	4	3	8	0	1	6	5	2	2	3	1	0	3	1	1	3	2	5	1	2	0	1	3	1	1	2	3	0	1	5	5	3	1	1	0	38	2	4	4	2	3	1	1	2	23	0	44	1	2	0	2	3	1	5	6	21	3	4	0	3	0	1	2	0	3	4	0	21	4	2	5	3	1	4	1	2	3	2	2	7	0	3	7	0	5	4	2	0	0	2	3	2	0	2	91	0	1	3	2	1	3	2	3	1	2	0	3	2	3	9	0	3	1	6	2	26	3	1	1	1	1	2	1	79	1	1	2	30	117	2	3	1	1	4	1	0	1	3
4:Del:R:3	2	2	1	3	0	1	0	2	2	4	0	0	3	5	2	1	0	21	2	89	1	78	2	0	0	2	1	0	3	3	2	1	2	0	0	1	1	0	1	3	1	0	2	1	3	2	0	1	0	2	2	1	50	4	2	1	2	0	1	1	0	2	2	1	0	6	0	2	3	1	6	1	0	3	0	0	3	1	2	0	0	0	1	1	1	0	0	1	1	1	3	1	1	1	1	2	1	2	0	0	0	0	0	0	1	0	1	2	0	1	8	1	2	0	1	3	2	0	1	0	1	2	0	0	0	3	53	0	1	1	2	1	0	0	0	1	1	0	1	0	3	4	1	0	0	0	1	1	1	0	0	1	0	60	1	1	1	1	2	3	1	1	0	1	2	46	1	1	0	0	0	0	43	1	3	0	1	2	1	1	0	0	1	27	1	2	0	2	3	0	0	3	5	5	0	4	1	1	2	5	0	3	2	0	3	0	0	3	5	4	2	0	2	1	3	3	0	1	0	1	0	3	4	1	5	1	3	1	2	0	1	65	0	0	2	1	3	5	2	0	1	2	1	0	3	1	1	1	2	1	0	36	1	1	0	2	2	0	1	0	2	4	2	2	0	1	2	0	0	1	1	1	1	3	3	3	1	0	1	1	1	1	3	0	1	0	2	1	0	2	0	1	0	0	2	2	1	2	0	0	1	1	2	0	1	3	0	1	1	2	1	1	27	1	2	4	2	0	2	0	2	11	2	43	2	1	2	2	0	1	1	3	20	0	3	0	2	0	0	2	1	1	5	0	10	0	3	5	0	0	1	0	0	1	1	2	3	1	0	2	0	2	0	2	2	2	2	0	3	3	1	87	0	1	1	3	1	1	1	1	2	2	0	0	1	2	8	2	2	5	2	2	28	1	1	0	1	1	0	1	57	2	0	1	15	102	1	2	0	0	0	3	0	0	1
4:Del:R:4	0	0	0	3	0	0	0	0	0	3	1	0	0	1	0	0	0	10	1	28	0	35	1	0	2	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	2	1	1	0	0	0	0	17	4	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	2	2	0	0	0	0	0	2	0	1	1	0	1	0	0	1	1	2	1	0	1	0	2	14	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	2	2	1	1	0	0	0	17	0	1	1	0	0	0	1	1	0	0	2	13	1	0	1	2	0	0	12	1	0	0	1	2	0	1	1	0	0	14	1	1	0	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0	3	2	2	0	0	0	0	3	1	0	1	1	0	0	0	1	0	26	1	0	1	0	3	0	1	0	0	0	1	2	1	2	0	1	0	1	0	9	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	2	0	0	3	1	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	11	1	0	2	0	0	1	0	0	1	0	14	2	0	1	0	0	1	1	0	9	1	2	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	1	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	2	1	0	2	0	2	0	1	0	0	0	7	1	0	0	1	0	17	0	1	2	0	0	0	0	22	1	1	0	8	34	1	3	1	0	0	1	0	0	0
4:Del:R:5	0	0	0	3	1	0	1	3	0	1	0	0	0	1	0	0	0	14	0	45	0	65	0	0	2	0	0	0	2	1	0	0	1	2	0	1	0	1	0	0	0	0	2	1	0	0	1	0	1	0	0	1	40	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	38	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	42	0	0	0	0	0	0	0	1	0	1	1	33	0	0	0	0	0	1	34	0	0	0	0	0	0	1	0	0	1	26	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	7	0	0	0	1	0	1	0	1	54	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	19	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	27	2	0	1	1	0	0	0	0	4	1	29	1	0	0	0	0	0	0	0	11	0	1	0	0	0	1	0	0	1	1	1	4	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	2	1	1	0	0	0	0	0	2	0	0	48	0	1	0	1	0	0	1	1	0	0	1	1	1	0	6	1	2	0	0	1	18	1	0	1	1	0	0	0	45	0	0	1	14	54	1	0	0	0	1	1	2	0	0
5:Del:R:0	32	60	23	13	26	22	20	40	18	30	69	106	20	85	28	50	14	28	24	52	90	31	89	13	44	9	9	12	17	17	49	48	19	13	63	16	16	23	17	118	16	51	19	18	8	17	23	30	31	15	27	5	39	118	71	10	27	31	34	10	17	27	19	19	21	49	9	21	18	14	135	30	122	11	14	41	72	58	67	8	83	29	46	196	19	18	23	47	17	48	161	28	14	40	21	14	29	10	32	22	36	8	22	17	25	89	45	19	14	118	264	59	38	53	37	86	96	15	16	55	8	25	63	22	12	20	56	28	69	4	70	14	11	45	71	41	18	19	26	10	25	21	39	42	53	14	14	36	21	11	11	16	24	73	5	26	50	7	5	6	17	50	42	68	19	37	13	23	53	15	14	20	40	31	27	56	87	87	36	16	34	96	12	45	11	96	14	132	26	87	23	22	89	18	64	36	52	35	21	10	13	27	15	19	26	35	27	45	29	121	18	27	47	51	53	35	17	42	81	74	38	44	145	72	25	29	26	67	88	82	33	56	28	78	14	15	24	157	76	53	39	32	59	199	283	63	20	23	50	51	36	31	21	34	45	55	28	25	32	28	96	77	9	59	30	11	89	12	98	43	49	57	9	15	21	13	92	60	94	148	126	101	168	13	6	34	101	10	47	26	26	26	37	35	147	52	23	49	15	27	31	47	31	20	21	10	14	25	164	41	12	61	27	14	19	24	10	11	9	26	24	30	17	25	26	19	21	20	23	9	21	36	29	34	39	16	45	47	49	74	38	39	51	45	236	14	19	68	15	21	16	25	162	23	118	10	22	14	20	27	14	11	22	76	29	29	15	32	17	19	64	43	3	23	70	14	33	13	21	31	11	16	13	34	12	22	23	22	68	7	32	106	28	30	26	42	22	21	38	40	69	40	25	27	64	110	78	23	11	14	82	42	15	13	19
5:Del:R:1	1	7	8	11	11	3	5	3	6	2	5	4	3	12	3	4	4	11	12	50	8	56	7	5	4	1	5	3	3	3	4	5	8	10	1	4	0	3	3	20	3	1	3	2	3	4	5	3	4	3	5	2	31	10	5	2	2	3	4	3	3	8	8	14	5	12	0	5	2	3	11	6	14	2	3	6	4	6	5	2	9	0	5	18	4	1	8	7	1	1	15	3	5	6	6	6	5	4	3	2	6	2	2	3	3	14	5	2	5	3	39	5	5	6	7	5	7	4	7	1	9	12	6	3	3	5	23	7	0	0	8	2	2	7	6	5	13	2	1	4	4	6	1	3	5	0	4	1	1	3	5	1	7	39	5	1	3	7	3	4	4	6	5	1	4	32	6	6	3	8	2	2	20	4	1	1	6	14	8	4	5	5	3	17	5	12	6	9	3	12	2	1	5	7	4	10	3	4	2	8	2	1	3	2	4	3	6	3	4	15	1	0	2	4	5	4	3	5	3	5	3	7	31	7	4	5	12	4	3	8	5	51	4	7	2	4	4	15	16	9	4	4	6	22	4	6	3	8	5	1	0	19	3	0	0	9	7	3	4	4	8	3	2	9	5	0	7	7	9	1	3	7	2	0	3	5	14	9	4	14	13	13	18	1	0	4	6	3	8	7	1	1	4	10	5	1	4	4	1	3	2	6	7	6	3	2	2	6	20	3	3	0	22	4	5	3	4	1	4	3	5	24	6	27	3	2	2	6	1	4	9	8	13	4	4	0	2	4	1	1	2	8	5	1	25	2	3	7	12	7	4	6	14	4	16	1	8	4	4	4	3	3	9	5	1	0	0	4	5	2	5	46	0	3	5	5	11	4	5	7	3	1	2	8	4	4	9	3	4	1	4	2	11	3	1	1	3	4	3	3	28	5	1	4	26	51	9	10	5	1	8	16	6	6	5
5:Del:R:2	1	0	1	2	0	1	1	0	0	0	0	0	3	2	0	0	0	3	0	31	1	16	1	0	2	0	0	0	1	2	1	1	1	0	3	0	1	1	2	3	0	0	2	2	1	1	0	0	0	2	0	2	15	3	2	0	0	2	2	0	1	0	2	1	2	4	0	0	1	1	0	1	3	2	4	0	2	0	1	1	1	0	0	2	0	1	1	0	0	1	3	2	2	0	0	2	2	0	0	2	0	1	1	1	1	3	1	1	0	1	12	1	0	0	1	0	0	3	0	0	1	4	0	2	0	4	16	1	1	0	0	0	0	0	1	1	1	0	0	1	2	1	0	1	0	2	0	2	0	1	0	0	1	23	1	1	0	0	2	0	1	2	1	1	1	16	1	0	1	2	0	1	15	2	0	0	0	0	0	0	1	1	2	8	0	3	0	2	0	1	3	2	0	2	1	2	0	2	1	2	1	0	3	0	0	1	0	1	1	1	2	2	0	0	0	1	0	0	1	0	0	1	8	1	0	0	1	1	2	0	1	16	0	0	0	2	0	4	3	3	0	1	2	1	2	2	0	0	2	1	2	14	1	2	2	2	0	0	2	0	0	1	0	0	0	1	3	1	1	0	1	1	0	0	1	1	3	0	0	3	3	0	2	1	0	0	2	1	3	0	0	0	1	0	0	1	1	2	1	2	1	0	0	0	1	2	1	0	4	3	0	0	10	0	1	0	2	0	2	0	3	8	0	9	1	2	0	1	1	0	1	2	7	1	1	0	1	1	1	0	0	2	1	1	7	0	0	3	1	0	0	0	2	0	3	1	2	0	0	4	1	1	2	1	1	1	0	0	2	0	2	25	0	0	1	3	2	2	0	3	0	2	1	0	1	0	6	0	1	0	3	1	12	0	0	0	5	1	1	0	20	1	3	1	18	36	0	2	1	1	2	1	1	0	2
5:Del:R:3	0	0	0	0	0	1	0	1	0	2	0	0	1	2	2	0	1	6	0	20	1	11	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	2	1	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	7	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	10	3	1	1	0	0	0	6	0	1	1	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	1	1	0	8	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	2	2	0	0	0	1	3	1	0	0	0	3	0	0	0	1	0	0	5	0	0	1	0	1	0	0	0	0	0	1	19	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	11	0	0	0	5	25	0	1	0	0	0	2	0	0	0
