MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
2:Ins:R:0	9	9	12	7	3	13	11	21	6	5	15	9	10	6	47	16	8	6	11	18	14	8	2	20	5	4	6	15	14	41	4	4	2	15	1	11	3	10	9	6	57	4	10	6	13	2	10	4	8	13	3	7	10	7	6	9	4	8	6	9	9	7	8	6	2	12	7	8	2	5	10	13	5	11	5	2	10	2	4	18	5	5	11	30	4	10	15	2	8	6	5	8	6	11	12	23	6	5	10	5	3	9	11	11	4	12	8	4	15	113	6	4	7	15	2	8	8
2:Ins:R:1	10	12	16	8	3	16	36	39	19	2	14	17	5	12	34	19	9	6	12	18	11	13	2	20	6	4	4	19	22	9	5	10	10	22	10	21	3	23	13	12	10	3	14	5	18	1	5	4	2	6	4	3	23	7	14	5	6	6	14	34	12	14	6	21	4	2	6	11	2	10	6	18	7	12	4	14	22	0	3	28	6	9	16	15	6	3	5	2	2	15	1	13	11	15	17	11	5	0	16	6	0	6	9	13	11	12	5	9	10	35	18	12	14	20	6	8	5
2:Ins:R:2	1	3	8	2	1	4	13	13	8	3	3	7	5	1	13	11	1	4	3	14	6	6	2	9	4	1	1	7	6	5	3	3	3	7	8	13	1	6	2	5	4	1	10	3	14	0	3	3	2	1	1	3	11	7	7	9	0	1	4	14	7	7	3	5	1	3	3	3	1	1	3	7	7	2	2	4	11	3	1	8	5	3	7	9	1	2	4	0	1	8	2	6	3	3	2	11	1	1	5	1	0	5	3	5	2	5	3	0	5	36	3	2	4	5	2	2	3
2:Ins:R:3	1	0	3	0	0	1	1	6	0	0	2	1	0	2	3	2	4	0	1	1	2	0	0	1	1	0	0	0	0	4	1	2	1	2	0	3	0	2	1	1	3	3	4	0	1	0	0	2	1	1	3	1	1	1	1	2	0	2	2	0	2	1	0	1	0	0	2	3	0	1	0	1	1	1	2	1	2	0	1	2	1	2	3	9	1	1	2	1	2	0	1	3	3	0	2	0	1	0	1	1	1	1	1	1	0	2	0	3	2	42	1	1	1	3	1	0	1
2:Ins:R:4	0	1	2	1	0	1	1	1	2	0	1	0	0	2	1	1	0	0	1	1	0	1	0	1	1	0	2	2	1	6	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	3	2	1	2	0	1	0	1	1	0	3	3	0	0	2	2	1	0	1	0	2	0	2	0	2	0	2	0	1	0	0	2	0	0	0	1	0	1	54	1	2	1	0	2	1	0	0	2	2	2	1	2	2	2	1	0	3	0	2	1	1	3	0	0	144	3	0	1	2	1	2	2
2:Ins:R:5	4	0	5	5	4	3	10	5	14	0	4	3	1	3	0	13	2	3	1	9	5	3	0	7	2	4	5	4	2	24	1	1	3	9	4	10	1	1	1	6	3	3	6	2	3	1	1	1	9	0	3	3	8	1	7	3	4	1	4	8	4	5	2	2	3	27	3	3	4	2	5	7	1	8	1	2	4	1	0	5	1	11	5	312	2	9	7	1	1	4	1	3	0	3	4	3	4	2	4	6	2	9	5	2	2	0	5	2	0	926	6	6	1	1	1	21	2
3:Ins:R:0	4	2	2	3	4	2	5	10	1	8	1	5	4	1	13	7	3	7	7	9	4	4	0	12	7	1	1	6	6	9	3	3	3	6	2	3	1	6	8	3	15	3	2	0	6	4	2	3	2	5	6	3	8	4	0	2	0	1	7	6	7	3	4	11	2	1	1	5	0	4	3	3	1	7	6	3	4	2	3	8	1	4	12	7	3	0	3	3	2	8	0	4	1	6	7	3	1	3	6	1	4	0	4	3	2	7	3	0	4	30	2	5	3	4	3	5	0
3:Ins:R:1	3	6	6	3	4	3	12	10	2	4	3	8	3	6	11	11	1	0	8	3	5	2	1	9	4	1	3	2	7	6	2	2	6	8	7	9	2	3	2	3	10	1	6	1	8	3	2	3	4	5	4	5	8	3	5	1	3	6	8	12	9	2	0	1	2	2	2	1	0	5	3	8	3	2	4	4	8	0	1	11	2	0	5	3	4	1	4	0	2	3	1	1	2	2	7	6	5	1	5	2	0	3	3	3	3	4	0	5	8	13	2	8	3	7	2	5	0
3:Ins:R:2	2	0	2	0	3	0	2	3	0	1	0	0	0	0	6	1	1	0	0	1	0	0	0	1	0	0	1	1	1	2	0	2	1	2	1	2	0	0	1	0	0	0	1	3	3	0	0	0	0	1	1	2	2	0	0	0	2	0	1	2	0	0	1	1	0	0	0	1	1	2	0	1	1	1	0	1	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	2	1	1	1	0	0	1	1	4	2	1	0	2	1	0	0
3:Ins:R:3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	17	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	50	0	0	0	0	0	1	0
4:Ins:R:0	5	5	11	3	2	1	4	8	2	6	6	7	6	2	10	5	3	9	1	10	3	6	2	2	1	4	5	5	7	16	2	8	3	10	5	5	1	2	1	7	11	2	6	4	4	1	2	2	2	11	3	3	8	2	5	8	2	3	5	4	0	4	2	8	2	1	2	4	5	5	9	4	5	9	4	2	0	0	5	4	3	6	7	26	5	8	6	3	4	5	0	5	2	4	3	9	4	3	11	7	12	5	6	1	9	5	14	5	3	73	8	6	4	9	4	9	2
4:Ins:R:1	1	0	3	4	7	0	8	9	1	2	6	4	2	2	4	2	4	2	2	7	3	3	2	6	1	0	2	3	4	0	1	1	1	1	0	8	1	4	0	5	3	0	6	0	6	1	3	3	3	5	4	2	6	2	5	3	0	2	2	10	0	2	1	4	0	3	3	5	0	3	3	3	2	1	2	1	3	0	1	6	1	2	4	5	0	4	5	0	0	4	2	2	4	5	2	4	1	5	3	0	0	1	4	4	1	7	2	3	1	15	4	3	1	6	0	3	0
4:Ins:R:2	1	0	4	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	3	1	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0
4:Ins:R:3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
4:Ins:R:4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0
4:Ins:R:5	0	0	0	1	1	0	1	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	21	0	0	0	1	0	0	0
5:Ins:R:0	21	21	40	46	21	23	46	27	16	12	37	28	18	21	26	11	76	27	25	31	26	65	11	31	16	30	8	25	29	65	49	16	14	36	11	27	15	43	16	15	46	13	11	17	25	9	39	10	42	24	35	34	31	35	106	39	21	60	26	64	26	26	37	30	21	55	29	25	23	42	53	35	29	61	126	19	18	75	10	18	48	13	41	71	19	26	26	9	17	12	59	22	26	75	89	89	78	77	43	17	29	12	37	19	14	16	26	18	87	209	47	28	36	28	9	32	15
5:Ins:R:1	14	6	19	12	9	5	20	13	10	7	8	9	9	5	10	15	8	3	9	10	9	10	3	17	11	3	1	6	22	26	7	10	6	24	10	13	4	10	6	8	13	3	12	6	12	5	5	5	5	10	8	7	11	4	11	9	4	6	11	15	8	6	9	10	1	6	8	6	3	8	10	14	5	13	7	7	7	2	2	20	10	12	17	8	0	6	9	4	1	7	0	3	10	5	3	14	6	7	9	7	7	12	12	15	6	7	10	8	18	19	18	8	4	13	3	7	6
5:Ins:R:2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	3	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	2	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	7	0	1	2	1	1	0	1
5:Ins:R:3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
5:Ins:R:4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
5:Ins:R:5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2:Del:M:1	20	8	20	19	5	16	39	39	12	22	21	25	16	17	28	26	23	15	21	24	25	20	2	26	15	6	9	20	23	24	9	16	14	42	21	30	10	27	10	12	25	6	18	10	33	13	22	11	9	9	6	12	24	16	22	20	6	16	29	35	8	11	13	28	5	8	7	23	6	19	27	14	19	20	5	17	25	5	10	32	11	16	16	114	12	126	14	6	5	26	4	9	10	17	11	23	5	4	16	10	10	19	13	18	11	24	24	20	31	174	25	24	10	22	10	16	6
3:Del:M:1	11	10	8	4	4	1	8	24	5	7	9	13	4	3	7	9	6	4	7	6	8	4	3	8	6	6	0	5	12	4	1	7	4	13	12	9	2	11	2	6	20	3	13	2	12	2	8	5	2	8	3	2	7	5	7	10	1	2	5	8	12	3	6	7	0	0	0	5	1	3	6	6	4	5	6	7	14	3	5	12	5	4	13	9	2	0	5	2	1	10	0	4	6	8	4	4	2	0	9	6	2	3	3	10	6	8	6	7	17	15	13	4	3	7	5	9	3
3:Del:M:2	10	4	10	7	4	3	11	12	4	3	7	11	6	6	8	6	6	7	9	8	6	7	3	7	12	5	10	3	8	6	2	6	5	9	4	12	3	11	4	10	12	3	6	2	13	0	13	4	4	6	3	5	9	6	8	13	3	6	7	12	7	1	1	9	1	0	4	6	1	4	9	3	11	5	5	1	11	1	3	11	3	4	11	72	2	10	5	2	2	13	0	5	6	6	8	10	3	3	8	5	5	2	2	6	8	4	7	11	9	97	12	6	6	10	4	8	5
4:Del:M:1	6	4	9	4	2	8	14	10	4	9	3	9	5	7	11	10	3	1	3	5	7	4	3	10	5	2	1	11	3	3	1	6	7	7	10	8	2	4	2	4	14	1	8	2	5	0	3	3	3	1	4	5	7	5	6	11	5	1	5	11	5	1	2	11	2	2	4	3	2	1	12	3	1	2	5	5	9	5	3	10	4	5	6	20	5	6	3	1	3	5	1	2	4	8	3	8	3	1	7	4	4	3	10	3	4	5	4	2	12	38	4	9	5	6	0	6	3
4:Del:M:2	9	5	8	10	3	6	12	3	7	5	4	7	2	7	8	2	5	6	4	5	10	11	1	7	8	4	4	4	5	9	0	7	4	8	4	5	4	0	2	8	8	3	4	2	10	1	5	5	4	3	2	5	12	5	6	6	3	3	6	10	7	3	1	14	2	3	2	3	0	5	5	5	8	4	3	2	6	2	1	5	8	6	7	34	4	10	6	1	0	4	0	5	4	4	4	3	1	0	7	4	1	10	4	7	8	7	4	5	8	39	11	5	2	3	3	3	1
4:Del:M:3	8	3	6	10	3	6	8	10	7	2	6	6	4	5	3	6	4	5	2	9	1	2	1	5	3	6	4	2	11	13	5	8	7	8	2	8	1	7	0	7	6	2	6	7	9	5	8	4	2	1	0	6	4	5	3	9	1	7	5	5	7	0	6	8	0	3	2	3	1	4	9	5	3	4	3	4	7	3	1	7	3	2	9	46	6	10	8	2	2	9	1	1	5	2	7	6	3	1	6	5	3	7	6	3	5	6	8	6	6	51	5	2	4	11	1	9	1
5:Del:M:1	67	31	37	28	31	26	70	71	23	31	35	39	28	23	42	33	40	22	21	45	28	43	7	40	34	13	11	29	48	24	20	28	24	67	32	52	13	42	25	36	87	7	41	14	44	9	38	19	24	34	19	26	59	16	57	50	23	36	36	70	30	9	13	36	12	9	21	37	9	25	35	37	34	42	37	24	39	24	16	57	24	21	47	33	21	31	33	9	14	44	13	19	42	39	33	56	21	21	27	27	14	25	62	34	34	32	24	28	74	61	49	36	32	56	13	41	14
5:Del:M:2	29	21	29	11	11	23	30	48	22	25	25	27	19	13	22	22	19	21	16	29	15	22	5	43	16	7	7	17	23	13	9	19	17	38	28	27	9	23	8	22	57	3	23	8	20	9	14	10	11	14	17	13	25	13	13	27	12	20	25	31	20	10	13	20	10	5	10	12	2	11	54	17	26	25	28	16	20	5	6	43	9	6	35	15	15	22	16	8	10	27	1	9	23	31	12	30	14	11	20	12	10	14	43	8	19	10	9	16	36	22	36	32	15	42	9	21	4
5:Del:M:3	12	10	13	9	12	9	17	15	11	7	8	11	10	11	15	9	9	8	11	22	11	8	1	16	10	11	3	13	22	15	4	10	10	20	7	11	4	15	7	15	25	2	12	6	16	3	7	6	6	3	8	12	15	10	15	11	6	12	10	16	2	3	5	11	2	7	7	8	2	6	35	13	11	15	9	5	4	5	7	22	6	10	20	15	6	22	5	9	2	19	1	9	12	12	10	14	5	4	11	5	8	6	31	4	14	10	7	10	23	24	17	11	5	27	2	16	4
5:Del:M:4	8	6	3	5	5	3	13	5	6	1	5	7	7	1	10	6	6	3	3	6	6	7	2	7	2	2	4	6	10	8	5	4	5	13	3	6	2	4	6	5	13	3	10	4	7	2	4	1	3	4	1	3	7	5	3	8	2	5	8	11	6	2	3	8	1	1	2	0	1	5	13	3	10	6	4	6	7	2	0	6	2	6	12	13	3	9	5	1	2	4	0	1	7	8	5	5	3	5	9	1	4	5	18	7	5	2	3	2	9	23	7	4	5	12	2	8	1
5:Del:M:5	9	3	8	4	4	5	4	16	8	5	5	9	4	2	5	7	5	3	5	6	8	8	1	11	4	3	4	4	10	11	2	2	6	11	7	5	3	6	7	8	13	1	2	4	11	1	4	2	1	10	5	6	7	5	12	8	2	7	6	5	5	5	6	4	1	3	0	3	1	6	19	6	6	6	5	8	4	2	5	9	4	10	7	7	7	7	10	1	3	9	1	6	6	6	9	11	8	5	7	4	5	3	15	5	9	2	3	3	12	19	8	4	4	8	2	10	1
