MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
C[Ins(T):R(5,7)]G	2	6	1	7	0	4	1	13	6	10	6	2	1	10	7	9	3	4	1	7	0	9	2	15	3	2	1	7	0	0	11	8	16	8	2	1	2	4	4	2	3	5	1	1	3	1	15	5	166	0	4	10	10	1	5	9	2	5	0	9	11	2	4	2	9	10	1	3	9	4	2	3	6	3	9	0	2	1	3	2	1	7	6	4	2	20	3	1	3	3	2	6	1	6	2	12	4	7	8	7	2	4	3	5	5	0	5
G[Ins(T):R(5,7)]A	0	2	2	4	3	5	5	6	2	4	1	4	3	5	5	0	4	4	6	3	0	5	0	5	4	3	0	1	4	1	8	5	13	6	1	1	3	4	1	2	1	6	0	0	2	2	6	3	173	0	8	14	9	1	3	2	1	4	4	4	5	4	6	3	5	1	3	2	7	3	7	1	3	0	8	1	1	2	1	4	2	2	3	2	1	22	3	4	4	1	1	2	0	4	6	8	4	3	3	6	1	3	1	3	3	1	3
G[Ins(T):R(5,7)]C	0	15	10	5	1	4	1	10	4	6	5	5	8	13	7	15	7	13	8	4	4	9	6	12	4	3	3	2	4	1	9	16	22	11	2	2	6	5	3	2	4	3	1	0	10	6	19	6	181	1	9	14	11	4	8	6	5	4	2	10	15	1	6	2	8	8	8	7	9	4	13	3	8	0	4	0	2	2	10	11	5	6	2	5	6	20	4	12	8	8	4	11	1	8	7	9	5	19	2	1	4	4	0	7	8	2	2
G[Ins(T):R(5,7)]G	1	7	3	6	0	1	6	13	2	13	5	4	2	12	8	14	6	9	3	5	4	7	3	7	4	0	1	4	2	2	8	7	36	4	1	2	6	1	2	0	5	5	2	0	5	4	16	3	317	1	10	24	9	1	6	2	3	8	2	7	11	5	10	7	10	7	2	4	6	7	5	3	4	4	6	0	1	0	7	7	5	13	6	1	5	37	0	11	5	1	2	3	4	6	3	8	7	6	2	4	6	6	7	10	3	3	6
A[Ins(T):R(8,)]A	2	6	2	2	0	2	4	17	6	9	3	3	4	17	8	7	1	6	7	2	1	8	6	15	4	3	2	4	7	1	9	5	7	5	0	1	4	6	4	3	5	9	2	0	5	0	9	4	233	0	4	22	12	6	8	8	1	5	3	6	11	3	2	1	8	11	5	7	8	3	3	4	4	3	5	0	3	1	2	0	2	2	9	7	2	27	0	5	1	5	3	2	1	4	2	9	7	4	5	3	1	4	5	4	0	2	3
A[Ins(T):R(8,)]C	2	3	3	4	1	5	3	17	1	8	6	2	3	17	8	10	3	10	8	4	2	11	4	16	6	2	1	6	7	1	4	10	6	3	1	1	1	4	0	2	4	3	2	0	7	2	5	10	180	0	6	17	14	2	6	5	2	5	0	1	9	1	5	5	10	8	2	5	5	3	3	5	4	3	6	0	3	1	4	1	2	6	7	1	1	31	3	6	4	9	5	6	2	7	1	6	3	4	2	5	1	0	1	6	1	3	1
A[Ins(T):R(8,)]G	5	2	0	1	2	4	3	12	2	4	6	2	2	9	8	6	1	8	8	1	1	9	2	19	1	3	0	7	5	1	4	4	9	11	0	0	2	5	3	1	1	6	2	0	5	3	5	7	213	0	8	19	6	3	2	10	2	5	1	2	9	1	4	2	4	5	5	3	4	2	7	5	2	5	5	0	1	4	3	0	1	5	6	4	2	20	2	6	1	5	4	4	0	5	1	16	1	3	2	4	5	3	1	3	5	2	4
C[Ins(T):R(8,)]A	1	2	1	1	2	2	1	9	3	4	1	2	1	7	4	4	0	3	4	2	1	4	3	6	3	1	0	1	2	0	2	6	5	5	0	0	2	1	0	3	1	3	0	0	2	4	7	6	140	0	2	12	7	2	2	3	2	5	1	2	6	0	1	0	6	3	2	3	4	2	3	1	1	2	2	0	0	0	0	0	1	0	2	2	1	9	6	0	0	3	1	1	3	4	0	8	4	1	0	1	3	0	1	1	1	1	3
C[Ins(T):R(8,)]C	1	4	0	2	0	5	2	11	2	5	3	5	1	8	7	8	0	3	5	6	2	8	3	5	2	1	1	1	4	0	7	9	12	5	0	1	4	4	0	0	2	3	1	0	4	2	8	6	140	0	3	11	8	2	3	4	0	7	1	3	7	4	2	1	5	7	4	5	2	5	4	3	4	1	3	0	1	0	4	1	1	3	1	2	3	14	2	0	3	2	3	4	0	5	0	6	5	4	3	3	2	1	0	2	0	2	2
C[Ins(T):R(8,)]G	1	5	0	0	3	4	1	9	2	5	1	7	1	10	2	6	3	9	3	2	1	9	3	9	4	2	1	5	2	0	1	4	9	7	0	2	4	4	1	1	0	8	1	0	2	3	8	7	246	0	5	17	9	2	6	6	1	5	2	4	6	2	2	5	7	7	2	2	7	1	0	3	0	2	4	0	0	3	3	1	2	6	4	5	2	15	2	3	1	3	2	2	0	6	2	12	4	3	2	3	1	0	2	2	0	4	3
G[Ins(T):R(8,)]A	0	4	0	0	1	3	3	3	3	5	4	1	4	3	7	9	2	6	2	0	0	4	4	3	1	1	0	3	2	0	2	12	1	3	0	0	0	3	0	0	0	11	3	0	1	3	4	2	134	0	1	10	7	3	2	6	0	4	0	2	2	0	1	3	8	4	1	1	3	1	2	0	0	3	4	1	0	0	0	2	1	2	0	6	2	12	4	1	3	3	1	2	0	3	1	6	2	1	2	2	4	0	2	1	2	1	1
G[Ins(T):R(8,)]C	1	5	0	1	0	4	1	6	2	2	1	3	2	5	4	1	1	1	3	0	2	1	2	4	0	1	0	0	1	0	3	3	7	2	0	0	0	1	1	2	2	4	1	0	1	1	9	1	108	0	1	10	6	0	4	2	0	4	0	1	6	3	1	3	5	4	3	2	5	0	2	2	5	0	2	0	0	2	0	0	0	4	5	2	2	12	0	1	1	4	3	1	1	2	0	2	5	5	0	4	5	3	1	1	1	1	1
G[Ins(T):R(8,)]G	0	0	1	1	0	1	0	9	5	3	1	2	2	4	8	3	0	2	5	2	1	4	2	7	4	1	1	4	4	0	2	4	5	8	0	3	0	3	1	1	1	5	3	0	3	4	3	2	213	0	1	8	10	7	2	3	3	3	0	1	2	2	2	2	3	8	5	0	5	4	3	1	3	2	5	0	0	0	2	1	1	6	2	1	0	14	4	4	1	5	2	12	0	5	4	3	4	4	2	0	2	3	1	2	3	3	1
Del(2,4):R1	10	34	14	15	4	11	19	11	12	26	26	6	17	37	26	57	27	24	21	5	3	9	19	13	30	3	18	3	14	1	83	56	74	27	20	17	23	4	17	14	10	7	0	2	13	34	63	7	67	8	27	20	8	16	26	14	13	3	24	7	115	5	25	3	13	8	24	10	59	14	38	11	330	17	13	1	15	10	62	10	5	35	13	7	9	14	11	24	13	17	23	25	8	15	17	10	6	70	18	13	6	14	4	40	15	14	4
Del(5,):R1	14	36	53	19	7	26	31	7	8	54	82	6	27	94	29	159	61	24	31	6	7	9	34	6	59	9	32	8	11	4	243	62	106	30	32	54	43	4	55	41	23	7	4	15	30	103	147	5	73	14	67	23	6	66	61	8	37	10	39	22	342	3	52	6	7	16	45	37	29	32	47	24	90	37	23	15	25	39	159	13	5	51	5	6	11	49	21	71	14	62	53	60	10	13	38	11	8	151	36	9	17	22	9	122	27	47	10
Del(2,8):U(1,2):R(2,4)	5	15	5	9	9	9	9	3	10	8	27	2	8	20	7	29	6	21	18	8	3	7	13	10	10	4	47	5	8	3	42	20	49	18	5	7	14	8	11	8	10	10	4	6	16	19	30	12	171	4	20	15	8	6	13	9	10	7	7	12	48	4	23	2	10	3	14	12	285	22	19	12	1777	20	23	5	8	9	23	4	9	11	8	4	7	19	9	13	8	11	20	12	8	7	9	13	6	38	5	5	8	11	7	35	18	10	5
Del(2,):U(1,2):R(5,)	0	7	3	3	0	3	3	1	1	4	7	2	8	8	4	18	1	6	11	1	0	2	5	5	6	0	9	1	2	0	19	5	7	5	2	3	2	0	8	3	1	4	0	3	2	7	16	4	238	0	6	3	4	6	3	1	7	2	3	3	21	0	3	0	6	2	7	5	29	6	9	4	111	7	16	0	9	5	24	9	2	4	5	10	7	8	4	7	2	10	10	7	7	2	8	4	7	17	7	11	2	10	8	15	8	5	2
Del(3,):U(3,):R2	4	5	6	6	4	6	5	7	5	6	9	7	11	28	5	12	6	13	9	7	2	5	9	8	7	2	42	2	4	0	24	11	18	8	1	12	6	2	9	7	1	6	2	4	9	14	23	6	121	2	12	12	10	7	17	22	5	12	5	7	34	9	7	5	11	6	9	11	223	15	4	9	214	13	14	2	7	7	11	4	6	15	6	4	10	13	3	10	4	11	5	3	5	4	6	8	4	20	6	4	1	2	3	12	7	4	11
Del(3,):U(3,):R(3,)	2	2	1	5	2	1	3	1	2	4	6	1	3	13	1	2	3	2	3	0	2	2	3	3	3	0	19	3	1	0	8	5	5	2	1	6	2	1	1	2	3	5	1	1	3	4	11	1	87	0	6	0	2	3	4	9	2	6	1	4	18	0	4	0	3	6	7	5	80	5	1	3	59	4	10	0	1	2	3	2	2	6	5	2	5	4	4	5	3	2	3	7	4	1	1	3	5	3	6	1	3	6	4	5	3	5	2
Ins(2,4):R0	4	11	2	3	1	4	7	6	3	10	10	1	6	23	20	30	9	5	4	0	0	1	3	1	22	3	7	2	4	0	20	61	15	8	2	2	8	2	2	4	4	2	1	0	4	10	29	6	25	2	6	5	3	3	14	0	4	1	4	3	58	2	10	1	5	4	6	3	5	4	15	4	8	2	1	0	1	6	18	2	3	9	1	10	3	12	4	2	2	6	7	5	4	1	3	2	1	21	4	5	4	4	2	19	9	3	1
Ins(5,):R0	1	4	5	1	0	2	3	3	1	4	2	3	4	12	7	15	4	1	7	0	1	1	3	0	16	0	2	0	4	0	4	31	11	6	1	2	4	3	2	2	1	2	0	0	1	6	16	1	7	0	5	5	2	5	4	2	4	0	0	2	20	2	6	0	1	5	2	4	0	2	8	3	3	0	4	0	1	5	7	0	1	2	1	1	2	7	5	4	1	4	3	5	0	1	2	3	1	8	1	0	1	4	0	6	3	3	1
Ins(2,4):R1	3	20	7	2	1	5	20	3	8	8	11	6	9	23	19	27	12	6	14	7	2	5	11	12	18	2	7	4	4	2	23	38	20	7	4	2	7	1	3	11	8	5	1	2	6	12	30	16	16	1	15	22	6	5	7	6	9	4	6	7	27	4	10	6	8	2	5	12	7	3	12	9	20	6	14	1	3	12	26	12	6	19	5	3	8	6	3	12	3	11	14	11	1	10	15	10	3	26	7	6	3	17	5	15	7	10	1
Ins(5,):R1	7	19	12	11	4	7	36	5	10	22	29	6	9	21	16	40	21	7	25	4	1	6	8	8	23	2	5	3	3	3	37	39	41	18	11	8	13	5	7	11	8	9	6	5	5	30	44	20	29	2	22	31	5	9	10	9	12	6	13	13	50	5	35	1	7	7	15	10	17	17	16	12	28	14	12	1	13	11	44	12	6	10	5	7	5	14	7	14	4	15	20	24	3	10	24	7	3	46	14	9	6	13	5	25	16	8	1
Ins(2,):R(2,4)	7	8	1	3	4	2	13	3	5	8	5	4	2	15	6	21	10	6	10	5	1	9	9	8	10	4	4	4	7	1	12	21	17	9	4	3	8	3	6	2	2	8	2	2	6	7	15	4	99	2	10	8	8	5	3	7	1	2	5	3	16	2	5	3	6	5	8	3	7	7	9	5	13	5	6	0	2	8	12	0	1	9	6	7	4	14	2	5	3	4	5	6	0	4	2	6	4	8	6	1	6	2	2	8	5	1	4
Ins(2,):R(5,)	6	15	2	6	6	10	10	17	11	18	7	6	10	18	10	6	4	10	8	4	6	14	8	21	10	3	2	4	11	2	9	14	10	18	2	1	3	5	2	2	3	14	1	3	9	4	18	4	396	2	5	13	20	3	11	6	5	5	4	13	21	3	10	5	9	17	4	10	5	5	7	5	7	4	9	1	7	4	5	5	7	8	8	8	7	22	9	6	8	8	5	4	3	6	5	9	11	16	10	9	4	5	3	6	3	2	5
Del(2,5):M1	5	13	16	11	6	4	9	10	3	21	20	2	9	22	10	32	15	16	16	6	4	5	7	11	23	1	25	5	5	1	57	24	46	17	10	4	12	1	14	10	8	7	0	3	9	23	49	7	79	3	22	15	7	13	13	15	6	3	9	11	69	6	17	6	6	6	17	10	98	9	15	10	833	9	21	3	10	12	27	7	5	20	8	6	5	20	7	22	2	17	17	17	6	8	14	8	1	56	9	5	3	9	4	34	11	9	3
Del(3,5):M2	1	9	3	7	4	4	6	6	3	5	2	4	5	10	4	18	5	6	9	1	7	3	7	1	4	0	22	9	3	0	14	12	20	7	6	7	8	0	5	6	8	6	3	1	7	12	18	10	68	4	13	4	3	4	8	8	3	9	4	3	24	3	7	1	4	7	9	12	116	12	5	1	140	8	12	5	4	6	15	4	3	6	4	4	5	12	4	6	3	11	6	9	6	3	4	3	2	19	4	7	1	7	5	20	2	3	5
Del(4,5):M(3,4)	1	2	1	2	2	0	2	7	1	2	5	1	2	2	0	7	4	6	2	1	1	0	2	5	2	1	6	2	1	0	10	5	8	4	0	3	2	1	3	0	1	2	1	2	2	5	6	5	23	0	7	3	2	3	2	10	4	1	0	2	9	2	2	0	4	2	1	2	49	3	3	5	61	5	2	1	2	5	12	4	0	2	1	0	0	7	1	3	5	2	1	2	4	1	2	5	6	6	3	2	4	2	2	5	2	1	0
Del(6,):M1	9	29	32	26	8	15	17	6	10	54	56	7	22	71	19	126	41	11	34	3	4	3	24	5	40	7	23	5	5	2	217	58	99	25	20	35	38	3	39	28	17	8	4	11	23	73	106	7	59	9	46	19	5	53	52	9	28	11	23	18	256	6	38	4	5	9	31	32	33	25	36	18	58	46	17	4	22	35	112	18	0	29	7	11	12	32	11	38	9	51	56	40	3	11	23	5	5	139	18	15	20	26	13	106	22	35	6
Del(6,):M2	6	21	20	12	4	15	13	2	3	19	41	10	14	49	10	81	23	12	26	4	5	5	16	6	26	3	13	2	7	1	107	28	54	21	19	24	30	1	18	12	12	7	1	9	17	45	68	5	38	11	29	19	8	27	23	3	20	4	26	9	145	5	20	4	6	5	23	21	17	12	18	9	53	26	17	7	14	17	77	5	2	26	1	6	8	29	9	34	6	22	36	21	14	7	11	4	2	84	16	7	8	16	3	53	13	12	6
Del(6,):M3	4	9	9	2	3	6	6	4	7	14	14	3	7	21	3	26	21	9	9	1	2	1	7	2	8	2	5	4	10	0	61	14	36	5	6	14	8	2	10	10	7	3	1	1	8	29	49	5	11	4	17	18	3	12	16	9	11	2	12	3	87	0	14	2	4	4	9	11	8	8	12	6	29	14	10	4	6	4	29	7	1	17	6	3	3	12	4	13	2	19	19	10	0	5	7	2	1	39	5	3	5	4	0	23	3	10	5
Del(6,):M(4,)	3	16	26	5	1	7	11	1	5	24	18	3	20	103	3	68	17	9	17	4	1	7	29	5	15	2	17	5	5	2	89	31	27	16	11	23	19	2	30	6	9	6	2	11	10	55	71	5	45	5	18	15	3	15	48	6	7	6	15	8	229	7	15	1	2	5	12	28	18	34	10	7	38	36	13	1	21	22	35	6	2	23	4	3	3	18	10	53	8	39	26	16	6	1	6	2	2	85	10	7	12	8	4	69	9	26	2
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
