Samples	ID1	ID2	ID3	ID5	ID8	ID9	ID14	ID19
CPCT02010527T	677	743	0	0	0	0	698	0
CPCT02010529T	736	704	0	0	0	0	458	0
CPCT02370001T	985	2350	0	0	0	0	1354	0
CPCT02220009T	506	488	0	0	0	330	346	0
CPCT02050139T	723	854	0	0	0	0	508	0
CPCT02040091T	1271	1369	0	0	0	0	0	0
CPCT02030328T	1248	792	0	0	0	0	0	0
CPCT02010497T	1217	1027	0	0	0	0	1228	0
CPCT02060072T	1104	524	0	0	0	418	0	0
CPCT02010541T	612	516	0	555	0	0	0	0
CPCT02300010T	659	714	0	0	0	0	0	0
CPCT02010545T	1294	1454	0	0	0	0	0	0
CPCT02370002T	663	512	0	619	0	0	215	0
CPCT02380002T	327	451	0	0	0	0	146	0
CPCT02020486T	1563	2486	0	0	0	0	0	0
CPCT02110026T	1080	1497	0	0	0	698	0	0
CPCT02160020T	348	312	0	258	0	0	198	0
CPCT02340006T	1358	895	0	0	0	0	0	0
CPCT02160021T	484	421	0	1959	0	0	0	0
CPCT02100058T	905	875	0	0	0	0	0	0
CPCT02050114T	681	828	0	0	0	0	383	0
DRUP01010018T	25945	141774	0	0	0	0	0	0
CPCT02050136T	967	1090	0	0	0	0	0	0
CPCT02050128T	1644	1846	0	0	0	0	0	0
CPCT02040100T	726	777	0	0	0	0	0	0
CPCT02040102T	973	1598	0	0	0	0	1313	0
DRUP01050002T	26853	158123	0	0	0	0	0	0
CPCT02070122T	1046	727	0	0	0	0	773	0
CPCT02330025T	1118	1059	0	0	0	0	0	0
CPCT02030331T	972	606	0	0	0	0	0	0
CPCT02020497T	408	0	511	0	0	0	0	0
CPCT02050148T	1303	577	0	0	0	0	0	0
CPCT02120005T	1226	765	0	0	0	501	0	0
CPCT02120004T	389	540	0	0	0	0	1432	0
CPCT02220015T	788	675	0	0	0	0	0	0
DRUP01010049T	1371	672	0	0	0	0	0	425
DRUP01050012T	740	580	0	0	0	0	281	0
CPCT02380028T	114	198	0	0	0	0	133	214
CPCT02330070T	1204	754	0	0	0	0	0	403
CPCT02050280T	942	506	0	0	0	0	0	312
DRUP01270001T	548	524	0	0	0	0	993	568
CPCT02040188T	1020	612	0	0	0	0	0	0
CPCT02390007T	446	469	0	0	0	0	246	0
CPCT02230067T	783	523	0	0	0	0	0	324
CPCT02230073T	711	1086	0	0	0	0	0	0
CPCT02100131T	1293	1375	0	0	0	0	0	0
CPCT02130019T	73	22	0	77	101	0	0	114
CPCT02330073T	1143	1252	0	0	0	0	0	0
CPCT02010700T	508	358	0	0	0	0	0	0
CPCT02030435T	506	766	0	0	0	0	1323	0
CPCT02340045T	822	492	0	669	0	0	721	0
DRUP01340001T	1231	1436	0	0	0	574	0	0
DRUP01090008T	595	692	0	0	0	0	415	274
CPCT02070262T	886	701	0	1361	0	0	0	0
CPCT02180048T	671	750	0	0	0	0	0	0
CPCT02140056T	993	1132	0	0	0	0	0	0
CPCT02050296T	425	277	0	0	0	0	262	0
CPCT02040205T	1065	706	0	0	0	0	0	0
DRUP01050017T	9421	60864	0	0	0	0	0	0
CPCT02080174T	912	393	0	756	0	0	0	0
CPCT02040204T	838	633	0	0	0	0	0	494
CPCT02120091T	790	509	0	0	0	0	563	364
CPCT02100130T	118	244	0	0	0	178	0	0
CPCT02380023T	1050	699	0	0	1599	0	0	0
WIDE01010596T	1108	377	0	0	0	0	0	0
WIDE01010479T	786	708	0	0	0	0	0	0
WIDE01010436T	855	566	0	696	0	0	0	0
WIDE01010443T	2828	1302	0	0	0	0	0	0
WIDE01010506T	668	586	0	0	0	0	0	0
WIDE01010471T	414	424	0	0	0	156	160	0
WIDE01010488T	2063	1245	0	0	0	0	656	0
WIDE01010384T	437	502	0	0	0	0	525	0
WIDE01010454T	592	617	0	437	0	0	291	0
WIDE01010494T	259	205	0	241	0	0	0	0
WIDE01010470T	14874	14181	0	0	0	0	0	0
WIDE01010455T	1461	1835	0	0	0	0	0	0
CPCT02080048T	8187	21254	0	0	0	0	0	0
WIDE01010482T	818	618	0	0	0	0	370	0
WIDE01010499T	1473	873	0	0	0	0	0	0
WIDE01010496T	1354	1198	0	0	0	0	789	0
WIDE01010508T	998	1657	0	0	0	0	515	0
WIDE01010535T	663	567	0	0	0	0	0	0
WIDE01010544T	595	480	0	0	0	0	268	0
WIDE01010541T	440	283	0	0	0	0	287	0
WIDE01010524T	712	416	0	731	0	0	0	0
WIDE01010562T	631	1001	0	0	0	0	1579	0
WIDE01010543T	735	767	0	0	0	0	0	0
WIDE01010569T	35	55	0	0	0	84	0	70
WIDE01010500T	1225	553	0	0	0	0	0	0
WIDE01010575T	666	211	0	0	0	0	412	0
WIDE01010597T	539	784	0	0	0	0	324	0
WIDE01010678T	513	352	0	0	0	0	0	0
WIDE01010683T	500	329	0	0	0	0	0	0
WIDE01010402TII	1073	639	0	0	0	0	401	0
WIDE01010697T	264	210	0	0	0	0	0	0
WIDE01010669T	1605	1177	0	0	0	0	0	0
WIDE01010714T	1286	762	0	0	0	0	974	0
WIDE01010709T	612	656	0	0	0	0	1223	0
WIDE01010715T	1040	742	0	0	0	0	470	0
WIDE01010718T	637	375	0	0	0	0	0	0
