MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
C[Del(T):R(8,)]C	1	0	0	0	0	2	1	2	0	1	2	2	3	1	4	2	2	6	3	0	0	2	0	3	3	0	6	3	0	0	0	8	1	4	0	0	1	1	1	0	0	4	1	0	2	2	2	1	1094	1	1	5	0	3	3	10	0	3	0	1	6	2	1	0	7	3	0	1	14	1	2	0	9	0	2	0	0	0	1	0	0	0	7	4	3	5	0	0	1	2	3	1	1	0	0	1	1	4	0	3	1	1	1	0	3	3	1	6	4	0	3	3	1	3	1	5	3	0	0	4	1	10	1	3	18	1	2	0	1	5	1	5	1	1	1	1	0	1	0	5	6	43	1	6	0	6	2	3	1	0	3	3	2	5	2	1	2	11	2	4	1	3	4	4	2	4	0	3	1	2	322	2	0	4	1	4	2	5	0	2	2	4	1	4	0	5	2	4	2	2	0	0	9	3	8	1	2	0	1	16	4	13	2	1	3	0	7	2	3	0	5	1	2	0	0	2	1	2	1	0	59	3	5	2	1	1	2	4	5	10	4	1870	8	1	13	0	11	2	8	0	0	9	1	1	3	0	3	1	1	1	2	129	4	0	3	1	0	1	2	4	6	11	5	6	17	0	5	4	1	0	2	2	4	0	3	0	5	7	0	1	3	3	3	5	3	3	6	0	4	49	2	0	1	2	2	1	2	10	18	14	27	9	7	5	1	0	5	0	2	2	2	2	9	3	0	2	1	3	12	1	1	1	6	1	0	4	0	1	10	39	4	1	7	8	0	7	6	1	9	2	8	1	0	0	1367	5	0	1	1	2	5	3	36	2	2	5	8	0	1	4	3	3	3	2	5	0	2	2	1	2	0	11	0	2	3	0	0	2	27	1	2	60	0	4	4	2	71	2	1	2	0	0	3	4	23	5	11	2	1	11	0	0	0	0	5	1	3	32	2	4	1	4	1	11	2	1	0	1	0	0	0	5	8	0	4	0	1	5	0	2	11	0
C[Del(T):R(8,)]G	0	0	0	1	0	0	0	3	1	1	2	1	1	1	1	2	0	3	1	0	0	0	0	3	0	0	1	1	0	0	0	2	2	2	0	0	1	0	0	0	0	0	1	0	0	2	2	1	1524	0	3	1	2	1	3	5	1	0	0	0	2	0	1	0	4	0	0	0	7	0	0	2	3	0	0	0	2	1	0	0	0	0	3	1	3	5	1	0	1	2	1	0	0	1	1	0	1	0	0	0	0	0	0	1	2	0	0	2	1	1	0	0	0	1	2	1	1	0	0	1	2	1	0	2	3	1	3	0	1	1	2	4	2	2	1	2	0	0	0	1	4	11	0	2	1	4	1	1	0	1	0	0	0	1	0	1	1	4	1	0	1	2	2	0	1	1	1	0	0	0	197	0	0	0	3	4	0	2	1	3	1	1	0	5	0	3	0	1	2	0	1	0	4	1	1	0	1	1	0	15	1	6	1	1	1	0	8	0	1	0	3	1	3	1	3	0	1	3	0	0	15	1	3	0	1	2	0	0	2	5	3	1669	7	1	22	0	14	5	1	0	4	3	1	0	0	1	1	1	0	0	1	84	1	1	2	2	0	2	2	1	3	3	0	3	5	0	6	1	1	0	0	0	5	5	4	3	2	3	2	0	1	1	4	1	2	2	3	0	2	23	0	1	2	1	1	0	0	5	18	13	14	6	7	1	0	0	0	0	1	1	0	2	4	1	2	0	0	2	7	2	2	3	3	1	0	1	1	1	2	16	0	1	6	6	0	1	4	1	13	1	2	1	0	0	1148	2	0	0	0	4	1	1	28	1	0	1	4	0	0	6	1	2	3	0	1	0	3	2	0	1	0	8	3	4	4	0	0	1	13	1	0	38	0	0	2	0	39	1	1	0	0	0	0	4	7	1	6	3	1	1	0	0	0	0	1	1	1	19	2	1	2	4	2	3	0	2	1	0	1	0	1	1	6	1	2	1	1	2	1	0	8	0
G[Del(T):R(8,)]A	2	2	0	2	1	1	0	1	2	0	0	0	2	2	2	1	2	4	0	0	0	2	0	2	3	0	3	2	1	0	2	4	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	1	587	1	2	2	0	0	0	8	0	0	0	0	1	1	0	0	3	1	3	0	6	0	0	1	5	2	1	0	1	1	2	0	1	0	7	1	2	3	1	1	1	0	1	0	0	4	0	1	2	0	0	1	1	2	2	0	1	1	0	5	1	1	1	1	1	2	0	7	1	1	0	1	3	3	0	0	7	5	4	0	1	0	0	0	1	0	2	2	0	0	0	0	1	18	1	4	0	5	0	0	0	0	1	1	0	1	1	1	1	7	1	1	2	2	2	2	1	2	2	1	0	1	183	3	0	4	2	2	0	0	1	3	0	2	0	4	1	9	3	3	1	3	1	1	6	0	5	0	1	0	1	13	2	7	0	3	0	0	9	0	0	0	2	0	2	5	1	1	3	3	2	1	37	0	4	0	1	0	0	2	2	10	0	1051	6	1	5	1	9	1	1	0	4	4	1	0	4	0	2	1	1	4	1	63	1	0	0	1	3	2	1	2	1	1	3	6	6	0	2	2	0	0	1	0	5	8	3	0	0	4	2	0	1	1	0	1	1	2	5	0	1	38	1	1	1	0	0	0	0	10	13	11	14	6	6	2	1	0	0	0	0	3	1	2	1	2	1	2	0	5	5	1	1	0	2	0	1	3	1	2	1	11	0	1	3	3	0	7	3	0	6	0	2	2	0	0	701	3	0	0	3	1	1	5	27	2	0	1	2	0	0	1	2	6	5	0	0	1	1	0	1	0	1	8	1	3	2	0	0	2	19	1	0	29	2	2	1	0	27	1	0	0	0	0	0	6	10	6	5	6	1	8	0	0	0	1	3	1	1	11	1	2	1	3	2	2	2	1	1	1	0	0	1	0	0	0	2	2	0	0	1	3	6	0
G[Del(T):R(8,)]C	0	0	1	0	0	1	1	1	0	1	0	0	2	1	1	1	0	1	1	0	0	2	1	2	2	1	1	0	0	0	0	4	2	2	0	1	1	0	2	0	0	0	0	1	0	1	1	0	428	0	1	3	0	0	1	2	0	1	0	1	1	0	0	1	8	3	0	1	5	0	0	0	2	0	2	0	1	0	0	2	0	1	2	1	1	3	0	1	2	0	1	1	0	1	0	0	2	1	1	0	2	0	0	0	1	0	0	1	1	2	0	1	1	0	0	2	2	0	1	2	2	7	0	4	10	2	1	2	0	0	0	1	0	1	1	1	0	1	0	0	1	21	2	5	0	5	3	2	0	1	0	2	2	2	2	1	0	4	3	0	2	2	3	1	1	1	0	1	0	1	158	1	0	3	1	1	0	1	1	0	1	4	0	4	0	2	1	4	0	1	0	2	8	1	2	1	1	0	0	3	4	5	0	1	0	0	2	0	2	1	7	1	0	2	0	3	0	6	0	0	27	0	2	0	1	1	0	0	4	12	2	812	4	0	6	0	6	1	4	0	4	4	0	2	3	1	2	1	3	0	2	54	3	1	0	1	0	0	0	5	3	0	1	3	4	0	4	2	0	0	1	0	1	2	1	3	2	1	1	1	1	0	2	1	1	1	4	0	4	11	1	0	0	0	0	0	1	5	11	8	13	4	3	3	0	0	2	0	0	0	1	0	3	1	1	2	1	0	3	0	1	2	4	0	2	0	0	2	7	10	3	1	1	6	0	2	2	1	8	0	4	0	0	0	532	3	1	1	0	2	0	1	13	0	0	0	5	1	0	1	1	5	2	1	0	0	3	0	0	0	0	4	0	2	2	0	0	2	16	0	0	21	1	0	0	1	45	0	0	0	1	0	1	4	11	4	3	0	0	9	0	0	0	2	2	2	1	16	0	0	0	1	1	7	0	0	0	0	2	0	0	2	5	0	4	1	1	4	1	3	6	0
G[Del(T):R(8,)]G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	459	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	3	1	0	0	2	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	1	1	2	5	0	0	0	2	0	2	0	2	2	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	3	15	1	4	0	1	1	2	1	0	0	0	0	4	0	0	0	2	1	0	0	0	1	0	1	0	1	2	0	0	113	0	0	5	1	2	0	0	0	0	1	0	1	0	0	5	0	0	0	0	1	0	4	0	1	0	0	3	0	4	2	4	0	0	1	0	8	0	1	0	0	0	0	2	0	1	0	4	1	0	24	3	0	0	0	1	0	0	1	2	0	849	3	1	8	1	4	1	2	0	1	1	0	0	1	0	0	0	1	1	1	28	0	1	0	0	0	0	1	0	1	3	1	1	5	0	4	1	0	0	0	1	1	3	0	1	2	1	1	0	0	0	0	0	1	1	5	0	3	10	0	1	0	0	1	0	0	4	4	3	12	2	0	2	1	0	0	0	2	0	0	0	2	4	0	0	0	2	5	1	0	4	0	1	1	1	0	0	3	7	0	0	2	2	2	5	3	0	3	0	1	0	0	0	526	1	0	0	0	1	0	3	7	1	0	2	2	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	2	2	1	0	1	10	1	0	13	0	1	0	0	31	0	0	1	0	1	3	2	4	2	0	0	0	5	0	1	0	0	0	1	0	11	1	0	1	1	0	3	2	1	0	0	1	0	1	1	0	0	1	2	0	1	0	0	2	0
A[Ins(C):R0]A	2	5	3	3	0	3	10	2	0	7	8	0	6	7	3	12	5	3	4	3	1	0	3	2	5	1	1	0	2	0	13	33	16	6	4	2	3	0	1	2	2	3	0	0	2	5	23	2	10	0	5	3	1	1	2	3	0	0	2	0	26	2	4	2	3	1	3	3	4	3	18	4	2	1	2	1	0	1	17	1	0	11	1	2	6	3	1	2	1	2	8	3	0	2	0	0	1	13	1	0	0	2	1	5	6	1	0	4	1	0	0	1	3	4	7	3	1	3	1	2	3	0	1	1	6	0	1	1	1	1	1	0	0	1	3	6	0	1	0	1	4	1	2	1	0	2	3	3	0	0	2	8	0	6	2	29	3	6	3	0	0	1	2	0	0	1	2	1	0	1	4	1	2	4	1	0	1	3	0	5	0	7	5	0	0	33	2	2	1	1	1	3	1	3	0	1	2	3	1	3	16	5	0	0	0	0	4	7	1	0	12	1	1	1	0	2	1	2	1	1	4	6	1	1	1	3	2	7	3	2	4	71	3	1	5	0	0	2	1	0	3	2	6	2	3	6	1	2	2	4	1	12	5	0	0	0	1	4	2	6	2	3	0	4	3	0	7	2	3	1	0	2	3	2	4	7	2	2	2	1	1	1	1	3	1	1	29	6	2	6	0	8	5	2	4	0	0	4	7	6	7	5	0	3	1	0	1	0	1	0	0	1	7	2	4	4	2	10	3	1	0	2	3	2	5	3	11	9	1	5	0	2	2	4	1	0	5	2	5	1	5	4	0	1	6	3	0	0	6	3	3	3	48	3	6	1	5	0	1	3	0	8	3	0	1	3	4	0	1	0	0	2	4	1	1	0	0	3	13	3	1	12	2	11	20	2	12	1	0	0	1	0	1	4	12	2	4	10	1	1	0	0	1	0	5	0	0	5	3	1	0	3	1	0	12	0	1	3	3	1	2	2	1	3	7	7	3	10	7	10	1	0
A[Ins(C):R0]T	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	3	1	0	0	0	0	2	1	2	0	0	0	3	3	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	0	1	0	2	1	0	0	0	0	1	0	0	1	1	1	2	1	0	1	0	0	1	0	0	2	0	1	0	2	2	0	0	0	1	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	0	0	0	0	1	0	2	0	0	0	4	0	0	0	0	3	1	4	1	35	0	2	1	0	0	1	0	1	0	0	3	0	0	0	2	1	1	1	0	0	1	1	0	2	0	3	0	1	0	6	1	0	1	1	0	1	0	0	2	0	0	1	0	2	5	1	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	1	0	1	0	0	1	1	1	4	1	2	0	0	1	15	2	2	3	1	0	0	2	0	0	3	1	0	1	1	2	0	1	0	0	1	1	0	0	0	0	0	2	3	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	0	0	0	0	1	1	0	6	0	1	2	0	0	2	0	0	0	1	0	4	5	1	2	1	1	0	0	0	0	1	0	1	1	4	1	0	0	0	1	2	1	0	0	1	0	0	0	1	2	0	1	1	1	0	5	0	0	2	3	3	0	1	1	0	0	1	0	0	0	1	0	0	1	31	3	2	0	0	1	1	0	2	5	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	5	2	0	2	0	2	2	3	1	1	0	1	0	2	0	1	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	1	0	1	2	1	0	3	0	1	1	0	0	0	0	0	4	1	2	0	3	1	2	0
Ins(C):R(0,3)	11	19	13	7	1	1	24	10	10	25	23	6	14	28	17	46	11	15	35	9	4	4	6	8	27	0	11	4	10	0	43	97	30	18	5	8	15	4	5	4	11	9	1	1	8	18	42	10	82	7	17	12	12	4	12	5	9	4	12	6	71	7	25	5	7	6	16	12	9	14	56	11	21	11	10	0	7	9	46	7	3	20	7	12	11	19	5	14	9	10	24	26	9	7	14	8	3	55	7	9	7	11	4	35	18	8	5	21	12	6	9	16	5	19	7	29	1	19	1	13	9	3	4	13	17	5	22	2	3	15	9	4	9	11	12	21	2	10	6	10	28	18	21	7	2	16	88	21	10	4	15	19	10	57	10	15	8	124	15	61	16	16	14	9	10	15	6	16	5	12	19	13	16	6	15	7	7	20	22	19	8	22	73	11	2	133	7	11	15	11	10	25	10	18	11	11	9	13	9	13	87	12	4	4	7	4	12	95	20	9	29	10	9	1	14	11	9	9	9	32	25	41	7	3	7	16	10	19	5	12	19	162	14	6	30	5	12	31	24	6	13	16	35	18	19	16	5	16	14	19	6	30	12	4	1	14	8	32	15	23	13	19	8	26	34	4	42	11	20	19	9	12	11	16	32	22	17	10	11	4	6	6	9	10	7	16	82	12	14	40	17	20	34	6	11	11	7	28	9	9	20	30	14	20	8	8	16	1	5	6	6	7	49	18	11	14	6	25	13	8	3	92	22	4	9	15	42	44	13	16	17	10	4	47	6	4	41	19	11	1	33	14	5	3	57	14	4	17	27	14	11	28	19	21	16	8	39	3	10	30	8	30	18	3	3	10	15	4	4	11	5	25	20	2	15	7	4	20	37	19	8	41	2	38	77	25	35	9	4	8	7	6	8	25	27	4	14	20	6	20	1	7	5	4	22	5	6	21	12	10	6	9	12	5	21	11	1	12	12	10	14	3	6	6	23	26	12	52	21	50	17	10
Ins(C):R(4,6)	3	4	1	1	0	6	7	9	5	6	2	2	2	15	4	19	5	9	7	10	1	8	3	3	3	1	1	6	3	0	2	3	23	5	2	1	2	2	3	1	3	5	1	1	3	3	15	2	225	1	6	7	14	2	6	4	5	1	2	9	9	3	7	20	11	3	4	3	4	1	9	2	3	4	10	0	5	0	3	2	3	8	7	4	5	11	6	3	9	1	19	6	4	7	3	17	2	15	3	4	4	5	8	2	4	1	5	5	2	4	6	9	1	7	3	11	3	7	0	6	3	4	2	3	7	7	13	0	3	1	5	6	7	5	2	8	0	5	1	3	3	6	5	8	0	6	13	10	4	0	7	7	5	5	6	2	4	12	5	19	5	9	4	3	6	8	4	6	0	2	31	3	3	2	3	8	6	2	7	1	8	10	14	6	0	14	4	3	2	1	6	16	2	8	5	8	1	7	0	12	11	5	4	8	2	0	18	9	1	0	5	3	9	1	6	6	3	4	2	9	10	4	6	6	4	3	3	1	3	5	3	200	4	3	10	3	11	7	6	2	7	3	11	8	9	7	6	4	2	2	3	11	4	2	2	3	4	16	9	12	6	6	7	5	13	3	8	2	6	11	1	2	7	5	7	6	3	4	2	2	6	6	0	5	2	4	25	4	6	15	5	7	8	9	6	6	1	9	3	2	22	6	17	5	1	4	4	0	4	5	12	5	22	6	4	7	5	2	12	1	3	10	8	5	4	1	9	4	10	8	6	6	3	24	5	4	8	7	2	3	8	9	0	4	151	7	1	10	5	9	5	10	2	4	4	0	15	2	5	6	0	10	10	3	5	4	4	10	3	4	2	8	1	3	7	4	0	7	12	5	4	6	0	7	6	4	10	6	2	5	2	3	1	6	7	0	3	4	2	11	1	2	2	0	5	1	5	15	8	3	19	10	5	3	3	5	0	1	2	8	6	3	5	2	7	3	4	5	8	3	3	1
Ins(C):R(7,)	1	4	0	0	4	5	3	14	2	5	5	3	1	1	9	10	1	2	2	8	1	2	4	6	4	0	1	2	4	0	1	7	7	5	2	1	1	4	0	0	1	8	1	0	7	2	10	1	182	1	1	6	4	2	4	7	1	2	0	4	3	2	3	3	4	5	2	1	2	2	3	1	5	3	5	0	2	2	0	2	4	3	6	1	2	21	1	1	5	7	4	5	4	7	2	10	4	1	0	6	1	0	2	2	0	2	3	5	2	2	4	5	0	4	4	5	1	2	1	7	2	2	4	1	6	5	12	0	0	3	2	8	3	0	1	2	1	2	2	1	4	22	2	2	3	6	4	5	1	1	5	2	4	3	6	1	1	13	2	8	1	5	3	1	3	3	0	12	2	1	44	3	4	5	5	10	4	0	1	4	5	10	7	6	1	13	2	3	0	2	3	5	6	4	1	5	4	11	1	12	12	0	3	9	3	2	16	6	3	2	8	0	8	2	2	6	6	3	3	3	12	0	3	2	3	2	3	1	4	3	1	309	8	1	4	1	9	3	9	1	2	7	6	7	7	7	3	3	2	1	4	11	7	0	1	8	6	10	4	10	7	7	4	5	3	1	6	1	2	7	2	3	5	1	5	3	2	9	2	0	8	6	0	4	4	3	24	0	11	6	4	0	4	4	0	5	2	9	5	3	17	9	11	6	0	3	4	2	4	1	9	6	6	15	2	5	0	3	9	5	2	5	1	3	3	1	4	1	7	7	3	4	1	9	4	8	6	7	3	2	8	3	0	1	259	8	0	2	1	9	1	3	13	3	2	2	4	2	4	4	2	5	1	3	3	0	5	4	2	3	0	11	0	4	2	2	0	6	12	5	2	10	0	7	3	3	16	4	0	1	4	1	6	3	6	3	11	7	0	4	2	0	2	1	4	4	6	3	7	4	8	8	0	2	4	2	0	2	1	5	2	1	3	1	7	4	2	3	5	3	7	5
A[Ins(T):R(0,4)]A	9	27	5	5	3	3	13	5	8	26	21	1	14	27	17	52	9	4	44	6	1	5	2	4	46	1	6	2	7	0	61	128	45	31	7	5	15	3	5	4	5	8	0	3	6	24	58	7	45	4	14	11	6	12	24	8	19	4	13	7	110	2	21	6	7	3	16	12	11	14	75	6	18	8	8	1	5	9	75	11	1	22	7	3	10	19	4	17	11	5	24	17	2	5	11	6	7	76	13	6	11	12	3	37	16	9	3	21	4	7	10	8	5	16	10	39	5	15	1	10	3	6	6	16	8	4	9	3	5	9	5	8	10	9	10	25	1	8	8	6	19	8	23	7	3	15	9	27	9	2	8	27	5	31	3	14	12	28	13	12	7	5	8	7	7	10	3	9	2	5	26	12	12	6	8	5	10	3	5	10	6	30	5	6	0	164	8	7	13	4	2	17	10	11	9	13	9	23	2	16	79	37	5	3	7	2	21	16	13	1	24	14	12	5	14	3	5	7	1	11	18	37	13	2	7	10	6	32	8	13	16	188	18	3	25	2	9	20	12	2	7	3	54	16	15	15	5	8	22	10	6	26	16	1	2	16	5	23	21	32	8	20	5	13	31	3	56	10	9	8	4	9	15	17	34	31	13	11	18	3	9	6	5	5	6	7	136	15	9	36	7	23	24	14	14	4	10	32	9	8	16	27	11	18	4	1	11	0	6	8	7	10	20	19	10	15	2	15	20	6	7	35	17	5	5	20	50	54	14	11	13	12	2	17	8	9	42	10	6	1	34	13	2	1	66	7	6	10	38	17	9	33	24	17	17	3	30	15	21	20	8	33	8	6	5	5	13	4	6	5	2	9	15	3	9	5	4	15	38	24	5	50	2	46	73	25	30	15	1	18	7	1	5	10	14	5	7	39	2	12	1	2	4	1	34	2	5	18	8	7	4	9	2	6	15	5	2	8	7	6	8	6	4	8	6	30	8	46	26	66	15	5
