MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
C[Ins(T):R(8,)]G	1	5	0	0	3	4	1	9	2	5	1	7	1	10	2	6	3	9	3	2	1	9	3	9	4	2	1	5	2	0	1	4	9	7	0	2	4	4	1	1	0	8	1	0	2	3	8	7	246	0	5	17	9	2	6	6	1	5	2	4	6	2	2	5	7	7	2	2	7	1	0	3	0	2	4	0	0	3	3	1	2	6	4	5	2	15	2	3	1	3	2	2	0	6	2	12	4	3	2	3	1	0	2	2	0	4	3	3	2	5	0	3	0	2	16	6	2	1	1	6	4	3	1	4	4	4	3	0	0	1	0	13	4	1	2	2	1	3	0	3	3	25	4	6	1	6	1	2	1	1	1	5	3	5	5	1	1	1	3	3	3	3	5	2	4	3	1	5	2	1	33	6	4	7	1	10	4	1	2	4	4	8	0	11	0	10	3	5	0	0	1	2	6	3	4	4	9	5	2	13	14	0	2	9	3	1	20	3	10	1	5	3	4	0	2	4	5	3	2	2	12	0	2	2	3	0	2	3	3	5	2	444	3	1	9	1	12	9	8	1	5	5	6	4	5	5	6	1	0	1	2	18	3	0	4	10	2	5	5	7	5	7	4	5	5	0	11	1	8	9	0	1	5	3	11	10	3	7	2	0	6	2	4	3	2	6	11	1	3	11	4	1	1	6	1	0	6	19	8	8	23	1	16	6	1	1	6	1	1	2	4	5	8	9	3	3	3	7	7	1	4	5	4	1	4	4	3	5	1	9	2	6	5	8	1	10	13	15	7	4	6	1	1	1	288	3	2	3	6	8	5	5	37	7	4	1	6	2	4	4	6	3	3	1	6	1	3	2	3	2	0	7	2	1	5	3	4	3	13	4	1	15	1	2	4	3	15	2	0	2	1	2	3	3	7	8	5	2	2	10	1	0	1	0	3	3	2	6	9	2	3	7	7	3	6	3	2	2	1	2	3	2	6	2	2	2	1	5	3	2	18	4
G[Ins(T):R(8,)]A	0	4	0	0	1	3	3	3	3	5	4	1	4	3	7	9	2	6	2	0	0	4	4	3	1	1	0	3	2	0	2	12	1	3	0	0	0	3	0	0	0	11	3	0	1	3	4	2	134	0	1	10	7	3	2	6	0	4	0	2	2	0	1	3	8	4	1	1	3	1	2	0	0	3	4	1	0	0	0	2	1	2	0	6	2	12	4	1	3	3	1	2	0	3	1	6	2	1	2	2	4	0	2	1	2	1	1	6	0	3	1	1	1	3	12	4	1	0	1	4	3	0	1	5	7	4	4	0	1	1	0	6	1	2	0	1	1	2	0	4	4	16	0	2	0	4	3	3	0	0	0	3	0	4	2	1	1	4	0	2	2	3	1	0	3	3	1	2	2	1	17	2	3	3	2	9	2	1	2	3	1	9	2	7	0	3	3	3	3	2	5	3	9	6	1	3	5	2	3	16	5	0	2	11	1	2	9	3	3	3	4	1	3	2	1	3	3	2	2	1	8	1	1	2	1	2	2	0	6	5	3	401	6	0	6	1	4	10	1	0	2	4	7	0	2	5	3	4	0	3	2	18	3	0	1	3	1	9	3	10	6	8	4	1	3	0	5	1	2	7	2	2	2	3	7	2	3	2	4	0	4	4	0	2	4	4	20	2	1	2	2	3	1	0	3	1	3	13	7	5	20	4	9	2	2	0	7	0	1	0	3	2	8	7	0	1	1	4	11	2	3	3	2	1	0	1	0	1	3	7	5	2	2	8	0	9	8	10	4	3	1	1	0	1	219	3	0	3	1	3	2	3	38	3	2	2	7	2	3	1	6	5	7	2	2	0	5	3	1	0	1	3	2	1	2	4	0	3	12	2	2	10	1	2	1	2	11	3	2	4	3	1	3	4	9	1	3	2	0	10	0	2	0	0	3	2	3	3	4	1	5	3	8	0	4	2	1	2	2	5	1	2	1	1	2	1	0	4	3	6	9	3
G[Ins(T):R(8,)]C	1	5	0	1	0	4	1	6	2	2	1	3	2	5	4	1	1	1	3	0	2	1	2	4	0	1	0	0	1	0	3	3	7	2	0	0	0	1	1	2	2	4	1	0	1	1	9	1	108	0	1	10	6	0	4	2	0	4	0	1	6	3	1	3	5	4	3	2	5	0	2	2	5	0	2	0	0	2	0	0	0	4	5	2	2	12	0	1	1	4	3	1	1	2	0	2	5	5	0	4	5	3	1	1	1	1	1	3	2	2	3	3	1	4	11	6	1	2	0	5	2	1	1	3	5	0	0	0	0	0	0	6	4	1	1	1	1	2	1	3	1	17	3	3	2	3	2	2	0	3	2	3	0	5	3	3	0	0	0	6	6	2	6	2	1	1	1	5	1	2	23	0	2	2	1	15	3	1	3	0	2	1	0	15	0	14	0	6	3	5	4	2	1	5	2	4	2	0	1	15	6	0	4	3	4	1	20	2	7	4	3	2	3	1	2	3	2	2	1	5	7	2	0	0	2	3	4	0	4	1	4	365	13	1	2	1	12	7	5	0	2	3	10	5	5	8	7	4	0	3	3	22	4	0	5	10	1	5	5	1	8	3	4	6	1	0	5	0	2	8	6	2	4	3	3	2	2	6	3	0	2	2	1	3	0	2	13	0	8	11	6	1	1	4	1	0	1	11	8	7	19	0	13	2	1	1	4	1	2	1	2	3	6	7	1	3	1	3	10	2	1	4	6	1	2	4	8	3	6	2	1	2	3	12	1	5	4	9	8	4	5	2	0	0	184	5	2	2	6	1	1	5	30	5	5	1	10	1	2	2	3	3	5	2	5	1	4	4	0	0	0	4	2	1	2	3	0	1	8	4	1	16	0	6	1	2	9	3	2	0	2	0	2	5	7	1	3	0	1	2	0	1	3	1	2	2	4	3	5	4	5	4	3	1	3	1	0	1	2	1	2	2	7	1	6	4	0	5	1	1	6	3
G[Ins(T):R(8,)]G	0	0	1	1	0	1	0	9	5	3	1	2	2	4	8	3	0	2	5	2	1	4	2	7	4	1	1	4	4	0	2	4	5	8	0	3	0	3	1	1	1	5	3	0	3	4	3	2	213	0	1	8	10	7	2	3	3	3	0	1	2	2	2	2	3	8	5	0	5	4	3	1	3	2	5	0	0	0	2	1	1	6	2	1	0	14	4	4	1	5	2	12	0	5	4	3	4	4	2	0	2	3	1	2	3	3	1	5	2	4	2	6	1	4	5	6	0	2	0	1	5	2	0	2	6	2	1	1	0	3	2	4	6	2	2	4	3	2	0	3	1	30	1	6	0	6	4	6	2	2	1	4	3	4	8	1	1	5	1	5	2	2	4	1	3	2	2	6	2	0	20	0	4	4	4	12	5	0	2	2	5	6	1	12	1	6	2	5	2	5	2	2	12	3	1	8	4	3	0	13	6	1	6	6	2	5	18	2	7	3	5	7	3	1	1	9	6	5	1	3	6	1	2	2	2	1	4	1	5	5	1	516	12	4	6	1	8	8	3	0	4	11	8	2	2	13	8	2	3	1	5	18	2	1	0	8	3	1	3	6	9	7	3	8	3	1	8	2	1	8	1	1	2	1	11	8	1	6	4	0	2	4	3	3	4	4	14	0	1	8	5	2	0	4	2	1	2	20	7	5	14	3	21	3	2	1	2	0	3	2	4	5	6	15	1	1	0	5	10	0	3	5	1	4	2	5	6	0	3	9	0	5	3	15	3	6	4	13	6	2	3	3	0	3	336	4	3	2	10	3	1	4	31	3	2	1	6	0	5	3	6	4	6	1	3	1	3	3	2	2	2	2	2	2	2	1	1	4	9	5	0	18	0	3	8	8	8	1	1	1	3	1	7	0	7	6	1	4	0	1	1	0	1	0	2	3	3	3	8	1	2	7	8	3	6	1	1	0	4	3	1	2	2	0	2	1	1	1	1	5	8	4
Del(2,4):R1	10	34	14	15	4	11	19	11	12	26	26	6	17	37	26	57	27	24	21	5	3	9	19	13	30	3	18	3	14	1	83	56	74	27	20	17	23	4	17	14	10	7	0	2	13	34	63	7	67	8	27	20	8	16	26	14	13	3	24	7	115	5	25	3	13	8	24	10	59	14	38	11	330	17	13	1	15	10	62	10	5	35	13	7	9	14	11	24	13	17	23	25	8	15	17	10	6	70	18	13	6	14	4	40	15	14	4	21	10	1	15	14	6	14	12	27	9	17	8	10	13	15	4	11	14	9	14	4	3	26	5	10	18	6	12	28	2	8	6	12	36	22	18	13	5	18	6	19	9	5	20	16	7	70	13	22	7	43	11	15	18	4	5	4	6	13	16	9	2	11	28	8	8	12	30	11	6	21	14	28	5	17	10	17	3	79	5	6	28	2	15	25	16	9	11	12	11	18	4	14	62	14	4	10	8	3	15	16	20	4	15	24	13	6	96	14	24	12	8	21	30	19	13	4	7	12	7	26	8	29	11	250	18	7	42	7	10	92	16	4	13	18	37	15	15	21	24	10	24	10	2	39	9	6	7	14	5	28	9	20	22	22	13	33	37	3	66	16	23	9	6	12	15	99	8	19	13	14	6	11	7	3	5	10	21	19	67	12	26	58	14	26	25	13	13	8	9	35	13	14	51	41	18	19	8	7	13	4	11	10	6	6	40	8	9	19	10	36	26	8	9	48	22	10	8	28	37	29	14	30	27	15	10	22	12	10	52	5	10	3	23	20	4	6	67	15	4	13	21	18	7	23	10	28	25	5	33	11	11	18	7	27	7	14	4	13	14	5	7	6	4	26	21	6	26	12	5	26	26	25	5	58	4	52	21	30	89	11	9	11	15	6	3	37	20	11	13	26	10	21	7	12	2	4	15	4	17	25	8	6	5	4	15	15	34	17	5	10	9	1	11	7	14	10	15	42	10	67	34	29	18	8
Del(5,):R1	14	36	53	19	7	26	31	7	8	54	82	6	27	94	29	159	61	24	31	6	7	9	34	6	59	9	32	8	11	4	243	62	106	30	32	54	43	4	55	41	23	7	4	15	30	103	147	5	73	14	67	23	6	66	61	8	37	10	39	22	342	3	52	6	7	16	45	37	29	32	47	24	90	37	23	15	25	39	159	13	5	51	5	6	11	49	21	71	14	62	53	60	10	13	38	11	8	151	36	9	17	22	9	122	27	47	10	38	24	14	27	47	7	28	19	28	16	71	15	37	30	23	25	50	29	16	36	4	17	38	19	15	26	34	30	56	13	17	35	26	67	34	47	11	19	18	20	56	21	7	24	31	9	266	17	35	20	65	17	13	18	15	16	15	21	22	66	11	11	37	46	18	57	30	54	48	14	6	48	37	17	52	28	13	6	175	26	17	78	34	16	39	20	23	22	22	12	34	12	34	247	29	12	26	14	8	94	36	34	2	23	56	35	11	10	18	43	18	10	22	30	23	53	31	13	33	32	51	7	31	38	326	34	46	41	46	17	91	45	50	37	29	82	36	40	65	65	24	102	49	16	22	24	32	15	50	27	84	61	59	62	52	29	78	72	23	237	29	40	10	15	36	34	35	23	55	42	35	38	20	43	14	55	29	40	35	128	29	62	102	30	115	79	14	37	28	21	91	39	40	33	92	15	56	42	26	47	16	19	32	25	13	25	43	32	44	16	100	27	26	24	154	63	36	25	61	96	103	62	79	44	45	52	31	49	41	167	41	42	4	47	48	15	11	15	39	15	23	45	50	26	17	24	52	46	30	105	30	33	42	15	51	15	17	11	15	50	14	29	27	26	90	51	24	62	40	25	67	53	90	31	203	17	114	38	73	143	32	20	46	19	20	17	89	29	22	48	52	18	23	10	10	8	2	50	8	20	37	41	31	10	17	10	18	51	31	24	23	52	13	31	36	35	25	43	122	33	282	59	58	43	18
Del(2,8):U(1,2):R(2,4)	5	15	5	9	9	9	9	3	10	8	27	2	8	20	7	29	6	21	18	8	3	7	13	10	10	4	47	5	8	3	42	20	49	18	5	7	14	8	11	8	10	10	4	6	16	19	30	12	171	4	20	15	8	6	13	9	10	7	7	12	48	4	23	2	10	3	14	12	285	22	19	12	1777	20	23	5	8	9	23	4	9	11	8	4	7	19	9	13	8	11	20	12	8	7	9	13	6	38	5	5	8	11	7	35	18	10	5	15	13	4	5	13	11	11	16	13	12	11	2	15	13	51	6	6	26	12	10	4	7	12	8	21	12	7	15	16	7	7	7	7	47	24	20	22	5	13	8	15	7	3	17	19	13	49	4	15	8	90	13	21	13	9	19	5	14	15	8	9	3	6	42	9	17	14	22	18	9	21	13	10	6	11	18	71	3	49	3	15	19	11	6	16	17	8	23	9	15	11	8	14	53	63	8	6	6	4	18	14	18	2	15	18	12	3	300	6	48	8	11	9	40	28	7	7	5	21	17	13	4	22	10	551	39	10	111	2	48	243	13	4	11	45	28	7	16	18	10	7	13	18	7	102	14	7	17	19	7	23	17	15	19	16	3	30	24	1	43	15	21	10	9	9	9	681	25	17	9	8	7	9	12	11	7	11	22	21	34	8	21	81	16	20	35	11	9	5	4	33	14	14	27	102	35	12	7	6	8	0	10	11	4	7	61	9	11	11	10	14	45	4	9	35	17	6	7	19	12	20	44	28	6	21	7	62	12	32	40	12	10	7	15	13	4	7	229	14	8	13	18	17	15	12	22	15	24	4	36	10	15	7	13	31	14	4	7	10	22	3	7	7	8	15	10	8	15	16	8	15	23	18	8	79	3	33	25	17	406	8	3	6	10	4	8	27	31	12	14	14	6	56	2	6	7	1	15	6	64	99	17	8	11	11	14	71	14	6	2	15	11	10	10	8	19	4	17	26	10	50	16	24	86	9
Del(2,):U(1,2):R(5,)	0	7	3	3	0	3	3	1	1	4	7	2	8	8	4	18	1	6	11	1	0	2	5	5	6	0	9	1	2	0	19	5	7	5	2	3	2	0	8	3	1	4	0	3	2	7	16	4	238	0	6	3	4	6	3	1	7	2	3	3	21	0	3	0	6	2	7	5	29	6	9	4	111	7	16	0	9	5	24	9	2	4	5	10	7	8	4	7	2	10	10	7	7	2	8	4	7	17	7	11	2	10	8	15	8	5	2	8	2	4	3	4	6	8	2	12	3	2	3	6	5	14	8	5	7	1	7	2	1	6	1	7	5	1	5	2	4	5	5	6	16	7	2	5	3	2	5	11	8	5	8	6	1	15	2	2	3	21	10	6	9	5	3	6	1	7	6	6	1	7	116	5	4	11	10	5	5	15	8	8	1	9	14	13	0	24	5	3	14	5	5	10	8	10	13	10	6	4	11	10	25	16	2	0	1	4	5	6	9	2	11	6	5	2	31	3	8	5	2	12	27	9	7	10	2	9	3	5	7	6	3	1494	10	5	28	0	12	31	11	0	6	17	18	6	12	18	14	3	5	7	2	27	10	4	4	6	2	6	11	10	14	11	7	16	10	4	21	7	8	7	5	1	3	52	7	6	2	6	7	3	5	3	5	5	11	7	34	3	7	22	12	7	7	14	1	5	7	16	11	9	9	19	15	11	1	5	3	4	6	10	5	3	23	9	4	7	4	8	12	5	4	13	8	2	9	7	11	10	12	8	9	3	8	23	5	4	14	6	5	3	6	4	4	4	299	8	1	3	13	17	5	10	9	4	7	3	15	6	4	12	5	12	15	12	8	4	5	3	2	4	5	6	9	5	8	10	6	11	20	9	6	25	0	15	14	8	56	6	1	6	5	3	2	12	13	3	5	5	1	15	2	1	4	0	9	2	2	38	5	4	2	4	9	11	8	6	4	8	9	2	5	4	7	8	5	7	6	24	10	8	23	9
Del(3,):U(3,):R2	4	5	6	6	4	6	5	7	5	6	9	7	11	28	5	12	6	13	9	7	2	5	9	8	7	2	42	2	4	0	24	11	18	8	1	12	6	2	9	7	1	6	2	4	9	14	23	6	121	2	12	12	10	7	17	22	5	12	5	7	34	9	7	5	11	6	9	11	223	15	4	9	214	13	14	2	7	7	11	4	6	15	6	4	10	13	3	10	4	11	5	3	5	4	6	8	4	20	6	4	1	2	3	12	7	4	11	11	6	4	1	7	4	8	13	13	6	15	8	12	7	41	3	6	15	5	12	1	1	10	5	17	10	6	8	9	6	6	7	9	30	11	8	17	2	13	11	10	7	4	6	8	3	27	9	6	3	54	12	15	10	4	10	10	4	10	4	1	1	6	16	8	5	9	10	13	5	28	4	10	3	8	6	57	1	35	6	8	21	9	4	5	22	5	14	3	8	6	2	18	59	39	2	2	3	6	20	7	9	2	12	14	7	4	29	11	7	16	7	0	33	20	16	1	4	10	4	9	4	19	4	269	30	6	70	2	42	33	12	0	17	29	19	6	4	10	12	2	11	6	6	99	11	4	3	12	7	10	4	8	8	22	7	26	16	8	16	11	15	9	3	4	6	44	14	8	6	8	5	4	5	2	12	8	18	10	27	4	10	64	14	14	20	7	4	2	2	20	34	33	20	60	26	10	3	4	6	4	5	7	5	5	10	8	8	19	2	1	39	3	3	10	17	3	5	19	19	9	31	16	2	10	7	20	10	24	30	5	22	6	11	6	5	8	131	6	7	10	14	19	9	13	27	12	9	7	22	6	9	10	5	20	6	6	3	4	13	6	4	6	1	7	6	13	15	1	4	15	19	8	8	59	6	18	8	10	299	7	6	3	7	3	4	25	23	12	6	9	4	34	3	3	4	2	9	6	8	68	7	7	5	4	14	54	1	8	5	8	10	2	8	6	13	4	8	32	7	21	20	17	74	6
Del(3,):U(3,):R(3,)	2	2	1	5	2	1	3	1	2	4	6	1	3	13	1	2	3	2	3	0	2	2	3	3	3	0	19	3	1	0	8	5	5	2	1	6	2	1	1	2	3	5	1	1	3	4	11	1	87	0	6	0	2	3	4	9	2	6	1	4	18	0	4	0	3	6	7	5	80	5	1	3	59	4	10	0	1	2	3	2	2	6	5	2	5	4	4	5	3	2	3	7	4	1	1	3	5	3	6	1	3	6	4	5	3	5	2	3	2	2	3	3	1	10	2	7	3	2	2	4	7	22	1	1	23	4	3	3	1	2	5	14	4	2	5	9	2	6	3	6	13	12	3	4	3	5	5	1	1	1	5	4	2	9	3	4	2	39	2	5	2	2	4	2	4	4	5	7	3	1	11	1	2	7	5	3	3	12	2	0	1	4	6	18	1	15	2	5	4	1	5	1	9	4	13	5	6	2	3	23	23	18	4	4	2	4	11	3	8	7	5	8	5	1	8	1	3	8	5	1	31	8	2	3	1	6	2	5	6	17	6	234	16	2	31	3	19	11	4	0	9	23	7	5	1	8	3	5	2	2	4	34	1	3	4	5	6	5	7	4	4	8	4	8	4	3	7	6	5	2	3	3	4	20	4	4	3	2	4	0	4	8	2	9	8	3	5	3	4	32	3	2	11	2	4	3	2	12	13	9	10	36	11	3	6	1	2	2	1	3	1	1	4	4	1	5	0	1	18	0	5	7	5	3	5	6	6	1	10	9	5	7	5	12	1	20	11	3	8	4	2	3	1	3	133	4	1	6	7	8	0	6	3	5	2	1	9	2	3	5	2	15	9	3	3	1	9	1	6	3	2	2	3	5	2	3	2	4	17	6	1	34	2	10	10	4	163	4	3	1	3	1	2	9	28	6	2	9	0	28	3	3	1	0	3	1	1	41	4	4	2	2	8	25	1	0	1	4	1	0	2	3	7	3	5	11	3	13	7	5	54	5
Ins(2,4):R0	4	11	2	3	1	4	7	6	3	10	10	1	6	23	20	30	9	5	4	0	0	1	3	1	22	3	7	2	4	0	20	61	15	8	2	2	8	2	2	4	4	2	1	0	4	10	29	6	25	2	6	5	3	3	14	0	4	1	4	3	58	2	10	1	5	4	6	3	5	4	15	4	8	2	1	0	1	6	18	2	3	9	1	10	3	12	4	2	2	6	7	5	4	1	3	2	1	21	4	5	4	4	2	19	9	3	1	53	13	10	28	17	5	49	10	55	12	25	10	21	11	19	12	18	18	6	30	6	4	33	16	25	21	5	22	60	6	11	5	10	38	19	26	20	10	30	59	56	3	6	25	43	15	79	14	46	17	109	17	33	43	19	18	16	7	25	25	24	6	17	43	17	22	10	42	32	22	19	16	50	18	67	43	14	2	238	16	16	33	18	7	59	18	18	23	27	11	17	18	25	137	11	13	13	11	3	37	51	30	10	30	22	35	5	19	20	18	14	16	20	35	46	13	8	23	21	9	33	20	32	35	409	36	10	43	9	25	40	23	15	26	19	111	24	56	23	15	21	46	17	10	36	11	16	12	26	17	70	27	74	26	51	36	23	59	16	90	10	41	23	14	23	28	34	54	50	18	18	17	8	9	3	18	20	18	23	157	12	25	69	23	23	40	44	19	12	10	45	18	21	21	59	21	37	7	10	20	5	13	22	16	15	22	29	29	21	17	61	57	12	15	54	55	11	19	39	78	109	19	24	23	21	13	33	28	22	71	26	17	8	43	25	7	11	170	20	8	13	55	17	23	45	25	30	51	9	79	8	34	30	16	62	24	12	7	11	23	15	10	10	15	41	20	14	29	16	7	33	72	42	6	66	9	77	116	40	57	14	10	15	23	12	14	36	24	13	36	55	5	21	4	10	8	1	44	16	11	37	22	17	20	22	15	15	58	20	9	22	22	6	15	12	15	8	23	65	5	63	34	119	33	19
