MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
Del(5,):R1	15	17	9	8	55	0	18	4	25	45	12	14	3	9	61	22	14	14	31	16	2	25	8	2	12	17	18	20	17	53	9	17	3	3	26	17	9	17	22	25	31	27	19	27	33	50	43	14	26	26	33	52	12	130	18	14	31	35	21	27	16	14	24	48	34	20	4	28	24	34	23	17	19	20	16	32	39	27	22	23	16	18	27	18	30	37
Del(2,8):U(1,2):R(2,4)	19	68	13	18	116	0	24	4	55	90	5	62	4	6	184	42	20	16	68	29	4	17	11	1	53	19	32	165	9	18	5	58	1	4	40	10	13	32	46	48	47	46	76	18	92	47	23	21	78	49	44	59	38	73	37	24	36	55	46	53	26	30	60	48	51	52	5	37	65	41	51	92	46	48	36	84	50	59	25	22	28	37	49	38	27	138
Del(2,):U(1,2):R(5,)	6	13	2	4	24	2	5	2	14	15	2	10	3	2	35	13	4	5	12	3	2	6	2	1	6	7	8	22	2	3	6	11	0	0	10	2	11	7	11	10	10	13	13	11	14	11	7	9	28	12	12	15	12	24	10	9	14	20	11	14	15	7	13	12	26	24	0	6	33	14	12	15	28	10	8	22	14	16	10	3	8	11	9	10	12	35
Del(3,):U(3,):R2	12	22	10	17	12	2	10	1	18	28	8	15	6	8	48	21	30	12	9	5	7	8	8	1	9	21	11	6	17	23	20	18	7	3	10	11	12	8	17	5	10	17	23	7	25	19	16	15	14	14	13	28	13	42	8	7	10	21	18	13	8	9	20	15	21	27	4	6	11	19	27	7	15	20	7	15	15	16	16	15	12	10	18	14	14	28
Del(3,):U(3,):R(3,)	3	3	6	6	2	0	2	0	5	6	0	6	2	1	15	10	8	8	3	2	1	4	1	0	1	12	7	3	9	7	8	3	3	2	5	7	9	7	3	6	6	7	10	5	5	8	5	5	1	10	6	13	1	20	3	1	9	5	6	10	9	3	3	9	22	11	3	4	7	7	7	4	12	14	7	7	10	5	2	4	5	1	4	7	7	12
Ins(2,4):R0	3	5	4	1	9	0	5	0	7	5	2	2	0	0	21	7	4	0	6	4	0	3	2	0	8	6	1	10	0	3	0	7	1	2	2	4	2	3	7	10	3	7	12	2	10	6	6	0	11	8	7	14	1	13	5	1	6	8	3	10	2	5	29	16	6	10	0	5	12	6	5	7	9	7	1	14	14	5	7	3	6	5	6	2	6	33
Ins(5,):R0	3	3	0	0	2	0	0	0	2	0	0	1	0	0	9	2	3	0	3	1	1	1	1	0	0	2	3	2	4	2	1	0	0	0	0	1	2	1	4	0	3	3	9	2	2	3	5	1	2	0	4	17	2	10	1	0	2	1	2	4	1	1	3	5	3	2	0	1	2	5	6	6	1	4	1	4	8	6	2	4	2	1	3	2	2	7
Ins(2,4):R1	2	14	6	1	12	0	8	2	4	6	2	3	1	1	21	11	11	7	6	2	2	5	6	0	5	8	13	10	3	11	6	5	1	1	7	2	4	7	6	6	9	6	12	5	11	10	6	4	11	9	11	18	6	10	4	3	14	9	9	17	8	7	8	11	12	9	0	5	7	10	2	6	5	11	8	5	5	9	8	3	7	4	5	4	7	13
Ins(5,):R1	8	8	9	6	12	0	8	0	2	6	2	3	1	1	33	5	10	9	6	5	1	7	3	0	4	10	4	6	5	14	13	3	2	1	9	6	4	5	7	8	8	14	12	9	14	9	9	7	6	6	4	22	8	35	4	6	15	9	6	7	5	6	11	14	19	15	0	2	13	7	12	7	9	9	5	9	16	19	11	2	4	6	8	13	9	17
Ins(2,):R(2,4)	6	11	4	2	24	0	4	2	9	16	2	8	1	1	26	16	7	6	8	3	1	3	0	0	3	5	13	22	2	2	3	7	0	1	5	4	5	2	10	15	7	7	11	7	22	15	9	6	8	7	8	9	6	24	6	7	25	8	7	7	5	7	15	10	13	18	1	7	17	14	13	15	9	13	4	16	11	17	12	3	5	12	10	8	9	34
Ins(2,):R(5,)	3	10	3	3	13	0	1	1	4	3	2	0	3	3	11	3	6	7	1	2	3	2	3	0	1	4	6	3	2	5	4	6	2	0	2	1	6	3	8	4	11	2	13	18	9	5	21	6	9	12	10	15	5	10	5	2	11	5	5	8	9	3	16	13	18	47	4	2	3	12	5	4	5	27	7	18	14	20	17	6	15	7	7	8	7	23
Del(2,5):M1	22	28	15	15	37	1	11	1	15	44	10	27	2	3	93	18	19	9	37	10	1	11	12	1	22	18	20	43	9	16	13	30	0	4	21	14	7	9	24	27	29	21	31	9	46	21	22	10	19	17	25	32	16	47	26	9	26	18	14	23	17	19	29	25	28	31	1	18	23	23	22	26	25	16	10	33	27	24	20	16	21	21	16	17	9	31
Del(3,5):M2	8	16	12	15	16	0	7	1	4	24	8	10	6	3	37	6	16	9	14	7	2	0	3	0	10	13	6	12	12	25	16	6	6	5	6	13	10	2	8	5	15	6	27	14	11	15	19	12	8	12	10	27	6	51	6	7	15	21	8	15	8	5	16	20	14	10	2	15	7	10	14	13	7	20	6	9	6	9	14	12	7	2	14	7	10	14
Del(4,5):M(3,4)	2	15	5	3	4	0	5	1	3	6	6	3	5	0	21	7	8	4	4	3	2	3	2	1	5	12	4	5	7	13	7	4	3	1	8	4	9	8	3	8	6	7	6	4	8	6	3	2	4	8	0	11	5	36	2	6	5	5	4	7	4	2	3	13	10	12	4	2	3	6	15	7	6	9	3	5	8	9	6	4	3	4	13	10	8	3
Del(6,):M1	13	17	15	11	35	0	19	1	18	42	18	13	3	3	76	16	19	7	28	4	3	19	9	2	12	18	21	18	12	48	19	18	0	2	13	9	8	26	24	16	14	33	16	18	19	41	28	14	13	18	19	63	18	146	14	8	24	30	20	28	21	17	25	43	33	19	5	29	16	26	29	18	30	16	15	27	26	31	18	11	15	14	33	13	33	29
Del(6,):M2	12	20	8	10	37	0	17	1	8	33	13	11	1	4	129	12	11	9	18	10	3	7	6	0	9	9	12	16	11	40	5	8	1	3	16	6	2	8	17	11	14	29	21	10	18	29	35	11	10	19	19	89	6	299	17	7	21	20	11	31	14	14	20	63	29	31	4	27	15	21	15	23	15	14	11	22	20	30	15	23	17	16	29	6	15	19
Del(6,):M3	8	8	5	4	30	0	3	0	6	25	4	6	4	2	95	6	8	3	16	2	1	6	1	1	6	8	6	3	2	30	3	6	1	3	6	0	4	7	9	7	8	16	16	11	12	23	28	10	3	4	4	64	9	212	3	8	13	12	9	11	7	5	15	28	22	13	2	17	15	9	5	10	11	10	5	4	24	23	11	8	11	5	11	1	5	13
Del(6,):M(4,)	8	8	6	6	29	0	11	2	5	11	0	9	1	2	76	5	6	5	11	6	1	1	2	1	7	8	8	8	2	26	5	7	0	0	13	4	4	5	11	13	11	19	14	9	9	22	23	14	17	7	12	57	7	224	5	3	11	10	9	14	13	7	17	38	21	14	1	26	13	7	14	16	8	8	9	16	31	26	20	16	16	5	28	8	7	18
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
