MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
G[Ins(T):R(8,)]A	10	6	11	10	2	12	5	0	6	9	9	7	6	23	15	6	12	10	10	2	22	18	3	6	5	28	25	2	519	16	913	432	5	5	5	11	11	14	8	4	22	9	2	4	27	9	9	19	6	11	73	6	4	42	6	11	9	25	7	18	18	8	12	8	7	29	14	8	11	7	5	1	3	14	18	41	20	11	3	12	4	5	4	2	1
G[Ins(T):R(8,)]C	5	12	10	7	1	9	10	1	4	6	14	4	7	13	14	6	17	8	14	0	15	11	4	8	15	25	26	1	420	20	927	400	5	3	4	7	16	4	7	2	23	13	1	5	30	15	19	21	12	20	72	11	6	34	5	8	5	21	3	15	26	11	9	3	1	10	8	6	11	12	6	1	2	34	21	53	14	11	3	14	3	7	3	2	1
G[Ins(T):R(8,)]G	10	5	14	13	4	17	3	3	8	6	18	10	9	11	8	3	6	8	12	3	24	22	2	5	7	31	29	1	628	24	1189	555	13	7	1	6	9	9	15	3	21	18	2	4	32	9	11	10	6	16	79	6	8	45	7	8	14	20	7	18	30	8	9	5	3	18	11	6	14	15	5	0	5	17	25	52	23	9	4	14	3	5	5	4	2
Del(2,4):R1	1	7	12	7	2	17	11	8	3	2	14	7	15	21	20	17	19	8	23	6	12	17	5	6	8	19	25	7	343	16	480	218	11	8	13	8	16	12	8	13	5	15	10	6	10	18	12	21	8	12	45	11	37	18	9	5	7	16	11	12	19	12	7	2	6	16	12	26	8	5	5	4	5	10	6	27	33	9	6	9	2	13	16	9	8
Del(5,):R1	7	17	14	19	3	41	15	16	3	11	26	27	33	23	25	28	28	30	60	17	18	28	21	17	42	41	44	55	32	15	53	21	26	21	44	8	19	21	25	34	33	55	22	23	11	50	75	42	41	13	17	10	71	41	47	31	16	14	9	19	32	41	21	9	12	32	14	137	15	20	7	10	11	21	13	17	116	25	21	23	11	32	19	13	9
Del(2,8):U(1,2):R(2,4)	13	13	45	16	5	22	13	6	6	5	15	10	27	29	27	11	14	12	18	5	31	18	5	12	5	40	37	11	755	29	1173	609	14	13	9	10	13	13	13	10	14	20	7	4	16	13	14	20	13	19	77	14	40	26	11	10	9	28	10	9	32	13	13	7	15	17	13	23	16	10	12	2	9	17	18	68	35	20	12	13	10	12	14	15	15
Del(2,):U(1,2):R(5,)	1	5	17	9	3	13	10	3	3	1	10	8	6	9	5	3	7	8	16	4	5	7	1	7	6	23	5	2	1553	6	2936	1408	3	4	2	1	11	7	5	2	6	8	2	5	5	8	9	20	6	1	41	2	12	5	10	5	3	11	2	2	15	8	8	0	1	2	6	9	13	6	3	6	4	12	6	24	16	9	5	9	1	6	5	8	3
Del(3,):U(3,):R2	16	10	29	16	7	40	13	14	6	6	25	17	10	28	31	9	29	14	21	8	17	28	3	8	11	38	25	16	528	34	771	464	13	11	17	11	28	18	12	12	21	17	2	9	29	23	25	23	11	11	76	6	19	25	10	13	4	22	16	7	35	12	14	5	18	19	18	23	11	9	8	4	7	19	18	43	30	24	4	13	10	19	10	8	10
Del(3,):U(3,):R(3,)	9	6	14	6	3	13	7	2	3	5	12	7	10	14	8	1	16	6	20	3	8	8	0	4	4	23	19	9	451	6	659	342	5	7	8	5	13	6	7	2	10	3	4	4	13	15	14	27	10	9	58	6	10	9	4	6	2	19	7	3	18	2	7	2	2	7	7	17	5	6	3	1	3	11	8	31	23	10	3	10	7	5	5	1	3
Ins(2,4):R0	3	10	12	20	25	12	14	9	9	7	13	9	9	23	7	21	24	20	41	9	10	15	9	10	14	37	19	7	442	27	652	217	7	6	5	10	18	25	21	6	9	12	1	8	22	10	15	31	14	10	70	7	13	20	17	15	9	26	10	16	26	13	10	1	6	12	10	28	8	9	7	11	4	17	19	65	43	16	8	17	3	8	6	12	3
Ins(5,):R0	23	21	21	47	16	66	44	18	10	14	50	42	33	37	37	52	47	68	103	42	30	50	48	28	75	73	78	15	400	25	596	187	41	35	64	16	20	45	50	62	57	35	24	39	22	62	145	69	53	27	92	9	15	63	73	51	23	41	15	40	60	59	35	20	23	37	27	68	16	40	8	14	20	21	23	57	139	42	34	44	19	50	38	18	7
Ins(2,4):R1	9	7	6	7	7	7	6	3	8	5	4	3	4	10	9	6	8	5	14	2	4	3	2	7	9	15	15	7	43	7	70	39	10	7	4	8	9	7	9	6	5	8	2	1	6	10	4	15	7	4	25	4	9	19	7	5	6	9	9	4	6	4	4	5	2	5	6	5	6	7	4	4	5	13	6	20	13	5	7	9	4	8	2	5	1
Ins(5,):R1	2	11	4	10	4	9	2	1	3	8	8	5	10	10	6	6	7	9	19	5	4	6	3	5	10	15	12	5	14	13	36	17	6	2	4	5	6	11	8	9	4	7	0	5	8	6	6	14	3	2	32	2	7	13	3	4	4	13	6	7	10	8	4	4	1	7	4	17	6	8	3	5	8	22	7	21	27	6	4	3	4	3	7	5	1
Ins(2,):R(2,4)	0	2	12	9	7	14	8	4	6	6	9	3	5	9	5	5	10	8	23	6	13	6	2	9	3	25	11	3	336	11	512	214	7	7	1	9	6	9	11	7	6	15	2	5	6	5	7	22	5	8	46	3	4	15	8	7	2	19	7	12	26	3	7	8	4	8	11	11	9	4	2	2	4	8	14	26	25	7	7	9	2	1	7	6	5
Ins(2,):R(5,)	10	9	11	23	3	17	8	9	7	6	27	5	7	18	17	15	28	15	36	6	29	16	3	12	15	63	33	8	1854	30	2866	1420	9	6	4	16	15	15	18	6	18	10	4	2	22	17	14	42	12	18	187	5	14	56	10	16	13	46	9	19	42	8	14	5	6	10	14	12	13	17	9	1	8	34	42	88	28	19	13	23	8	5	8	2	5
Del(2,5):M1	7	7	24	6	7	12	14	11	10	6	16	14	16	23	22	11	13	13	19	10	11	24	7	7	13	31	23	8	321	20	526	242	11	9	14	8	13	15	16	15	7	19	4	13	9	25	24	21	13	14	58	10	50	14	13	6	3	16	10	11	31	13	12	6	10	10	12	26	6	11	11	10	10	13	12	33	48	15	9	14	5	15	14	9	10
Del(3,5):M2	6	7	15	10	4	21	13	5	6	1	19	10	3	17	12	9	10	8	11	4	9	7	3	11	7	24	14	12	328	18	481	288	12	6	6	10	10	8	12	9	11	13	1	16	13	13	9	12	8	13	35	7	23	13	4	11	4	10	5	4	19	21	5	6	6	11	9	17	12	8	5	4	5	12	8	32	47	9	8	9	6	12	9	6	6
Del(4,5):M(3,4)	4	7	13	5	2	5	6	5	8	5	6	10	4	6	11	3	9	8	9	2	2	6	0	3	2	12	10	10	126	15	210	97	2	4	6	3	9	11	11	5	10	7	1	15	13	12	11	12	12	1	17	5	8	8	14	1	0	13	10	5	11	14	5	2	5	7	4	16	6	6	3	2	4	8	6	16	25	9	0	7	3	7	6	5	1
Del(6,):M1	7	13	7	11	6	19	4	7	3	3	21	12	22	15	16	8	17	19	55	12	9	19	2	14	14	22	22	53	82	24	122	70	20	4	9	8	11	24	16	16	9	68	11	38	11	28	33	42	11	7	29	6	78	28	32	9	9	16	9	8	18	53	15	7	10	15	13	125	10	13	1	7	10	20	9	27	116	8	14	7	2	17	14	10	5
Del(6,):M2	3	7	10	8	2	10	8	8	5	3	8	6	14	16	11	6	9	7	42	3	7	10	1	6	7	12	15	62	20	8	28	12	7	2	15	7	8	11	10	6	7	54	7	54	7	19	25	41	16	7	24	4	60	26	25	6	5	8	9	3	20	62	8	4	6	39	6	251	7	13	5	3	6	11	11	23	210	6	11	8	5	6	6	4	4
Del(6,):M3	0	9	7	8	3	12	6	1	3	1	6	5	8	8	7	2	4	3	35	5	5	5	1	6	5	9	16	47	21	3	20	14	3	1	4	4	3	4	4	0	2	36	3	46	1	15	9	34	5	2	17	2	15	13	21	5	2	2	4	8	8	68	3	4	2	36	3	179	2	3	1	3	3	12	6	14	160	2	5	6	2	4	2	2	0
Del(6,):M(4,)	6	6	7	12	3	10	4	5	4	2	10	3	9	6	16	3	3	12	51	1	6	12	4	16	9	22	20	39	32	4	50	13	4	8	11	5	5	8	12	8	9	40	2	47	8	25	17	46	7	9	38	0	16	27	27	7	5	15	3	5	20	70	2	1	5	41	6	201	6	2	5	1	5	12	8	16	200	14	7	14	4	4	5	6	4
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
