MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
C[Ins(T):R(0,4)]G	6	4	11	6	4	7	29	23	6	5	2	13	4	10	9	10	6	9	7	10	5	9	1	9	7	6	4	8	9	4	1	0	3	18	2	10	1	6	6	3	8	1	5	4	9	4	5	5	0	4	2	3	12	7	5	6	1	3	5	28	4	3	1	7	4	7	4	6	1	3	6	4	3	4	3	6	9	2	4	11	6	0	8	30	10	2	5	3	0	8	2	4	7	8	6	16	4	2	5	1	2	7	4	4	5	6	3	5	14	96	7	3	7	12	3	7	2
G[Ins(T):R(0,4)]A	5	6	10	5	3	5	14	23	12	4	9	8	11	9	38	13	4	3	7	15	9	7	1	17	7	4	5	8	12	24	1	9	6	16	4	10	4	11	6	2	14	9	13	4	10	5	4	2	1	2	5	7	8	7	6	6	2	4	8	14	5	8	3	6	3	2	2	4	2	6	6	9	9	9	2	6	9	2	5	13	6	7	9	7	6	2	9	1	2	8	0	3	5	4	7	6	5	0	9	2	7	4	4	3	5	9	5	7	9	25	8	8	6	7	6	5	2
G[Ins(T):R(0,4)]C	3	2	4	5	0	4	6	10	1	6	2	3	1	4	5	3	1	3	2	2	5	1	0	7	5	5	1	6	3	2	0	2	4	7	2	7	0	6	1	4	2	1	1	1	4	2	3	0	0	1	1	0	5	3	3	1	0	4	1	6	1	0	2	6	0	0	0	1	0	1	3	4	0	3	3	3	3	1	1	4	1	5	3	7	1	4	5	0	0	3	0	3	4	5	5	4	1	1	2	0	1	4	4	3	1	1	2	0	2	25	3	3	2	6	0	2	2
G[Ins(T):R(0,4)]G	7	8	10	5	3	4	9	17	4	4	9	8	1	6	15	9	8	2	5	8	5	9	1	13	4	0	2	9	16	3	0	2	3	15	3	8	3	11	2	8	8	2	6	3	9	1	2	2	1	3	2	1	8	5	5	6	2	8	8	10	5	2	6	13	1	1	2	9	4	2	7	8	10	5	4	5	9	2	2	9	4	9	7	31	3	4	6	1	1	8	0	2	3	6	8	7	5	0	3	1	2	3	8	5	6	8	5	4	8	90	7	1	3	7	2	7	4
A[Ins(T):R(5,7)]A	6	8	13	3	8	5	12	6	14	2	12	10	4	6	2	28	11	24	21	14	14	6	0	8	6	12	8	5	14	16	2	2	4	13	4	5	2	9	5	7	9	3	13	4	3	1	5	0	9	7	3	9	29	3	16	3	5	5	8	12	5	9	9	6	4	39	2	6	6	5	11	11	5	18	3	1	6	2	2	5	6	14	3	185	7	16	5	2	1	8	1	7	4	5	7	8	5	1	3	2	4	7	5	4	4	7	8	6	8	480	5	5	4	6	1	21	1
A[Ins(T):R(5,7)]C	6	3	7	2	8	4	15	12	21	1	7	13	1	2	4	25	10	21	18	11	24	5	2	6	6	4	8	5	16	31	3	3	3	17	8	8	0	8	5	5	7	6	6	5	8	4	6	1	11	8	6	9	25	2	18	8	3	4	1	17	7	8	7	2	10	31	3	4	2	8	6	10	3	16	3	3	13	1	1	1	4	19	8	159	7	20	16	3	2	13	0	8	4	5	5	8	5	1	1	5	5	5	2	1	8	5	7	5	5	460	0	7	6	6	2	12	4
A[Ins(T):R(5,7)]G	6	6	9	5	8	10	20	6	19	5	6	8	3	3	4	27	13	19	28	10	17	2	1	9	3	6	10	6	9	26	5	3	8	18	6	15	2	8	5	3	4	6	11	5	3	1	6	1	18	2	6	9	29	3	29	8	3	8	8	11	9	14	5	4	6	51	2	4	2	8	15	8	4	23	0	3	7	2	4	3	5	15	9	281	10	17	11	3	1	9	1	15	4	5	4	10	10	0	10	3	2	13	6	8	7	5	9	2	17	611	11	8	7	7	0	29	5
C[Ins(T):R(5,7)]A	0	1	1	4	6	3	4	4	9	0	2	10	2	0	0	8	3	10	8	3	9	1	1	7	1	2	5	2	3	6	0	1	2	15	1	2	1	2	0	2	3	1	2	2	5	0	2	0	1	2	0	3	9	2	6	4	1	3	6	6	1	2	0	2	1	12	0	1	2	2	4	6	2	8	4	2	2	2	2	1	3	6	6	64	1	8	2	3	3	5	0	1	0	3	4	10	3	1	2	3	2	2	0	2	3	3	1	2	5	186	2	0	0	2	0	8	1
C[Ins(T):R(5,7)]C	0	1	7	6	6	4	11	4	14	0	5	4	0	0	2	17	6	11	13	7	7	3	1	5	1	5	4	3	3	7	0	2	4	16	2	5	1	7	1	3	4	2	5	2	3	1	3	2	15	5	2	5	21	2	13	4	5	1	1	10	2	6	6	3	4	12	3	0	4	3	7	1	0	11	1	0	3	0	0	2	0	7	4	86	4	10	9	1	3	4	0	2	3	5	2	10	5	0	9	4	2	5	1	0	6	3	3	6	3	243	4	2	2	2	1	15	2
C[Ins(T):R(5,7)]G	1	5	2	2	0	1	8	12	15	0	4	11	0	2	2	17	2	10	11	6	12	3	0	9	1	3	2	1	2	16	0	4	3	10	4	8	0	4	1	2	3	3	1	1	3	2	4	1	3	1	3	1	9	2	7	3	4	1	2	6	1	4	1	3	9	17	2	3	4	3	3	5	4	13	1	1	1	2	2	1	2	10	3	132	4	8	1	3	0	8	1	7	1	1	4	3	0	1	6	6	1	8	2	1	6	3	6	2	7	301	1	5	0	3	0	7	0
G[Ins(T):R(5,7)]A	1	0	1	4	4	1	7	0	6	0	6	2	1	0	0	8	7	9	5	4	6	1	1	6	1	0	2	1	4	7	2	0	0	5	2	1	0	1	0	4	0	1	2	0	3	2	1	1	4	1	1	3	4	1	13	1	2	2	3	5	1	1	1	1	1	7	0	2	1	1	4	3	0	4	0	1	4	1	2	2	0	5	2	68	1	3	7	1	0	3	0	2	1	2	1	2	3	0	3	2	3	5	0	0	3	0	0	0	4	203	1	0	2	0	1	10	2
G[Ins(T):R(5,7)]C	3	1	3	2	8	5	8	5	6	1	3	5	0	1	3	12	2	7	6	3	8	2	0	2	2	6	4	3	2	10	1	1	1	9	1	3	2	5	4	0	4	2	8	2	3	2	3	1	0	4	3	1	10	2	9	3	5	0	3	10	2	3	1	2	5	16	2	6	2	2	4	6	3	12	2	1	3	0	2	0	5	14	5	106	5	11	4	0	0	4	0	3	1	1	1	1	2	1	2	3	5	3	1	3	4	2	1	1	7	233	1	0	0	1	0	14	0
G[Ins(T):R(5,7)]G	0	1	1	6	7	7	7	4	10	2	3	4	2	0	1	10	6	9	12	12	19	1	0	4	3	3	9	6	5	14	2	1	3	10	7	4	3	4	3	2	3	2	4	3	2	3	2	1	4	3	4	6	13	2	10	3	4	6	1	2	1	1	5	1	6	16	1	5	2	9	5	4	1	12	1	1	2	0	1	3	1	7	2	212	8	9	7	2	2	7	0	1	2	4	1	10	6	0	1	4	2	5	1	1	5	1	5	3	2	445	4	4	2	1	0	16	1
A[Ins(T):R(8,)]A	2	3	4	6	4	3	10	6	18	3	11	7	1	0	4	27	9	5	9	11	8	3	1	7	4	5	5	7	12	22	1	2	5	9	10	4	0	5	1	6	5	2	3	0	3	2	0	2	11	4	4	6	16	1	25	8	8	4	8	8	1	6	2	2	8	14	7	4	5	8	9	10	3	16	3	3	5	2	5	2	3	17	4	214	8	21	7	1	0	4	0	2	3	2	3	7	12	0	8	7	5	14	4	2	10	1	6	4	6	528	8	4	3	5	0	21	3
A[Ins(T):R(8,)]C	3	1	0	3	6	4	7	9	17	4	8	10	3	1	1	14	6	20	13	12	12	3	1	6	6	4	7	8	14	23	1	3	3	14	5	5	1	7	2	4	7	3	3	1	8	4	4	1	12	3	4	11	13	1	18	4	8	2	3	7	6	6	4	1	9	27	3	2	5	9	13	8	3	12	1	2	5	1	2	3	2	18	5	175	5	21	16	2	0	8	0	4	0	5	3	11	8	0	9	4	4	8	6	2	10	1	4	3	3	526	3	4	4	1	0	21	5
A[Ins(T):R(8,)]G	1	0	1	1	9	6	8	13	18	5	9	5	0	0	1	15	5	7	13	8	15	1	0	11	4	3	10	10	3	25	4	1	1	20	5	5	0	6	3	5	4	3	3	0	3	0	3	0	8	3	5	2	15	3	25	6	9	0	6	11	2	2	2	1	1	24	2	2	3	8	9	6	3	8	2	1	5	1	2	3	2	8	5	191	15	15	16	2	2	4	0	7	1	4	0	10	8	1	6	8	5	9	3	0	4	4	4	4	7	518	3	9	5	6	2	22	0
C[Ins(T):R(8,)]A	1	2	4	2	7	3	5	2	3	0	12	4	0	1	1	14	1	5	14	8	8	4	0	3	3	3	3	2	4	16	1	0	4	7	2	3	1	5	2	1	0	2	1	1	4	1	0	0	4	2	1	3	9	1	8	4	4	3	5	4	5	3	3	1	3	12	1	3	1	0	7	3	3	10	0	1	1	1	0	0	3	11	2	101	1	8	11	0	0	4	0	3	0	1	4	4	2	0	2	1	2	7	0	2	3	1	4	0	2	304	3	0	1	5	0	18	1
C[Ins(T):R(8,)]C	0	1	5	1	2	3	7	9	8	1	3	3	2	0	1	12	6	9	6	11	6	2	0	5	1	4	3	6	6	10	0	1	3	12	3	2	0	4	4	1	0	2	0	1	2	2	2	1	3	3	1	2	15	2	26	5	1	0	0	9	4	3	4	0	2	21	2	0	3	4	4	7	1	7	2	0	4	0	2	2	2	10	4	121	4	10	6	1	1	1	0	2	3	3	2	6	5	1	3	5	0	6	2	2	8	3	4	2	6	337	2	0	1	6	0	18	2
C[Ins(T):R(8,)]G	2	3	1	3	6	2	10	9	13	3	3	3	2	1	3	14	1	4	12	4	14	2	0	4	3	1	5	2	6	11	0	1	2	5	5	2	0	7	2	0	5	2	1	1	1	0	3	0	7	2	1	6	11	0	15	6	6	1	3	9	4	3	3	2	4	20	1	2	4	4	5	1	1	8	2	0	4	1	0	0	3	13	1	182	0	13	5	0	0	2	0	2	1	2	5	6	3	1	5	6	3	7	2	3	1	2	5	6	2	476	2	1	1	3	1	10	2
G[Ins(T):R(8,)]A	0	4	1	3	4	2	13	6	5	1	4	2	0	2	2	9	2	5	5	5	7	1	1	3	0	0	1	3	6	12	0	0	3	8	2	5	0	5	1	2	1	1	1	1	1	2	1	1	7	5	2	5	8	2	9	2	2	1	2	12	3	0	2	3	2	14	3	2	4	2	2	5	2	8	0	2	3	0	0	2	3	8	2	113	6	12	4	3	0	7	1	1	1	3	1	7	3	0	4	5	2	8	1	0	2	1	3	1	1	322	7	0	0	2	0	17	0
G[Ins(T):R(8,)]C	1	3	2	2	1	2	5	10	11	2	7	3	1	0	1	7	6	8	10	8	6	3	1	1	0	1	5	1	4	8	0	0	1	6	4	6	1	0	2	1	2	3	6	2	1	2	1	0	7	1	3	4	5	2	16	2	4	3	5	2	6	2	3	0	3	15	6	1	1	6	6	5	0	8	1	0	3	2	1	0	2	9	2	142	6	2	7	1	0	4	0	1	0	3	3	6	0	1	0	4	1	2	4	4	2	0	3	0	1	294	2	3	3	1	0	11	1
G[Ins(T):R(8,)]G	1	1	0	1	5	0	7	4	6	3	4	1	5	0	2	8	0	5	11	9	15	1	0	4	1	2	4	2	10	13	2	2	4	6	5	0	1	2	2	2	1	0	4	2	0	1	2	3	3	0	2	5	9	0	10	4	1	5	5	6	4	4	1	3	0	10	0	0	4	11	4	2	0	6	0	1	6	2	0	1	3	13	2	183	2	5	6	1	0	7	0	3	0	2	0	6	4	2	4	0	4	13	1	0	1	2	6	1	4	426	4	5	1	2	0	22	1
Del(2,4):R1	41	27	30	33	13	33	68	65	27	23	32	45	22	26	50	41	20	33	21	36	32	34	4	40	39	12	13	42	44	24	4	30	37	46	39	38	9	33	22	35	64	9	45	16	46	6	32	13	21	32	18	18	38	23	31	29	18	19	34	67	28	17	20	48	9	7	16	24	5	18	36	34	36	34	22	27	55	8	16	52	21	19	37	69	12	52	23	15	15	38	4	18	36	33	33	37	20	8	35	15	9	19	22	23	33	21	28	26	66	175	52	39	18	54	21	21	17
Del(5,):R1	57	45	45	52	30	33	91	90	28	33	45	54	37	39	60	55	50	33	38	60	32	78	9	62	51	28	19	47	41	28	27	42	33	70	58	55	10	63	27	45	90	10	55	15	57	8	27	21	31	45	36	46	59	39	68	68	30	50	42	100	33	28	29	59	19	32	25	32	10	45	68	41	49	58	84	32	39	49	16	74	47	30	42	25	26	38	38	11	26	56	20	24	50	74	66	76	48	27	40	27	16	27	48	43	27	36	22	29	120	59	82	50	39	76	18	33	15
Del(2,8):U(1,2):R(2,4)	34	22	35	28	13	26	48	55	32	17	28	42	16	27	33	38	29	28	27	38	40	27	5	24	30	24	13	33	34	41	9	20	33	61	27	45	8	30	26	21	26	14	40	15	43	10	29	15	11	27	15	21	46	23	48	25	17	24	32	49	26	19	19	30	6	12	9	17	9	22	27	27	24	29	8	17	29	6	11	40	16	24	33	257	22	167	25	6	7	41	8	21	20	26	17	34	20	9	23	27	10	20	21	17	22	27	23	23	48	417	42	36	19	37	14	24	9
Del(2,):U(1,2):R(5,)	6	8	4	8	6	7	20	15	11	9	9	10	7	6	9	6	10	9	11	13	12	6	3	10	7	6	5	8	10	22	8	5	9	19	3	12	3	4	4	14	9	8	9	7	11	1	14	7	3	13	4	10	18	8	17	6	3	9	11	15	5	3	1	14	2	4	4	7	1	6	12	10	11	12	6	7	9	4	4	11	7	12	13	221	6	17	6	7	7	14	3	5	8	10	6	11	5	5	15	5	10	7	10	11	7	4	11	7	17	799	12	7	4	15	3	15	8
Del(3,):U(3,):R2	23	11	12	20	13	13	24	18	13	10	16	21	11	15	13	13	21	6	13	14	11	8	4	20	9	14	9	14	33	26	7	15	21	20	11	28	6	21	10	13	22	7	15	16	14	11	21	13	13	12	13	5	24	17	12	29	11	11	18	24	16	8	7	24	4	9	9	8	8	13	21	16	12	16	8	10	25	6	11	21	18	12	22	183	20	29	18	4	3	12	1	13	15	11	16	22	14	5	10	12	8	13	9	13	15	20	30	15	21	224	10	13	10	36	13	23	3
Del(3,):U(3,):R(3,)	2	6	5	8	3	7	15	23	10	4	5	8	2	4	5	10	3	6	14	6	10	4	0	5	6	6	6	4	13	10	7	6	4	9	5	9	4	4	2	8	5	3	5	4	10	5	5	5	8	10	4	4	6	6	4	8	2	3	5	14	8	1	5	8	1	6	5	4	3	4	13	5	1	6	1	2	4	2	7	9	5	5	9	116	6	10	10	4	3	8	0	2	4	5	8	7	4	4	5	5	8	5	2	4	10	2	9	6	5	201	7	8	4	14	6	7	2
Ins(2,4):R0	13	13	18	12	8	11	13	27	7	13	19	13	14	5	48	22	8	18	13	22	12	12	4	26	7	9	11	16	19	59	9	10	7	23	5	12	4	13	9	12	64	7	11	8	11	7	8	6	12	23	8	10	14	10	8	15	6	9	14	14	12	11	9	12	5	10	9	13	7	8	20	12	8	22	11	3	7	3	8	21	8	12	22	60	10	13	20	6	14	12	4	12	5	16	13	23	10	11	13	6	18	13	16	10	10	20	20	8	16	199	11	13	6	23	8	19	9
Ins(5,):R0	22	22	39	46	22	23	45	24	16	12	35	26	20	20	25	10	76	25	25	32	25	63	11	29	17	30	7	25	27	70	51	15	14	31	12	24	16	40	16	16	44	13	11	17	25	9	38	10	41	23	34	33	31	34	105	39	20	58	23	62	26	26	37	31	19	54	31	25	23	42	53	33	30	62	125	18	18	73	8	18	48	15	40	69	19	26	25	8	15	13	59	22	26	74	85	90	76	77	41	17	26	12	36	16	13	17	26	18	87	208	46	28	34	30	8	30	15
Ins(2,4):R1	11	14	15	13	13	11	40	37	14	10	20	24	13	15	41	25	13	10	16	30	20	14	2	26	11	3	5	17	27	16	7	11	8	29	15	29	6	20	13	12	33	4	21	6	23	1	10	8	7	18	11	9	30	10	20	6	7	10	13	38	14	15	7	20	3	9	6	13	1	20	10	23	11	11	8	14	26	0	6	35	4	10	17	15	7	11	15	3	3	20	4	16	15	15	19	23	9	5	22	8	1	7	15	19	11	13	6	14	13	52	18	14	17	19	7	14	3
Ins(5,):R1	9	4	17	10	7	4	17	12	8	7	8	7	7	2	11	15	7	4	8	7	9	8	2	15	9	2	1	6	22	17	5	9	5	22	9	13	3	10	6	7	12	3	12	4	11	5	6	5	5	11	8	8	10	4	11	9	5	7	11	14	7	6	8	9	2	7	5	5	3	7	9	14	4	11	5	5	7	2	3	20	9	8	16	8	0	6	7	3	1	6	0	3	8	5	4	12	5	7	9	5	7	8	9	14	6	6	9	8	17	15	17	8	4	9	3	7	6
Ins(2,):R(2,4)	13	12	37	7	8	15	39	51	24	9	14	22	8	17	49	31	12	7	18	31	16	17	5	27	10	4	10	28	23	24	3	15	14	24	16	35	1	23	14	14	17	8	27	6	40	7	11	9	6	6	10	9	31	18	17	19	7	12	23	40	18	15	10	25	5	7	10	19	2	9	8	26	14	16	11	16	26	5	6	33	12	12	29	81	9	7	12	4	6	19	2	15	12	22	27	23	10	4	26	12	3	15	13	19	13	22	16	8	19	241	20	14	18	30	9	10	10
Ins(2,):R(5,)	8	0	9	8	8	8	19	17	19	0	7	8	2	6	5	17	6	4	3	10	9	7	1	14	6	6	7	5	5	33	3	3	6	14	6	22	4	5	3	12	7	5	10	6	7	2	3	3	13	3	7	5	14	1	10	6	7	1	7	17	10	6	4	6	4	30	6	4	5	5	10	12	3	12	3	5	8	3	0	6	4	13	10	347	3	14	11	1	4	5	4	5	4	5	6	9	7	2	7	6	4	15	10	5	5	0	6	6	4	1073	9	8	2	8	1	23	2
Del(2,5):M1	47	22	30	22	12	21	54	71	19	35	34	43	22	21	49	38	28	20	24	33	29	29	7	40	18	13	7	33	40	25	9	27	25	59	39	42	14	47	13	26	55	11	31	10	38	11	31	16	15	11	13	17	30	20	26	36	12	16	35	50	26	11	16	41	8	9	14	35	6	21	38	19	22	19	15	22	48	13	18	47	20	22	31	84	17	127	20	9	11	39	4	14	21	31	19	28	7	5	29	21	15	20	29	33	19	35	33	30	53	162	41	31	19	36	11	33	13
Del(3,5):M2	25	15	22	19	7	9	25	25	19	11	15	23	10	17	22	15	15	12	14	17	19	21	5	20	19	10	14	8	15	18	4	16	10	25	14	18	9	14	6	20	27	6	14	5	24	4	23	10	9	12	10	11	21	14	14	23	9	16	21	22	19	6	4	21	5	3	5	9	2	13	20	7	20	12	9	5	23	5	8	20	17	11	22	119	13	25	16	7	6	19	1	10	13	15	12	22	7	4	14	10	9	13	8	15	26	12	13	18	20	166	26	16	10	28	9	12	7
Del(4,5):M(3,4)	8	7	7	10	6	6	15	12	5	4	8	10	6	8	10	8	6	7	5	9	6	9	0	8	9	7	5	5	16	15	7	11	8	18	2	10	2	10	6	9	14	2	10	8	11	5	8	4	4	1	1	8	8	7	3	15	3	6	8	12	8	0	7	10	0	3	4	5	1	6	15	6	4	9	8	5	7	3	2	17	5	6	11	63	6	16	7	1	2	13	0	1	5	6	11	6	4	2	10	4	6	9	11	2	4	11	9	8	11	57	6	4	5	15	2	9	2
Del(6,):M1	52	26	33	27	27	23	60	55	21	26	27	35	26	21	33	31	34	18	20	39	26	35	7	35	31	12	10	24	40	20	19	25	20	59	29	45	11	34	19	30	80	5	36	14	44	9	32	18	20	33	18	22	52	15	55	48	23	32	31	59	25	7	12	32	10	6	16	29	9	18	31	34	30	40	35	23	31	22	13	53	20	17	40	26	18	29	33	7	10	38	11	17	39	35	28	53	21	20	24	21	13	22	54	30	31	25	20	21	64	49	40	32	26	47	11	34	12
Del(6,):M2	24	17	27	14	9	22	29	42	19	23	23	24	18	12	17	18	18	19	15	26	11	20	5	39	15	7	7	18	23	12	9	18	15	30	24	26	8	21	8	19	53	3	21	8	22	9	12	10	12	11	16	11	26	13	11	26	9	20	22	33	18	9	12	19	8	5	11	12	1	10	49	18	24	24	26	16	18	4	5	38	5	6	31	13	12	21	11	7	6	27	2	8	21	28	12	25	12	12	20	12	9	14	41	7	17	9	8	14	32	22	34	27	14	32	7	22	4
Del(6,):M3	10	8	11	3	10	9	12	12	10	5	5	11	8	7	11	6	6	5	10	19	9	5	1	14	5	11	2	9	17	10	2	8	7	16	7	8	2	13	4	14	23	2	9	5	14	2	7	6	5	3	4	11	14	7	14	7	3	7	6	10	2	3	3	10	2	7	6	5	3	3	27	11	12	11	8	4	2	4	5	15	5	8	20	6	6	18	5	8	2	15	0	9	12	8	7	15	5	3	11	5	5	7	29	3	15	8	5	8	20	14	16	9	6	22	2	15	2
Del(6,):M(4,)	17	6	11	9	8	8	16	19	14	6	10	13	10	3	11	12	11	6	7	13	11	11	3	17	5	4	7	9	17	19	6	3	11	17	9	11	5	8	12	12	18	4	9	7	14	3	6	3	3	14	6	7	9	9	15	15	4	11	13	14	10	7	9	9	2	4	0	3	1	10	32	9	14	10	6	13	10	4	6	13	5	13	15	10	8	12	15	2	5	11	1	8	12	10	12	13	10	9	11	5	8	5	31	12	13	2	7	4	19	36	13	8	6	17	3	16	2
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
