MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287
Ins(2,):R(2,4)	0	1	0	215	9	369	249	0	2	13	1	8	5	5	1	0	0	2	0	12	0	14	1	3	2	4	6	0	9	0	12	9	0	0	0	0	1	5	25	6	4	30	19	3	19	6	6	100	7	5	7	11	10	14	5	14	16	328	20	18	7	9	10	6	10	20	228	6	9	13	10	7	0	31	6
Ins(2,):R(5,)	0	0	1	798	1	1735	1022	0	2	25	2	23	9	12	5	3	0	3	0	19	0	9	6	0	7	2	9	1	20	0	9	11	1	0	1	0	1	5	55	3	5	65	29	7	46	20	1	458	11	10	43	11	23	16	8	36	24	1375	18	26	10	13	13	4	8	24	834	9	6	25	24	11	5	36	22
Del(2,5):M1	0	2	1	100	9	189	180	0	9	22	7	18	9	12	3	4	0	4	0	16	1	15	7	3	4	13	11	1	8	0	5	14	5	0	4	0	4	10	25	12	5	40	19	10	15	11	2	80	21	27	16	8	4	17	14	14	33	112	52	39	3	16	14	11	14	18	135	23	16	14	34	20	7	23	10
Del(3,5):M2	0	0	1	135	5	204	307	0	1	17	5	20	10	10	5	0	0	7	0	19	0	13	5	1	4	11	20	0	27	0	7	11	4	1	4	2	2	13	29	12	7	34	25	17	22	17	5	95	25	41	15	8	21	23	7	19	26	147	69	30	6	10	16	16	11	14	217	15	20	14	28	14	2	31	6
Del(4,5):M(3,4)	0	0	1	39	7	63	94	1	6	9	2	13	10	0	2	0	0	4	0	10	0	12	0	1	4	2	9	2	12	0	5	6	2	0	3	2	0	9	14	10	4	10	11	10	16	6	5	42	17	22	10	5	5	11	2	8	19	51	41	26	4	3	9	11	5	12	55	8	18	7	21	5	0	19	2
Del(6,):M1	0	0	1	8	4	18	11	0	1	10	0	12	14	3	1	1	0	9	0	9	0	30	3	4	5	6	10	0	21	0	4	11	3	0	3	1	0	12	22	3	6	40	29	7	19	4	5	4	13	73	4	7	13	34	15	8	31	15	366	38	14	11	15	4	9	18	11	5	96	17	13	7	3	23	17
Del(6,):M2	0	2	1	4	5	21	9	0	1	15	3	6	13	5	3	1	0	12	0	9	0	45	3	4	3	9	10	3	12	1	7	7	4	0	3	0	0	8	15	3	1	42	17	5	18	4	3	9	10	162	7	5	5	43	16	16	31	15	825	48	20	8	17	10	12	19	10	4	137	23	11	7	3	15	9
Del(6,):M3	0	0	1	5	1	9	7	0	1	6	0	3	2	2	0	0	0	20	0	21	0	30	2	1	1	2	5	0	5	0	3	7	0	0	2	0	0	7	12	7	1	31	12	5	8	5	2	6	8	122	10	4	5	40	2	4	34	11	645	36	10	10	5	7	7	17	9	7	90	11	7	5	1	9	4
Del(6,):M(4,)	0	0	1	7	1	18	17	0	0	15	1	9	10	8	3	1	0	14	0	18	0	28	2	0	2	5	7	1	10	1	4	9	2	0	2	1	0	5	19	0	2	34	18	4	16	4	1	7	4	148	10	9	5	43	5	16	41	32	623	43	18	34	10	4	12	11	11	6	75	28	15	7	3	18	14
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
