MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
G[Ins(T):R(0,4)]A	0	2	0	24	2	25	29	0	1	7	0	2	4	2	1	1	0	2	0	2	0	4	1	1	0	2	1	0	5	0	5	2	2	0	2	0	0	3	7	3	1	8	6	3	10	3	4	8	7	4	3	0	2	4	3	3	6	32	6	11	5	5	1	4	3	3	30	4	2	4	4	6	0	8	2	3	3	3	5	11	6	2	3	5	7	5	3	24	5	4	8	509	4	3	7	6	6	8	3	4	0	5	7	10	7	45	34	4	6	7	2	1	12	5	6	6	3	12	2
G[Ins(T):R(0,4)]C	0	0	0	13	0	14	15	0	0	2	0	1	1	0	1	0	0	1	0	0	0	3	0	0	1	0	3	0	1	0	1	1	0	0	1	0	0	0	1	1	0	7	1	0	1	0	0	7	4	1	0	2	3	2	0	3	3	26	6	2	1	1	1	1	3	3	30	0	0	3	2	1	0	2	0	1	1	2	2	3	3	1	2	2	4	3	0	11	4	1	0	822	1	1	6	5	1	4	3	3	0	3	2	2	2	34	37	2	0	1	2	2	4	3	3	3	0	6	1
G[Ins(T):R(0,4)]G	0	1	0	68	3	87	105	0	1	1	0	5	2	1	1	0	1	2	0	0	1	2	0	0	0	1	3	0	2	0	2	5	0	0	2	1	1	4	6	3	0	13	3	2	3	3	1	55	4	2	3	3	1	4	1	4	5	127	11	6	3	2	3	1	1	3	178	4	2	5	0	1	1	8	2	1	3	7	6	12	4	3	0	3	8	6	4	87	6	2	4	830	6	2	9	7	5	10	7	13	0	3	9	5	2	74	157	7	1	5	5	4	7	7	5	11	4	12	4
A[Ins(T):R(5,7)]A	0	0	0	905	5	1203	1100	0	9	31	8	70	20	17	11	3	0	7	0	23	0	22	5	1	10	12	15	4	39	0	23	21	2	0	0	2	0	26	76	13	6	79	56	6	67	26	2	515	38	9	47	12	35	42	8	68	36	1197	41	38	34	24	15	13	20	14	1244	20	8	45	21	19	6	107	43	2	9	81	47	41	49	15	38	64	24	64	12	1108	70	8	25	10070	41	34	68	29	20	35	38	68	13	16	67	45	26	20	1295	60	17	16	38	22	41	75	5	26	50	36	19
A[Ins(T):R(5,7)]C	0	3	0	632	3	793	731	0	8	52	5	65	22	26	9	4	0	7	0	18	0	24	9	5	14	17	13	2	26	0	27	29	6	0	0	3	2	40	86	25	3	81	37	10	73	23	7	267	28	14	52	19	46	35	16	45	43	827	53	38	21	34	10	13	19	21	1163	12	12	36	26	23	2	120	33	4	13	76	37	44	56	14	38	57	30	47	16	870	71	18	16	6590	42	35	53	31	19	29	46	60	8	12	63	57	26	20	970	65	14	21	47	12	60	67	5	42	26	44	36
A[Ins(T):R(5,7)]G	0	0	1	827	7	1087	1101	0	14	48	4	76	20	13	13	2	0	4	0	25	0	13	11	4	15	15	9	1	33	0	9	21	5	0	1	1	2	25	89	11	5	68	51	12	67	17	2	399	23	13	59	22	48	34	13	43	28	1305	47	39	26	24	12	25	23	21	1610	17	5	39	32	16	8	87	32	5	15	79	53	35	51	13	37	55	21	57	20	1195	64	10	34	8824	34	36	69	29	31	32	31	53	10	5	77	51	31	17	1288	68	20	29	38	20	64	49	6	44	32	31	19
C[Ins(T):R(5,7)]A	0	1	0	361	2	524	433	0	4	19	0	30	14	5	3	1	0	5	0	22	0	6	2	2	6	6	7	3	30	0	6	18	3	0	0	0	0	4	30	10	4	49	20	6	25	16	3	208	14	6	29	10	27	16	1	18	17	534	17	24	15	10	8	12	9	10	492	8	4	15	23	8	3	60	21	2	7	35	30	21	13	9	20	30	18	27	12	411	28	7	17	5975	24	11	33	19	5	21	21	20	6	6	33	17	10	8	555	34	8	12	14	10	21	30	2	21	19	21	16
C[Ins(T):R(5,7)]C	0	1	0	341	2	413	397	0	5	27	4	25	22	6	1	2	0	1	0	12	0	14	6	3	9	10	11	2	17	0	7	12	4	0	0	1	1	18	46	8	9	59	23	5	34	12	5	165	12	6	30	10	29	24	6	25	16	424	20	16	18	7	10	10	14	4	613	11	3	11	17	13	3	67	24	3	8	43	25	20	23	5	17	33	18	33	9	507	38	7	15	6297	21	13	36	14	13	23	22	35	4	3	35	19	17	10	489	38	11	8	19	9	35	30	3	22	19	18	14
C[Ins(T):R(5,7)]G	0	1	0	374	1	644	519	0	3	25	1	39	16	6	4	2	0	4	0	10	0	16	6	1	1	5	6	3	20	0	8	9	3	0	1	1	5	15	51	7	6	38	29	4	31	18	5	202	14	9	33	11	24	19	4	30	16	614	19	18	18	17	13	6	14	5	819	8	5	17	13	13	6	48	19	1	3	34	14	19	25	5	24	32	16	33	6	608	39	5	12	5698	21	11	40	16	14	15	14	33	5	5	31	24	15	10	654	40	9	14	16	9	28	38	5	15	16	29	14
G[Ins(T):R(5,7)]A	0	1	0	484	2	652	563	0	5	20	1	32	7	11	8	1	0	1	0	9	0	9	1	3	9	7	10	2	13	0	4	10	5	0	1	0	1	10	32	8	4	41	22	4	36	10	4	246	12	4	18	9	20	17	5	17	16	602	19	22	8	11	8	4	12	10	533	6	3	19	15	5	4	46	16	3	6	29	24	9	21	4	10	31	16	29	10	534	30	4	13	3197	16	18	31	14	6	18	8	33	10	5	28	21	17	11	619	27	9	11	21	10	18	23	3	18	19	17	8
G[Ins(T):R(5,7)]C	0	1	1	450	2	576	533	0	4	21	1	34	7	8	2	1	0	2	0	14	0	16	5	3	5	5	7	1	15	0	7	13	6	0	1	1	2	15	26	6	6	44	19	10	32	9	1	174	15	8	29	10	21	22	2	25	18	576	13	20	14	9	9	9	12	3	647	12	7	18	21	13	3	63	18	2	6	37	17	20	24	13	20	24	14	21	8	661	36	12	13	2639	15	17	29	19	12	13	22	38	4	10	31	25	10	15	578	33	10	16	25	11	35	26	6	11	16	24	12
G[Ins(T):R(5,7)]G	0	1	1	741	1	1087	974	0	5	29	0	36	11	8	4	0	0	7	0	13	0	7	7	2	7	10	5	0	25	0	4	14	0	0	2	1	1	13	46	6	4	53	25	9	39	12	3	396	10	8	26	7	35	20	9	30	17	1056	26	15	23	13	4	8	11	8	1037	9	3	16	22	17	5	50	19	8	7	44	29	25	31	7	12	32	18	36	12	1210	34	9	17	4410	18	16	40	16	13	29	17	38	8	12	32	27	16	10	1046	46	9	8	15	15	29	39	5	24	20	16	15
A[Ins(T):R(8,)]A	0	0	0	586	2	937	614	0	2	15	1	42	13	13	3	1	0	5	0	12	0	9	1	2	7	7	8	1	20	0	6	16	2	0	1	0	0	12	46	6	5	85	31	7	57	22	0	300	16	9	60	8	36	24	19	62	17	864	4	25	22	11	17	8	14	12	404	5	3	26	26	12	4	50	36	2	21	74	43	44	47	10	40	61	21	64	22	1231	57	16	31	8028	32	40	65	38	20	35	33	82	6	21	85	69	28	30	1096	80	22	22	42	16	61	72	9	49	39	39	20
A[Ins(T):R(8,)]C	0	0	0	488	2	862	509	0	6	28	0	42	10	13	5	1	0	5	0	14	0	12	4	2	2	4	6	4	25	0	6	12	2	0	1	1	1	12	26	5	2	61	40	2	49	23	3	253	10	13	37	13	32	29	6	38	21	663	12	27	22	25	16	10	16	15	390	3	5	19	26	14	8	55	37	3	24	56	36	28	37	14	35	54	35	62	16	1085	51	26	26	8442	25	46	75	48	21	39	29	57	6	11	80	52	29	25	1036	66	20	20	33	17	67	64	9	39	27	45	23
A[Ins(T):R(8,)]G	0	0	0	410	2	846	479	0	0	22	1	23	10	13	1	0	0	1	0	13	0	9	4	2	6	0	6	0	19	0	8	10	1	0	0	0	1	14	29	4	2	59	15	1	46	17	1	254	10	4	36	12	29	22	4	35	15	647	6	20	16	9	8	7	16	10	364	5	4	8	30	9	6	34	16	5	13	50	27	37	43	12	20	53	23	44	12	1065	54	14	21	6883	24	34	54	27	16	31	32	83	5	5	56	52	30	22	867	57	18	12	41	13	45	51	7	41	31	23	31
C[Ins(T):R(8,)]A	0	0	0	301	1	485	313	0	1	10	1	15	8	5	1	0	0	2	0	9	0	5	1	1	1	3	5	1	7	0	1	8	2	0	0	0	0	4	21	4	1	41	24	4	33	5	1	181	8	5	24	7	14	16	7	27	8	389	7	13	9	7	4	9	7	7	164	2	4	18	11	11	6	24	14	3	12	30	28	24	30	10	17	52	14	28	11	716	26	4	15	4341	16	24	29	19	13	32	24	37	3	11	40	28	11	13	582	30	13	12	21	11	32	39	5	18	18	17	12
C[Ins(T):R(8,)]C	0	0	0	289	0	554	278	0	0	14	0	18	4	9	2	1	0	1	0	5	0	6	0	0	0	1	3	1	15	0	6	7	0	0	0	0	0	20	16	4	1	35	8	3	35	6	0	178	7	2	28	4	22	17	5	26	10	439	5	10	18	6	7	3	12	12	167	4	1	17	18	5	4	29	12	4	9	47	24	26	33	4	14	26	22	54	15	837	31	12	16	5637	21	17	58	25	15	22	19	44	6	8	43	40	13	17	620	46	13	14	29	10	32	44	7	27	26	32	12
C[Ins(T):R(8,)]G	0	0	0	340	3	754	439	0	1	9	1	20	9	6	2	1	0	1	0	7	0	8	1	1	3	2	4	0	11	0	2	8	1	0	0	0	0	7	17	4	4	49	18	6	22	14	2	245	3	5	31	4	24	16	3	18	17	517	8	19	8	6	7	9	10	6	233	7	3	28	16	11	3	31	20	0	12	44	37	19	27	11	15	42	22	24	18	979	39	13	13	5976	15	26	31	27	13	19	22	59	5	8	45	34	17	13	703	50	10	11	31	5	44	44	3	32	17	19	16
G[Ins(T):R(8,)]A	0	0	0	288	1	496	245	0	1	7	0	12	11	7	2	0	0	1	0	7	0	7	1	2	0	0	2	0	15	0	1	7	1	0	0	0	0	12	22	2	1	33	12	3	28	8	0	159	10	2	19	3	12	11	3	24	4	410	9	13	8	6	8	4	4	13	184	1	1	11	13	6	3	26	12	3	5	34	20	21	29	5	16	33	22	23	11	754	35	8	10	2609	23	18	32	22	10	23	20	38	9	5	38	35	12	10	539	37	6	8	19	10	17	31	4	14	21	25	10
G[Ins(T):R(8,)]C	0	1	0	300	3	519	280	0	2	11	1	14	5	2	1	0	0	1	0	7	0	8	0	1	1	1	4	0	10	0	7	10	0	0	1	1	0	5	18	1	2	34	15	1	20	6	0	154	8	1	17	3	19	10	5	25	9	396	3	11	9	6	8	4	8	4	188	3	0	16	18	9	3	39	8	4	7	36	21	17	25	4	20	44	19	20	7	782	41	10	10	2837	15	30	30	18	9	29	18	40	3	5	33	26	13	10	618	44	9	12	26	9	31	29	4	19	24	30	9
G[Ins(T):R(8,)]G	0	0	0	262	0	730	318	0	1	5	0	7	6	4	1	0	0	0	0	4	0	8	2	0	5	1	9	0	9	0	3	6	1	0	0	0	0	6	16	2	0	51	9	0	16	8	1	194	7	1	15	1	20	13	2	17	10	512	6	12	7	7	4	1	10	7	226	1	4	10	19	4	6	24	13	6	10	30	24	8	25	10	11	34	16	23	7	910	30	12	13	3209	14	17	34	30	12	38	25	42	8	5	44	38	19	8	682	50	10	9	20	7	24	40	3	18	19	22	12
Del(2,4):R1	0	0	0	79	6	176	127	0	6	21	5	17	6	3	1	2	0	8	0	13	0	17	3	6	2	8	14	0	12	0	13	15	4	0	3	1	2	10	27	4	3	25	27	8	16	11	3	58	17	12	9	9	17	16	7	12	32	136	43	27	5	9	13	15	8	5	114	23	23	14	19	9	6	31	12	3	15	17	12	36	8	15	9	20	33	35	11	407	14	10	16	251	15	17	37	24	14	32	19	33	5	13	30	22	9	14	602	34	22	32	15	7	27	32	16	11	15	54	12
Del(5,):R1	0	1	0	13	4	25	15	0	1	13	1	14	17	4	4	0	0	12	1	7	0	34	1	6	4	5	12	0	16	0	6	7	4	0	7	1	0	10	28	8	6	45	29	8	17	6	8	13	14	69	8	4	12	33	11	20	28	17	227	43	12	8	16	14	12	16	19	9	79	18	17	16	2	27	9	10	18	26	21	13	27	43	23	33	43	55	13	68	30	29	28	49	26	18	27	81	13	36	47	33	13	8	50	33	11	17	82	27	11	41	52	21	33	31	12	20	14	58	8
Del(2,8):U(1,2):R(2,4)	0	2	0	412	4	614	1085	0	5	25	11	24	23	17	9	1	0	8	0	28	0	18	8	6	11	9	33	2	26	1	13	18	6	0	7	0	7	14	43	24	7	52	36	32	39	30	4	345	42	36	25	25	17	29	15	35	55	718	49	51	6	27	25	10	21	22	968	34	17	36	40	21	7	40	18	3	16	32	27	39	9	16	35	32	43	33	24	798	21	30	20	295	21	31	43	38	17	46	35	41	8	21	55	54	18	48	1051	44	31	39	14	24	44	37	9	14	25	86	18
Del(2,):U(1,2):R(5,)	0	0	0	1332	2	2306	2406	0	0	10	0	2	3	3	1	0	0	1	0	4	1	1	2	0	1	4	6	0	5	0	2	5	4	0	3	0	0	1	21	9	4	10	21	9	13	4	8	1046	9	8	15	17	6	5	8	6	14	2854	15	8	4	9	5	3	10	7	2436	9	6	23	23	8	8	23	8	2	8	22	3	19	8	4	6	16	18	15	8	2232	6	8	9	1391	16	7	21	17	8	18	10	31	5	11	26	16	11	13	6855	31	3	24	6	10	14	15	5	6	19	33	7
Del(3,):U(3,):R2	0	1	3	229	10	320	557	0	11	17	6	26	28	8	9	4	0	9	0	29	0	30	6	3	9	15	34	1	28	0	11	18	10	0	3	3	1	19	38	13	7	47	26	23	34	24	6	149	47	31	28	15	28	32	19	27	68	289	57	50	7	28	23	22	25	27	331	33	29	42	58	10	6	44	16	9	17	40	29	49	12	11	35	30	35	28	13	425	14	19	26	86	29	30	43	47	20	37	42	57	7	12	68	62	21	33	464	62	30	56	26	23	35	29	8	19	29	105	19
Del(3,):U(3,):R(3,)	0	1	0	159	2	281	365	0	2	11	0	10	4	1	5	1	0	6	0	4	0	11	2	0	1	5	13	0	8	1	1	7	6	0	3	1	1	6	16	10	4	22	16	5	22	9	3	167	12	9	13	12	8	9	5	15	15	299	20	16	3	9	17	11	14	14	265	18	7	19	21	9	12	27	29	1	10	18	13	16	10	12	17	11	20	21	12	461	11	3	10	214	17	13	25	39	14	19	26	42	5	8	21	41	8	19	610	32	14	23	14	15	13	16	5	11	12	57	7
Ins(2,4):R0	0	0	0	18	0	62	30	0	0	0	1	8	4	1	0	0	0	1	0	2	0	3	1	4	3	1	4	0	4	0	8	3	0	0	1	0	1	0	6	1	1	32	69	0	16	1	1	19	8	0	7	2	6	6	4	11	6	37	4	11	4	1	3	4	5	14	33	1	6	11	11	4	2	33	2	8	15	29	22	21	23	13	27	54	40	42	15	414	29	30	21	2050	24	33	73	40	38	40	21	36	10	15	55	32	11	23	309	49	33	24	58	21	38	32	10	22	78	37	19
Ins(5,):R0	0	0	0	2	1	15	10	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	11	7	1	5	1	3	3	5	3	2	0	2	8	1	6	3	7	7	2	2	0	2	2	0	1	3	0	2	8	2	2	0	10	3	14	52	60	44	30	63	54	47	66	54	92	16	506	52	54	41	1966	41	36	87	69	49	59	32	39	38	34	92	60	13	31	317	64	37	83	112	39	39	43	27	32	58	29	22
Ins(2,4):R1	0	1	0	9	3	34	26	1	5	10	2	7	9	5	3	0	1	1	0	11	0	7	0	2	5	1	6	1	4	0	8	9	2	0	3	0	1	8	20	0	0	13	16	6	18	9	4	24	7	5	5	4	11	7	2	10	15	26	11	45	5	13	8	5	10	25	19	7	4	20	3	12	2	15	9	1	8	19	12	13	10	8	11	27	22	27	9	63	15	8	9	371	9	11	37	15	5	15	14	15	3	12	23	23	6	13	35	19	12	15	14	11	25	11	2	9	11	16	5
Ins(5,):R1	0	4	0	7	4	24	2	0	4	9	0	6	8	4	5	0	0	4	0	8	0	9	4	3	5	6	15	0	14	0	10	8	4	0	6	0	0	16	33	4	3	34	50	4	21	12	3	9	12	6	17	4	11	35	8	18	14	14	34	29	5	9	13	4	6	8	16	7	23	19	5	6	2	60	10	3	8	25	10	19	20	12	14	20	21	23	8	22	14	11	7	50	8	5	34	19	19	13	10	18	7	20	25	34	8	9	19	17	10	10	20	9	30	18	7	24	12	16	12
Ins(2,):R(2,4)	0	1	0	215	9	369	249	0	2	13	1	8	5	5	1	0	0	2	0	12	0	14	1	3	2	4	6	0	9	0	12	9	0	0	0	0	1	5	25	6	4	30	19	3	19	6	6	100	7	5	7	11	10	14	5	14	16	328	20	18	7	9	10	6	10	20	228	6	9	13	10	7	0	31	6	6	10	19	22	19	14	7	10	34	20	29	13	398	18	10	17	5234	22	26	43	26	12	28	16	29	6	8	27	25	12	12	506	34	14	16	21	8	17	23	4	17	25	23	10
Ins(2,):R(5,)	0	0	1	798	1	1735	1022	0	2	25	2	23	9	12	5	3	0	3	0	19	0	9	6	0	7	2	9	1	20	0	9	11	1	0	1	0	1	5	55	3	5	65	29	7	46	20	1	458	11	10	43	11	23	16	8	36	24	1375	18	26	10	13	13	4	8	24	834	9	6	25	24	11	5	36	22	4	19	53	38	45	41	8	30	102	48	73	27	2309	73	21	29	37270	61	54	101	49	21	48	57	78	5	18	95	54	33	23	2914	112	29	27	42	11	52	75	7	35	54	39	22
Del(2,5):M1	0	2	1	100	9	189	180	0	9	22	7	18	9	12	3	4	0	4	0	16	1	15	7	3	4	13	11	1	8	0	5	14	5	0	4	0	4	10	25	12	5	40	19	10	15	11	2	80	21	27	16	8	4	17	14	14	33	112	52	39	3	16	14	11	14	18	135	23	16	14	34	20	7	23	10	4	7	15	9	36	12	13	14	21	28	21	9	380	20	12	20	218	24	15	25	28	15	27	27	28	5	18	29	44	13	14	493	32	20	30	18	19	35	31	8	17	21	56	14
Del(3,5):M2	0	0	1	135	5	204	307	0	1	17	5	20	10	10	5	0	0	7	0	19	0	13	5	1	4	11	20	0	27	0	7	11	4	1	4	2	2	13	29	12	7	34	25	17	22	17	5	95	25	41	15	8	21	23	7	19	26	147	69	30	6	10	16	16	11	14	217	15	20	14	28	14	2	31	6	1	13	15	14	24	10	10	25	16	29	22	9	296	16	14	18	102	14	11	27	40	8	24	27	46	4	13	36	28	13	20	335	28	17	48	15	18	24	24	8	10	16	52	8
Del(4,5):M(3,4)	0	0	1	39	7	63	94	1	6	9	2	13	10	0	2	0	0	4	0	10	0	12	0	1	4	2	9	2	12	0	5	6	2	0	3	2	0	9	14	10	4	10	11	10	16	6	5	42	17	22	10	5	5	11	2	8	19	51	41	26	4	3	9	11	5	12	55	8	18	7	21	5	0	19	2	2	12	12	4	16	4	8	7	4	16	16	2	82	4	6	9	45	9	6	18	23	4	11	16	18	3	6	27	21	8	11	138	10	13	19	12	11	14	13	2	4	8	54	4
Del(6,):M1	0	0	1	8	4	18	11	0	1	10	0	12	14	3	1	1	0	9	0	9	0	30	3	4	5	6	10	0	21	0	4	11	3	0	3	1	0	12	22	3	6	40	29	7	19	4	5	4	13	73	4	7	13	34	15	8	31	15	366	38	14	11	15	4	9	18	11	5	96	17	13	7	3	23	17	7	15	21	18	8	19	20	12	21	69	27	11	128	14	15	29	51	14	4	27	85	6	23	47	24	9	9	27	35	5	14	163	33	14	28	23	24	25	29	11	18	20	43	7
Del(6,):M2	0	2	1	4	5	21	9	0	1	15	3	6	13	5	3	1	0	12	0	9	0	45	3	4	3	9	10	3	12	1	7	7	4	0	3	0	0	8	15	3	1	42	17	5	18	4	3	9	10	162	7	5	5	43	16	16	31	15	825	48	20	8	17	10	12	19	10	4	137	23	11	7	3	15	9	1	11	14	11	12	20	17	11	23	119	17	3	26	12	10	15	19	16	3	25	100	7	31	68	23	4	12	28	21	3	21	28	23	9	27	20	25	26	26	14	22	17	55	8
Del(6,):M3	0	0	1	5	1	9	7	0	1	6	0	3	2	2	0	0	0	20	0	21	0	30	2	1	1	2	5	0	5	0	3	7	0	0	2	0	0	7	12	7	1	31	12	5	8	5	2	6	8	122	10	4	5	40	2	4	34	11	645	36	10	10	5	7	7	17	9	7	90	11	7	5	1	9	4	1	2	9	7	5	11	4	5	8	66	12	5	38	6	3	24	16	8	6	17	81	1	26	78	12	1	2	18	8	6	14	45	14	9	12	13	11	15	9	9	13	9	23	6
Del(6,):M(4,)	0	0	1	7	1	18	17	0	0	15	1	9	10	8	3	1	0	14	0	18	0	28	2	0	2	5	7	1	10	1	4	9	2	0	2	1	0	5	19	0	2	34	18	4	16	4	1	7	4	148	10	9	5	43	5	16	41	32	623	43	18	34	10	4	12	11	11	6	75	28	15	7	3	18	14	2	7	18	9	8	20	11	11	22	81	23	9	51	13	13	17	68	17	15	31	109	9	38	72	23	2	7	17	17	8	18	56	35	12	24	26	21	29	16	6	18	8	35	5
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
