MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
G[Ins(T):R(8,)]C	3	9	14	6	7	10	14	16	3	24	9	14	6	3	6	10	7	9	7	12	17	11	18	18	2	10	8	10	8	7	8	13	21	9	14	21	8	22	10	3	14	7	6	5	12	15	16	20	1	3	9	8	719	7	4	6	15	4	27	9	7	12	2	23	53	3	5	2	8	30	18	16	16	7	28	6	14	8	5	62	16	5	7	0
G[Ins(T):R(8,)]G	4	11	17	9	20	11	16	11	6	34	7	18	13	4	5	4	8	14	8	10	24	8	21	20	1	9	6	10	22	12	4	8	28	16	19	24	13	18	6	3	13	17	10	9	12	7	22	31	15	4	11	11	931	12	8	8	22	4	25	12	8	12	5	20	46	4	3	2	6	35	8	14	24	14	30	10	15	7	2	113	16	7	5	2
Del(2,4):R1	5	8	11	5	31	10	14	15	17	11	30	9	5	9	8	17	5	9	11	9	9	9	11	15	6	3	7	7	15	9	5	12	42	4	12	9	5	12	19	6	12	7	9	17	5	19	9	15	14	12	14	4	1072	2	5	21	9	8	8	10	5	19	15	8	29	48	0	4	13	25	31	14	6	9	8	7	14	1	7	19	6	8	3	10
Del(5,):R1	10	11	14	15	96	11	20	24	49	12	87	9	17	3	16	74	15	46	25	12	16	27	28	10	7	31	15	19	14	17	28	36	170	15	23	31	10	10	21	8	15	27	15	76	17	96	32	26	93	23	29	21	122	3	19	19	12	6	8	20	9	30	36	28	15	117	8	5	10	77	112	14	16	46	54	13	38	20	4	9	7	9	4	8
Del(2,8):U(1,2):R(2,4)	12	16	10	7	21	12	25	13	11	25	30	12	9	7	11	14	9	11	13	6	10	7	27	15	1	15	5	9	18	21	10	13	42	12	15	11	10	8	21	17	18	18	16	20	6	17	16	14	12	13	14	14	1535	6	8	13	17	10	17	14	5	23	8	18	26	50	2	2	14	26	28	15	18	8	19	12	26	8	9	79	16	10	7	10
Del(2,):U(1,2):R(5,)	2	4	10	5	16	4	8	5	7	21	16	5	2	1	1	4	3	6	7	3	3	2	6	6	1	9	8	3	5	7	5	5	24	6	8	11	0	8	16	6	7	2	7	7	2	8	6	8	2	5	5	2	7876	5	8	4	13	6	2	3	1	11	6	9	37	22	5	1	11	8	14	5	8	5	4	6	9	1	4	66	7	1	6	5
Del(3,):U(3,):R2	8	18	10	9	37	14	11	18	18	18	24	4	9	4	8	7	10	3	9	11	9	12	19	18	4	9	7	7	5	15	6	8	34	5	11	13	10	16	24	6	16	9	17	16	6	23	12	12	14	11	13	12	664	9	7	8	18	7	12	7	6	12	15	8	15	53	3	2	8	27	44	8	11	14	12	9	19	6	6	20	13	12	15	11
Del(3,):U(3,):R(3,)	3	6	2	0	17	4	10	5	2	19	6	5	1	1	2	6	2	9	8	3	2	1	17	11	1	6	4	4	4	7	6	7	15	4	7	3	3	10	18	7	5	3	2	3	5	10	6	5	7	1	5	4	844	7	4	2	10	0	5	2	3	4	5	6	13	33	1	1	5	13	7	6	4	4	8	4	9	6	3	16	10	6	4	7
Ins(2,4):R0	10	10	17	7	33	19	13	20	12	17	24	15	6	4	19	12	10	6	11	10	11	3	22	17	3	16	8	6	18	9	6	19	59	9	13	15	10	24	7	9	18	13	10	12	10	20	14	23	7	10	19	6	870	9	12	9	17	15	11	7	7	12	5	21	36	21	3	4	12	49	29	11	17	14	12	6	15	4	8	113	15	12	4	9
Ins(5,):R0	15	29	30	26	61	28	27	25	23	19	29	26	20	12	34	36	22	62	45	17	37	49	60	18	8	61	13	41	45	22	48	77	138	27	22	51	39	26	33	21	44	61	27	44	34	53	71	55	77	46	44	30	604	16	29	16	17	19	18	49	20	41	41	55	42	34	8	4	29	49	93	24	8	77	96	16	34	41	10	119	8	10	5	14
Ins(2,4):R1	4	9	7	4	9	12	11	6	6	10	9	6	4	8	12	1	7	2	3	4	5	6	5	3	1	5	7	2	10	5	6	5	14	5	4	9	7	8	9	1	7	3	8	4	4	7	3	9	1	5	5	2	116	2	9	5	12	2	5	3	0	9	7	5	12	8	1	2	5	20	8	1	2	11	10	5	8	3	2	24	4	8	3	5
Ins(5,):R1	0	5	7	4	18	7	0	2	7	8	11	9	5	2	1	7	5	7	1	7	5	2	7	8	3	7	1	4	11	3	4	3	22	4	4	5	5	6	6	4	2	5	5	7	8	15	16	7	6	2	5	3	39	3	3	1	12	3	9	6	5	12	2	3	8	8	6	3	4	11	12	5	12	23	8	5	9	2	2	7	6	4	3	1
Ins(2,):R(2,4)	7	6	11	5	15	9	3	10	2	21	8	7	3	1	4	5	7	6	4	6	9	5	8	14	2	6	7	3	10	6	6	5	13	8	10	10	3	10	5	4	9	6	9	4	5	7	11	6	3	7	9	7	805	8	8	3	10	3	7	3	4	4	7	3	26	18	3	6	3	17	9	7	8	17	14	5	10	8	4	77	6	7	1	6
Ins(2,):R(5,)	7	12	15	14	34	14	26	11	11	43	14	15	14	1	14	13	9	13	18	18	16	11	27	29	5	15	7	9	13	12	15	16	20	17	18	22	8	23	13	8	32	13	8	17	6	25	16	23	9	4	14	10	3826	13	7	4	34	11	23	16	8	19	5	17	96	6	3	6	6	36	21	17	23	20	28	4	18	13	6	130	16	15	8	10
Del(2,5):M1	5	6	9	6	16	6	7	9	9	16	23	9	8	4	12	16	10	8	8	8	5	9	14	15	1	6	5	8	11	6	10	14	45	13	13	19	2	10	14	3	8	11	21	13	7	24	13	14	12	5	9	13	875	12	9	12	11	3	13	11	3	12	21	12	17	41	2	4	6	26	48	10	16	10	14	9	13	11	5	39	7	13	5	8
Del(3,5):M2	4	4	5	5	20	8	13	4	28	14	42	5	2	4	8	8	4	9	9	6	5	5	19	12	1	6	6	1	4	5	5	11	78	6	13	14	5	8	20	7	10	1	8	13	7	24	8	4	9	3	10	6	503	3	11	7	13	4	5	7	4	13	15	8	14	46	3	1	6	23	57	5	11	7	7	6	14	4	1	15	10	7	4	2
Del(4,5):M(3,4)	2	12	3	2	14	3	4	3	9	16	28	5	5	3	6	3	3	1	2	2	2	2	7	6	3	1	3	5	4	6	1	4	40	2	8	6	4	6	7	2	7	3	5	10	8	16	1	4	6	3	8	1	187	3	1	5	8	4	5	4	0	3	5	6	5	36	1	0	2	15	22	4	1	6	4	4	5	3	2	12	3	5	6	9
Del(6,):M1	8	12	13	5	74	8	7	15	58	13	105	8	8	5	9	71	6	13	11	6	14	6	21	16	8	10	9	8	16	8	10	18	196	6	9	12	12	10	10	3	9	11	14	49	6	83	10	12	67	5	21	8	369	7	10	20	3	8	6	4	5	12	22	14	12	114	3	3	15	82	127	5	5	22	23	8	17	6	5	24	7	1	9	11
Del(6,):M2	5	7	8	5	233	9	6	5	108	3	181	5	7	3	6	109	3	2	8	5	9	5	14	8	0	6	5	4	8	8	3	15	309	3	7	12	10	12	11	2	6	5	14	72	8	157	4	6	121	4	36	7	40	5	7	8	11	1	5	5	2	6	42	3	10	297	0	1	2	206	256	4	5	7	10	4	9	5	3	6	6	5	3	5
Del(6,):M3	2	6	10	1	160	3	5	3	109	4	149	1	0	3	7	66	0	3	7	2	2	3	7	4	2	1	1	5	5	4	0	4	220	3	8	5	3	8	4	1	2	6	2	68	5	145	4	2	86	5	32	3	64	2	5	5	1	0	5	0	1	3	34	6	7	265	2	2	1	151	171	3	2	2	5	4	6	2	1	8	8	1	1	2
Del(6,):M(4,)	7	9	11	10	205	6	3	2	96	10	162	7	2	3	4	64	6	6	4	7	15	3	12	12	7	2	2	3	7	8	7	10	263	7	7	8	2	16	8	4	9	1	4	54	8	159	8	10	87	4	42	5	126	6	7	9	4	2	4	7	3	10	46	6	11	257	2	0	7	193	207	11	5	13	13	2	14	1	2	10	11	4	6	4
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
