"InsDel1a_converted"	"InsDel1b_converted"	"InsDel1c_converted"	"InsDel_P_converted"	"InsDel1d_converted"	"InsDel2a_converted"	"InsDel2b_converted"	"InsDel2c_converted"	"InsDel3a_converted"	"InsDel3b_converted"	"InsDel4a_converted"	"InsDel4b_converted"	"InsDel5a_converted"	"InsDel5b_converted"	"InsDel6_converted"	"InsDel7_converted"	"InsDel8_converted"	"InsDel9_converted"	"InsDel10_converted"	"InsDel11_converted"	"InsDel12_converted"	"InsDel13_converted"	"InsDel14_converted"	"InsDel15_converted"	"InsDel16_converted"	"InsDel17_converted"	"InsDel18_converted"	"InsDel19a_converted"	"InsDel19b_converted"	"InsDel19c_converted"	"InsDel23_converted"	"InsDel_A_alpha_converted"	"InsDel_A_beta_converted"	"InsDel_B_converted"	"InsDel_C_converted"	"InsDel_D_converted"	"InsDel_E_converted"	"InsDel_F_converted"	"InsDel_G_converted"	"InsDel_H_converted"	"InsDel_I_converted"	"InsDel_J_converted"	"InsDel_K_alpha_converted"	"InsDel_K_beta_converted"	"InsDel_M_converted"	"InsDel_N_converted"	"InsDel_O_converted"
"DEL:repeats:5+:4"	2.67e-05	2.68e-05	3.69e-05	0.000102612	4.15e-05	9.35e-05	2.38e-05	0.000101475	0.000177245	7.44e-06	0.001093861	3.78e-05	7.24e-06	0.000118558	2.32e-05	7.33e-05	3.69e-05	0.000151977	9.99e-05	2.74e-07	0.000689171	1.17e-05	0.000108396	0	0	8.47e-06	7.99e-05	0.000203266	4.26e-05	6.79e-05	0	0.000178058	0.000147795	1.58e-05	2.32e-05	2.02e-05	0.000148597	0.000106993	4.17e-05	0.000804967	3.64e-05	0.00010081	1.5e-05	1.06e-05	3.51e-05	7.57e-06	2.66e-05
"DEL:repeats:5+:5+"	2.3e-05	2.72e-07	1.54e-05	1.02e-05	0.001397745	1.46e-05	0.000184508	8.61e-06	6.04e-05	8.08e-06	0.000329189	5.62e-05	0.00023489	8.86e-05	0.000336083	8.17e-05	4.39e-05	9.09e-05	0.000702558	9.14e-08	8.77e-05	5.23e-05	0.00014361	0	0	1.01e-05	0.000231795	0.0002359	0.000236155	9.82e-05	0.000252735	0.000135419	0.000307901	0.000339533	1.46e-05	6.05e-05	0.000807209	0.000608786	0.000158347	0.000466409	1.21e-05	0.00024537	0	1.31e-05	5e-05	1.62e-05	5.29e-06
"INS:repeats:2:0"	0.003327632	0.000759095	0.0001979	0.000411282	0.017332025	0.001587629	0.000234115	0.000633138	0.003461081	0.004297991	0.00066186	0.002234432	0.00493119	0.001610365	0.002808948	0.000207452	0.000926018	0.001638118	0.002596437	1.326e-06	0.003552691	0.004077083	0.004283955	0	0	0.014126794	0.001300577	0.015030109	0.012229852	0.033764216	0.00169693	0.003377379	0.007790242	0.001279812	0.006687228	0.003926314	0.107015106	0.001750533	0.005359962	0.003684076	0.022174804	0.000282417	0.00096099	0.000758823	0.00726274	0.000190459	0.001747299
"INS:repeats:2:1"	0.002598314	0.000553664	0.000437145	0.001120616	0.005648379	0.001054385	0.000426361	0.000292261	0.004634349	0.003388392	0.001608605	0.005815593	0.01626573	0.003507325	0.0001436	0.000242805	0.001876117	0.001203241	0.023793326	5.03e-07	0.004766356	0.003383665	0.00378922	0	0	0.055414434	0.004142964	0.010030779	0.005731262	0.009820319	0.00252735	0.008402675	0.006970129	0.005355652	0.0018544	0.001429781	0.006889245	0.003011321	0.005989591	0.006663522	3.63e-05	0.000124766	0.000991005	0.000511145	0.000493104	8.309e-05	0.000833798
"INS:repeats:2:2"	0.001768638	0.000386426	0.000449084	0.000926197	0.005279545	0.000537317	0.000236763	0.000389886	0.002640516	0.000836048	0.000462847	0.004414968	0.005440055	0.001460644	0.000283854	0.000233974	0.000917964	0.00071776	0.008995069	5.02e-07	0.001534511	0.001351718	0.000721091	0	0	0.035160863	0.006405262	0.003825314	0.002135778	0.002638473	0.000902625	0.002287955	0.002977078	0.001743935	0.001088609	0.000461023	0.000937073	0.000271496	0.001515005	0.00493797	0	0.000218668	3e-05	0.000553515	0.00033585	0.000150533	0.000868963
"INS:repeats:2:3"	0.002255965	0.001736003	0.002325735	0.000547818	0.003330141	0.001614464	0.000913267	0.0011002	0.000949433	0.001259415	0.000543027	0.000759037	0.002065529	0.000933594	0.001073337	0.001878419	0.000231973	0.000981989	0.006294693	0.000547001	0.000540652	0.001685977	0.001476387	0	0	0.009549594	0.003993556	0.004352065	0.002707474	0.006971725	0.000541575	0.00210409	0.002362268	0.000597997	0.001309311	0.001118239	0.001531487	0.000847707	0.000824137	0.002293614	0	0.003785616	0.001006036	0.00330749	0.000207786	0.001751045	0.011784986
"INS:repeats:2:4"	0.003041189	0.002627295	0.003616474	0.001397255	4.46e-05	0.001549498	0.001884097	0.001256227	0.000314496	0.000239219	0.000309279	0.000359743	0.000146672	0.000329988	8.71e-05	0.00198052	0.000119236	0.000258722	0.002806616	0.00054426	0.000331872	0.000255742	0.00099374	0	0	0.001587227	0.000823063	0.002459123	0.001752233	0.001460876	0.001263675	0.000457154	0.00056758	0.000275197	0.001260357	0.000861429	0.001681614	0.00023564	0.001291849	0.001067088	1.21e-05	0.001332358	0	0.004387483	8.58e-05	0.001069737	0.004193727
"INS:repeats:2:5+"	0.031894773	0.004223491	0.01609667	0.011954006	0.000820577	0.01738273	0.004072669	0.010263739	0.001056636	2.37e-05	0.000888556	0.003399522	2.62e-05	0.001069273	0.00041097	0.013348489	0.001271501	0.002152745	0.007597991	0.000875814	0.01745549	0.002889745	0.000813716	0	0	0.003237516	0.003094564	0.017108156	0.006543328	0.02185766	0.00028884	0.001371498	0.000763751	0.000902207	0.002112043	0.002271807	0.003248402	0.0009837	0.003531821	0.004516084	0.002048957	0.010378231	0.001696748	0.006069919	0.001972906	0.008076359	0.044506324
"INS:repeats:3:0"	0.012029133	0.009461533	0.000219816	0.00234146	0.006919592	0.007734542	0.000282741	0.001728133	0.008388712	0.005145789	0.001292643	0.004715637	0.005477649	0.002252579	0.003411737	0.000502814	0.002316556	0.002612691	0.01056281	0.0003604794	0.004522169	0.008641313	0.038686049	0	0	0.028930921	0.002469585	0.037780864	0.023531449	0.145813945	0.002202405	0.007912999	0.026993088	0.001634712	0.015425668	0.041851072	0.042175457	0.001162097	0.005793428	0.007357559	0.003370425	0.0026149581	0.000450433	0.000446557	0.13228535	0.001620082	0.007781036
"INS:repeats:3:1"	0.002015181	0.000453896	0.000153344	0.00118212	0.003084574	0.00053627	0.000253769	6.042e-05	0.001623484	0.000349902	0.000714425	0.004677388	0.004929121	0.002407527	0.00010411	5.1564e-05	0.001690626	0.001734148	0.025902658	0.000179074	0.002275295	0.00381344	0.002666932	0	0	0.079254594	0.000908783	0.004578714	0.002370087	0.002776767	0.001263675	0.003089764	0.004590831	0.002092183	0.003708089	0.001294298	0.002729282	0.000261914	0.000924752	0.002105212	0.000121216	7.8256e-06	1.5e-05	0.0001378	0.000633068	1.425e-05	0.000171101
"INS:repeats:3:2"	0.00031195	2.03e-05	4.32e-05	0.000158144	0.000955569	0.000153792	1.47e-05	1.7e-05	0.00039508	3.28e-05	0.000161061	0.001134074	0.00100744	0.000406479	0.000418439	1.99e-05	0.000202567	0.000418223	0.004219065	0.000182867	0.000392705	0.000518106	0.000335203	0	0	0.013530723	0.00015974	0.000764295	0.000200468	0.000586409	0.00021663	0.000642639	0.000576421	0.000315446	3.26e-05	0.000406497	0.000597449	0.000172492	0.000670717	0.000358992	0	2.23e-06	0	1.89e-05	0.000169719	6.82e-06	6.77e-05
"INS:repeats:3:3"	0.000168065	4.805e-06	8.85e-05	0.0001043	6.37e-05	0.000256045	0.00015191	0.000312696	0.0001354	0.0001013	8.47e-05	0.000371385	0.000454296	0.000153	0.000634685	9.98e-05	9.24e-05	0.0001163	0.004249724	8.68e-07	0.000279662	0.000222086	0.000610744	0	0	0.000923342	0.00080559	0.000814282	0.000217874	0.001023406	0	0.000350047	0.000439109	9.28e-05	4.89e-05	0.000407368	0.000815893	0.0001015	0.000241653	0.001022753	2.42e-05	0.000258272	1.5e-05	9.04e-05	0.000195282	6.989e-05	0.000231832
"INS:repeats:3:4"	5.98e-05	2.34e-05	0.00013255	5.28e-05	2.87e-05	0.000118031	0.00023389	6.5e-05	8.39e-05	4.74e-06	5.25e-05	4.21e-05	1e-05	2.87e-05	0.000117885	0.000240032	0.000128044	9.46e-05	0.000822331	9.14e-08	0.000284537	1.45e-05	0.000918047	0	0	1.17e-05	0.00085366	4.37e-05	8e-05	6.05e-05	0	0.000141489	0.000146461	2.06e-05	5.92e-05	0.000747718	0.000169321	0.000101015	0.000237486	0.000158406	1.21e-05	9.28e-05	0	1.52e-05	2.38e-05	1.68e-05	0.00018366
"INS:repeats:3:5+"	0.002055268	7.41e-05	0.001518235	0.001192947	4.04e-05	0.001012563	0.000618669	0.000379438	0.000191839	5.72e-06	0.00044413	0.000477125	2.55e-05	7.28e-05	0.000106271	0.001028271	0.000321021	0.000240591	0.002606706	0.000179897	0.000544788	0.000224304	0.001317142	0	0	0.000436288	0.00027459	0.000838592	0.000102636	0.000443937	0	0.000349444	0.000337381	4.25e-05	3.86e-05	0.001641418	0.000451563	0.000511253	0.000269383	0.001686138	2.42e-05	0.000766241	0.000885912	6.32e-05	0.001572131	0.000168871	0.002622135
"INS:repeats:4:0"	0.000634941	0.000377902	3.972e-05	5.6724e-05	0.0001679	0.000432131	9.02472e-05	0.00013242	0.000916831	0.000202347	0.0003752	0.0006856335	0.000961518	0.000176703	0.001234435	3.0864e-05	0.0002315	0.00022026	0.001511289	1.4624e-06	0.001531323	0.000432871	0.001180221	0	0	0.004092369	0.000414097	0.005529394	0.005224624	0.019829121	0.00054157	0.000682666	0.004379689	0.000287875	0.005849331	0.00069067	0.009824546	0.000480054	0.001424069	0.002495736	1.21e-05	2.71774e-05	4.5e-05	0.000187824	0.001074902	2.6151e-05	0.000166146
"INS:repeats:4:1"	0.002716346	0.000293725	0.00022052	0.001905984	0.004229459	0.000696269	0.000124299	0.00023283	0.003287348	0.000272362	0.001316115	0.005058203	0.003157637	0.003024903	0.000420559	5.59458e-05	0.002062521	0.001405158	0.030041793	0.000362082	0.003021731	0.004109742	0.002759733	0	0	0.127569968	0.000626743	0.00625966	0.003346636	0.00793835	0.00173304	0.002671518	0.002252247	0.001651461	0.002580878	0.000633669	0.002192014	0.00148888	0.003335299	0.002296188	0.003188613	4.75317e-05	0.000690681	0.000175067	0.002557739	8.1172e-05	0.000314219
"INS:repeats:4:2"	0.000897318	4.958e-05	0.0001159	6.176e-05	9.78e-05	0.000660509	6.92e-05	0.00029606	0.000466202	5.381e-05	0.000354639	0.000437384	0.0003189	0.000178624	0.00049638	0.000167736	0.000173317	0.000220331	0.003442171	6.394e-07	0.000431379	0.0001382	0.000628092	0	0	0.005218626	0.000852285	0.00244092	0.001131203	0.003578123	0.00018052	0.000476929	0.000780418	0.0001295	0.001850148	0.0001745	0.000636718	0.000217962	0.000817852	0.001301885	3.63e-05	0.00134159	1.5e-05	3.39e-05	0.000385272	0.000618296	0.001920981
"INS:repeats:4:3"	0.000156365	2.68e-05	7.99e-05	4.87e-05	1.49e-05	6.18e-05	2.4e-05	8.05e-06	9.97e-05	1.6e-05	0.000179162	6.08e-05	5.25e-06	8.43e-05	0.000147195	7.27e-05	3.01e-05	0.000159981	0.001083205	5.03e-07	0.00010104	1.8e-05	0.000309554	0	0	3.72e-06	0.000199933	0.000163677	0.000211044	0.000377095	3.61e-05	0.000191744	0.00040443	2.14e-05	3.69e-05	0.000273745	0.000307469	9.41e-05	0.000215987	0.000422214	2.42e-05	3.1e-05	0	3.5e-05	6.73e-05	1.57e-05	0.000128614
"INS:repeats:4:4"	0.000296717	6e-05	0.000271579	0.000370231	5.74e-05	0.000151821	0.000181811	5.43e-05	8.47e-05	1.2e-05	0.000696161	0.000451765	1.34e-05	6.85e-05	8.35e-05	0.000110183	0.000236363	0.000153579	0.00045004	2.28e-07	0.000425973	0.000100803	0.00098715	0	0	1.04e-05	0.000148301	0.000356673	0.00014993	0.000344214	0	0.000121357	0.000285192	2.97e-05	3e-05	0.000853747	6.48e-05	5.6e-05	0.000327626	0.000760304	2.42e-05	7.12e-05	0	4.97e-05	2.74e-05	1.84e-05	0.000339319
"INS:repeats:4:5+"	0.001680925	8.12e-05	0.000791919	0.001762344	0.000948128	0.0006556	0.000243923	4.38e-05	0.000377228	8.93e-06	0.000944121	0.001981236	0.000198616	0.00028937	0.000212193	0.000432613	0.000326132	0.000326435	0.001994857	3.2e-07	0.002423527	3.85e-05	0.00067334	0	0	1.06e-05	0.000324491	0.000827477	0.000152482	0.000357878	0.000108315	0.000355891	0.00105238	6.79e-05	2.83e-05	0.001042986	0.000605671	3.34e-05	0.000462221	0.000838945	0	0.000179681	0.000930959	2.24e-05	0.000121483	4.63e-05	0.001203257
"INS:repeats:5+:0"	0.019484726	0.0021015051	9.978e-05	0.000509982	0.004962814	0.010537094	3.9439e-05	0.002413331	0.008558032	0.003231815	0.000512681	0.003927771	0.003405279	0.000620509	0.004946347	0.000342327	0.001615834	0.000440572	0.012444688	0.0007156114	0.001154397	0.004403099	0.008327657	0.000137118	0	0.007249633	0.006858753	0.088531111	0.321524404	0.242363374	0.003646605	0.008171415	0.030637331	0.001083007	0.005559183	0.016098386	0.052508357	0.001468675	0.010191	0.006162275	0.00686219	0.002493329	1.5e-05	0.000290561	0.001358984	0.0023737723	0.006385245
"INS:repeats:5+:1"	0.008236867	0.001365034	0.000432729	0.004785218	0.006684704	0.002700169	0.00022921	0.000290128	0.008933251	0.000990836	0.003281013	0.019838896	0.009414779	0.015209022	0.009470372	0.00012843	0.013974808	0.007646014	0.206475197	0.0016247821	0.003689195	0.020208015	0.010641189	0	0	0.005570841	0.001036195	0.020465023	0.011517776	0.013276142	0.0021663	0.005114704	0.010626169	0.00347276	0.015554476	0.013780748	0.005220399	0.002847265	0.004958529	0.006181837	4.85e-05	0.000941142	0.001276315	0.000583443	0.010756634	0.000389547	0.001282313
"INS:repeats:5+:2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"INS:repeats:5+:3"	0.000741803	1.9176e-05	0.000125264	0.000523476	0.002624316	0.000515549	0.0001116	7.96e-05	0.00024673	1.913e-05	0.000744887	0.000921485	0.000162136	0.000593742	0.000133199	5.83e-05	0.000580875	0.000558687	0.00155271	3.66e-07	0.004529297	0.0001585	0.000865642	0	0	1.537e-05	0.000315801	0.00185836	0.000727244	0.000909002	0	0.000419019	0.000428284	0.0001134	5.84e-05	0.000329789	0.0004338	0.0001039	0.000850151	0.001653895	7.28e-05	0.00020108	1.5e-05	7.24e-05	0.000189406	4.133e-05	0.000283985
"INS:repeats:5+:4"	0.000139176	8.7e-07	2.6e-05	0.000126614	2.87e-05	8.99e-05	4.97e-05	5.44e-05	9.31e-05	1.36e-05	0.000252358	0.000248843	4.19e-05	0.000103359	0.000116399	2.58e-05	5.61e-05	0.000155848	0.000791051	1.37e-07	0.00021263	3.6e-05	0.000589379	0	0	1.17e-05	0.000110434	0.000455473	0.000122967	0.000147394	3.61e-05	0.000167842	0.000143844	5.03e-05	3.09e-05	0.000140868	0.000158685	8.14e-05	0.000173481	0.000416871	1.21e-05	5.65e-07	0	1.07e-05	0.000261426	4.35e-06	1.79e-05
"INS:repeats:5+:5+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DEL:MH:2:1"	0.008047751	0.000867586	0.000794349	0.005036766	0.006413684	0.004100435	0.004406394	0.00058598	0.008630238	0.009618858	0.075343934	0.028560911	0.023072191	0.010618541	0.003785007	0.003478094	0.006120383	0.01373401	0.008173176	0.000344212	0.007233655	0.008368433	0.002336204	0.000274236	0	0.012910117	0.007126641	0.020069806	0.009481926	0.002087617	0.040979168	0.038867701	0.005888526	0.027003156	0.006850403	0.002904141	0.009058831	0.274047315	0.007039971	0.004630764	0.009468823	0.002090403	0.047133548	0.000600361	0.007878522	0.001200507	0.001686044
"DEL:MH:3:1"	0.000812607	0.000119	8.98e-05	0.000237699	0.001360562	0.000362796	0.000174655	0.000154282	0.00202886	0.000578015	0.006399439	0.007207008	0.00984736	0.004140217	0.003565394	0.000206404	0.002980444	0.004146531	0.005129061	0.0001777944	0.004196998	0.002488354	0.0006411	0	0	0.014622864	0.003448627	0.005304015	0.00349692	0.00071998	0.00108315	0.00465915	0.001572354	0.01974149	0.002103456	0.000594412	0.001354976	0.00202373	0.001206184	0.003687824	2.42e-05	0.0003187306	0.007057269	0.0001286	0.001701962	0.000112017	7.772e-05
"DEL:MH:3:2"	0.004582615	0.000452469	0.000689726	0.004397885	0.001839921	0.002689183	0.001652935	0.000369588	0.002018783	0.000374318	0.063038574	0.019609343	0.008423674	0.005525651	0.006939623	0.002260763	0.002996912	0.00472808	0.008188426	0.000353442	0.005731557	0.002054648	0.001283224	0	0	0.007154764	0.006654149	0.011263234	0.005295147	0.003740897	0.001335885	0.005663109	0.00547004	0.01318582	0.005444092	0.001927483	0.002810273	0.017637059	0.001825043	0.006992849	0.00614687	0.023057381	0.005720893	0.000312381	0.001549524	0.022515835	0.000509278
"DEL:MH:4:1"	0.00112976	0.000122316	0.000131114	0.000394227	0.00308887	0.001177209	0.000276629	0.00025899	0.001220982	0.000272337	0.015938357	0.00580837	0.007192397	0.003261654	0.005079642	0.000292987	0.003190203	0.003542056	0.001884183	2.74e-07	0.003457497	0.001746361	0.000984135	0	0	0.02424541	0.004974399	0.008408272	0.005759853	0.003824916	0.002852295	0.002324749	0.003568564	0.018073686	6.01e-05	0.000637049	0.003883044	0.006856443	0.001866885	0.0018826	1.21e-05	0.00394154	0.002837923	0.00012621	0.003574851	0.002139297	0.00039745
"DEL:MH:4:2"	0.001885096	0.000190329	0.000379614	0.001212654	0.000341174	0.000911904	0.000775173	0.000171707	0.001144716	9.43e-05	0.045820517	0.013603203	0.005728559	0.003690199	0.008832646	0.000530334	0.001702165	0.006056333	0.001705176	0.000357097	0.004353595	0.000921453	0.000671662	0	0	0.01492385	0.002917003	0.008353191	0.004729649	0.001210229	0.00104704	0.001980324	0.003652371	0.010290563	0.001417509	0.000797792	0.001151137	0.009143127	0.000973937	0.003595218	6.06e-05	0.000345066	0.004069176	0.0001031	0.001197559	8.513e-05	0.000213364
"DEL:MH:4:3"	0.002133874	0.000371196	0.00037104	0.001894455	0.001495534	0.001686226	0.001077376	0.000164286	0.001639382	0.000101783	0.058206268	0.01165881	0.004009593	0.004049968	0.005039253	0.001227112	0.000875027	0.006068192	0.001841843	0.000356686	0.002188418	0.000503496	0.000858958	0	0	0.003243089	0.001187741	0.007643992	0.00351468	0.000715637	0.001696935	0.001103864	0.000847267	0.004416606	0.000552909	0.00073638	0.001023736	0.013184044	0.000468345	0.000722296	2.42e-05	0.000290344	0.000750773	0.00014015	0.001546525	0.000111071	0.000333294
"DEL:MH:5+:1"	0.011478387	0.000363826	0.000442588	0.002907189	0.011307386	0.002210411	0.000677126	0.000533721	0.01064653	0.0041432	0.004805281	0.029703948	0.039528758	0.038374464	0.09962952	0.000243547	0.239989234	0.010416064	0.02729155	0.000515381	0.011550655	0.03753123	0.013826341	0	0	0.053908136	0.013262984	0.033238262	0.054557185	0.014347481	0.00389934	0.00574571	0.005102341	0.113371076	0.002718182	0.004820909	0.005353392	0.010186676	0.006265822	0.008925688	0.005940762	0.001345817	0.001681716	0.0001564	0.005853807	0.000796075	0.000707927
"DEL:MH:5+:2"	0.006517408	0.000663369	0.000625121	0.002968547	0.008153643	0.002188885	0.001580715	0.000201863	0.008919679	0.003250191	0.007419207	0.027463081	0.022800709	0.025325218	0.222121883	0.000244062	0.158449009	0.011246982	0.018664582	0.000696146	0.003674784	0.020556895	0.008262723	0	0	0.053316385	0.008472259	0.023332194	0.023352164	0.004179088	0.00657111	0.004349103	0.003481389	0.069422927	0.001760032	0.003942951	0.004987588	0.011524182	0.010662179	0.007417453	0.003176465	6.846e-05	0.001141175	0.000304907	0.00306031	5.671e-05	0.000364374
"DEL:MH:5+:3"	0.004336459	0.000104	0.000234585	0.001836876	0.000661184	0.00118154	0.000363594	0.000244664	0.006507286	0.001749296	0.010540001	0.019880257	0.010634073	0.013567152	0.167807665	0.000212689	0.074768798	0.00618767	0.014229237	0.000708529	0.007472757	0.009382479	0.004097901	0	0	0.028693374	0.004626536	0.012062333	0.009003526	0.002456892	0.002346825	0.002990687	0.001858128	0.030114765	0.004286721	0.002332593	0.003060847	0.008880575	0.008176158	0.010550293	0	0.000273885	0.001651686	0.00010069	0.001653681	0.0001524	0.000305422
"DEL:MH:5+:4"	0.003507145	0.00012518	0.0001416	0.001282586	0.007792296	0.001984094	0.000275149	0.000422034	0.002003315	0.000926878	0.011500066	0.009692944	0.004405938	0.005926598	0.092142251	0.000227568	0.032436425	0.004494299	0.008053305	0.0001744588	0.001265563	0.004091259	0.001211508	0	0	0.010593373	0.00201973	0.013314506	0.008999381	0.004048302	0.0007221	0.002439548	0.003055413	0.012017891	0.003369841	0.001578049	0.003771578	0.006007022	0.004517654	0.025522281	3.63e-05	0.001874994	0.000780804	0.000164193	0.000824774	0.00060953	0.000251408
"DEL:MH:5+:5+"	0.005607492	0.000278955	0.000278726	0.003368613	0.0026839	0.002286786	0.00037383	0.000557114	0.004464415	0.00132393	0.003573628	0.009638441	0.003597063	0.006743019	0.084595234	0.0001647	0.028132422	0.003101878	0.017740396	0.000718079	0.003389821	0.012615862	0.005643213	0	0	0.012553447	0.003819238	0.016370835	0.009079326	0.002842297	0.0014442	0.004758529	0.003651823	0.009364513	0.001955695	0.003043012	0.004202367	0.003410779	0.0048039	0.30169411	0.003431069	0.000277077	0.001756809	9.623e-05	0.007749855	0.0001199	0.000316655
