rowname	InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_J	InsDel_K_beta	InsDel_N	InsDel_O
G[Del(C):R7]A	0.000051363125	0.00015235	0.000483757	0.000196795	0.00026246	0.00069259	0.00186275	0.00017284	0.000627248	0.000138153	0.00015034	0.00000794	0.000203394	0.000071688125	0.001933279	3.07534375401738E-05	0.000159531	0.00001893	0.000143338	0.000045405	0.00004883	0.000137118	0	6.12027376203119E-06	8.84342474125763E-05	0.000117399	0.00008224875	0.00013363	0.000218176	0.000610584	0.0001562	0.000160698	9.01583957082565E-05	0.0000685	0.000365244	5.53485310120256E-05	0.000876585	0.000362152	0.000948511	0.000113812
G[Del(C):R7]G	0.000025039375	0.00000977	4.03072842993727E-05	1.6525051147413E-05	0.0000089625	0.00001352	0.00050316	0.00006628	0.00009532	0.000048805	0.00001927	0	3.73470393914331E-05	0.00001670015625	0.000646042	9.22013043990416E-06	4.11070445037442E-05	0.00001919	2.66144124362306E-05	0.00003061	0.00009275	0.000274236	0	2.81969755465008E-05	1.37913168245272E-05	3.6835545316646E-05	0.000050748125	0.00005632	6.03339132107511E-05	7.11869991815259E-05	0.00003493	0.0000396075	0.000196184	0	0.000349788	1.23725759417229E-05	0.000334935	6.83888313273363E-05	0.000244457	3.26568884728867E-05
G[Del(C):R7]T	0.000068351875	0.00000512	9.24328208884644E-05	0.000102371	0.000057905	0.00018386	0.00075903	0.00011303	0.000154589	0.00014609	0.00025976	0.00000324	7.98183501515769E-05	0.00003733953125	0.000476569	4.54116876516157E-05	4.12293339589425E-05	0.00001864	0.000648821	0.00003554	0.00002018	0	0	4.86343182875693E-06	0.000124182	7.33534860357856E-05	0.0000180275	0.00011065	8.14022248869479E-05	0.000296409	0.00008028	0.0000991475	0.000205578	0.00052365	0.000403043	0.000163562	0.00027534	9.74377124862117E-05	0.000408497	6.82721062092531E-05
G[Del(C):R8]A	0.000272101	0.00006055	0.000113669	7.84856916854023E-05	0.000204488	0.00025119	0.00095128	0.00010531	0.000139474	0.000341618	0.00010403	0.00000187	5.33696672595362E-05	0.0000942021875	0.000975653	2.98649965508543E-05	8.38627732080253E-05	0.00003958	0.000198087	0.0000211	0.00015888	0	0	6.01098315913777E-06	0.000139131	0.000145508	0.000150563	0.00014775	0.000131037	0.000525129	0.000070715	0.000126745	0.000230872	0.00025439	0.000432285	0.000393064	0.000652005	0.000196092	0.000775031	0.000470828
G[Del(C):R8]G	0.000066358125	0	5.83520771626302E-06	6.95092573380801E-06	0.00004885	0.00001511	0.00021581	0.00000412	0.00001160125	0.0000144425	0.00004546	0.00000001	5.39817870949099E-06	0.00000243859375	0.000136996	2.70172301857136E-05	2.60465422349151E-05	0.00000414	3.15095632950373E-05	0.000026785	0.00001948	0	0	1.13115773994684E-05	1.05505588847089E-05	6.49017693655621E-05	0.00003333875	0.00003334	3.41073146455711E-05	0.000176096	0.00000976	0.000020025	5.53944624178101E-05	0	0.00020034	1.52782566553094E-05	0.00020987	8.60707589892605E-06	0.000195389	3.9403622431266E-05
G[Del(C):R8]T	0.000180479	0.0000233	0.000104686	2.38855059451556E-05	0.00010287	0.00008504	0.00051384	0.00001148	0.0000151625	0.0000853375	0.00000343	0.00000339	1.32439103270472E-05	0.00005597140625	0.000149944	2.97957554268862E-05	2.38364382627861E-05	0.00002896	0.000195141	0.00000655	0.00011112	0	0	1.32241629501031E-05	0.000127998	0.000111011	0.000133921	0.00003319	4.76080161327864E-05	0.000161909	0.000008765	0.000150665	0.000262536	0	0.000107224	2.99472576771248E-05	0.00016199	5.81757249617628E-05	0.000284862	9.70883614705298E-05
G[Del(C):R(9,)]A	0.000496338	0.00001383	0.000113608	0.000129776	0.000788023	0.00002085	0.00044629	0.00005945	0.00001867625	0.000345353	0.00013073	0.00000028	3.41956754210013E-05	0.0000615746875	0.000166953	5.1367459688694E-05	0.000126048	0.00007957	0.000290953	0.00002069	0.00015201	0	0	9.94544486330068E-06	0.000371694	0.000269384	0.000163423	0.00028665	0.000112097	0.000566625	0.00003881	0.000248535	0.000517189	0	0.00058834	0.000408436	0.000372225	4.05093898286411E-05	0.000412539	0.000599821
G[Del(C):R(9,)]G	0.000091386875	0	2.62627828660422E-05	9.31401911624115E-05	0.000377913	0.0000043	0.00006675	0.00001173	0.00000379	0.0000516475	0.00001789	0.00001017	2.80988953251402E-05	0.00000374	0.0000155853125	1.23421137674846E-05	3.22788575607478E-05	0.00001815	0.000196757	0.000003085	0.00015856	0	0	4.0109651261883E-05	0.000113324	4.55065916614301E-05	0.000032881875	0.00003347	9.91378162274643E-05	0.000145368	0.000024855	0.00009055	0.00011108	0	8.15418568610283E-05	2.13239471722876E-05	0.000111365	6.84512014425459E-06	0.000124302	0.000118497
G[Del(C):R(9,)]T	0.000039146875	0.0000046	1.08268757179545E-05	3.95804306116201E-05	0.0000882675	0.00000675	0.00011993	0.00002675	0.00000105375	0.000276453	0.00000099	0.00000484	1.57038886363462E-05	0.00001470484375	0.0000341596875	2.73290383459175E-05	4.55550455060019E-05	0.00001875	0.000232543	0.00000337	0.00002273	0	0	3.78145486011213E-05	3.65881905086241E-05	5.57322417240169E-05	0.000039944375	0.00006256	0.000112776	0.000130656	0.00000394	0.000046375	4.68130741126006E-05	0.00005474	0.000181264	0.000148846	0.000058075	1.56860839752167E-05	9.46635531413522E-05	7.63862314138717E-05
T[Del(C):R1]A	0.000919878	0.00066931	0.001554878	0.008144747	0.002841555	0.00004	0.00006092	0.02167459	0.016329095	0.004772183	0.00438443	0.00818548	0.017858191	0.002443428	0.000286066	0.004443159	0.007777079	0.00046962	0.005939196	0.00705795	0.00198516	0.002605238	0	0.001746245	0.00067651	0.006015022	0.003956814	0.00682633	0.024425231	0.176897706	0.009913475	0.00239154	0.003199311	0.00094879	0.008361474	0.000858488	0.00010531	0.000274366	0.000148369	0.000620328
T[Del(C):R1]G	0.00027759	0.00075192	8.68498054580011E-05	0.001677652	0.00027278	0.00002823	0.00004222	0.00259408	0.002758966	0.001225153	0.00081282	0.00136214	0.002307192	0.000187229	0.000054911875	0.000537935	0.001654069	0.0001561	0.001110059	0.001680225	0.00009328	0.000685589	0	0.000217379	0.000401316	0.001747699	0.001059409	0.00257485	0.000695456	0.004874969	0.00133191	0.000164278	0.000447042	0.00022005	0.001061542	0.003554679	0.00005762	0.00012619	6.96052067887926E-05	0.000151811
T[Del(C):R1]T	0.002479349	0.00443672	0.002140191	0.01341387	0.007642878	0.00015682	0.000518	0.01656195	0.018162713	0.00913106	0.01036744	0.01180311	0.012019202	0.012603955	0.001312694	0.013956685	0.058195217	0.0005333	0.001124934	0.01707071	0.01098629	0.001919649	0	0.000519841	0.002128307	0.012754416	0.007721073	0.01096034	0.063467137	0.162710846	0.00586795	0.007902435	0.007358434	0.00108706	0.017973619	0.001775137	0.000815555	0.000445089	0.001249172	0.001743859
T[Del(C):R2]A	0.001161429	0.00482056	0.000550501	0.00356899	0.001281693	0.00066183	0.00013123	0.0312045	0.02860069	0.00265949	0.00668538	0.00660698	0.024039444	0.002119162	0.000216568	0.003483211	0.006734387	0.00008677	0.005900368	0.003960375	0.0022901	0.015631427	0	0.000841155	0.000366595	0.005131976	0.002494449	0.00581026	0.02683214	0.023530305	0.008040685	0.001706268	0.00108672	0.00003093	0.006145103	0.001850403	0.0000853	0.001424424	7.22911532041721E-05	0.000529799
T[Del(C):R2]G	0.000166069	0.00007569	7.28835705961257E-05	0.00032158	0.000145675	0.00007407	0.00001007	0.00338124	0.004845741	0.00073227	0.00075225	0.00081641	0.002474582	0.000314531	0.0000877971875	0.000682635	0.00122047	0.00001833	0.002296729	0.001950365	0.00016521	0.004113534	0	1.27870005385294E-05	8.13522454316951E-05	0.000978733	0.000441814	0.00028329	0.002595324	0.002458302	0.000539645	0.0000637225	0.000621102	0	0.000524879	0.000948049	0.000015465	0.000147116	9.7108301830802E-06	0.000110488
T[Del(C):R2]T	0.001113121	0.0013244	0.001794044	0.004159199	0.002763615	0.00010363	0.00012863	0.01809745	0.023419236	0.00639277	0.00675019	0.01033019	0.013698205	0.005222912	0.000382927	0.005769174	0.027099697	0.00033037	0.002055821	0.012298175	0.00260519	0.014808721	0	0.000351205	0.001417488	0.008809112	0.004595657	0.01515798	0.031941312	0.031734978	0.00936909	0.003753193	0.002794986	0.00134002	0.007064517	0.001357187	0.000087645	0.000309979	0.000151738	0.000701528
T[Del(C):R3]A	0.000315013	0.00120147	0.001121403	0.002193593	0.000777548	0.0005798	0.00018234	0.02127298	0.046306075	0.00141324	0.00278322	0.00654174	0.015706058	0.00177361	0.000212804	0.002434449	0.004442492	0.00007114	0.003456594	0.001525775	0.0001011	0.018785136	0	0.000195521	0.000611619	0.002817358	0.000449689	0.00270843	0.012278723	0.006887609	0.00526585	0.00095155	0.002321295	0.00039704	0.006231833	0.000894575	0.00006421	0.000819107	7.75922597457996E-05	0.000307123
T[Del(C):R3]G	0.000162495	0.00005645	6.07522520205863E-05	0.000214571	0.0000401225	0.00001879	0.00000203	0.00262612	0.006766129	0.000355138	0.00111106	0.00079136	0.001826473	0.00021289	0.000123103	0.000433855	0.00088171	0.00000047	0.0008855	0.000461075	0.00001427	0.008775538	0	0.000218363	8.9994694337144E-05	0.000586402	0.000202716	0.00002371	0.00097489	0.00131268	0.00113946	0.000125228	0.000102256	0	0.000270036	0.000250498	0.000035145	4.52962961709786E-05	1.67134293782765E-06	5.73469139297907E-05
T[Del(C):R3]T	0.000469792	0.00090386	0.00020198	0.00158822	0.000348548	0.0001854	0.00015426	0.01035382	0.023169161	0.002110223	0.00329253	0.00649557	0.007439925	0.001354495	0.000389069	0.001919992	0.004712352	0.00005463	0.001687877	0.003330235	0.00100864	0.018373783	0	0.000846784	0.000841349	0.002747047	0.001464174	0.00074437	0.008628508	0.00667864	0.00491058	0.000888758	0.000398225	0.00033067	0.002858641	0.001185237	0.00015364	0.000300889	0.000134854	0.000356203
T[Del(C):R4]A	0.000456023	0.00128428	0.000641342	0.001475799	0.00026857	0.00108742	0.00053716	0.00935475	0.014479	0.000797028	0.00058792	0.00300343	0.007482208	0.000860839	0.001146808	0.000812748	0.003260538	0.00005617	0.000417228	0.00150236	0.00053142	0.024269848	0	7.21317979096533E-06	0.00013645	0.001420968	0.000383776	0.00122572	0.002588643	0.00358001	0.002457485	0.000836723	0.000693809	0.0001142	0.002187431	0.00304356	0.0004641	0.001499705	0.000396876	0.000281752
T[Del(C):R4]G	0.000091423125	0.00000097	0.000218799	0.000120158	0.000100688	0.00007948	0.00014996	0.00122658	0.001740215	0.000222725	0.00029326	0.00028955	0.000928645	0.000171078	0.000405075	0.000169576	0.000314766	0.00003107	0.000415993	0.000496725	0.00006301	0.00863842	0	4.80878652731022E-06	6.76002219476174E-05	0.000273016	0.000226541	0.00042557	0.000212408	0.000323502	0.00008648	0.0000116475	0.000593715	0.00000565	0.000780726	0.001740456	0.000122725	6.74220945415874E-05	0.000106934	7.0509242528276E-05
T[Del(C):R4]T	0.000274948	0.0006754	0.000695842	0.001174452	0.000213635	0.00045314	0.00022349	0.0063953	0.007735259	0.00032491	0.00068047	0.00310671	0.004328271	0.000834438	0.000818671	0.00113884	0.002375852	0.00004699	0.000696727	0.001153035	0.00030143	0.017002605	0	0.000209401	0.000503522	0.000646851	0.000411799	0.00030675	0.001922911	0.000785769	0.00241851	0.000347625	0.000683196	0.00000491	0.002156772	0.001204123	0.00021524	0.000825936	0.000296924	0.000221392
T[Del(C):R5]A	0.00016741	0.00060775	0.000322206	0.000899791	0.000332533	0.00146724	0.00041678	0.00548328	0.007812073	0.00033104	0.00083009	0.00090976	0.003926373	0.000365299	0.003355553	0.000555934	0.00175185	0.00001841	0.001793479	0.0007484	0.00020806	0.013437543	0	4.80878652731022E-06	0.000952118	0.000804864	0.00030774	0.00053323	0.000445767	0.002319717	0.00121796	0.000167148	0.000338657	0	0.001367055	0.001634164	0.001030155	0.00107261	0.00107638	0.000186279
T[Del(C):R5]G	0.000013294375	0.00002052	2.70628411520276E-05	0.000110927	0.000131123	0.00017704	0.00012532	0.00053884	0.00068988	0.0000537775	0.00014114	0.00017372	0.000400577	0.0000671275	0.000759246	0.000187752	0.000173165	0.0000076	0.00047635	0.00009116	0.00001713	0.005484711	0	3.153033893475E-05	7.09156553259711E-05	7.19663320072144E-05	0.000034755	0.00005472	9.28703915197594E-05	0.0005972	0.00010872	0.0000232325	0.000168808	0.00017135	0.000256029	0.000341417	0.00026808	0.000144714	0.00016799	4.95476799770164E-05
T[Del(C):R5]T	0.000259933	0.00034454	0.000320197	0.000342233	0.000158035	0.00090293	0.00037933	0.00345537	0.005809003	0.000240948	0.00145761	0.00087821	0.002626811	0.00021641	0.003591772	0.000344381	0.001265193	0.00002225	0.001036536	0.001220885	0.00017933	0.008775538	0	7.10388918807191E-06	0.000140677	0.000500581	0.000288847	0.00026643	0.000591043	0.001326843	0.00057843	0.000223763	0.00058663	0	0.00061896	0.000590369	0.001246635	0.000601903	0.00127427	0.000161956
T[Del(C):R6]A	0.000385133	0.00043826	0.000870846	0.001155802	0.000285333	0.00246491	0.00027153	0.00145586	0.004077301	0.000446185	0.0004092	0.00026203	0.001359137	0.000308948	0.005066542	0.000364036	0.001088349	0.00007223	0.001277967	0.000504975	0.00043669	0.002605238	0	1.12022867965749E-05	0.0001369	0.000328338	0.00010048	0.00072286	0.000710522	0.001507149	0.000256295	0.00033273	0.000485498	0.00018364	0.000928726	0.000765741	0.00172254	0.001282298	0.00208277	0.000305812
T[Del(C):R6]G	0.00003139875	0.00000062	4.10551648710547E-05	9.36382670509805E-06	0.00001589	0.00020919	0.00012207	0.0002578	0.000350263	0.0000659075	0.00004791	0.00007861	0.000169478	0.00006791375	0.00107431	6.97871633081006E-05	0.000160164	0.00000666	2.91332764703738E-05	0.00007523	0.00002522	0.000411353	0	6.77601737939167E-06	7.69858116456914E-05	3.35964728137098E-05	0.000026054375	0.000036	8.05159760078737E-05	0.000262638	0.000104245	0.0000002425	0.000141949	0	4.13893553878397E-05	0.0002056	0.000447505	0.000114527	0.00042235	2.71462812782567E-05
T[Del(C):R6]T	0.0000451	0.00028641	0.000241583	0.000369196	0.00019725	0.00108858	0.00022363	0.00079767	0.001929835	0.000308258	0.00035734	0.00023675	0.000796959	0.000132962	0.002456764	0.000216807	0.000510878	0.00005786	0.000144098	0.000286375	0.00019256	0.000959824	0	6.9945985851785E-06	0.000100237	0.000290488	0.000294089	0.00036553	7.4391837047085E-05	0.00067592	0.000191625	0.000148223	0.000353605	0	0.00021293	0.001024534	0.00085945	0.000640463	0.000879212	0.000359144
T[Del(C):R7]A	0.000056599375	0.00006037	0.000185274	0.000383308	0.00025906	0.00216608	0.00009093	0.00046106	0.000644866	0.000232338	0.00055305	0.00001821	0.000369074	0.00003101046875	0.004568428	6.13158704084305E-05	9.11134261789637E-05	0.00003563	0.000497499	0.000147785	0.00018542	0.000137118	0	6.77601737939167E-06	8.50812233161628E-05	0.000133903	0.000029655625	0.00017117	9.24936030741649E-05	0.000299904	0.00003657	0.000126318	0.000269142	0	0.000714841	0.000363257	0.00180875	0.001082792	0.001605778	0.000120523
T[Del(C):R7]G	0.00000215875	0.00000248	4.36901394433761E-05	3.70457777564577E-05	0.0000225875	0.00018865	0.00006281	0.00003346	0.00007570625	0.000036455	0.00000826	0.00001206	3.95549453121419E-05	0.00000724375	0.000963828	4.38729759813194E-05	2.41432736231018E-05	0.0000082	2.8277813213495E-05	0.00005325	0.00003571	0	0	5.90169255624436E-06	1.08764189575598E-05	1.68517247511276E-05	0.00000694875	0.000026	2.30636983739928E-05	0.000259461	0.000003535	0.0000423425	9.46348360578151E-05	0	8.5725037580499E-05	0.000201945	0.000451935	7.74169055039272E-05	0.000404352	2.86611178105954E-05
T[Del(C):R7]T	0.000036744375	0.00009708	0.000149341	0.000217548	0.000311765	0.00083201	0.00042064	0.00009186	0.000298124	0.000147163	0.00004643	0.00002988	0.000140846	0.000122078	0.001483952	7.11484315617213E-05	5.78151192507901E-05	0.00004231	0.000771628	0.000154615	0.00010466	0.000137118	0	4.97272243165034E-06	9.55939723328464E-05	0.000107747	0.000113236	0.00025242	0.000162555	0.000208286	0.00002334	0.00010349	0.000147907	0.00021117	0.000207419	0.000382097	0.00056832	0.00022762	0.000655364	0.000140566
T[Del(C):R8]A	0.000108397	0.00008902	0.000173778	9.66599274416328E-05	0.000228633	0.00055701	0.00001677	0.00006898	0.00007194625	0.000156548	0.00009236	0.0000023	2.61482192356105E-05	0.0000060903125	0.002308451	6.2761826638588E-05	0.00010796	0.00004291	0.000522545	0.000042225	0.00011079	0	0	2.07652145497487E-06	4.24944693624182E-05	8.60539427144009E-05	0.000006923125	0.00015818	0.00038149	0.000190666	0.00002899	0.000034525	0.000708043	0.00004905	9.59517077528588E-05	4.62565623275777E-05	0.001158735	0.000400681	0.000989621	0.000225558
T[Del(C):R8]G	0.000023781875	0	1.44271380048887E-05	5.97691066282855E-07	0.0000070225	0.00000562	0.00003512	0.00000239	0.00000812875	0.00002123	0.00000325	0.00000002	2.39618422401718E-06	0.00001698140625	0.000274881	7.28597447659912E-06	2.69570428149824E-05	0.00000908	2.06261696380787E-05	0.000004925	0.00003672	0	0	1.01640260690875E-05	5.07872307972045E-05	8.60636738798106E-06	0.00000074875	0.00002832	3.73922730656128E-05	4.65200045300491E-05	0.00000074	0.000002595	0.000131355	0.00005581	3.45112409356331E-05	1.07322723130854E-05	0.000240275	2.78638489698928E-05	0.000209071	3.35591781306068E-05
T[Del(C):R8]T	0.0000840975	0.00001143	2.34017048650727E-05	2.74273789305354E-05	0.000188858	0.00020601	0.00002908	0.0000023	0.00001705125	0.00005878	0.00000044	0.00000001	6.26159135873025E-06	0.00002958140625	0.00057149	1.62027528276494E-05	3.27991436065006E-05	0.00002319	0.000202697	0.00001088	0.00004313	0	0	7.54105159964557E-06	0.000102518	6.04373692076397E-05	0.000055600625	0.00009043	0.000235769	8.04839250088995E-05	0.00000759	0.0000349675	8.30652962683991E-05	0	0.000141363	0.000155548	0.000340655	0.000153009	0.000319679	0.000105484
T[Del(C):R(9,)]A	0.000313709	0	1.79404374346507E-05	7.30068569111428E-05	0.000471675	0.00003688	0.00001337	0.00000116	0.00001272375	0.0002006	0.00003605	0.00000001	1.21294912549667E-05	0.000046199375	0.000231804	3.30399488671709E-05	3.1480640934999E-05	0.00005491	5.57476889066044E-05	0.00000794	0.00030111	0	0	9.12576534160007E-06	0.000100709	0.000216759	0.000123038	0.00011005	0.000122626	0.000298473	0.00004178	0.0001358	0.000259219	0	0.00012448	0.000138114	0.000490225	0.000109101	0.000498562	0.000440491
T[Del(C):R(9,)]G	0.000010929375	0.00000141	7.45271685966826E-06	3.09913886220739E-06	0.000177155	0.00000934	0.00003145	0.00000664	0.0000023025	0.0000419275	0.00000021	0.00000002	7.19230074364821E-06	0.0000074859375	0.0000448278125	1.0430927036652E-05	2.16574625156166E-05	0.00000877	6.39696413199399E-05	0.00001269	0.00003333	0	0	2.18581205786828E-07	5.73263997293676E-06	2.87418772562546E-05	0.00002275875	0.00002681	5.15775620103166E-05	0.000106973	0.000002315	0.000000845	6.89068525630138E-05	0.00000001	0.000222402	5.00526935824245E-05	0.000121805	5.98753106012247E-06	0.000153926	2.27103614444676E-05
T[Del(C):R(9,)]T	0.000081461875	0.00001029	2.10102262928338E-05	1.02160898922051E-05	0.000133865	0.0000162	0.0000186	0.0000156	0.00000127375	0.000088715	0.00011888	0.00000056	9.89455151003657E-06	0.00000182515625	0.000038563125	1.67655658427448E-05	2.24278860833658E-05	0.00001223	0.000748816	0.00000807	0.00021304	0	0	4.6448506229701E-06	7.52131332382125E-05	5.67208293945029E-05	0.000035171875	0.00007501	0.000174586	5.75295425260149E-05	0.000010585	0.000009135	7.12551171982642E-05	0.00008942	0.000204011	0.000215536	0.000092885	1.06341046432383E-05	0.000144433	0.000146859
A[Del(T):R1]A	0.001809797	0.00008186	0.002088613	0.003551336	0.003573218	0.00009818	0.00034248	0.0104153	0.010533413	0.003589478	0.00512702	0.01536556	0.00976278	0.004080413	0.000420868	0.006067468	0.01607978	0.00015227	0.002402996	0.01181807	0.00468731	0.000959824	0	0.004009599	0.049135723	0.007672011	0.005808508	0.00707454	0.004027476	0.002414175	0.01058689	0.008056805	0.004533177	0.00057774	0.001079039	0.004195803	0.00049995	0.000194766	0.000820728	0.001570549
A[Del(T):R1]C	0.000515546	0.00012329	0.000952443	0.001722369	0.001859035	0.00006039	0.00015326	0.00603957	0.001725074	0.001308563	0.00162732	0.00900669	0.005590167	0.002480053	0.00009989375	0.002060183	0.007154195	0.00009229	0.00193425	0.00271151	0.00237469	0.001508296	0	0.001547172	0.027263276	0.002383216	0.001663033	0.00125559	0.001881146	0.000695234	0.00669237	0.00167654	0.000483818	0.0003956	0.004238306	0.001922576	0.00007112	0.00025893	5.73395159109468E-05	0.000386444
A[Del(T):R1]G	0.000524869	0.00000201	0.000321641	0.000928757	0.00118604	0.00000303	0.00014084	0.00731608	0.002982384	0.002492305	0.00267539	0.01152935	0.005890669	0.001331386	0.000227567	0.002923307	0.00763269	0.00008021	0.0016951	0.003667805	0.00077199	0.002193885	0	0.001065747	0.006244739	0.003387079	0.00385207	0.00100121	0.001742365	0.00162732	0.00819845	0.00094491	0.001456509	0.00119225	0.000510398	0.001996343	0.000077805	1.96933638774341E-05	0.00013907	0.000440989
A[Del(T):R2]A	0.000991138	0.00114441	0.001153545	0.001695461	0.002411273	0.00039109	0.00019908	0.00918304	0.002482428	0.002395195	0.00125326	0.0146906	0.007527113	0.001196096	0.000927653	0.002298958	0.005628727	0.00029059	0.005286525	0.187427645	0.00650383	0.002056767	0	0.003112815	0.081924811	0.004975764	0.003554344	0.00759002	0.002165021	0.003374942	0.009025825	0.003240298	0.001441077	0.00174752	0.002087287	0.00285844	0.00041099	0.000953202	0.000437135	0.000802679
A[Del(T):R2]C	0.000499409	0.00076126	0.000456555	0.001775962	0.001675525	0.00010876	0.00024541	0.00735062	0.000722129	0.001600325	0.00162483	0.01370742	0.006844664	0.000598942	0.000146736	0.002255474	0.003782146	0.00022515	0.001672763	0.003366885	0.00207586	0.006307418	0	0.000656181	0.02940499	0.001605058	0.001979499	0.00175406	0.000746195	0.000612616	0.00661215	0.001132043	0.001309147	0.00032347	0.000635854	0.002638733	0.000079295	0.000336612	0.000166594	0.000313493
A[Del(T):R2]G	0.000858789	0.00030522	0.000239061	0.001215294	0.000465083	0.00015077	0.00009861	0.00639557	0.003695994	0.000685653	0.00125583	0.00908681	0.004717567	0.000650751	0.000189639	0.002008589	0.003333175	0.00021894	0.001980302	0.00205129	0.00110766	0.00740436	0	0.000665033	0.023564619	0.001072658	0.001423258	0.00104743	0.000812573	0.000253179	0.00613033	0.00075014	0.001256386	0.00000673	0.000603001	0.000968998	0.00010366	0.0004592	7.74192265945892E-05	0.00030968
A[Del(T):R3]A	0.000995175	0.01005071	0.001267144	0.003578266	0.001168618	0.00405748	0.00041339	0.00977103	0.003152678	0.002512998	0.00332133	0.01687802	0.007576091	0.003188594	0.000816265	0.003349818	0.010018143	0.00030476	0.002285608	0.007835385	0.00414694	0.005758947	0	0.000843887	0.046940811	0.003404604	0.002436448	0.00334862	0.001887678	0.000816555	0.00758622	0.003007435	0.000775684	0.00098052	0.000690667	0.001590485	0.00041962	0.011027083	0.000485892	0.000838453
A[Del(T):R3]C	0.00039171	0.0095967	0.001685158	0.002482621	0.001304995	0.0037601	0.00060198	0.00838452	0.001188534	0.001431068	0.00040176	0.01495351	0.006480054	0.000694342	0.00018781	0.001378376	0.003202283	0.00007731	0.003155947	0.002183125	0.00242819	0.018099548	0	0.00109919	0.036799787	0.001114739	0.001164855	0.00095963	0.000886005	0.000996468	0.00555685	0.000629095	0.000950138	0.0002089	0.000367979	0.002299659	0.000103295	0.009545902	8.65847401799154E-05	0.000410029
