column_name	original_column	file	file_stem	source	tissue_last	tissue_full	column_index	column_sum	raw_cluster_id	cluster_id	is_retained	is_medoid
hartwig_colon.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	103	1	10	10	TRUE	FALSE
hartwig_colon.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	104	1	24	20	TRUE	FALSE
hartwig_colon.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	105	1	68	NA	FALSE	FALSE
hartwig_colon.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	106	1	69	NA	FALSE	FALSE
hartwig_colon.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	107	1	70	NA	FALSE	FALSE
hartwig_colon.15	hdp.15	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	108	0.999999999999999	71	NA	FALSE	FALSE
hartwig_colon.16	hdp.16	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	109	1	72	NA	FALSE	FALSE
hartwig_colon.17	hdp.17	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Colon.txt	CAP9.mSigHdp.Hartwig.Koh89.Colon	hartwig	colon	Colon	110	1	30	NA	FALSE	FALSE
hartwig_esophagus.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	111	1	73	39	TRUE	FALSE
hartwig_esophagus.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	112	1	2	2	TRUE	FALSE
hartwig_esophagus.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	113	1	74	40	TRUE	FALSE
hartwig_esophagus.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	114	1	17	15	TRUE	FALSE
hartwig_esophagus.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	115	1	4	4	TRUE	FALSE
hartwig_esophagus.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	116	1	75	41	TRUE	FALSE
hartwig_esophagus.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	117	1	76	NA	FALSE	FALSE
hartwig_esophagus.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	118	1	58	NA	FALSE	FALSE
hartwig_esophagus.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Esophagus.txt	CAP9.mSigHdp.Hartwig.Koh89.Esophagus	hartwig	esophagus	Esophagus	119	1	52	33	TRUE	FALSE
hartwig_head.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	120	1	11	11	TRUE	FALSE
hartwig_head.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	121	0.999999999999999	24	20	TRUE	FALSE
hartwig_head.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	122	1	20	17	TRUE	FALSE
hartwig_head.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	123	1	22	19	TRUE	FALSE
hartwig_head.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	124	1	63	37	TRUE	FALSE
hartwig_head.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	125	1	5	5	TRUE	FALSE
hartwig_head.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	126	1	21	18	TRUE	FALSE
hartwig_head.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Head.txt	CAP9.mSigHdp.Hartwig.Koh89.Head	hartwig	head	Head	127	1	77	NA	FALSE	FALSE
hartwig_kidney.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Kidney.txt	CAP9.mSigHdp.Hartwig.Koh89.Kidney	hartwig	kidney	Kidney	128	1	12	12	TRUE	FALSE
hartwig_kidney.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Kidney.txt	CAP9.mSigHdp.Hartwig.Koh89.Kidney	hartwig	kidney	Kidney	129	1	3	3	TRUE	FALSE
hartwig_kidney.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Kidney.txt	CAP9.mSigHdp.Hartwig.Koh89.Kidney	hartwig	kidney	Kidney	130	1	24	20	TRUE	FALSE
hartwig_kidney.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Kidney.txt	CAP9.mSigHdp.Hartwig.Koh89.Kidney	hartwig	kidney	Kidney	131	1	11	11	TRUE	FALSE
hartwig_kidney.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Kidney.txt	CAP9.mSigHdp.Hartwig.Koh89.Kidney	hartwig	kidney	Kidney	132	1	35	25	TRUE	FALSE
hartwig_liver.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Liver.txt	CAP9.mSigHdp.Hartwig.Koh89.Liver	hartwig	liver	Liver	133	1	22	19	TRUE	FALSE
hartwig_liver.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Liver.txt	CAP9.mSigHdp.Hartwig.Koh89.Liver	hartwig	liver	Liver	134	1	78	NA	FALSE	FALSE
hartwig_liver.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Liver.txt	CAP9.mSigHdp.Hartwig.Koh89.Liver	hartwig	liver	Liver	135	0.999999999999999	17	15	TRUE	FALSE
hartwig_liver.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Liver.txt	CAP9.mSigHdp.Hartwig.Koh89.Liver	hartwig	liver	Liver	136	1	79	NA	FALSE	FALSE
hartwig_liver.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Liver.txt	CAP9.mSigHdp.Hartwig.Koh89.Liver	hartwig	liver	Liver	137	1	24	20	TRUE	FALSE
hartwig_lung.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	138	1	2	2	TRUE	FALSE
hartwig_lung.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	139	1	5	5	TRUE	FALSE
hartwig_lung.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	140	1	13	NA	FALSE	FALSE
hartwig_lung.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	141	1	43	29	TRUE	FALSE
hartwig_lung.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	142	1	46	30	TRUE	FALSE
hartwig_lung.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	143	1	4	4	TRUE	FALSE
hartwig_lung.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	144	1	80	42	TRUE	TRUE
hartwig_lung.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	145	1	3	3	TRUE	FALSE
hartwig_lung.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	146	1	24	20	TRUE	FALSE
hartwig_lung.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	147	1	17	15	TRUE	FALSE
hartwig_lung.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	148	1	48	31	TRUE	TRUE
hartwig_lung.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	149	0.999999999999999	14	13	TRUE	FALSE
hartwig_lung.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	150	1	23	NA	FALSE	FALSE
hartwig_lung.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	151	1	81	NA	FALSE	FALSE
hartwig_lung.15	hdp.15	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	152	1	7	7	TRUE	FALSE
hartwig_lung.16	hdp.16	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lung.txt	CAP9.mSigHdp.Hartwig.Koh89.Lung	hartwig	lung	Lung	153	1	82	NA	FALSE	FALSE
hartwig_lymphoid.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lymphoid.txt	CAP9.mSigHdp.Hartwig.Koh89.Lymphoid	hartwig	lymphoid	Lymphoid	154	1	83	NA	FALSE	FALSE
hartwig_lymphoid.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lymphoid.txt	CAP9.mSigHdp.Hartwig.Koh89.Lymphoid	hartwig	lymphoid	Lymphoid	155	1	75	41	TRUE	FALSE
hartwig_lymphoid.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lymphoid.txt	CAP9.mSigHdp.Hartwig.Koh89.Lymphoid	hartwig	lymphoid	Lymphoid	156	1	84	NA	FALSE	FALSE
hartwig_lymphoid.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lymphoid.txt	CAP9.mSigHdp.Hartwig.Koh89.Lymphoid	hartwig	lymphoid	Lymphoid	157	1	85	NA	FALSE	FALSE
hartwig_lymphoid.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Lymphoid.txt	CAP9.mSigHdp.Hartwig.Koh89.Lymphoid	hartwig	lymphoid	Lymphoid	158	1	74	40	TRUE	FALSE
hartwig_msi.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	159	1	3	3	TRUE	FALSE
hartwig_msi.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	160	1	80	42	TRUE	FALSE
hartwig_msi.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	161	1	6	6	TRUE	FALSE
hartwig_msi.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	162	1	64	38	TRUE	FALSE
hartwig_msi.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	163	1	2	2	TRUE	FALSE
hartwig_msi.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	164	0.999999999999999	28	22	TRUE	FALSE
hartwig_msi.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	165	1	10	10	TRUE	FALSE
hartwig_msi.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	166	1	40	28	TRUE	FALSE
hartwig_msi.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	167	0.999999999999999	86	43	TRUE	FALSE
hartwig_msi.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	168	1	27	21	TRUE	FALSE
hartwig_msi.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	169	1	48	31	TRUE	FALSE
hartwig_msi.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	170	1	87	NA	FALSE	FALSE
hartwig_msi.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	171	1	88	NA	FALSE	FALSE
hartwig_msi.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	172	1	89	NA	FALSE	FALSE
hartwig_msi.15	hdp.15	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	173	0.999999999999999	90	NA	FALSE	FALSE
hartwig_msi.16	hdp.16	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.MSI.txt	CAP9.mSigHdp.Hartwig.Koh89.MSI	hartwig	msi	MSI	174	1	68	NA	FALSE	FALSE
hartwig_other.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	175	1	38	27	TRUE	FALSE
hartwig_other.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	176	1	29	23	TRUE	FALSE
hartwig_other.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	177	1	74	40	TRUE	FALSE
hartwig_other.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	178	1	3	3	TRUE	FALSE
hartwig_other.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	179	1	24	20	TRUE	FALSE
hartwig_other.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	180	1	2	2	TRUE	FALSE
hartwig_other.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	181	1	8	8	TRUE	FALSE
hartwig_other.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	182	1	11	11	TRUE	FALSE
hartwig_other.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	183	1	46	30	TRUE	FALSE
hartwig_other.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	184	1	17	15	TRUE	FALSE
hartwig_other.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	185	1	10	10	TRUE	FALSE
hartwig_other.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	186	1	7	7	TRUE	FALSE
hartwig_other.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Other.txt	CAP9.mSigHdp.Hartwig.Koh89.Other	hartwig	other	Other	187	1	33	NA	FALSE	FALSE
hartwig_ovary.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	188	1	17	15	TRUE	TRUE
hartwig_ovary.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	189	1	24	20	TRUE	FALSE
hartwig_ovary.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	190	1	5	5	TRUE	FALSE
hartwig_ovary.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	191	1	91	NA	FALSE	FALSE
hartwig_ovary.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	192	1	19	16	TRUE	FALSE
hartwig_ovary.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	193	1	54	34	TRUE	FALSE
hartwig_ovary.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	194	1	56	35	TRUE	FALSE
hartwig_ovary.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Ovary.txt	CAP9.mSigHdp.Hartwig.Koh89.Ovary	hartwig	ovary	Ovary	195	1	14	13	TRUE	FALSE
hartwig_pancreas.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Pancreas.txt	CAP9.mSigHdp.Hartwig.Koh89.Pancreas	hartwig	pancreas	Pancreas	196	1	73	39	TRUE	FALSE
hartwig_pancreas.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Pancreas.txt	CAP9.mSigHdp.Hartwig.Koh89.Pancreas	hartwig	pancreas	Pancreas	197	1	35	25	TRUE	FALSE
hartwig_pancreas.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Pancreas.txt	CAP9.mSigHdp.Hartwig.Koh89.Pancreas	hartwig	pancreas	Pancreas	198	1	17	15	TRUE	FALSE
hartwig_pancreas.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Pancreas.txt	CAP9.mSigHdp.Hartwig.Koh89.Pancreas	hartwig	pancreas	Pancreas	199	1	92	NA	FALSE	FALSE
hartwig_pancreas.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Pancreas.txt	CAP9.mSigHdp.Hartwig.Koh89.Pancreas	hartwig	pancreas	Pancreas	200	1	91	NA	FALSE	FALSE
hartwig_prostate.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	201	1	3	3	TRUE	FALSE
hartwig_prostate.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	202	1	93	NA	FALSE	FALSE
hartwig_prostate.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	203	1	35	25	TRUE	FALSE
hartwig_prostate.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	204	1	86	43	TRUE	TRUE
